Hi	UH	hi
,	,	,
I	PP	I
'	POS	'
m	NN	m
Katherine	NP	Katherine
,	,	,
and	CC	and
I	PP	I
like	VBP	like
capitalism	NN	capitalism
,	,	,
a	DT	a
lot	NN	lot
.	SENT	.
But	CC	but
in	IN	in
my	PP$	my
20	CD	@card@
years	NNS	year
as	IN	as
a	DT	a
libertarian	JJ	libertarian
journalist	NN	journalist
,	,	,
I	PP	I
have	VBP	have
started	VBN	start
to	TO	to
pick	VB	pick
up	RP	up
that	IN	that
some	DT	some
people	NNS	people
aren	NN	<unknown>
'	POS	'
t	NN	t
as	IN	as
fond	NN	fond
of	IN	of
capitalism	NN	capitalism
as	IN	as
I	PP	I
am	VBP	be
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
fine	NN	fine
,	,	,
but	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
.	SENT	.
I	PP	I
think	VBP	think
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
stuff	NN	stuff
that	IN	that
you	PP	you
think	VBP	think
you	PP	you
hate	VBP	hate
about	IN	about
capitalism	NN	capitalism
is	VBZ	be
actually	RB	actually
stuff	NN	stuff
to	TO	to
hate	VB	hate
about	IN	about
government	NN	government
.	SENT	.
Before	IN	before
we	PP	we
get	VBP	get
started	VBN	start
kvetching	NN	kvetching
,	,	,
though	RB	though
,	,	,
I	PP	I
want	VBP	want
to	TO	to
sing	VB	sing
you	PP	you
a	DT	a
little	JJ	little
song	NN	song
,	,	,
and	CC	and
you	PP	you
'	POS	'
ve	NN	ve
probably	RB	probably
heard	VBD	hear
it	PP	it
before	IN	before
,	,	,
so	RB	so
feel	VBP	feel
free	JJ	free
to	TO	to
sing	VB	sing
along	RP	along
,	,	,
if	IN	if
you	PP	you
like	VBP	like
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
worry	NN	worry
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
actually	RB	actually
going	VBG	go
to	TO	to
sing	VB	sing
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
fine	NN	fine
.	SENT	.
200	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
in	IN	in
1820	CD	@card@
,	,	,
the	DT	the
global	JJ	global
rate	NN	rate
of	IN	of
absolute	JJ	absolute
poverty	NN	poverty
--	:	--
which	WDT	which
is	VBZ	be
defined	VBN	define
,	,	,
imperfectly	RB	imperfectly
,	,	,
as	IN	as
living	VBG	live
on	IN	on
less	JJR	less
than	IN	than
one	CD	one
dollar	NN	dollar
and	CC	and
90	CD	@card@
cents	NNS	cent
a	DT	a
day	NN	day
--	:	--
was	VBD	be
84	CD	@card@
percent	NN	percent
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
enormous	JJ	enormous
.	SENT	.
Today	NN	today
,	,	,
the	DT	the
World	NP	World
Bank	NP	Bank
puts	VBZ	put
that	IN	that
number	NN	number
at	IN	at
nine	CD	nine
percent	NN	percent
.	SENT	.
Over	IN	over
the	DT	the
same	JJ	same
period	NN	period
,	,	,
life	NN	life
expectancy	NN	expectancy
went	VBD	go
from	IN	from
less	JJR	less
than	IN	than
30	CD	@card@
years	NNS	year
to	TO	to
72	CD	@card@
,	,	,
and	CC	and
there	EX	there
were	VBD	be
similarly	RB	similarly
remarkable	JJ	remarkable
gains	NNS	gain
in	IN	in
access	NN	access
to	TO	to
food	NN	food
,	,	,
water	NN	water
,	,	,
housing	NN	housing
,	,	,
education	NN	education
during	IN	during
that	DT	that
period	NN	period
.	SENT	.
That	DT	that
period	NN	period
coincides	VBZ	coincide
so	RB	so
neatly	RB	neatly
with	IN	with
the	DT	the
rise	NN	rise
of	IN	of
global	JJ	global
capitalism	NN	capitalism
that	IN	that
I	PP	I
flatly	RB	flatly
refuse	VBP	refuse
to	TO	to
believe	VB	believe
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
coincidence	NN	coincidence
.	SENT	.
I	PP	I
think	VBP	think
sometimes	RB	sometimes
,	,	,
we	PP	we
get	VBP	get
so	RB	so
caught	VBN	catch
up	RP	up
in	IN	in
talking	VBG	talk
about	IN	about
what	WP	what
capitalism	NN	capitalism
could	MD	could
or	CC	or
should	MD	should
be	VB	be
that	IN	that
we	PP	we
forget	VBP	forget
what	WP	what
it	PP	it
has	VBZ	have
been	VBN	be
and	CC	and
what	WP	what
it	PP	it
is	VBZ	be
.	SENT	.
So	RB	so
I	PP	I
wanted	VBD	want
to	TO	to
just	RB	just
take	VB	take
a	DT	a
minute	NN	minute
to	TO	to
do	VB	do
some	DT	some
,	,	,
like	VB	like
,	,	,
greatest	JJS	great
hits	NNS	hit
of	IN	of
capitalism	NN	capitalism
.	SENT	.
They	PP	they
include	VBP	include
electric	JJ	electric
light	NN	light
,	,	,
personal	JJ	personal
mobile	JJ	mobile
phones	NNS	phone
,	,	,
cheap	JJ	cheap
fertilizer	NN	fertilizer
,	,	,
commercial	JJ	commercial
aviation	NN	aviation
.	SENT	.
And	CC	and
current	JJ	current
capitalists	NNS	capitalist
are	VBP	be
working	VBG	work
on	IN	on
cool	JJ	cool
stuff	NN	stuff
like	IN	like
cryptocurrencies	NNS	cryptocurrency
and	CC	and
geoengineering	NN	geoengineering
and	CC	and
plant-based	JJ	<unknown>
