When	WRB	when
,	,	,
in	IN	in
1960	CD	@card@
,	,	,
still	RB	still
a	DT	a
student	NN	student
,	,	,
I	PP	I
got	VBD	get
a	DT	a
traveling	VBG	travel
fellowship	NN	fellowship
to	TO	to
study	VB	study
housing	NN	housing
in	IN	in
North	NP	North
America	NP	America
.	SENT	.
We	PP	we
traveled	VBD	travel
the	DT	the
country	NN	country
.	SENT	.
We	PP	we
saw	VBD	see
public	JJ	public
housing	NN	housing
high-rise	JJ	high-rise
buildings	NNS	building
in	IN	in
all	DT	all
major	JJ	major
cities	NNS	city
:	:	:
New	NP	New
York	NP	York
,	,	,
Philadelphia	NP	Philadelphia
.	SENT	.
Those	DT	those
who	WP	who
have	VBP	have
no	DT	no
choice	NN	choice
lived	VBD	live
there	RB	there
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
traveled	VBD	travel
from	IN	from
suburb	NN	suburb
to	TO	to
suburb	NN	suburb
,	,	,
and	CC	and
I	PP	I
came	VBD	come
back	RB	back
thinking	VBG	think
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
reinvent	VB	reinvent
the	DT	the
apartment	NN	apartment
building	NN	building
.	SENT	.
There	EX	there
has	VBZ	have
to	TO	to
be	VB	be
another	DT	another
way	NN	way
of	IN	of
doing	VBG	do
this	DT	this
.	SENT	.
We	PP	we
can	MD	can
'	''	'
t	NN	t
sustain	VB	sustain
suburbs	NNS	suburb
,	,	,
so	RB	so
let	VBP	let
'	POS	'
s	JJ	<unknown>
design	NN	design
a	DT	a
building	NN	building
which	WDT	which
gives	VBZ	give
the	DT	the
qualities	NNS	quality
of	IN	of
a	DT	a
house	NN	house
to	TO	to
each	DT	each
unit	NN	unit
.	SENT	.
Habitat	NN	habitat
would	MD	would
be	VB	be
all	RB	all
about	IN	about
gardens	NNS	garden
,	,	,
contact	NN	contact
with	IN	with
nature	NN	nature
,	,	,
streets	NNS	street
instead	RB	instead
of	IN	of
corridors	NNS	corridor
.	SENT	.
We	PP	we
prefabricated	VBD	prefabricate
it	PP	it
so	IN	so
we	PP	we
would	MD	would
achieve	VB	achieve
economy	NN	economy
,	,	,
and	CC	and
there	RB	there
it	PP	it
is	VBZ	be
almost	RB	almost
50	CD	@card@
years	NNS	year
later	RBR	later
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
desirable	JJ	desirable
place	NN	place
to	TO	to
live	VB	live
in	IN	in
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
now	RB	now
a	DT	a
heritage	NN	heritage
building	NN	building
,	,	,
but	CC	but
it	PP	it
did	VBD	do
not	RB	not
proliferate	VB	proliferate
.	SENT	.
In	IN	in
1973	CD	@card@
,	,	,
I	PP	I
made	VBD	make
my	PP$	my
first	JJ	first
trip	NN	trip
to	TO	to
China	NP	China
.	SENT	.
It	PP	it
was	VBD	be
the	DT	the
Cultural	JJ	cultural
Revolution	NN	revolution
.	SENT	.
We	PP	we
traveled	VBD	travel
the	DT	the
country	NN	country
,	,	,
met	VBN	meet
with	IN	with
architects	NNS	architect
and	CC	and
planners	NNS	planner
.	SENT	.
This	DT	this
is	VBZ	be
Beijing	NP	Beijing
then	RB	then
,	,	,
not	RB	not
a	DT	a
single	JJ	single
high	JJ	high
rise	NN	rise
building	NN	building
in	IN	in
Beijing	NP	Beijing
or	CC	or
Shanghai	NP	Shanghai
.	SENT	.
Shenzhen	NP	Shenzhen
didn	NP	<unknown>
'	POS	'
t	NN	t
