Today	NN	today
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
about	IN	about
the	DT	the
mathematics	NN	mathematics
of	IN	of
love	NN	love
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
think	VBP	think
that	IN	that
we	PP	we
can	MD	can
all	RB	all
agree	VB	agree
that	IN	that
mathematicians	NNS	mathematician
are	VBP	be
famously	RB	famously
excellent	JJ	excellent
at	IN	at
finding	VBG	find
love	NN	love
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
because	IN	because
of	IN	of
our	PP$	our
dashing	JJ	dashing
personalities	NNS	personality
,	,	,
superior	JJ	superior
conversational	JJ	conversational
skills	NNS	skill
and	CC	and
excellent	JJ	excellent
pencil	NN	pencil
cases	NNS	case
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
also	RB	also
because	IN	because
we	PP	we
'	POS	'
ve	NN	ve
actually	RB	actually
done	VBN	do
an	DT	an
awful	JJ	awful
lot	NN	lot
of	IN	of
work	NN	work
into	IN	into
the	DT	the
maths	NN	maths
of	IN	of
how	WRB	how
to	TO	to
find	VB	find
the	DT	the
perfect	JJ	perfect
partner	NN	partner
.	SENT	.
Now	RB	now
,	,	,
in	IN	in
my	PP$	my
favorite	JJ	favorite
paper	NN	paper
on	IN	on
the	DT	the
subject	NN	subject
,	,	,
which	WDT	which
is	VBZ	be
entitled	VBN	entitle
,	,	,
"	''	"
Why	WRB	why
I	NP	I
Don	NP	Don
'	POS	'
t	NN	t
Have	VBP	have
a	DT	a
Girlfriend	NN	girlfriend
"	''	"
—	:	-
Peter	NP	Peter
Backus	NP	Backus
tries	VBZ	try
to	TO	to
rate	VB	rate
his	PP$	his
chances	NNS	chance
of	IN	of
finding	VBG	find
love	NN	love
.	SENT	.
Now	RB	now
,	,	,
Peter	NP	Peter
'	POS	'
s	NN	S
not	RB	not
a	DT	a
very	RB	very
greedy	JJ	greedy
man	NN	man
.	SENT	.
Of	IN	of
all	DT	all
of	IN	of
the	DT	the
available	JJ	available
women	NNS	woman
in	IN	in
the	DT	the
UK	NP	UK
,	,	,
all	DT	all
Peter	NP	Peter
'	POS	'
s	NNS	<unknown>
looking	VBG	look
for	IN	for
is	VBZ	be
somebody	NN	somebody
who	WP	who
lives	VBZ	live
near	IN	near
him	PP	him
,	,	,
somebody	NN	somebody
in	IN	in
the	DT	the
right	JJ	right
age	NN	age
range	NN	range
,	,	,
somebody	NN	somebody
with	IN	with
a	DT	a
university	NN	university
degree	NN	degree
,	,	,
somebody	NN	somebody
he	PP	he
'	POS	'
s	NN	S
likely	JJ	likely
to	TO	to
get	VB	get
on	RP	on
well	RB	well
with	IN	with
,	,	,
somebody	NN	somebody
who	WP	who
'	POS	'
s	NN	S
likely	JJ	likely
to	TO	to
be	VB	be
attractive	JJ	attractive
,	,	,
somebody	NN	somebody
who	WP	who
'	POS	'
s	NN	S
likely	JJ	likely
to	TO	to
find	VB	find
him	PP	him
attractive	JJ	attractive
.	SENT	.
And	CC	and
comes	VBZ	come
up	RP	up
with	IN	with
an	DT	an
estimate	NN	estimate
of	IN	of
26	CD	@card@
women	NNS	woman
in	IN	in
the	DT	the
whole	NN	whole
of	IN	of
the	DT	the
UK	NP	UK
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
looking	VBG	look
very	RB	very
good	JJ	good
,	,	,
is	VBZ	be
it	PP	it
Peter	NP	Peter
?	SENT	?
Now	RB	now
,	,	,
just	RB	just
to	TO	to
put	VB	put
that	IN	that
into	IN	into
perspective	NN	perspective
,	,	,
that	WDT	that
'	POS	'
s	NN	S
about	IN	about
400	CD	@card@
times	NNS	time
fewer	JJR	few
than	IN	than
the	DT	the
best	JJS	good
estimates	NNS	estimate
of	IN	of
how	WRB	how
many	JJ	many
intelligent	JJ	intelligent
extraterrestrial	JJ	extraterrestrial
life	NN	life
forms	NNS	form
there	RB	there
are	VBP	be
.	SENT	.
And	CC	and
it	PP	it
also	RB	also
gives	VBZ	give
Peter	NP	Peter
a	DT	a
1	CD	@card@
in	IN	in
285	CD	@card@
,	,	,
000	CD	@card@
chance	NN	chance
of	IN	of
bumping	VBG	bump
into	IN	into
any	DT	any
one	CD	one
of	IN	of
these	DT	these
special	JJ	special
ladies	NNS	lady
on	IN	on
a	DT	a
given	VBN	give
night	NN	night
out	RP	out
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
think	VB	think
that	RB	that
'	''	'
s	NN	S
why	WRB	why
mathematicians	NNS	mathematician
don	NN	don
'	POS	'
t	NN	t
really	RB	really
bother	VB	bother
going	VBG	go
on	IN	on
nights	NNS	night
out	IN	out
anymore	RB	anymore
.	SENT	.
The	DT	the
thing	NN	thing
is	VBZ	be
that	IN	that
I	PP	I
personally	RB	personally
don	VBP	don
'	POS	'
t	NN	t
subscribe	VB	subscribe
to	TO	to
such	PDT	such
a	DT	a
pessimistic	JJ	pessimistic
view	NN	view
.	SENT	.
Because	IN	because
I	PP	I
know	VBP	know
,	,	,
just	RB	just
as	RB	as
well	RB	well
as	IN	as
all	DT	all
of	IN	of
you	PP	you
do	VBP	do
,	,	,
that	DT	that
love	NN	love
doesn	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
work	VB	work
like	IN	like
that	DT	that
.	SENT	.
Human	JJ	human
emotion	NN	emotion
isn	NN	isn
'	POS	'
t	NN	t
neatly	RB	neatly
ordered	VBN	order
and	CC	and
rational	JJ	rational
and	CC	and
easily	RB	easily
predictable	JJ	predictable
.	SENT	.
But	CC	but
I	PP	I
also	RB	also
know	VBP	know
that	IN	that
that	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
that	IN	that
mathematics	NN	mathematics
hasn	NN	<unknown>
'	POS	'
t	NN	t
got	VBD	get
something	NN	something
that	IN	that
it	PP	it
can	MD	can
offer	VB	offer
us	PP	us
,	,	,
because	IN	because
,	,	,
love	VB	love
,	,	,
as	IN	as
with	IN	with
most	JJS	most
of	IN	of
life	NN	life
,	,	,
is	VBZ	be
full	JJ	full
of	IN	of
patterns	NNS	pattern
and	CC	and
mathematics	NNS	mathematics
is	VBZ	be
,	,	,
ultimately	RB	ultimately
,	,	,
all	DT	all
about	IN	about
the	DT	the
study	NN	study
of	IN	of
patterns	NNS	pattern
.	SENT	.
Patterns	NNS	pattern
from	IN	from
predicting	VBG	predict
the	DT	the
weather	NN	weather
to	TO	to
the	DT	the
fluctuations	NNS	fluctuation
in	IN	in
the	DT	the
stock	NN	stock
market	NN	market
,	,	,
to	TO	to
the	DT	the
movement	NN	movement
of	IN	of
the	DT	the
planets	NNS	planet
or	CC	or
the	DT	the
growth	NN	growth
of	IN	of
cities	NNS	city
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
'	''	'
re	IN	re
being	VBG	be
honest	JJ	honest
,	,	,
none	NN	none
of	IN	of
those	DT	those
things	NNS	thing
are	VBP	be
exactly	RB	exactly
neatly	RB	neatly
ordered	VBN	order
and	CC	and
easily	RB	easily
predictable	JJ	predictable
,	,	,
either	RB	either
.	SENT	.
Because	IN	because
I	PP	I
believe	VBP	believe
that	IN	that
mathematics	NN	mathematics
is	VBZ	be
so	RB	so
powerful	JJ	powerful
that	IN	that
it	PP	it
has	VBZ	have
the	DT	the
potential	NN	potential
to	TO	to
offer	VB	offer
us	PP	us
a	DT	a
new	JJ	new
way	NN	way
of	IN	of
looking	VBG	look
at	IN	at
almost	RB	almost
anything	NN	anything
.	SENT	.
Even	RB	even
something	NN	something
as	IN	as
mysterious	JJ	mysterious
as	IN	as
love	NN	love
.	SENT	.
And	CC	and
so	RB	so
,	,	,
to	TO	to
try	VB	try
to	TO	to
persuade	VB	persuade
you	PP	you
of	IN	of
how	WRB	how
totally	RB	totally
amazing	JJ	amazing
,	,	,
excellent	JJ	excellent
and	CC	and
relevant	JJ	relevant
mathematics	NN	mathematics
is	VBZ	be
,	,	,
I	PP	I
want	VBP	want
to	TO	to
give	VB	give
you	PP	you
my	PP$	my
top	JJ	top
three	CD	three
mathematically	RB	mathematically
verifiable	JJ	verifiable
tips	NNS	tip
for	IN	for
love	NN	love
.	SENT	.
OK	UH	OK
,	,	,
so	RB	so
Top	JJ	top
Tip	NP	Tip
#1	NN	<unknown>
:	:	:
How	WRB	how
to	TO	to
win	VB	win
at	IN	at
online	JJ	online
dating	VBG	date
.	SENT	.
So	IN	so
my	PP$	my
favorite	JJ	favorite
online	JJ	online
dating	VBG	date
website	NN	website
is	VBZ	be
OkCupid	JJ	<unknown>
,	,	,
not	RB	not
least	RBS	least
because	IN	because
it	PP	it
was	VBD	be
started	VBN	start
by	IN	by
a	DT	a
group	NN	group
of	IN	of
mathematicians	NNS	mathematician
.	SENT	.
Now	RB	now
,	,	,
because	IN	because
they	PP	they
'	POS	'
re	NN	re
mathematicians	NNS	mathematician
,	,	,
they	PP	they
have	VBP	have
been	VBN	be
collecting	VBG	collect
data	NNS	datum
on	IN	on
everybody	NN	everybody
who	WP	who
uses	VBZ	use
their	PP$	their
site	NN	site
for	IN	for
almost	RB	almost
a	DT	a
decade	NN	decade
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
trying	VBG	try
to	TO	to
search	VB	search
for	IN	for
patterns	NNS	pattern
in	IN	in
the	DT	the
way	NN	way
that	IN	that
we	PP	we
talk	VBP	talk
about	IN	about
ourselves	PP	ourselves
and	CC	and
the	DT	the
way	NN	way
that	IN	that
we	PP	we
interact	VBP	interact
with	IN	with
each	DT	each
other	JJ	other
on	IN	on
an	DT	an
online	JJ	online
dating	VBG	date
website	NN	website
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
ve	NNS	<unknown>
come	VBP	come
up	RP	up
with	IN	with
some	DT	some
seriously	RB	seriously
interesting	JJ	interesting
findings	NNS	finding
.	SENT	.
But	CC	but
my	PP$	my
particular	JJ	particular
favorite	NN	favorite
is	VBZ	be
that	IN	that
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
on	IN	on
an	DT	an
online	JJ	online
dating	VBG	date
website	NN	website
,	,	,
how	WRB	how
attractive	JJ	attractive
you	PP	you
are	VBP	be
does	VBZ	do
not	RB	not
dictate	VB	dictate
how	WRB	how
popular	JJ	popular
you	PP	you
are	VBP	be
,	,	,
and	CC	and
actually	RB	actually
,	,	,
having	VBG	have
people	NNS	people
think	VBP	think
that	IN	that
you	PP	you
'	POS	'
re	NN	re
ugly	JJ	ugly
can	MD	can
work	VB	work
to	TO	to
your	PP$	your
advantage	NN	advantage
.	SENT	.
Let	VB	let
me	PP	me
show	VB	show
you	PP	you
how	WRB	how
this	DT	this
works	NNS	work
.	SENT	.
In	IN	in
a	DT	a
thankfully	RB	thankfully
voluntary	JJ	voluntary
section	NN	section
of	IN	of
OkCupid	NP	OkCupid
,	,	,
you	PP	you
are	VBP	be
allowed	VBN	allow
to	TO	to
rate	VB	rate
how	WRB	how
attractive	JJ	attractive
you	PP	you
think	VBP	think
people	NNS	people
are	VBP	be
on	IN	on
a	DT	a
scale	NN	scale
between	IN	between
one	CD	one
and	CC	and
five	CD	five
.	SENT	.
Now	RB	now
,	,	,
if	IN	if
we	PP	we
compare	VBP	compare
this	DT	this
score	NN	score
,	,	,
the	DT	the
average	JJ	average
score	NN	score
,	,	,
to	TO	to
how	WRB	how
many	JJ	many
messages	NNS	message
a	DT	a
selection	NN	selection
of	IN	of
people	NNS	people
receive	VBP	receive
,	,	,
you	PP	you
can	MD	can
begin	VB	begin
to	TO	to
get	VB	get
a	DT	a
sense	NN	sense
of	IN	of
how	WRB	how
attractiveness	NN	attractiveness
links	NNS	link
to	TO	to
popularity	NN	popularity
on	IN	on
an	DT	an
online	JJ	online
dating	VBG	date
website	NN	website
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
graph	NN	graph
the	DT	the
OkCupid	NP	OkCupid
guys	NNS	guy
have	VBP	have
come	VBN	come
up	RP	up
with	IN	with
.	SENT	.
And	CC	and
the	DT	the
important	JJ	important
thing	NN	thing
to	TO	to
notice	VB	notice
is	VBZ	be
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
totally	RB	totally
true	JJ	true
that	IN	that
the	DT	the
more	RBR	more
attractive	JJ	attractive
you	PP	you
are	VBP	be
,	,	,
the	DT	the
more	JJR	more
messages	NNS	message
you	PP	you
get	VBP	get
.	SENT	.
But	CC	but
the	DT	the
question	NN	question
arises	VBZ	arise
then	RB	then
of	IN	of
what	WP	what
is	VBZ	be
it	PP	it
about	IN	about
people	NNS	people
up	RB	up
here	RB	here
who	WP	who
are	VBP	be
so	RB	so
much	RB	much
more	RBR	more
popular	JJ	popular
than	IN	than
people	NNS	people
down	RB	down
here	RB	here
,	,	,
even	RB	even
though	IN	though
they	PP	they
have	VBP	have
the	DT	the
same	JJ	same
score	NN	score
of	IN	of
attractiveness	NN	attractiveness
?	SENT	?
And	CC	and
the	DT	the
reason	NN	reason
why	WRB	why
is	VBZ	be
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
straightforward	JJ	straightforward
looks	NNS	look
that	WDT	that
are	VBP	be
important	JJ	important
.	SENT	.
So	RB	so
let	VB	let
me	PP	me
try	VB	try
to	TO	to
illustrate	VB	illustrate
their	PP$	their
findings	NNS	finding
with	IN	with
an	DT	an
example	NN	example
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
take	VBP	take
someone	NN	someone
like	IN	like
Portia	NP	Portia
de	NP	de
Rossi	NP	Rossi
,	,	,
for	IN	for
example	NN	example
,	,	,
everybody	NN	everybody
agrees	VBZ	agree
that	IN	that
Portia	NP	Portia
de	NP	de
Rossi	NP	Rossi
is	VBZ	be
a	DT	a
very	RB	very
beautiful	JJ	beautiful
woman	NN	woman
.	SENT	.
Nobody	NN	nobody
thinks	VBZ	think
that	IN	that
she	PP	she
'	POS	'
s	NNS	<unknown>
ugly	JJ	ugly
,	,	,
but	CC	but
she	PP	she
'	POS	'
s	NN	S
not	RB	not
a	DT	a
supermodel	NN	supermodel
,	,	,
either	RB	either
.	SENT	.
If	IN	if
you	PP	you
compare	VBP	compare
Portia	NP	Portia
de	NP	de
Rossi	NP	Rossi
to	TO	to
someone	NN	someone
like	IN	like
Sarah	NP	Sarah
Jessica	NP	Jessica
Parker	NP	Parker
,	,	,
now	RB	now
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
,	,	,
myself	PP	myself
included	VBD	include
,	,	,
I	PP	I
should	MD	should
say	VB	say
,	,	,
think	VBP	think
that	IN	that
Sarah	NP	Sarah
Jessica	NP	Jessica
Parker	NP	Parker
is	VBZ	be
seriously	RB	seriously
fabulous	JJ	fabulous
and	CC	and
possibly	RB	possibly
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
beautiful	JJ	beautiful
creatures	NNS	creature
to	TO	to
have	VB	have
ever	RB	ever
have	VBP	have
walked	VBN	walk
on	IN	on
the	DT	the
face	NN	face
of	IN	of
the	DT	the
Earth	NN	earth
.	SENT	.
But	CC	but
some	DT	some
other	JJ	other
people	NNS	people
,	,	,
i	NP	i
.	SENT	.
e	LS	e
.	SENT	.
,	,	,
most	JJS	most
of	IN	of
the	DT	the
Internet	NN	Internet
.	SENT	.
.	SENT	.
.	SENT	.
seem	VBP	seem
to	TO	to
think	VB	think
that	IN	that
she	PP	she
looks	VBZ	look
a	DT	a
bit	NN	bit
like	IN	like
a	DT	a
horse	NN	horse
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
think	VBP	think
that	IN	that
if	IN	if
you	PP	you
ask	VBP	ask
people	NNS	people
how	WRB	how
attractive	JJ	attractive
they	PP	they
thought	VBD	think
Jessica	NP	Jessica
Parker	NP	Parker
or	CC	or
Portia	NP	Portia
de	NP	de
Rossi	NP	Rossi
were	VBD	be
,	,	,
and	CC	and
you	PP	you
ask	VBP	ask
them	PP	them
to	TO	to
give	VB	give
them	PP	them
a	DT	a
score	NN	score
between	IN	between
one	CD	one
and	CC	and
five	CD	five
I	PP	I
reckon	VBP	reckon
that	IN	that
they	PP	they
'	POS	'
d	NN	d
average	NN	average
out	RB	out
to	TO	to
have	VB	have
roughly	RB	roughly
the	DT	the
same	JJ	same
score	NN	score
.	SENT	.
But	CC	but
the	DT	the
way	NN	way
that	IN	that
people	NNS	people
would	MD	would
vote	VB	vote
would	MD	would
be	VB	be
very	RB	very
different	JJ	different
.	SENT	.
So	RB	so
Portia	NP	Portia
'	POS	'
s	NN	S
scores	NNS	score
would	MD	would
all	RB	all
be	VB	be
clustered	VBN	cluster
around	IN	around
the	DT	the
four	CD	four
because	IN	because
everybody	NN	everybody
agrees	VBZ	agree
that	IN	that
she	PP	she
'	POS	'
s	NN	S
very	RB	very
beautiful	JJ	beautiful
,	,	,
whereas	IN	whereas
Sarah	NP	Sarah
Jessica	NP	Jessica
Parker	NP	Parker
completely	RB	completely
divides	VBZ	divide
opinion	NN	opinion
.	SENT	.
There	EX	there
'	''	'
d	SYM	d
be	VB	be
a	DT	a
huge	JJ	huge
spread	NN	spread
in	IN	in
her	PP$	her
scores	NNS	score
.	SENT	.
And	CC	and
actually	RB	actually
it	PP	it
'	POS	'
s	NNS	<unknown>
this	DT	this
spread	NN	spread
that	WDT	that
counts	VBZ	count
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
this	DT	this
spread	NN	spread
that	WDT	that
makes	VBZ	make
you	PP	you
more	RBR	more
popular	JJ	popular
on	IN	on
an	DT	an
online	JJ	online
Internet	NN	Internet
dating	VBG	date
website	NN	website
.	SENT	.
So	RB	so
what	WP	what
that	DT	that
means	NN	means
then	RB	then
is	VBZ	be
that	IN	that
if	IN	if
some	DT	some
people	NNS	people
think	VBP	think
that	IN	that
you	PP	you
'	POS	'
re	NN	re
