Hi	UH	hi
,	,	,
I	PP	I
'	POS	'
m	NN	m
Jack	NP	Jack
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
transgender	NN	transgender
.	SENT	.
Let	VB	let
me	PP	me
take	VB	take
a	DT	a
guess	NN	guess
at	IN	at
some	DT	some
of	IN	of
thoughts	NNS	thought
that	WDT	that
might	MD	might
be	VB	be
running	VBG	run
through	IN	through
your	PP$	your
head	NN	head
right	RB	right
now	RB	now
.	SENT	.
"	''	"
Transgender	NN	Transgender
?	SENT	?
Wait	NN	wait
,	,	,
does	VBZ	do
that	DT	that
mean	NN	mean
that	IN	that
they	PP	they
'	''	'
re	IN	re
actually	RB	actually
a	DT	a
man	NN	man
or	CC	or
actually	RB	actually
a	DT	a
woman	NN	woman
?	SENT	?
"	''	"
"	``	"
I	PP	I
wonder	VBP	wonder
if	IN	if
he	PP	he
'	POS	'
s	NN	S
had	VBD	have
the	DT	the
surgery	NN	surgery
yet	RB	yet
.	SENT	.
.	SENT	.
.	SENT	.
Oh	UH	oh
,	,	,
now	RB	now
I	NP	I
'	POS	'
m	NN	m
looking	VBG	look
at	IN	at
his	PP$	his
crotch	NN	crotch
.	SENT	.
Look	VB	look
to	TO	to
the	DT	the
right	NN	right
,	,	,
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
safe	JJ	safe
place	NN	place
to	TO	to
look	VB	look
.	SENT	.
"	''	"
"	``	"
Yes	UH	yes
,	,	,
I	PP	I
knew	VBD	know
it	PP	it
!	SENT	!
No	DT	no
real	JJ	real
man	NN	man
has	VBZ	have
hips	NNS	hip
like	IN	like
those	DT	those
.	SENT	.
"	''	"
"	``	"
My	PP$	my
friend	NN	friend
'	POS	'
s	NN	S
daughter	NN	daughter
is	VBZ	be
transgender	NN	transgender
—	:	-
I	PP	I
wonder	VBP	wonder
if	IN	if
they	PP	they
know	VBP	know
each	DT	each
other	JJ	other
.	SENT	.
"	''	"
"	``	"
Oh	UH	oh
my	PP$	my
gosh	NN	gosh
,	,	,
he	PP	he
is	VBZ	be
so	RB	so
brave	JJ	brave
.	SENT	.
I	PP	I
would	MD	would
totally	RB	totally
support	VB	support
his	PP$	his
right	NN	right
to	TO	to
use	VB	use
the	DT	the
men	NNS	man
'	POS	'
s	NN	S
bathroom	NN	bathroom
.	SENT	.
Wait	VB	wait
,	,	,
but	CC	but
how	WRB	how
does	VBZ	do
he	PP	he
use	VB	use
the	DT	the
bathroom	NN	bathroom
?	SENT	?
How	WRB	how
does	VBZ	do
he	PP	he
have	VB	have
sex	NN	sex
?	SENT	?
"	``	"
OK	UH	OK
,	,	,
OK	UH	OK
,	,	,
let	VB	let
'	''	'
s	NNS	<unknown>
stop	VBP	stop
those	DT	those
hypothetical	JJ	hypothetical
questions	NNS	question
before	IN	before
we	PP	we
get	VBP	get
too	RB	too
close	VB	close
for	IN	for
my	PP$	my
comfort	NN	comfort
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
don	NN	don
'	POS	'
t	NN	t
get	VB	get
me	PP	me
wrong	JJ	wrong
,	,	,
I	PP	I
did	VBD	do
come	VB	come
here	RB	here
today	NN	today
to	TO	to
share	VB	share
my	PP$	my
personal	JJ	personal
experiences	NNS	experience
being	VBG	be
transgender	NN	transgender
,	,	,
but	CC	but
I	PP	I
did	VBD	do
not	RB	not
wake	VB	wake
up	RP	up
this	DT	this
morning	NN	morning
wanting	VBG	want
to	TO	to
tell	VB	tell
an	DT	an
entire	JJ	entire
audience	NN	audience
about	IN	about
my	PP$	my
sex	NN	sex
life	NN	life
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
the	DT	the
problem	NN	problem
with	IN	with
being	VBG	be
trans	NNS	<unknown>
,	,	,
right	RB	right
?	SENT	?
People	NNS	people
are	VBP	be
pretty	RB	pretty
much	RB	much
always	RB	always
wondering	VBG	wonder
how	WRB	how
we	PP	we
have	VBP	have
sex	NN	sex
and	CC	and
what	WP	what
kind	NN	kind
of	IN	of
equipment	NN	equipment
we	PP	we
'	POS	'
re	NN	re
working	VBG	work
with	IN	with
below	IN	below
the	DT	the
belt	NN	belt
.	SENT	.
Being	JJ	being
trans	NNS	<unknown>
is	VBZ	be
awkward	JJ	awkward
.	SENT	.
And	CC	and
not	RB	not
just	RB	just
because	IN	because
the	DT	the
gender	NN	gender
I	PP	I
was	VBD	be
assigned	VBN	assign
at	IN	at
birth	NN	birth
mismatches	VBZ	mismatch
the	DT	the
one	CD	one
I	PP	I
really	RB	really
am	VBP	be
.	SENT	.
Being	JJ	being
trans	NNS	<unknown>
is	VBZ	be
awkward	JJ	awkward
because	IN	because
everyone	NN	everyone
else	RB	else
gets	VBZ	get
awkward	JJ	awkward
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
around	IN	around
me	PP	me
.	SENT	.
People	NNS	people
who	WP	who
support	VBP	support
me	PP	me
and	CC	and
all	DT	all
other	JJ	other
trans	NNS	<unknown>
people	NNS	people
wholeheartedly	RB	wholeheartedly
are	VBP	be
often	RB	often
so	RB	so
scared	VBN	scare
to	TO	to
say	VB	say
to	TO	to
wrong	JJ	wrong
thing	NN	thing
,	,	,
so	RB	so
embarrassed	VBN	embarrass
to	TO	to
not	RB	not
know	VB	know
