lemma	target_count	comparison_count	target_per_1k	comparison_per_1k	expected	LL	%DIFF	status
giussani	16	32	67.51	7.85	2.64	35.37	158.35	POSKW
bg	16	34	67.51	8.34	2.75	34.01	156.03	POSKW
bruno	16	42	67.51	10.3	3.19	29.28	147.05	POSKW
isis	8	15	33.76	3.68	1.26	18.4	160.7	POSKW
dim	9	28	37.97	6.87	2.03	14.34	138.75	POSKW
search	50	491	210.97	120.4	29.71	12.28	54.66	POSKW
crawl	14	75	59.07	18.39	4.89	12.26	105.03	POSKW
dysfunction	8	31	33.76	7.6	2.14	10.35	126.48	POSKW
lamp	10	48	42.19	11.77	3.19	10.13	112.75	POSKW
underwater	11	58	46.41	14.22	3.79	9.85	106.18	POSKW
blood	42	422	177.22	103.48	25.49	9.56	52.54	POSKW
international	46	479	194.09	117.46	28.84	9.24	49.19	POSKW
biology	31	288	130.8	70.62	17.52	9.03	59.75	POSKW
pound	26	227	109.7	55.66	13.9	8.99	65.36	POSKW
mosque	9	44	37.97	10.79	2.91	8.91	111.5	POSKW
reply	13	82	54.85	20.11	5.22	8.87	92.7	POSKW
special	53	580	223.63	142.23	34.77	8.79	44.5	POSKW
mission	37	370	156.12	90.73	22.35	8.56	52.98	POSKW
leak	11	64	46.41	15.69	4.12	8.54	98.92	POSKW
speculate	8	37	33.76	9.07	2.47	8.49	115.26	POSKW
undertake	8	37	33.76	9.07	2.47	8.49	115.26	POSKW
exact	31	295	130.8	72.34	17.91	8.41	57.56	POSKW
drink	34	334	143.46	81.9	20.21	8.34	54.63	POSKW
t-shirt	11	66	46.41	16.18	4.23	8.14	96.58	POSKW
obstacle	18	145	75.95	35.56	8.95	7.59	72.45	POSKW
equality	17	134	71.73	32.86	8.29	7.53	74.33	POSKW
observe	28	272	118.14	66.7	16.48	7.12	55.66	POSKW
fishing	13	94	54.85	23.05	5.88	6.91	81.64	POSKW
marine	13	94	54.85	23.05	5.88	6.91	81.64	POSKW
exceed	9	54	37.97	13.24	3.46	6.66	96.58	POSKW
guest	12	86	50.63	21.09	5.38	6.49	82.39	POSKW
frustrating	10	65	42.19	15.94	4.12	6.48	90.33	POSKW
couldn	82	1041	345.99	255.27	61.68	6.45	30.18	POSKW
peter	11	76	46.41	18.64	4.78	6.38	85.4	POSKW
textbook	12	87	50.63	21.33	5.44	6.34	81.42	POSKW
ball	24	232	101.27	56.89	14.06	6.2	56.12	POSKW
underground	11	78	46.41	19.13	4.89	6.07	83.27	POSKW
reaction	31	326	130.8	79.94	19.61	6.0	48.27	POSKW
exchange	23	222	97.05	54.44	13.46	5.97	56.25	POSKW
darkness	15	124	63.29	30.41	7.63	5.95	70.19	POSKW
watch	91	1191	383.97	292.05	70.41	5.86	27.19	POSKW
prison	22	212	92.83	51.99	12.85	5.74	56.4	POSKW
tiny	49	580	206.75	142.23	34.55	5.7	36.98	POSKW
float	16	139	67.51	34.09	8.51	5.61	65.8	POSKW
boat	19	176	80.17	43.16	10.71	5.58	60.02	POSKW
conservation	13	104	54.85	25.5	6.43	5.57	73.05	POSKW
galaxy	13	104	54.85	25.5	6.43	5.57	73.05	POSKW
man	108	1458	455.7	357.53	86.01	5.52	24.14	POSKW
convention	11	82	46.41	20.11	5.11	5.5	79.09	POSKW
striking	11	82	46.41	20.11	5.11	5.5	79.09	POSKW
composition	9	61	37.97	14.96	3.84	5.41	86.96	POSKW
mood	13	106	54.85	25.99	6.54	5.33	71.39	POSKW
piece	79	1027	333.33	251.84	60.75	5.33	27.85	POSKW
repeat	26	270	109.7	66.21	16.26	5.27	49.45	POSKW
