_NAME_	COMMUNAL
v000007	0
v000016	0
v000134	0
v000144	0
v000194	0
v000198	0
v000213	0
v000285	0
v000373	0
v000374	0
v000400	0
v000464	0
v000477	0
v000540	0
v000606	0
v000623	0
v000637	0
v000652	0
v000659	0
v000662	0
v000708	0
v000739	0
v000742	0
v000747	0
v000762	0
v000776	0
v000800	0
v000812	0
v000834	0
v000835	0
v000837	0
v000852	0
v000866	0
v000877	0
v000937	0
v000955	0
v000971	0
v001042	0
v000325	0.7717458923
v000549	0.8758299689
v000038	0.9433931774
v000469	0.955807841
v000012	0.9936032312
v000645	0.9944126546
v000875	1.0066603339
v000110	1.0365292935
v000310	1.0423114942
v000949	1.0777018602
v000916	1.0801056249
v000697	1.0839896402
v000901	1.1267341769
v000002	1.1467520091
v000468	1.1702369377
v000171	1.1783323747
v000896	1.1901100824
v000072	1.1909743744
v000262	1.2078918055
v000404	1.2079318722
v000672	1.2092960632
v000442	1.2101769097
v000807	1.2110581497
v000496	1.2180036219
v000693	1.2343101117
v000204	1.2406862485
v000696	1.2432020289
v000699	1.260538906
v000706	1.261147722
v000723	1.2641634647
v000899	1.2870685867
v000008	1.287086236
v000508	1.2881410557
v000212	1.295196759
v000029	1.3056104559
v000453	1.3098726947
v000848	1.3321352286
v000761	1.3390967423
v000936	1.3391060636
v000087	1.3488498188
v000474	1.3497783236
v000972	1.3552134302
v000358	1.3575756539
v000518	1.3666016697
v000840	1.3706153427
v000764	1.3726824222
v000020	1.373304714
v001040	1.3844855772
v000105	1.3902688152
v000113	1.4028964988
v000710	1.4064851083
v000397	1.4082573462
v000728	1.4119014433
v000475	1.4126410618
v000879	1.4147177934
v000808	1.416368012
v000287	1.4199348478
v000718	1.4218078317
v000782	1.4236077038
v000045	1.4315950643
v000590	1.4368200492
v000339	1.4398293495
v000524	1.4426682007
v000640	1.4456819064
v000997	1.4558323566
v000348	1.4565295814
v000111	1.4579113854
v000769	1.460684204
v000135	1.4620086867
v000019	1.4650557091
v000985	1.4763253701
v000291	1.4790904166
v000224	1.4811461575
v000293	1.484997508
v000471	1.4871453287
v000069	1.5057833974
v000165	1.5111185248
v000296	1.5214780297
v000328	1.5264103434
v000156	1.5271321461
v000587	1.5316802482
v000197	1.5329412276
v000315	1.5361746133
v000458	1.5466978182
v000987	1.5495280621
v000757	1.5592547617
v000051	1.5671545073
v000980	1.5701379516
v000519	1.5709919274
v000175	1.5786567964
v000329	1.582597411
v000099	1.5848125181
v001017	1.5889937071
v000593	1.5909279863
v000313	1.5963797334
v000946	1.598639921
v000646	1.5991013639
v000240	1.6042406264
v000406	1.6079426824
v000154	1.6082309394
v000251	1.6130475275
v001023	1.6186911999
v000272	1.6280070159
v000906	1.6321885438
v000827	1.637232089
v001009	1.6432528911
v000935	1.6446377195
v000924	1.6462010161
v000138	1.6493530517
v000335	1.6521167241
v000250	1.653280612
v000062	1.6581477276
v000643	1.6632921317
v000298	1.6636558034
v000918	1.6644492215
v000102	1.6648849548
v000638	1.6698587903
v000265	1.6755556198
v000602	1.6843457323
v000179	1.6914841687
v000152	1.6975584346
v000909	1.7038426498
v000618	1.7160551873
v001020	1.7186585922
v000555	1.7188282248
v001014	1.7219216346
v000670	1.7261242714
v000484	1.727966325
v000934	1.7293540419
v000655	1.7298378396
v000822	1.7307135278
v000226	1.7337262416
v000022	1.7353826638
v000537	1.7357306994
v000856	1.7369155943
v000230	1.7382354864
v000352	1.7433233978
v000674	1.743857968
v000839	1.7536428587
v000897	1.7544561542
v000715	1.7645963654
v000317	1.7662590509
v000322	1.7666600758
v000841	1.7693661691
v001030	1.7747284059
v001032	1.7758182367
v000186	1.7761813109
v000164	1.7777235605
v000448	1.7788269737
v000721	1.7914176018
v000074	1.7932234251
v000676	1.795462637
v000396	1.7992892394
v000836	1.8063516556
v000795	1.8098489735
v000829	1.8147567814
v000498	1.8281114784
v000353	1.8298718654
v000190	1.8325778175
v000767	1.8337331742
v000912	1.8360272498
v000436	1.8396396358
v000403	1.8426288834
v000641	1.8439993919
v000999	1.8452993623
v000286	1.8495097682
v000963	1.849956448
v000207	1.8552120781
v000622	1.8566553609
v000695	1.8567605699
v000255	1.8573299918
v000025	1.8617792276
v000066	1.8652982493
v000768	1.8778102416
v000128	1.8813813349
v000966	1.8837865052
v000910	1.8935818976
v000467	1.89656618
v000990	1.8994268032
v000330	1.9023181819
v000772	1.9048510616
v000043	1.9056742029
v001053	1.9167889147
v000278	1.9245666139
v000633	1.9270993994
v000301	1.9293018514
v000783	1.9366744326
v000522	1.942809466
v000440	1.9528515787
v000709	1.953634289
v000865	1.9637463477
v000104	1.9647520663
v000675	1.9662252414
v000947	1.9764195647
v000439	1.980165738
v000185	1.9802077063
v000869	1.9822999362
v000108	1.9856514546
v000220	1.98802593
v000416	1.9899259798
v000340	1.9959428812
v000148	1.9970974815
v000825	1.9973613405
v000076	1.9978351371
v000311	2.0023758681
v000459	2.0030534975
v000964	2.0041711798
v000356	2.0117914503
v000680	2.0184603129
v000026	2.0268801685
v000274	2.0289204152
v000786	2.0333913857
v000862	2.0343163604
v000412	2.0368097933
v001044	2.0429540139
v000632	2.0498343637
v000131	2.0573330113
v000236	2.0636938201
v000486	2.0709578295
v000810	2.0722414907
v001027	2.0723993842
v000921	2.0735139285
v000664	2.0736412089
v000863	2.0813427083
v000009	2.0827311696
v000279	2.0878250209
v000774	2.0969108995
v000551	2.0972067044
v000854	2.1027875374
v000886	2.1029717704
v000846	2.1038142398
v000246	2.1058742615
v000388	2.1064320152
v000794	2.1071291091
v000838	2.1242867211
v000441	2.1327835253
v001007	2.1335454876
v000663	2.1388222588
v001000	2.1409883156
v001038	2.15030771
v000177	2.1518579573
v000871	2.1552618104
v000092	2.1562034495
v001011	2.1578796892
v000644	2.1585144277
v000343	2.1629298714
v000243	2.1653557218
v000372	2.1686500663
v000247	2.1697058751
v000290	2.174279552
v000707	2.1786698716
v000337	2.1814274564
v000965	2.1816601083
v000620	2.1859890548
v000919	2.1896409074
v000472	2.1921744015
v000619	2.1978061029
v000732	2.2003520018
v000736	2.2096917666
v000362	2.2102365563
v000516	2.2142368869
v000724	2.2146816916
v000369	2.2182141081
v000143	2.2255997137
v000978	2.2302963988
v000451	2.2317197239
v000953	2.2352554666
v001013	2.2362484734
v000573	2.237710495
v000145	2.2390232728
v000455	2.2400222759
v000726	2.2414175087
v000927	2.2416582827
v000030	2.2422595088
v000094	2.2431385315
v001041	2.2448123284
v000857	2.245253815
v000656	2.2456156456
v000124	2.2463596581
v001016	2.2472242588
v000799	2.2509060957
v000182	2.2553620299
v000970	2.2556864848
v000904	2.2614689947
v000063	2.2645186517
v000489	2.2710676934
v001056	2.2716042142
v000018	2.2750941899
v000671	2.2753482624
v000938	2.2761623268
v001043	2.2850375948
v000116	2.2889935621
v001033	2.2912766291
v000984	2.2966736496
v000173	2.2977859561
v001050	2.3057212804
v000295	2.3117320751
v000481	2.3151020357
v000574	2.3168024218
v001021	2.3180965435
v000297	2.3202135007
v000929	2.3209679758
v000463	2.322102501
v001022	2.3236267052
v000082	2.3245266196
v000377	2.3257861842
v000944	2.3291652438
v000003	2.3317382929
v000081	2.3324164223
v000137	2.3342481038
v000557	2.3415970497
v000610	2.3452664146
v000945	2.3452761334
v000238	2.3493103641
v000242	2.3508264215
v000530	2.3531048906
v000431	2.3549754914
v000514	2.3566671324
v000847	2.3569259657
v000342	2.3592158707
v000107	2.367520116
v000943	2.3680384233
v000013	2.3718463423
v000914	2.3736125052
v000461	2.37451525
v000888	2.3763784877
v000299	2.376915789
v000791	2.3769436229
v000539	2.3770881337
v000533	2.378489228
v000843	2.3790556666
v000041	2.3803144762
