Name1	Name2	corr
foie	gras	0.99891471
gras	foie	0.99891471
pigmentation	pigmented	0.99551506
pigmented	pigmentation	0.99551506
birch	fir	0.99490297
fir	birch	0.99490297
glamorous	glamour	0.99069001
glamour	glamorous	0.99069001
headrest	recline	0.9784337
recline	headrest	0.9784337
psychedelic	psychedelics	0.96700991
psychedelics	psychedelic	0.96700991
saddle	stomatopod	0.96287198
stomatopod	saddle	0.96287198
ant	forager	0.96073879
forager	ant	0.96073879
hamas	israelis	0.95807631
israelis	hamas	0.95807631
bluefin	tuna	0.9572621
tuna	bluefin	0.9572621
extrovert	introvert	0.9553164
introvert	extrovert	0.9553164
foie	goose	0.95263961
goose	foie	0.95263961
goose	gras	0.95085396
gras	goose	0.95085396
cuttlefish	papilla	0.94386469
papilla	cuttlefish	0.94386469
flag	rm	0.9421442
rm	flag	0.9421442
symmetrical	symmetry	0.93862284
symmetry	symmetrical	0.93862284
giver	taker	0.93652385
taker	giver	0.93652385
affair	infidelity	0.9346355
infidelity	affair	0.9346355
israeli	israelis	0.93449546
israelis	israeli	0.93449546
falcon	maltese	0.93431336
maltese	falcon	0.93431336
dispensary	marijuana	0.93062068
marijuana	dispensary	0.93062068
mustard	spaghetti	0.92561171
spaghetti	mustard	0.92561171
briquette	charcoal	0.92558541
charcoal	briquette	0.92558541
sauce	spaghetti	0.92305922
spaghetti	sauce	0.92305922
mustard	sauce	0.91939155
sauce	mustard	0.91939155
aura	migraine	0.91831371
migraine	aura	0.91831371
chunky	spaghetti	0.91618825
spaghetti	chunky	0.91618825
outscore	youngster	0.9151359
youngster	outscore	0.9151359
hamas	israeli	0.91305493
israeli	hamas	0.91305493
comet	lander	0.90819533
lander	comet	0.90819533
ant	colony	0.90754009
colony	ant	0.90754009
colony	forager	0.90456339
forager	colony	0.90456339
afd	rapprochement	0.90002457
rapprochement	afd	0.90002457
chunky	mustard	0.89999311
mustard	chunky	0.89999311
chunky	sauce	0.89352223
sauce	chunky	0.89352223
diamond	lg	0.89206249
lg	diamond	0.89206249
atheism	atheist	0.89133655
atheist	atheism	0.89133655
bovine	convulsion	0.88708742
convulsion	bovine	0.88708742
mold	slime	0.88379043
slime	mold	0.88379043
silk	spider	0.88091843
spider	silk	0.88091843
beetle	dung	0.87890116
dung	beetle	0.87890116
climber	summit	0.87315683
summit	climber	0.87315683
nanoparticle	silica	0.8699751
silica	nanoparticle	0.8699751
dodo	maltese	0.86849855
maltese	dodo	0.86849855
forager	nest	0.86433169
nest	forager	0.86433169
convulsion	lobotomy	0.85892052
lobotomy	convulsion	0.85892052
ant	nest	0.85366126
nest	ant	0.85366126
kit	rape	0.85212955
rape	kit	0.85212955
agnostic	atheist	0.84742245
atheist	agnostic	0.84742245
bionic	limb	0.84594668
