Let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
a	DT	a
story	NN	story
,	,	,
where	WRB	where
you	PP	you
'	POS	'
ll	NNS	<unknown>
meet	VBP	meet
the	DT	the
characters	NNS	character
who	WP	who
I	PP	I
'	POS	'
ll	NNS	<unknown>
call	VBP	call
Bilal	NP	Bilal
and	CC	and
Brenda	NP	Brenda
.	SENT	.
I	PP	I
was	VBD	be
working	VBG	work
in	IN	in
a	DT	a
most	RBS	most
remarkable	JJ	remarkable
part	NN	part
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
one	CD	one
unremarkable	JJ	unremarkable
morning	NN	morning
,	,	,
a	DT	a
colleague	NN	colleague
came	VBD	come
to	TO	to
see	VB	see
me	PP	me
.	SENT	.
She	PP	she
told	VBD	tell
me	PP	me
that	IN	that
Bilal	NP	Bilal
,	,	,
one	CD	one
of	IN	of
our	PP$	our
senior	JJ	senior
executives	NNS	executive
,	,	,
had	VBD	have
been	VBN	be
telling	VBG	tell
everyone	NN	everyone
I	PP	I
was	VBD	be
being	VBG	be
removed	VBN	remove
because	IN	because
I	PP	I
'	''	'
d	SYM	d
been	VBN	be
messing	VBG	mess
with	IN	with
the	DT	the
wrong	JJ	wrong
people	NNS	people
.	SENT	.
And	CC	and
now	RB	now
,	,	,
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
face	VB	face
the	DT	the
consequences	NNS	consequence
.	SENT	.
I	NP	I
wasn	NP	<unknown>
'	POS	'
t	NN	t
alarmed	VBD	alarm
,	,	,
because	IN	because
I	PP	I
knew	VBD	know
I	PP	I
had	VBD	have
done	VBN	do
what	WP	what
I	PP	I
'	''	'
d	SYM	d
been	VBN	be
hired	VBN	hire
to	TO	to
do	VB	do
:	:	:
my	PP$	my
job	NN	job
,	,	,
dealing	VBG	deal
with	IN	with
thorny	JJ	thorny
issues	NNS	issue
head	VBP	head
on	RP	on
and	CC	and
leaving	VBG	leave
no	DT	no
stone	NN	stone
unturned	JJ	unturned
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
in	IN	in
the	DT	the
months	NNS	month
prior	RB	prior
to	TO	to
this	DT	this
,	,	,
we	PP	we
'	POS	'
d	NN	d
overturned	VBD	overturn
more	RBR	more
than	IN	than
just	RB	just
a	DT	a
few	JJ	few
stones	NNS	stone
.	SENT	.
Those	DT	those
details	NNS	detail
are	VBP	be
for	IN	for
another	DT	another
time	NN	time
.	SENT	.
I	PP	I
called	VBD	call
my	PP$	my
husband	NN	husband
,	,	,
James	NP	James
,	,	,
to	TO	to
tell	VB	tell
him	PP	him
about	IN	about
this	DT	this
bizarre	JJ	bizarre
conversation	NN	conversation
,	,	,
and	CC	and
with	IN	with
what	WP	what
proved	VBD	prove
to	TO	to
be	VB	be
great	JJ	great
foresight	NN	foresight
,	,	,
he	PP	he
said	VBD	say
,	,	,
"	``	"
Angélique	NP	<unknown>
,	,	,
pack	VBP	pack
your	PP$	your
things	NNS	thing
and	CC	and
call	VB	call
Brenda	NP	Brenda
,	,	,
in	IN	in
that	DT	that
order	NN	order
.	SENT	.
"	''	"
I	PP	I
called	VBD	call
Brenda	NP	Brenda
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
worked	VBD	work
with	IN	with
her	PP	her
for	IN	for
a	DT	a
number	NN	number
of	IN	of
years	NNS	year
,	,	,
and	CC	and
I	PP	I
trusted	VBD	trust
her	PP	her
.	SENT	.
She	PP	she
was	VBD	be
the	DT	the
person	NN	person
who	WP	who
'	POS	'
d	NN	d
recommended	VBD	recommend
me	PP	me
for	IN	for
that	DT	that
job	NN	job
.	SENT	.
I	PP	I
cut	VBD	cut
to	TO	to
the	DT	the
chase	NN	chase
,	,	,
because	IN	because
my	PP$	my
husband	NN	husband
'	POS	'
s	NN	S
reaction	NN	reaction
made	VBD	make
me	PP	me
realize	VBP	realize
this	DT	this
was	VBD	be
more	JJR	more
than	IN	than
just	RB	just
the	DT	the
usual	JJ	usual
stuff	NN	stuff
I	NP	I
'	POS	'
d	NN	d
encountered	VBD	encounter
before	RB	before
.	SENT	.
And	CC	and
I	PP	I
say	VBP	say
usual	JJ	usual
,	,	,
but	CC	but
in	IN	in
that	DT	that
moment	NN	moment
of	IN	of
clarity	NN	clarity
,	,	,
it	PP	it
dawned	VBD	dawn
on	IN	on
me	PP	me
what	WP	what
James	NP	James
had	VBD	have
already	RB	already
recognized	VBN	recognize
:	:	:
none	NN	none
of	IN	of
this	DT	this
was	VBD	be
usual	JJ	usual
.	SENT	.
These	DT	these
irregularities	NNS	irregularity
,	,	,
part	NN	part
of	IN	of
a	DT	a
pattern	NN	pattern
I	PP	I
'	POS	'
d	NN	d
failed	VBD	fail
to	TO	to
notice	VB	notice
,	,	,
were	VBD	be
what	WP	what
I	PP	I
now	RB	now
know	VBP	know
as	IN	as
open	JJ	open
secrets	NNS	secret
living	VBG	live
beneath	IN	beneath
those	DT	those
proverbial	JJ	proverbial
stones	NNS	stone
I	PP	I
'	POS	'
d	NN	d
had	VBD	have
the	DT	the
audacity	NN	audacity
to	TO	to
overturn	VB	overturn
.	SENT	.
To	TO	to
my	PP$	my
shock	NN	shock
,	,	,
I	PP	I
learned	VBD	learn
that	IN	that
this	DT	this
was	VBD	be
happening	VBG	happen
because	IN	because
I	PP	I
hadn	NN	<unknown>
'	POS	'
t	NN	t
tried	VBD	try
hard	RB	hard
enough	JJ	enough
to	TO	to
operate	VB	operate
in	IN	in
the	DT	the
"	``	"
gray	JJ	gray
space	NN	space
.	SENT	.
"	``	"
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
seem	VBP	seem
to	TO	to
know	VB	know
when	WRB	when
to	TO	to
kick	VB	kick
things	NNS	thing
into	IN	into
the	DT	the
long	JJ	long
grass	NN	grass
.	SENT	.
And	CC	and
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
understand	VBP	understand
that	IN	that
this	DT	this
was	VBD	be
how	WRB	how
the	DT	the
system	NN	system
worked	VBD	work
.	SENT	.
The	DT	the
message	NN	message
,	,	,
the	DT	the
implied	JJ	implied
threat	NN	threat
,	,	,
was	VBD	be
clear	JJ	clear
.	SENT	.
Over	IN	over
the	DT	the
next	JJ	next
few	JJ	few
weeks	NNS	week
,	,	,
I	PP	I
was	VBD	be
replaced	VBN	replace
by	IN	by
a	DT	a
convenient	JJ	convenient
yes-man	NN	yes-man
while	IN	while
I	PP	I
was	VBD	be
still	RB	still
there	RB	there
.	SENT	.
I	PP	I
suffered	VBD	suffer
from	IN	from
terrible	JJ	terrible
gastritis	NN	gastritis
,	,	,
and	CC	and
I	PP	I
pretended	VBD	pretend
to	TO	to
our	PP$	our
two	CD	two
young	JJ	young
daughters	NNS	daughter
that	IN	that
I	PP	I
still	RB	still
had	VBD	have
that	DT	that
job	NN	job
.	SENT	.
Leaving	VBG	leave
home	NN	home
every	DT	every
morning	NN	morning
,	,	,
dressed	VBN	dress
up	RP	up
as	RB	as
if	IN	if
for	IN	for
work	NN	work
,	,	,
to	TO	to
drop	VB	drop
them	PP	them
to	TO	to
school	NN	school
,	,	,
for	IN	for
six	CD	six
months	NNS	month
.	SENT	.
I	PP	I
did	VBD	do
not	RB	not
submit	VB	submit
,	,	,
but	CC	but
I	PP	I
won	VBD	win
'	''	'
t	NN	t
pretend	VB	pretend
that	IN	that
it	PP	it
was	VBD	be
easy	JJ	easy
to	TO	to
speak	VB	speak
up	RP	up
or	CC	or
beneficial	JJ	beneficial
in	IN	in
any	DT	any
way	NN	way
to	TO	to
me	PP	me
,	,	,
to	TO	to
my	PP$	my
family	NN	family
or	CC	or
to	TO	to
my	PP$	my
career	NN	career
.	SENT	.
When	WRB	when
we	PP	we
speak	VBP	speak
up	RP	up
in	IN	in
the	DT	the
workplace	NN	workplace
despite	IN	despite
policies	NNS	policy
to	TO	to
the	DT	the
contrary	NN	contrary
,	,	,
whilst	IN	whilst
we	PP	we
may	MD	may
not	RB	not
lose	VB	lose
our	PP$	our
jobs	NNS	job
,	,	,
we	PP	we
are	VBP	be
likely	JJ	likely
to	TO	to
lose	VB	lose
the	DT	the
camaraderie	NN	camaraderie
of	IN	of
our	PP$	our
coworkers	NNS	coworker
.	SENT	.
Disbelieved	VBN	disbelieve
,	,	,
ostracized	VBN	ostracize
,	,	,
faced	VBN	face
with	IN	with
under-the-radar	NN	under-the-radar
bullying	VBG	bully
.	SENT	.
You	PP	you
know	VBP	know
the	DT	the
kind	NN	kind
when	WRB	when
you	PP	you
walk	VBP	walk
into	IN	into
a	DT	a
room	NN	room
and	CC	and
everyone	NN	everyone
stops	NNS	stop
talking	VBG	talk
?	SENT	?
We	PP	we
think	VBP	think
:	:	:
It	PP	it
'	POS	'
s	NNS	<unknown>
not	RB	not
my	PP$	my
responsibility	NN	responsibility
to	TO	to
say	VB	say
anything	NN	anything
.	SENT	.
So	RB	so
why	WRB	why
did	VBD	do
I	PP	I
choose	VBP	choose
to	TO	to
act	VB	act
despite	IN	despite
the	DT	the
risks	NNS	risk
to	TO	to
my	PP$	my
family	NN	family
and	CC	and
to	TO	to
me	PP	me
?	SENT	?
The	DT	the
sin	NN	sin
of	IN	of
omission	NN	omission
is	VBZ	be
a	DT	a
failure	NN	failure
to	TO	to
do	VB	do
what	WP	what
you	PP	you
know	VBP	know
is	VBZ	be
right	JJ	right
.	SENT	.
When	WRB	when
you	PP	you
stay	VBP	stay
quiet	JJ	quiet
,	,	,
even	RB	even
though	IN	though
you	PP	you
'	POS	'
re	NN	re
not	RB	not
guilty	JJ	guilty
of	IN	of
wrongdoing	NN	wrongdoing
yourself	PP	yourself
,	,	,
what	WP	what
will	MD	will
you	PP	you
have	VB	have
to	TO	to
live	VB	live
with	IN	with
if	IN	if
you	PP	you
don	VBP	don
'	''	'
t	NN	t
take	VB	take
action	NN	action
?	SENT	?
So	RB	so
who	WP	who
are	VBP	be
you	PP	you
in	IN	in
this	DT	this
lineup	NN	lineup
of	IN	of
actors	NNS	actor
?	SENT	?
The	DT	the
bad	JJ	bad
actor	NN	actor
,	,	,
the	DT	the
wrongdoer	NN	wrongdoer
?	SENT	?
The	DT	the
bad	JJ	bad
stander	NN	stander
who	WP	who
benefits	VBZ	benefit
directly	RB	directly
or	CC	or
indirectly	RB	indirectly
and	CC	and
acts	VBZ	act
as	IN	as
a	DT	a
puppet	NN	puppet
for	IN	for
the	DT	the
bad	JJ	bad
actor	NN	actor
?	SENT	?
The	DT	the
bystander	NN	bystander
,	,	,
aware	JJ	aware
of	IN	of
the	DT	the
open	JJ	open
secrets	NNS	secret
but	CC	but
not	RB	not
actually	RB	actually
doing	VBG	do
anything	NN	anything
wrong	JJ	wrong
or	CC	or
the	DT	the
upstander	NN	upstander
?	SENT	?
This	DT	this
is	VBZ	be
the	DT	the
person	NN	person
we	PP	we
want	VBP	want
to	TO	to
see	VB	see
when	WRB	when
we	PP	we
look	VBP	look
in	IN	in
the	DT	the
mirror	NN	mirror
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
three	CD	three
things	NNS	thing
:	:	:
One	CD	one
,	,	,
don	NN	don
'	POS	'
t	NN	t
second	NN	second
guess	VBP	guess
yourself	PP	yourself
.	SENT	.
When	WRB	when
you	PP	you
see	VBP	see
something	NN	something
amiss	RB	amiss
,	,	,
ask	VB	ask
questions	NNS	question
,	,	,
because	IN	because
it	PP	it
is	VBZ	be
okay	JJ	okay
to	TO	to
challenge	VB	challenge
those	DT	those
in	IN	in
authority	NN	authority
.	SENT	.
Two	CD	two
,	,	,
don	NN	don
'	POS	'
t	NN	t
be	VB	be
complicit	JJ	complicit
.	SENT	.
You	PP	you
always	RB	always
have	VBP	have
the	DT	the
power	NN	power
to	TO	to
say	VB	say
no	DT	no
in	IN	in
the	DT	the
face	NN	face
of	IN	of
wrongdoing	NN	wrongdoing
.	SENT	.
And	CC	and
three	CD	three
,	,	,
be	VB	be
an	DT	an
upstander	NN	upstander
.	SENT	.
Speaking	VBG	speak
up	RB	up
is	VBZ	be
not	RB	not
about	IN	about
being	VBG	be
brave	JJ	brave
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
about	RB	about
not	RB	not
feeling	VBG	feel
scared	VBN	scare
.	SENT	.
But	CC	but
when	WRB	when
you	PP	you
do	VBP	do
what	WP	what
you	PP	you
know	VBP	know
is	VBZ	be
right	JJ	right
,	,	,
you	PP	you
can	MD	can
be	VB	be
at	IN	at
peace	NN	peace
with	IN	with
yourself	PP	yourself
.	SENT	.
Yes	UH	yes
,	,	,
it	PP	it
is	VBZ	be
hard	JJ	hard
to	TO	to
say	VB	say
what	WP	what
you	PP	you
feel	VBP	feel
in	IN	in
the	DT	the
moment	NN	moment
.	SENT	.
Do	VB	do
it	PP	it
anyway	RB	anyway
.	SENT	.
Be	VB	be
fearless	JJ	fearless
.	SENT	.
Martin	NP	Martin
Luther	NP	Luther
King	NP	King
said	VBD	say
,	,	,
"	``	"
In	IN	in
the	DT	the
end	NN	end
,	,	,
we	PP	we
will	MD	will
remember	VB	remember
not	RB	not
the	DT	the
words	NNS	word
of	IN	of
our	PP$	our
enemies	NNS	enemy
,	,	,
but	CC	but
the	DT	the
silence	NN	silence
of	IN	of
our	PP$	our
friends	NNS	friend
.	SENT	.
"	''	"
So	RB	so
when	WRB	when
you	PP	you
look	VBP	look
in	IN	in
the	DT	the
mirror	NN	mirror
,	,	,
who	WP	who
will	MD	will
you	PP	you
see	VB	see
?	SENT	?
A	DT	a
bystander	NN	bystander
,	,	,
keeper	NN	keeper
of	IN	of
open	JJ	open
secrets	NNS	secret
?	SENT	?
Or	CC	or
will	MD	will
the	DT	the
person	NN	person
looking	VBG	look
back	RB	back
at	IN	at
you	PP	you
be	VB	be
