Hello	UH	hello
,	,	,
my	PP$	my
name	NN	name
is	VBZ	be
Dom	NP	Dom
Price	NP	Price
and	CC	and
I	NP	I
'	POS	'
m	NN	m
a	DT	a
work	NN	work
futurist	NN	futurist
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
made-up	JJ	made-up
job	NN	job
that	IN	that
no	DT	no
one	CD	one
'	POS	'
s	NN	S
called	VBD	call
me	PP	me
out	RP	out
on	IN	on
yet	RB	yet
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
got	VBD	get
me	PP	me
here	RB	here
on	IN	on
this	DT	this
stage	NN	stage
today	NN	today
.	SENT	.
My	PP$	my
job	NN	job
'	POS	'
s	NN	S
all	RB	all
about	IN	about
predicting	VBG	predict
the	DT	the
future	NN	future
,	,	,
the	DT	the
future	NN	future
of	IN	of
work	NN	work
,	,	,
society	NN	society
,	,	,
the	DT	the
economy	NN	economy
and	CC	and
education	NN	education
.	SENT	.
Which	WDT	which
,	,	,
surely	RB	surely
you	PP	you
can	MD	can
imagine	VB	imagine
this	DT	this
year	NN	year
of	IN	of
all	PDT	all
the	DT	the
years	NNS	year
,	,	,
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
pretty	RB	pretty
fascinating	JJ	fascinating
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
huge	JJ	huge
amount	NN	amount
of	IN	of
self-help	NN	self-help
literature	NN	literature
out	IN	out
there	RB	there
that	WDT	that
will	MD	will
help	VB	help
you	PP	you
be	VB	be
happier	JJR	happy
over	IN	over
time	NN	time
.	SENT	.
But	CC	but
today	NN	today
,	,	,
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
specifically	RB	specifically
about	IN	about
being	VBG	be
happy	JJ	happy
in	IN	in
a	DT	a
year	NN	year
like	IN	like
2020	CD	@card@
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
year	NN	year
like	IN	like
no	DT	no
other	JJ	other
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
year	NN	year
when	WRB	when
many	JJ	many
of	IN	of
us	PP	us
haven	NN	haven
'	POS	'
t	NN	t
felt	VBD	feel
of	IN	of
much	JJ	much
happiness	NN	happiness
or	CC	or
our	PP$	our
happy	JJ	happy
days	NNS	day
have	VBP	have
been	VBN	be
reduced	VBN	reduce
to	TO	to
happy	JJ	happy
minutes	NNS	minute
and	CC	and
moments	NNS	moment
.	SENT	.
And	CC	and
the	DT	the
uncertainty	NN	uncertainty
of	IN	of
the	DT	the
future	NN	future
has	VBZ	have
quite	RB	quite
rightly	RB	rightly
weighed	VBN	weigh
heavily	RB	heavily
on	IN	on
our	PP$	our
minds	NNS	mind
.	SENT	.
But	CC	but
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
about	IN	about
a	DT	a
year	NN	year
like	IN	like
2020	CD	@card@
,	,	,
and	CC	and
to	TO	to
talk	VB	talk
about	RB	about
how	WRB	how
shit	VB	shit
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
I	PP	I
have	VBP	have
to	TO	to
tell	VB	tell
you	PP	you
how	WRB	how
shit	VB	shit
my	PP$	my
year	NN	year
has	VBZ	have
been	VBN	be
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
my	PP$	my
sister	NN	sister
is	VBZ	be
my	PP$	my
best	JJS	good
friend	NN	friend
,	,	,
and	CC	and
a	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
I	PP	I
got	VBD	get
the	DT	the
call	NN	call
that	IN	that
no	DT	no
brother	NN	brother
wants	VBZ	want
to	TO	to
get	VB	get
.	SENT	.
Trudy	NP	Trudy
had	VBD	have
been	VBN	be
diagnosed	VBN	diagnose
with	IN	with
stage	NN	stage
IV	CD	@card@
breast	NN	breast
cancer	NN	cancer
,	,	,
and	CC	and
given	VBN	give
that	IN	that
she	PP	she
lived	VBD	live
a	DT	a
24-hour	JJ	24-hour
flight	NN	flight
away	RB	away
in	IN	in
Manchester	NP	Manchester
,	,	,
England	NP	England
,	,	,
as	IN	as
a	DT	a
single	JJ	single
mother	NN	mother
of	IN	of
two	CD	two
boys	NNS	boy
,	,	,
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
you	PP	you
can	MD	can
imagine	VB	imagine
how	WRB	how
I	PP	I
felt	VBD	feel
.	SENT	.
But	CC	but
she	PP	she
'	POS	'
s	NNS	<unknown>
stubborn	JJ	stubborn
as	IN	as
an	DT	an
ox	NN	ox
.	SENT	.
And	CC	and
six	CD	six
years	NNS	year
later	RBR	later
,	,	,
at	IN	at
the	DT	the
start	NN	start
of	IN	of
2020	CD	@card@
,	,	,
she	PP	she
was	VBD	be
still	RB	still
with	IN	with
us	PP	us
.	SENT	.
Then	RB	then
February	NP	February
rolled	VBD	roll
