When	WRB	when
I	PP	I
was	VBD	be
a	DT	a
kid	NN	kid
,	,	,
I	PP	I
was	VBD	be
afraid	JJ	afraid
of	IN	of
the	DT	the
dark	NN	dark
.	SENT	.
The	DT	the
darkness	NN	darkness
is	VBZ	be
where	WRB	where
the	DT	the
monsters	NNS	monster
are	VBP	be
.	SENT	.
And	CC	and
I	PP	I
had	VBD	have
this	DT	this
little	JJ	little
night	NN	night
light	NN	light
outside	IN	outside
of	IN	of
my	PP$	my
bedroom	NN	bedroom
so	RB	so
that	IN	that
it	PP	it
would	MD	would
never	RB	never
get	VB	get
too	RB	too
dark	JJ	dark
.	SENT	.
But	CC	but
over	IN	over
time	NN	time
,	,	,
my	PP$	my
fear	NN	fear
of	IN	of
the	DT	the
dark	NN	dark
turned	VBD	turn
to	TO	to
curiosity	NN	curiosity
.	SENT	.
What	WP	what
is	VBZ	be
out	RB	out
there	RB	there
in	IN	in
the	DT	the
"	``	"
dark-dark	NN	<unknown>
?	SENT	?
"	``	"
And	CC	and
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
trying	VBG	try
to	TO	to
understand	VB	understand
the	DT	the
darkness	NN	darkness
is	VBZ	be
something	NN	something
that	RB	that
'	POS	'
s	NN	S
fascinated	VBD	fascinate
humans	NNS	human
for	IN	for
thousands	NNS	thousand
of	IN	of
years	NNS	year
,	,	,
maybe	RB	maybe
forever	RB	forever
.	SENT	.
And	CC	and
we	PP	we
know	VBP	know
this	DT	this
because	IN	because
we	PP	we
find	VBP	find
their	PP$	their
ancient	JJ	ancient
relics	NNS	relic
of	IN	of
their	PP$	their
attempts	NNS	attempt
to	TO	to
map	VB	map
the	DT	the
sky	NN	sky
.	SENT	.
This	DT	this
tusk	NN	tusk
is	VBZ	be
over	IN	over
30	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
old	JJ	old
.	SENT	.
Some	DT	some
people	NNS	people
think	VBP	think
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
carving	NN	carving
of	IN	of
Orion	NP	Orion
or	CC	or
maybe	RB	maybe
a	DT	a
calendar	NN	calendar
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
The	DT	the
Fuxi	NP	<unknown>
star	NN	star
map	NN	map
is	VBZ	be
over	IN	over
6	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
from	IN	from
a	DT	a
neolithic	JJ	neolithic
tomb	NN	tomb
in	IN	in
ancient	JJ	ancient
China	NP	China
.	SENT	.
And	CC	and
that	DT	that
little	JJ	little
pile	NN	pile
of	IN	of
clamshells	NNS	clamshell
underneath	IN	underneath
the	DT	the
dead	JJ	dead
guy	NN	guy
'	POS	'
s	JJ	<unknown>
foot	NN	foot
in	IN	in
the	DT	the
