Hi	UH	hi
.	SENT	.
So	RB	so
,	,	,
this	DT	this
chap	NN	chap
here	RB	here
,	,	,
he	PP	he
thinks	VBZ	think
he	PP	he
can	MD	can
tell	VB	tell
you	PP	you
the	DT	the
future	NN	future
.	SENT	.
His	PP$	his
name	NN	name
is	VBZ	be
Nostradamus	NP	<unknown>
,	,	,
although	IN	although
here	RB	here
the	DT	the
Sun	NP	Sun
have	VBP	have
made	VBN	make
him	PP	him
look	VBP	look
a	DT	a
little	JJ	little
bit	NN	bit
like	IN	like
Sean	NP	Sean
Connery	NP	Connery
.	SENT	.
And	CC	and
like	IN	like
most	JJS	most
of	IN	of
you	PP	you
,	,	,
I	PP	I
suspect	VBP	suspect
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
really	RB	really
believe	VBP	believe
that	IN	that
people	NNS	people
can	MD	can
see	VB	see
into	IN	into
the	DT	the
future	NN	future
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
believe	VBP	believe
in	IN	in
precognition	NN	precognition
,	,	,
and	CC	and
every	DT	every
now	RB	now
and	CC	and
then	RB	then
,	,	,
you	PP	you
hear	VBP	hear
that	IN	that
somebody	NN	somebody
has	VBZ	have
been	VBN	be
able	JJ	able
to	TO	to
predict	VB	predict
something	NN	something
that	WDT	that
happened	VBD	happen
in	IN	in
the	DT	the
future	NN	future
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
probably	RB	probably
because	IN	because
it	PP	it
was	VBD	be
a	DT	a
fluke	NN	fluke
,	,	,
and	CC	and
we	PP	we
only	RB	only
hear	VBP	hear
about	IN	about
the	DT	the
flukes	NNS	fluke
and	CC	and
about	RB	about
the	DT	the
freaks	VBZ	freak
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
hear	VBP	hear
about	IN	about
all	PDT	all
the	DT	the
times	NNS	time
that	IN	that
people	NNS	people
got	VBD	get
stuff	NN	stuff
wrong	JJ	wrong
.	SENT	.
Now	RB	now
we	PP	we
expect	VBP	expect
that	IN	that
to	TO	to
happen	VB	happen
with	IN	with
silly	JJ	silly
stories	NNS	story
about	IN	about
precognition	NN	precognition
,	,	,
but	CC	but
the	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
we	PP	we
have	VBP	have
exactly	RB	exactly
the	DT	the
same	JJ	same
problem	NN	problem
in	IN	in
academia	NN	academia
and	CC	and
in	IN	in
medicine	NN	medicine
,	,	,
and	CC	and
in	IN	in
this	DT	this
environment	NN	environment
,	,	,
it	PP	it
costs	VBZ	cost
lives	NNS	life
.	SENT	.
So	RB	so
firstly	RB	firstly
,	,	,
thinking	VBG	think
