Hello	UH	hello
.	SENT	.
So	RB	so
as	IN	as
you	PP	you
know	VBP	know
,	,	,
my	PP$	my
comfort	NN	comfort
zone	NN	zone
isn	NN	isn
'	POS	'
t	NN	t
here	RB	here
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
usually	RB	usually
on	IN	on
set	NN	set
,	,	,
behind	IN	behind
a	DT	a
camera	NN	camera
,	,	,
like	IN	like
him	PP	him
,	,	,
or	CC	or
him	PP	him
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
m	NN	m
very	RB	very
happy	JJ	happy
to	TO	to
be	VB	be
here	RB	here
.	SENT	.
So	CC	so
yes	UH	yes
,	,	,
I	PP	I
was	VBD	be
born	VBN	bear
in	IN	in
Beirut	NP	Beirut
,	,	,
Lebanon	NP	Lebanon
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
call	VBP	call
my	PP$	my
home	NN	home
country	NN	country
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
place	NN	place
where	WRB	where
my	PP$	my
first	JJ	first
memories	NNS	memory
are	VBP	be
,	,	,
where	WRB	where
my	PP$	my
parents	NNS	parent
live	VBP	live
,	,	,
where	WRB	where
my	PP$	my
first	JJ	first
loves	NNS	love
are	VBP	be
,	,	,
my	PP$	my
first	JJ	first
heartbreaks	NNS	heartbreak
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
lived	VBD	live
in	IN	in
other	JJ	other
places	NNS	place
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
made	VBD	make
them	PP	them
home	NN	home
,	,	,
like	IN	like
New	NP	New
York	NP	York
,	,	,
which	WDT	which
I	PP	I
'	POS	'
ve	NNS	<unknown>
fallen	VBN	fall
in	IN	in
love	NN	love
with	IN	with
--	:	--
and	CC	and
in	IN	in
.	SENT	.
But	CC	but
I	PP	I
always	RB	always
felt	VBD	feel
like	IN	like
my	PP$	my
biggest	JJS	big
strength	NN	strength
came	VBD	come
from	IN	from
the	DT	the
fact	NN	fact
that	IN	that
I	PP	I
knew	VBD	know
exactly	RB	exactly
where	WRB	where
I	PP	I
came	VBD	come
from	IN	from
.	SENT	.
And	CC	and
that	DT	that
knowledge	NN	knowledge
was	VBD	be
very	RB	very
important	JJ	important
to	TO	to
me	PP	me
because	IN	because
it	PP	it
really	RB	really
defines	VBZ	define
who	WP	who
I	PP	I
am	VBP	be
as	IN	as
a	DT	a
woman	NN	woman
.	SENT	.
But	CC	but
growing	VBG	grow
up	RP	up
in	IN	in
Lebanon	NP	Lebanon
comes	VBZ	come
with	IN	with
a	DT	a
price	NN	price
.	SENT	.
