Two	CD	two
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
was	VBD	be
standing	VBG	stand
in	IN	in
the	DT	the
ancient	JJ	ancient
city	NN	city
center	NN	center
of	IN	of
Gaziantep	NP	Gaziantep
,	,	,
on	IN	on
the	DT	the
border	NN	border
of	IN	of
Syria	NP	Syria
and	CC	and
Turkey	NP	Turkey
.	SENT	.
We	PP	we
were	VBD	be
about	RB	about
to	TO	to
start	VB	start
an	DT	an
incredible	JJ	incredible
journey	NN	journey
that	WDT	that
would	MD	would
lead	VB	lead
us	PP	us
through	IN	through
Turkey	NP	Turkey
,	,	,
across	IN	across
the	DT	the
sea	NN	sea
to	TO	to
Greece	NP	Greece
,	,	,
through	IN	through
Europe	NP	Europe
,	,	,
and	CC	and
finally	RB	finally
to	TO	to
the	DT	the
UK	NP	UK
.	SENT	.
This	DT	this
5	CD	@card@
,	,	,
000-mile	NN	<unknown>
journey	NN	journey
across	IN	across
eight	CD	eight
countries	NNS	country
was	VBD	be
led	VBN	lead
by	IN	by
a	DT	a
child	NN	child
.	SENT	.
A	DT	a
10-year-old	JJ	10-year-old
,	,	,
vulnerable	JJ	vulnerable
,	,	,
unaccompanied	JJ	unaccompanied
refugee	NN	refugee
.	SENT	.
She	PP	she
was	VBD	be
called	VBN	call
Little	NP	Little
Amal	NP	Amal
,	,	,
and	CC	and
she	PP	she
was	VBD	be
vulnerable	JJ	vulnerable
but	CC	but
also	RB	also
powerful	JJ	powerful
and	CC	and
determined	VBN	determine
.	SENT	.
Oh	UH	oh
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
moment	NN	moment
I	PP	I
can	MD	can
tell	VB	tell
you	PP	you
that	IN	that
Little	NP	Little
Amal	NP	Amal
is	VBZ	be
a	DT	a
13-foot	JJ	<unknown>
puppet	NN	puppet
.	SENT	.
In	IN	in
her	PP$	her
first	JJ	first
walk	NN	walk
,	,	,
Amal	NP	Amal
walked	VBD	walk
across	IN	across
65	CD	@card@
cities	NNS	city
and	CC	and
was	VBD	be
met	VBN	meet
by	IN	by
more	JJR	more
than	IN	than
a	DT	a
million	CD	million
people	NNS	people
on	IN	on
the	DT	the
streets	NNS	street
,	,	,
whilst	IN	whilst
millions	NNS	million
more	RBR	more
followed	VBD	follow
her	PP$	her
online	JJ	online
.	SENT	.
Since	IN	since
she	PP	she
completed	VBD	complete
that	IN	that
first	JJ	first
walk	NN	walk
,	,	,
she	PP	she
visited	VBD	visit
the	DT	the
Ukraine	NP	Ukraine
,	,	,
Poland	NP	Poland
,	,	,
Canada	NP	Canada
,	,	,
the	DT	the
Netherlands	NPS	Netherlands
and	CC	and
New	NP	New
York	NP	York
,	,	,
and	CC	and
we	PP	we
are	VBP	be
now	RB	now
in	IN	in
the	DT	the
final	JJ	final
stages	NNS	stage
of	IN	of
preparing	VBG	prepare
a	DT	a
three-month	JJ	three-month
journey	NN	journey
for	IN	for
her	PP	her
across	IN	across
the	DT	the
United	NP	United
States	NP	States
,	,	,
all	PDT	all
the	DT	the
way	NN	way
from	IN	from
Boston	NP	Boston
to	TO	to
San	NP	San
