Hello	UH	hello
,	,	,
I	PP	I
'	POS	'
m	NN	m
Chris	NP	Chris
Anderson	NP	Anderson
.	SENT	.
Welcome	JJ	welcome
to	TO	to
The	DT	the
TED	VBP	ted
Interview	NN	interview
.	SENT	.
We	PP	we
'	''	'
re	IN	re
gearing	VBG	gear
up	RP	up
for	IN	for
season	NN	season
four	CD	four
with	IN	with
some	DT	some
extraordinary	JJ	extraordinary
guests	NNS	guest
,	,	,
but	CC	but
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
wait	VB	wait
for	IN	for
that	IN	that
for	IN	for
today	NN	today
'	POS	'
s	NN	S
episode	NN	episode
,	,	,
because	IN	because
we	PP	we
'	POS	'
re	NN	re
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
a	DT	a
pandemic	NN	pandemic
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
guest	NN	guest
I	PP	I
really	RB	really
wanted	VBD	want
to	TO	to
talk	VB	talk
to	TO	to
now	RB	now
.	SENT	.
He	PP	he
is	VBZ	be
Adam	NP	Adam
Kucharski	NP	Kucharski
,	,	,
an	DT	an
infectious	JJ	infectious
diseases	NNS	disease
scientist	NN	scientist
who	WP	who
focuses	VBZ	focus
on	IN	on
the	DT	the
mathematical	JJ	mathematical
modeling	NN	modeling
of	IN	of
pandemics	NNS	pandemic
.	SENT	.
He	PP	he
'	POS	'
s	NNS	<unknown>
an	DT	an
associate	NN	associate
professor	NN	professor
at	IN	at
the	DT	the
London	NP	London
School	NP	School
of	IN	of
Hygiene	NN	hygiene
and	CC	and
Tropical	JJ	tropical
Medicine	NN	medicine
and	CC	and
a	DT	a
TED	VBP	ted
Fellow	NN	fellow
.	SENT	.
Adam	NP	Adam
Kucharski	NP	Kucharski
:	:	:
So	RB	so
what	WP	what
kind	NN	kind
of	IN	of
behavior	NN	behavior
is	VBZ	be
actually	RB	actually
important	JJ	important
for	IN	for
epidemics	NNS	epidemic
?	SENT	?
Conversations	NNS	conversation
,	,	,
close	JJ	close
physical	JJ	physical
contacts	NNS	contact
?	SENT	?
What	WP	what
sort	NN	sort
of	IN	of
data	NNS	datum
should	MD	should
we	PP	we
be	VB	be
collecting	VBG	collect
before	IN	before
an	DT	an
outbreak	NN	outbreak
if	IN	if
we	PP	we
want	VBP	want
to	TO	to
predict	VB	predict
how	WRB	how
infection	NN	infection
might	MD	might
spread	VB	spread
?	SENT	?
To	TO	to
find	VB	find
out	RP	out
,	,	,
our	PP$	our
team	NN	team
built	VBD	build
a	DT	a
mathematical	JJ	mathematical
model	NN	model
.	SENT	.
.	SENT	.
.	SENT	.
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
When	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
figuring	VBG	figure
out	RP	out
what	WP	what
to	TO	to
make	VB	make
of	IN	of
this	DT	this
pandemic	NN	pandemic
,	,	,
known	VBN	know
technically	RB	technically
as	IN	as
COVID-19	NP	<unknown>
,	,	,
and	CC	and
informally	RB	informally
as	IN	as
just	RB	just
the	DT	the
coronavirus	NN	coronavirus
,	,	,
I	PP	I
find	VBP	find
his	PP$	his
thinking	NN	thinking
unbelievably	RB	unbelievably
helpful	JJ	helpful
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
excited	VBD	excite
to	TO	to
dive	VB	dive
into	IN	into
it	PP	it
with	IN	with
you	PP	you
.	SENT	.
A	DT	a
special	JJ	special
callout	NN	<unknown>
to	TO	to
my	PP$	my
friends	NNS	friend
on	IN	on
Twitter	NN	twitter
who	WP	who
offered	VBD	offer
up	RP	up
many	JJ	many
suggestions	NNS	suggestion
for	IN	for
questions	NNS	question
.	SENT	.
I	PP	I
know	VBP	know
this	DT	this
topic	NN	topic
is	VBZ	be
on	IN	on
everyone	NN	everyone
'	POS	'
s	NN	S
mind	NN	mind
right	RB	right
now	RB	now
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
hope	VBP	hope
this	DT	this
episode	NN	episode
does	VBZ	do
is	VBZ	be
give	VB	give
us	PP	us
all	PDT	all
a	DT	a
more	RBR	more
nuanced	JJ	nuanced
way	NN	way
of	IN	of
thinking	VBG	think
about	RB	about
how	WRB	how
this	DT	this
pandemic	NN	pandemic
has	VBZ	have
unfolded	VBN	unfold
so	RB	so
far	RB	far
,	,	,
what	WP	what
might	MD	might
be	VB	be
to	TO	to
come	VB	come
and	CC	and
what	WP	what
we	PP	we
all	RB	all
collectively	RB	collectively
can	MD	can
do	VB	do
about	IN	about
it	PP	it
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
dive	VBP	dive
in	IN	in
.	SENT	.
Adam	NP	Adam
,	,	,
welcome	JJ	welcome
to	TO	to
the	DT	the
TED	VBP	ted
Interview	NN	interview
.	SENT	.
Adam	NP	Adam
Kucharski	NP	Kucharski
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
just	RB	just
start	VBP	start
with	IN	with
a	DT	a
couple	NN	couple
of	IN	of
basics	NNS	basic
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
skeptical	JJ	skeptical
people	NNS	people
'	POS	'
s	NN	S
response	NN	response
