Sergey	NP	Sergey
Brin	NP	Brin
:	:	:
I	PP	I
want	VBP	want
to	TO	to
discuss	VB	discuss
a	DT	a
question	NN	question
I	PP	I
know	VBP	know
that	DT	that
'	''	'
s	RB	<unknown>
been	VBN	be
pressing	VBG	press
on	IN	on
many	JJ	many
of	IN	of
your	PP$	your
minds	NNS	mind
.	SENT	.
We	PP	we
spoke	VBD	speak
to	TO	to
you	PP	you
last	JJ	last
several	JJ	several
years	NNS	year
ago	RB	ago
.	SENT	.
And	CC	and
before	IN	before
I	PP	I
get	VBP	get
started	VBN	start
today	NN	today
,	,	,
since	IN	since
many	JJ	many
of	IN	of
you	PP	you
are	VBP	be
wondering	VBG	wonder
,	,	,
I	PP	I
just	RB	just
wanted	VBD	want
to	TO	to
get	VB	get
it	PP	it
out	RP	out
of	IN	of
the	DT	the
way	NN	way
.	SENT	.
The	DT	the
answer	NN	answer
is	VBZ	be
boxers	NNS	boxer
.	SENT	.
Now	RB	now
I	PP	I
hope	VBP	hope
all	DT	all
of	IN	of
you	PP	you
feel	VBP	feel
better	RBR	well
.	SENT	.
Do	VB	do
you	PP	you
know	VB	know
what	WP	what
this	DT	this
might	MD	might
be	VB	be
?	SENT	?
Does	VBZ	do
anyone	NN	anyone
know	VB	know
what	WP	what
that	DT	that
is	VBZ	be
?	SENT	?
Audience	NN	audience
:	:	:
Yes	UH	yes
.	SENT	.
SB	NP	SB
:	:	:
What	WP	what
is	VBZ	be
it	PP	it
?	SENT	?
Audience	NN	audience
:	:	:
It	PP	it
'	POS	'
s	NN	S
people	NNS	people
logging	VBG	log
on	IN	on
to	TO	to
Google	NP	<unknown>
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
SB	NN	SB
:	:	:
Wow	VB	wow
,	,	,
OK	UH	OK
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
realize	VB	realize
what	WP	what
it	PP	it
was	VBD	be
when	WRB	when
I	PP	I
first	RB	first
saw	VBD	see
it	PP	it
.	SENT	.
But	CC	but
this	DT	this
is	VBZ	be
what	WP	what
helped	VBD	help
me	PP	me
see	VBP	see
it	PP	it
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
we	PP	we
run	VBP	run
at	IN	at
the	DT	the
office	NN	office
,	,	,
that	WDT	that
actually	RB	actually
runs	VBZ	run
real	JJ	real
time	NN	time
.	SENT	.
Here	RB	here
it	PP	it
'	POS	'
s	NN	S
slightly	RB	slightly
logged	VBN	log
.	SENT	.
But	CC	but
here	RB	here
you	PP	you
can	MD	can
see	VB	see
around	RP	around
the	DT	the
world	NN	world
how	WRB	how
people	NNS	people
are	VBP	be
using	VBG	use
Google	NP	<unknown>
.	SENT	.
And	CC	and
every	DT	every
one	CD	one
of	IN	of
those	DT	those
rising	VBG	rise
dots	NNS	dot
represents	VBZ	represent
probably	RB	probably
about	IN	about
20	CD	@card@
,	,	,
30	CD	@card@
searches	NNS	search
,	,	,
or	CC	or
something	NN	something
like	IN	like
that	DT	that
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
labeled	VBD	label
by	IN	by
color	NN	color
right	RB	right
now	RB	now
,	,	,
by	IN	by
language	NN	language
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
see	VB	see
:	:	:
here	RB	here
we	PP	we
are	VBP	be
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
S	NN	S
.	SENT	.
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
all	RB	all
coming	VBG	come
up	RP	up
red	JJ	red
.	SENT	.
There	RB	there
we	PP	we
are	VBP	be
in	IN	in
Monterey	NP	Monterey
—	:	-
hopefully	RB	hopefully
I	PP	I
can	MD	can
get	VB	get
it	PP	it
right	RB	right
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
that	IN	that
Japan	NP	Japan
is	VBZ	be
busy	JJ	busy
at	IN	at
night	NN	night
,	,	,
right	RB	right
there	RB	there
.	SENT	.
We	PP	we
have	VBP	have
Tokyo	NP	Tokyo
coming	VBG	come
in	IN	in
in	IN	in
Japanese	JJ	Japanese
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
activity	NN	activity
in	IN	in
China	NP	China
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
activity	NN	activity
in	IN	in
India	NP	India
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
some	DT	some
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
,	,	,
the	DT	the
little	JJ	little
pockets	NNS	pocket
.	SENT	.
And	CC	and
Europe	NP	Europe
,	,	,
which	WDT	which
is	VBZ	be
right	RB	right
now	RB	now
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
day	NN	day
,	,	,
is	VBZ	be
going	VBG	go
really	RB	really
strong	JJ	strong
with	IN	with
a	DT	a
whole	JJ	whole
wide	JJ	wide
variety	NN	variety
of	IN	of
languages	NNS	language
.	SENT	.
Now	RB	now
you	PP	you
can	MD	can
also	RB	also
see	VB	see
,	,	,
if	IN	if
I	PP	I
turn	VBP	turn
this	DT	this
around	RB	around
here	RB	here
—	:	-
hopefully	RB	hopefully
I	PP	I
won	VBD	win
'	''	'
t	NN	t
shake	VB	shake
the	DT	the
world	NN	world
too	RB	too
much	RB	much
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
also	RB	also
see	VB	see
,	,	,
there	EX	there
are	VBP	be
places	NNS	place
where	WRB	where
there	EX	there
'	''	'
s	NNS	<unknown>
not	RB	not
so	RB	so
much	JJ	much
.	SENT	.
Australia	NP	Australia
,	,	,
because	IN	because
there	EX	there
just	RB	just
aren	NNS	<unknown>
'	POS	'
t	NN	t
very	RB	very
many	JJ	many
people	NNS	people
there	RB	there
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
something	NN	something
that	IN	that
we	PP	we
should	MD	should
really	RB	really
work	VB	work
on	IN	on
,	,	,
which	WDT	which
is	VBZ	be
Africa	NP	Africa
,	,	,
which	WDT	which
is	VBZ	be
just	RB	just
a	DT	a
few	JJ	few
trickles	NNS	trickle
,	,	,
basically	RB	basically
in	IN	in
South	NP	South
Africa	NP	Africa
and	CC	and
a	DT	a
few	JJ	few
other	JJ	other
urban	JJ	urban
cities	NNS	city
.	SENT	.
But	CC	but
basically	RB	basically
,	,	,
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
noticed	VBN	notice
is	VBZ	be
these	DT	these
queries	NNS	query
,	,	,
which	WDT	which
come	VBP	come
in	IN	in
at	IN	at
thousands	NNS	thousand
per	IN	per
second	JJ	second
,	,	,
are	VBP	be
available	JJ	available
everywhere	RB	everywhere
there	EX	there
is	VBZ	be
power	NN	power
.	SENT	.
And	CC	and
pretty	RB	pretty
much	RB	much
everywhere	RB	everywhere
there	EX	there
is	VBZ	be
power	NN	power
,	,	,
there	EX	there
is	VBZ	be
the	DT	the
Internet	NN	Internet
.	SENT	.
And	CC	and
even	RB	even
in	IN	in
Antarctica	NP	Antarctica
—	:	-
well	RB	well
,	,	,
at	IN	at
least	JJS	least
this	DT	this
time	NN	time
of	IN	of
year	NN	year
—	:	-
we	PP	we
from	IN	from
time	NN	time
to	TO	to
time	NN	time
will	MD	will
see	VB	see
a	DT	a
query	NN	query
rising	VBG	rise
up	RP	up
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
had	VBD	have
it	PP	it
plotted	VBN	plot
correctly	RB	correctly
,	,	,
I	PP	I
think	VBP	think
the	DT	the
International	NP	International
Space	NP	Space
Station	NP	Station
would	MD	would
have	VB	have
it	PP	it
,	,	,
too	RB	too
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
some	DT	some
of	IN	of
the	DT	the
challenge	NN	challenge
that	IN	that
we	PP	we
have	VBP	have
here	RB	here
,	,	,
is	VBZ	be
you	PP	you
can	MD	can
see	VB	see
that	IN	that
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
kind	NN	kind
of	IN	of
hard	JJ	hard
to	TO	to
get	VB	get
the	DT	the
—	:	-
there	RB	there
we	PP	we
go	VBP	go
.	SENT	.
This	DT	this
is	VBZ	be
how	WRB	how
we	PP	we
have	VBP	have
to	TO	to
move	VB	move
the	DT	the
bits	NNS	bit
around	RB	around
to	TO	to
actually	RB	actually
get	VB	get
the	DT	the
people	NNS	people
the	DT	the
answers	NNS	answer
to	TO	to
their	PP$	their
questions	NNS	question
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
data	NNS	datum
running	VBG	run
around	RP	around
.	SENT	.
It	PP	it
has	VBZ	have
to	TO	to
go	VB	go
all	DT	all
over	IN	over
the	DT	the
world	NN	world
:	:	:
through	IN	through
fibers	NNS	fiber
,	,	,
through	IN	through
satellites	NNS	satellite
,	,	,
through	IN	through
all	DT	all
kinds	NNS	kind
of	IN	of
connections	NNS	connection
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
pretty	RB	pretty
tricky	JJ	tricky
for	IN	for
us	PP	us
to	TO	to
maintain	VB	maintain
the	DT	the
latencies	NNS	latency
as	IN	as
low	JJ	low
as	IN	as
we	PP	we
try	VBP	try
to	TO	to
.	SENT	.
Hopefully	RB	hopefully
your	PP$	your
experience	NN	experience
is	VBZ	be
good	JJ	good
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
see	VB	see
also	RB	also
,	,	,
once	RB	once
again	RB	again
—	:	-
so	RB	so
some	DT	some
places	NNS	place
are	VBP	be
much	RB	much
more	RBR	more
wired	VBN	wire
than	IN	than
others	NNS	other
,	,	,
and	CC	and
you	PP	you
can	MD	can
see	VB	see
all	PDT	all
the	DT	the
bandwidth	NN	bandwidth
across	IN	across
the	DT	the
U	NP	U
.	SENT	.
S	NN	S
.	SENT	.
,	,	,
going	VBG	go
up	RP	up
over	IN	over
to	TO	to
Asia	NP	Asia
,	,	,
Europe	NP	Europe
in	IN	in
the	DT	the
other	JJ	other
direction	NN	direction
,	,	,
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
Now	RB	now
what	WP	what
I	PP	I
would	MD	would
like	VB	like
to	TO	to
do	VB	do
is	VBZ	be
just	RB	just
to	TO	to
show	VB	show
you	PP	you
what	WP	what
one	CD	one
second	NN	second
of	IN	of
this	DT	this
activity	NN	activity
would	MD	would
look	VB	look
like	IN	like
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
can	MD	can
switch	VB	switch
to	TO	to
slides	NNS	slide
—	:	-
all	DT	all
right	NN	right
,	,	,
here	RB	here
we	PP	we
go	VBP	go
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
slowed	VBN	slow
down	RP	down
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
one	PP	one
second	RB	second
looks	VBZ	look
like	IN	like
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
spend	VBP	spend
a	DT	a
lot	NN	lot
of	IN	of
our	PP$	our
time	NN	time
doing	VBG	do
,	,	,
is	VBZ	be
just	RB	just
making	VBG	make
sure	JJ	sure
that	IN	that
we	PP	we
can	MD	can
keep	VB	keep
up	RP	up
with	IN	with
this	DT	this
kind	NN	kind
of	IN	of
traffic	NN	traffic
load	NN	load
.	SENT	.
Now	RB	now
,	,	,
each	DT	each
one	CD	one
of	IN	of
those	DT	those
queries	NNS	query
has	VBZ	have
an	DT	an
interesting	JJ	interesting
life	NN	life
and	CC	and
tale	NN	tale
of	IN	of
its	PP$	its
own	JJ	own
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
could	MD	could
be	VB	be
somebody	NN	somebody
'	POS	'
s	NN	S
health	NN	health
,	,	,
it	PP	it
could	MD	could
be	VB	be
somebody	NN	somebody
'	POS	'
s	NN	S
career	NN	career
,	,	,
something	NN	something
important	JJ	important
to	TO	to
them	PP	them
.	SENT	.
And	CC	and
it	PP	it
could	MD	could
potentially	RB	potentially
be	VB	be
something	NN	something
as	IN	as
important	JJ	important
as	IN	as
tomato	NN	tomato
sauce	NN	sauce
,	,	,
or	CC	or
in	IN	in
this	DT	this
case	NN	case
,	,	,
ketchup	NN	ketchup
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
query	NN	query
that	IN	that
we	PP	we
had	VBD	have
—	:	-
I	PP	I
guess	VBP	guess
it	PP	it
'	''	'
s	VBG	<unknown>
a	DT	a
popular	JJ	popular
band	NN	band
that	WDT	that
was	VBD	be
more	RBR	more
popular	JJ	popular
in	IN	in
some	DT	some
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
than	IN	than
others	NNS	other
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
that	IN	that
it	PP	it
got	VBD	get
started	VBN	start
right	RB	right
here	RB	here
.	SENT	.
In	IN	in
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
and	CC	and
Spain	NP	Spain
,	,	,
it	PP	it
was	VBD	be
popular	JJ	popular
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
But	CC	but
it	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VB	have
quite	PDT	quite
the	DT	the
same	JJ	same
pickup	NN	pickup
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
as	IN	as
it	PP	it
did	VBD	do
in	IN	in
Spain	NP	Spain
.	SENT	.
And	CC	and
then	RB	then
from	IN	from
Spain	NP	Spain
,	,	,
it	PP	it
went	VBD	go
to	TO	to
Italy	NP	Italy
,	,	,
and	CC	and
then	RB	then
Germany	NP	Germany
got	VBD	get
excited	JJ	excited
,	,	,
and	CC	and
maybe	RB	maybe
right	RB	right
now	RB	now
the	DT	the
U	NP	U
.	SENT	.
K	NP	K
.	SENT	.
is	VBZ	be
enjoying	VBG	enjoy
it	PP	it
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
guess	VBP	guess
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
finally	RB	finally
,	,	,
finally	RB	finally
started	VBD	start
to	TO	to
like	VB	like
it	PP	it
,	,	,
too	RB	too
.	SENT	.
And	CC	and
I	PP	I
just	RB	just
wanted	VBD	want
to	TO	to
play	VB	play
it	PP	it
for	IN	for
you	PP	you
.	SENT	.
Anyway	RB	anyway
,	,	,
you	PP	you
can	MD	can
all	RB	all
enjoy	VB	enjoy
it	PP	it
for	IN	for
yourselves	PP	yourselves
—	:	-
hopefully	RB	hopefully
that	DT	that
search	NN	search
will	MD	will
work	VB	work
.	SENT	.
As	IN	as
a	DT	a
part	NN	part
of	IN	of
—	:	-
you	PP	you
know	VBP	know
,	,	,
part	NN	part
of	IN	of
what	WP	what
we	PP	we
want	VBP	want
to	TO	to
do	VB	do
to	TO	to
grow	VB	grow
our	PP$	our
company	NN	company
is	VBZ	be
to	TO	to
have	VB	have
more	JJR	more
searches	NNS	search
.	SENT	.
And	CC	and
what	WP	what
that	DT	that
means	NN	means
is	VBZ	be
we	PP	we
want	VBP	want
to	TO	to
have	VB	have
more	JJR	more
