Nine	CD	nine
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
worked	VBD	work
for	IN	for
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
government	NN	government
in	IN	in
Iraq	NP	Iraq
,	,	,
helping	VBG	help
rebuild	VB	rebuild
the	DT	the
electricity	NN	electricity
infrastructure	NN	infrastructure
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
there	RB	there
,	,	,
and	CC	and
I	PP	I
worked	VBD	work
in	IN	in
that	DT	that
job	NN	job
because	IN	because
I	PP	I
believe	VBP	believe
that	IN	that
technology	NN	technology
can	MD	can
improve	VB	improve
people	NNS	people
'	POS	'
s	NN	S
lives	NNS	life
.	SENT	.
One	CD	one
afternoon	NN	afternoon
,	,	,
I	PP	I
had	VBD	have
tea	NN	tea
with	IN	with
a	DT	a
storekeeper	NN	storekeeper
at	IN	at
the	DT	the
Al	NP	Al
Rasheed	NP	Rasheed
Hotel	NP	Hotel
in	IN	in
Baghdad	NP	Baghdad
,	,	,
and	CC	and
he	PP	he
said	VBD	say
to	TO	to
me	PP	me
,	,	,
"	''	"
You	NP	You
Americans	NPS	Americans
,	,	,
you	PP	you
can	MD	can
put	VB	put
a	DT	a
man	NN	man
on	IN	on
the	DT	the
moon	NN	moon
,	,	,
but	CC	but
when	WRB	when
I	PP	I
get	VBP	get
home	RB	home
tonight	RB	tonight
,	,	,
I	PP	I
won	VBD	win
'	''	'
t	NN	t
be	VB	be
able	JJ	able
to	TO	to
turn	VB	turn
on	IN	on
my	PP$	my
lights	NNS	light
.	SENT	.
"	''	"
At	IN	at
the	DT	the
time	NN	time
,	,	,
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
government	NN	government
had	VBD	have
spent	VBN	spend
more	JJR	more
than	IN	than
two	CD	two
billion	NN	billion
dollars	NNS	dollar
on	IN	on
electricity	NN	electricity
reconstruction	NN	reconstruction
.	SENT	.
How	WRB	how
do	VBP	do
you	PP	you
ensure	VB	ensure
technology	NN	technology
reaches	NNS	reach
users	NNS	user
?	SENT	?
How	WRB	how
do	VBP	do
you	PP	you
put	VB	put
it	PP	it
in	IN	in
their	PP$	their
hands	NNS	hand
so	RB	so
that	IN	that
it	PP	it
is	VBZ	be
useful	JJ	useful
?	SENT	?
So	RB	so
those	DT	those
are	VBP	be
the	DT	the
questions	NNS	question
that	IN	that
my	PP$	my
colleagues	NNS	colleague
and	CC	and
I	PP	I
at	IN	at
D-Rev	NP	<unknown>
ask	VBP	ask
ourselves	PP	ourselves
.	SENT	.
And	CC	and
D-Rev	NP	<unknown>
is	VBZ	be
short	JJ	short
for	IN	for
Design	NP	Design
Revolution	NP	Revolution
.	SENT	.
And	CC	and
I	PP	I
took	VBD	take
over	IN	over
the	DT	the
organization	NN	organization
four	CD	four
years	NNS	year
ago	RB	ago
and	CC	and
really	RB	really
focused	VBD	focus
it	PP	it
on	IN	on
developing	VBG	develop
products	NNS	product
that	WDT	that
actually	RB	actually
reach	VBP	reach
users	NNS	user
,	,	,
and	CC	and
not	RB	not
just	RB	just
any	DT	any
users	NNS	user
