[	SYM	[
Sanskrit	NN	Sanskrit
]	SYM	]
This	DT	this
is	VBZ	be
an	DT	an
ode	NN	ode
to	TO	to
the	DT	the
mother	NN	mother
goddess	NN	goddess
,	,	,
that	WDT	that
most	JJS	most
of	IN	of
us	PP	us
in	IN	in
India	NP	India
learn	VBP	learn
when	WRB	when
we	PP	we
are	VBP	be
children	NNS	child
.	SENT	.
I	PP	I
learned	VBD	learn
it	PP	it
when	WRB	when
I	PP	I
was	VBD	be
four	CD	four
at	IN	at
my	PP$	my
mother	NN	mother
'	POS	'
s	NN	S
knee	NN	knee
.	SENT	.
That	DT	that
year	NN	year
she	PP	she
introduced	VBD	introduce
me	PP	me
to	TO	to
dance	VB	dance
,	,	,
and	CC	and
thus	RB	thus
began	VBD	begin
my	PP$	my
tryst	NN	tryst
with	IN	with
classical	JJ	classical
dance	NN	dance
.	SENT	.
Since	IN	since
then	JJ	then
â	NP	<unknown>
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
four	CD	four
decades	NNS	decade
now	RB	now
â	NP	<unknown>
I	NP	I
'	POS	'
ve	NNS	<unknown>
trained	VBN	train
with	IN	with
the	DT	the
best	JJS	good
in	IN	in
the	DT	the
field	NN	field
,	,	,
performed	VBN	perform
across	IN	across
the	DT	the
globe	NN	globe
,	,	,
taught	VBD	teach
young	JJ	young
and	CC	and
old	JJ	old
alike	RB	alike
,	,	,
created	VBD	create
,	,	,
collaborated	VBD	collaborate
,	,	,
choreographed	VBD	choreograph
,	,	,
and	CC	and
wove	VBD	weave
a	DT	a
rich	JJ	rich
tapestry	NN	tapestry
of	IN	of
artistry	NN	artistry
,	,	,
achievement	NN	achievement
and	CC	and
awards	NNS	award
.	SENT	.
The	DT	the
crowning	VBG	crown
glory	NN	glory
was	VBD	be
in	IN	in
2007	CD	@card@
,	,	,
when	WRB	when
I	PP	I
received	VBD	receive
this	DT	this
country	NN	country
'	POS	'
s	NN	S
fourth	JJ	fourth
highest	JJS	high
civilian	JJ	civilian
award	NN	award
,	,	,
the	DT	the
Padma	NP	Padma
Shri	NP	Shri
,	,	,
for	IN	for
my	PP$	my
contribution	NN	contribution
to	TO	to
art	NN	art
.	SENT	.
But	CC	but
nothing	NN	nothing
,	,	,
nothing	NN	nothing
prepared	VBD	prepare
me	PP	me
for	IN	for
what	WP	what
I	PP	I
was	VBD	be
to	TO	to
hear	VB	hear
on	IN	on
the	DT	the
first	JJ	first
of	IN	of
July	NP	July
2008	CD	@card@
.	SENT	.
I	PP	I
heard	VBD	hear
the	DT	the
word	NN	word
"	``	"
carcinoma	NN	carcinoma
.	SENT	.
"	``	"
Yes	UH	yes
,	,	,
breast	NN	breast
cancer	NN	cancer
.	SENT	.
As	IN	as
I	PP	I
sat	VBD	sit
dumbstruck	JJ	dumbstruck
in	IN	in
my	PP$	my
doctor	NN	doctor
'	POS	'
s	NN	S
office	NN	office
,	,	,
I	PP	I
heard	VBD	hear
other	JJ	other
words	NNS	word
:	:	:
"	``	"
cancer	NN	cancer
,	,	,
"	''	"
"	``	"
stage	NN	stage
,	,	,
"	''	"
"	``	"
grade	NN	grade
.	SENT	.
"	''	"
Until	IN	until
then	RB	then
,	,	,
Cancer	NP	Cancer
was	VBD	be
the	DT	the
zodiac	NN	zodiac
sign	NN	sign
of	IN	of
my	PP$	my
friend	NN	friend
,	,	,
stage	NN	stage
was	VBD	be
what	WP	what
I	PP	I
performed	VBD	perform
on	IN	on
,	,	,
and	CC	and
grades	NNS	grade
were	VBD	be
what	WP	what
I	PP	I
got	VBD	get
in	IN	in
school	NN	school
.	SENT	.
That	DT	that
day	NN	day
,	,	,
I	PP	I
realized	VBD	realize
I	PP	I
had	VBD	have
an	DT	an
unwelcome	JJ	unwelcome
,	,	,
uninvited	JJ	uninvited
,	,	,
new	JJ	new
life	NN	life
partner	NN	partner
.	SENT	.
As	IN	as
a	DT	a
dancer	NN	dancer
,	,	,
I	PP	I
know	VBP	know
the	DT	the
nine	CD	nine
rasas	NNS	<unknown>
or	CC	or
the	DT	the
navarasas	NNS	<unknown>
:	:	:
anger	NN	anger
,	,	,
valor	NN	valor
,	,	,
disgust	NN	disgust
,	,	,
humor	NN	humor
and	CC	and
fear	NN	fear
.	SENT	.
I	PP	I
thought	VBD	think
I	PP	I
knew	VBD	know
what	WP	what
fear	VBP	fear
was	VBD	be
.	SENT	.
That	DT	that
day	NN	day
,	,	,
I	PP	I
learned	VBD	learn
what	WP	what
fear	VBP	fear
was	VBD	be
.	SENT	.
Overcome	VBN	overcome
with	IN	with
the	DT	the
enormity	NN	enormity
of	IN	of
it	PP	it
all	RB	all
and	CC	and
the	DT	the
complete	JJ	complete
feeling	NN	feeling
of	IN	of
