Corey	NP	Corey
Hajim	NP	<unknown>
:	:	:
Here	RB	here
with	IN	with
me	PP	me
today	NN	today
is	VBZ	be
Beth	NP	Beth
Ford	NP	Ford
,	,	,
the	DT	the
CEO	NN	CEO
of	IN	of
Land	NP	Land
O	NP	O
'	POS	'
Lakes	NP	Lakes
,	,	,
a	DT	a
farming	NN	farming
cooperative	NN	cooperative
that	WDT	that
works	VBZ	work
across	IN	across
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
in	IN	in
dozens	NNS	dozen
of	IN	of
countries	NNS	country
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
she	PP	she
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
share	VB	share
with	IN	with
us	PP	us
her	PP	her
vision	VBP	vision
about	RB	about
how	WRB	how
to	TO	to
create	VB	create
a	DT	a
better	JJR	good
future	NN	future
for	IN	for
farmers	NNS	farmer
that	WDT	that
'	POS	'
s	NN	S
both	CC	both
environmentally	RB	environmentally
and	CC	and
economically	RB	economically
sustainable	JJ	sustainable
.	SENT	.
Hi	UH	hi
,	,	,
Beth	NP	Beth
,	,	,
thank	VBP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
being	VBG	be
here	RB	here
.	SENT	.
Beth	NP	Beth
Ford	NP	Ford
:	:	:
Thanks	NNS	thanks
for	IN	for
the	DT	the
invitation	NN	invitation
,	,	,
I	PP	I
'	POS	'
m	NN	m
looking	VBG	look
forward	RB	forward
to	TO	to
the	DT	the
conversation	NN	conversation
.	SENT	.
CH	NP	CH
:	:	:
Let	NP	Let
'	POS	'
s	JJ	<unknown>
first	JJ	first
talk	NN	talk
about	IN	about
the	DT	the
broadband	NN	<unknown>
issue	NN	issue
.	SENT	.
How	WRB	how
big	JJ	big
of	IN	of
a	DT	a
problem	NN	problem
is	VBZ	be
this	RB	this
and	CC	and
how	WRB	how
does	VBZ	do
it	PP	it
affect	VB	affect
the	DT	the
farming	NN	farming
community	NN	community
,	,	,
both	CC	both
as	IN	as
you	PP	you
said	VBD	say
,	,	,
as	IN	as
families	NNS	family
and	CC	and
as	IN	as
businesses	NNS	business
?	SENT	?
BF	NP	BF
:	:	:
So	RB	so
the	DT	the
estimates	NNS	estimate
have	VBP	have
been	VBN	be
that	IN	that
18	CD	@card@
million	CD	million
Americans	NPS	Americans
lack	NN	lack
broadband	NN	<unknown>
access	NN	access
,	,	,
14	CD	@card@
million	CD	million
are	VBP	be
in	IN	in
rural	JJ	rural
America	NP	America
.	SENT	.
Now	RB	now
,	,	,
having	VBG	have
said	VBN	say
that	IN	that
,	,	,
the	DT	the
broadband	NN	<unknown>
--	:	--
I	PP	I
'	POS	'
m	NN	m
trying	VBG	try
to	TO	to
remember	VB	remember
what	WP	what
the	DT	the
name	NN	name
of	IN	of
the	DT	the
organization	NN	organization
is	VBZ	be
,	,	,
did	VBD	do
a	DT	a
study	NN	study
and	CC	and
they	PP	they
actually	RB	actually
say	VBP	say
the	DT	the
number	NN	number
is	VBZ	be
more	JJR	more
like	IN	like
42	CD	@card@
million	CD	million
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
is	VBZ	be
the	DT	the
mapping	NN	mapping
is	VBZ	be
inaccurate	JJ	inaccurate
.	SENT	.
So	RB	so
what	WP	what
could	MD	could
happen	VB	happen
is	VBZ	be
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
you	PP	you
have	VBP	have
a	DT	a
7-Eleven	JJ	<unknown>
in	IN	in
a	DT	a
town	NN	town
and	CC	and
that	WDT	that
has	VBZ	have
Wi-Fi	NP	<unknown>
or	CC	or
broadband	NN	<unknown>
access	NN	access
because	IN	because
they	PP	they
laid	VBD	lay
a	DT	a
line	NN	line
.	SENT	.
It	PP	it
would	MD	would
show	VB	show
up	RP	up
on	IN	on
the	DT	the
map	NN	map
as	IN	as
though	IN	though
that	DT	that
community	NN	community
largely	RB	largely
has	VBZ	have
broadband	NN	<unknown>
and	CC	and
it	PP	it
does	VBZ	do
not	RB	not
.	SENT	.
And	CC	and
so	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
significant	JJ	significant
issue	NN	issue
.	SENT	.
Think	VB	think
about	IN	about
the	DT	the
education	NN	education
of	IN	of
your	PP$	your
children	NNS	child
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
have	VBP	have
three	CD	three
,	,	,
I	PP	I
have	VBP	have
three	CD	three
.	SENT	.
And	CC	and
many	JJ	many
of	IN	of
them	PP	them
were	VBD	be
doing	VBG	do
remote	JJ	remote
schooling	NN	schooling
.	SENT	.
Well	RB	well
,	,	,
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
on	IN	on
the	DT	the
farm	NN	farm
,	,	,
this	DT	this
is	VBZ	be
legitimately	RB	legitimately
what	WP	what
'	POS	'
s	NN	S
occurring	VBG	occur
,	,	,
is	VBZ	be
that	IN	that
the	DT	the
teacher	NN	teacher
from	IN	from
the	DT	the
town	NN	town
is	VBZ	be
driving	VBG	drive
paper	NN	paper
homework	NN	homework
out	RB	out
to	TO	to
the	DT	the
farms	NNS	farm
to	TO	to
give	VB	give
them	PP	them
the	DT	the
homework	NN	homework
so	RB	so
that	IN	that
they	PP	they
can	MD	can
continue	VB	continue
to	TO	to
go	VB	go
to	TO	to
school	NN	school
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
just	RB	just
one	CD	one
example	NN	example
of	IN	of
many	JJ	many
.	SENT	.
And	CC	and
so	RB	so
this	DT	this
is	VBZ	be
a	DT	a
major	JJ	major
challenge	NN	challenge
,	,	,
because	IN	because
if	IN	if
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
basic	JJ	basic
wiring	NN	wiring
,	,	,
I	PP	I
can	MD	can
say	VB	say
we	PP	we
need	VB	need
like	IN	like
a	DT	a
1930s	NNS	1930s
'	POS	'
rural	JJ	rural
electric	JJ	electric
initiative	NN	initiative
where	WRB	where
we	PP	we
go	VBP	go
across	IN	across
the	DT	the
country	NN	country
and	CC	and
we	PP	we
make	VBP	make
this	DT	this
,	,	,
this	DT	this
should	MD	should
be	VB	be
a	DT	a
right	NN	right
,	,	,
this	DT	this
should	MD	should
be	VB	be
