[	SYM	[
How	WRB	how
to	TO	to
Deal	NN	deal
with	IN	with
Difficult	JJ	difficult
Feelings	NNS	feeling
]	SYM	]
Cloe	NP	Cloe
Shasha	NP	<unknown>
Brooks	NP	Brooks
:	:	:
Hello	UH	hello
,	,	,
TED	VB	ted
community	NN	community
.	SENT	.
You	PP	you
are	VBP	be
watching	VBG	watch
a	DT	a
TED	VBP	ted
Interview	NN	interview
series	NN	series
called	VBN	call
"	''	"
How	WRB	how
to	TO	to
Deal	NN	deal
with	IN	with
Difficult	JJ	difficult
Feelings	NNS	feeling
.	SENT	.
"	``	"
I	NP	I
'	''	'
m	NN	m
your	PP$	your
host	NN	host
,	,	,
Cloe	NP	Cloe
Shasha	NP	<unknown>
Brooks	NP	Brooks
,	,	,
and	CC	and
a	DT	a
curator	NN	curator
at	IN	at
TED	VB	ted
.	SENT	.
Today	NN	today
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
be	VB	be
focusing	VBG	focus
specifically	RB	specifically
on	IN	on
burnout	NNS	burnout
,	,	,
both	CC	both
personal	JJ	personal
and	CC	and
professional	JJ	professional
,	,	,
with	IN	with
the	DT	the
help	NN	help
of	IN	of
two	CD	two
experts	NNS	expert
,	,	,
Dr	NP	Dr
.	SENT	.
Emily	NP	Emily
Nagoski	NP	<unknown>
and	CC	and
Dr	NP	Dr
.	SENT	.
Amelia	NP	Amelia
Nagoski	NP	<unknown>
.	SENT	.
They	PP	they
are	VBP	be
identical	JJ	identical
twin	JJ	twin
sisters	NNS	sister
and	CC	and
the	DT	the
coauthors	NNS	coauthor
of	IN	of
a	DT	a
book	NN	book
about	IN	about
burnout	NNS	burnout
,	,	,
for	IN	for
everyone	NN	everyone
who	WP	who
is	VBZ	be
overwhelmed	VBN	overwhelm
and	CC	and
exhausted	VBN	exhaust
by	IN	by
all	DT	all
they	PP	they
have	VBP	have
to	TO	to
do	VB	do
,	,	,
who	WP	who
is	VBZ	be
nevertheless	RB	nevertheless
worried	VBN	worry
that	IN	that
they	PP	they
'	POS	'
re	NN	re
not	RB	not
doing	VBG	do
enough	RB	enough
.	SENT	.
Let	NP	Let
'	POS	'
s	NN	S
dive	NN	dive
right	RB	right
in	IN	in
.	SENT	.
You	PP	you
coauthored	VBD	coauthor
a	DT	a
book	NN	book
called	VBD	call
"	''	"
Burnout	NNS	burnout
:	:	:
The	DT	the
Secret	JJ	secret
to	TO	to
Unlocking	VBG	unlock
the	DT	the
Stress	NN	stress
Cycle	NP	Cycle
.	SENT	.
"	``	"
And	CC	and
the	DT	the
inspiration	NN	inspiration
for	IN	for
this	DT	this
book	NN	book
was	VBD	be
actually	RB	actually
based	VBN	base
on	IN	on
a	DT	a
personal	JJ	personal
experience	NN	experience
that	IN	that
you	PP	you
had	VBD	have
with	IN	with
burnout	NNS	burnout
,	,	,
Amelia	NP	Amelia
.	SENT	.
Can	MD	can
you	PP	you
tell	VB	tell
us	PP	us
more	JJR	more
about	IN	about
that	DT	that
experience	NN	experience
?	SENT	?
Amelia	NP	Amelia
Nagoski	NP	<unknown>
:	:	:
Well	UH	well
,	,	,
it	PP	it
began	VBD	begin
with	IN	with
me	PP	me
going	VBG	go
to	TO	to
school	NN	school
while	IN	while
I	PP	I
was	VBD	be
getting	VBG	get
my	PP$	my
doctorate	NN	doctorate
in	IN	in
musical	JJ	musical
arts	NNS	art
in	IN	in
conducting	VBG	conduct
.	SENT	.
I	PP	I
ended	VBD	end
up	RP	up
in	IN	in
the	DT	the
hospital	NN	hospital
,	,	,
and	CC	and
I	PP	I
had	VBD	have
abdominal	JJ	abdominal
pain	NN	pain
,	,	,
which	WDT	which
they	PP	they
diagnosed	VBD	diagnose
as	RB	as
stress	VB	stress
induced	VBN	induce
,	,	,
told	VBD	tell
me	PP	me
to	TO	to
go	VB	go
home	NN	home
and	CC	and
relax	VB	relax
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
I	PP	I
had	VBD	have
no	DT	no
idea	NN	idea
what	WP	what
to	TO	to
do	VB	do
.	SENT	.
But	CC	but
luckily	RB	luckily
,	,	,
I	PP	I
have	VBP	have
a	DT	a
sister	NN	sister
who	WP	who
has	VBZ	have
a	DT	a
PhD	NN	PhD
in	IN	in
health	NN	health
behavior	NN	behavior
.	SENT	.
So	RB	so
when	WRB	when
I	PP	I
'	POS	'
m	NN	m
in	IN	in
the	DT	the
hospital	NN	hospital
,	,	,
just	RB	just
in	IN	in
pain	NN	pain
,	,	,
laying	VBG	lay
there	RB	there
,	,	,
not	RB	not
even	RB	even
really	RB	really
understanding	VBG	understand
how	WRB	how
I	PP	I
got	VBD	get
there	RB	there
or	CC	or
why	WRB	why
.	SENT	.
And	CC	and
I	PP	I
honestly	RB	honestly
didn	NN	<unknown>
'	POS	'
t	NN	t
even	RB	even
believe	VBP	believe
that	IN	that
stress	NN	stress
could	MD	could
cause	VB	cause
physiological	JJ	physiological
symptoms	NNS	symptom
.	SENT	.
And	CC	and
Emily	NP	Emily
said	VBD	say
,	,	,
"	``	"
How	WRB	how
did	VBD	do
you	PP	you
not	RB	not
know	VBP	know
that	DT	that
?	SENT	?
"	''	"
I	NP	I
'	POS	'
m	NN	m
a	DT	a
conductor	NN	conductor
and	CC	and
a	DT	a
singer	NN	singer
.	SENT	.
I	PP	I
have	VBP	have
learned	VBN	learn
in	IN	in
my	PP$	my
musical	JJ	musical
training	NN	training
to	TO	to
express	VB	express
my	PP$	my
feelings	NNS	feeling
with	IN	with
my	PP$	my
body	NN	body
,	,	,
to	TO	to
use	VB	use
my	PP$	my
body	NN	body
as	IN	as
a	DT	a
vehicle	NN	vehicle
for	IN	for
expressing	VBG	express
emotion	NN	emotion
.	SENT	.
And	CC	and
it	PP	it
occurred	VBD	occur
to	TO	to
me	PP	me
that	IN	that
if	IN	if
it	PP	it
was	VBD	be
true	JJ	true
that	IN	that
I	PP	I
didn	NNS	<unknown>
'	POS	'
t	NN	t
just	RB	just
have	VBP	have
those	DT	those
feelings	NNS	feeling
onstage	NN	onstage
--	:	--
I	PP	I
had	VBD	have
them	PP	them
all	PDT	all
the	DT	the
time	NN	time
,	,	,
my	PP$	my
whole	JJ	whole
life	NN	life
--	:	--
and	CC	and
if	IN	if
that	WDT	that
was	VBD	be
true	JJ	true
,	,	,
wow	NN	wow
,	,	,
that	WDT	that
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
feelings	NNS	feeling
.	SENT	.
So	IN	so
I	PP	I
didn	NN	<unknown>
'	POS	'
t	NN	t
even	RB	even
want	VBP	want
to	TO	to
believe	VB	believe
this	DT	this
was	VBD	be
true	JJ	true
.	SENT	.
But	CC	but
once	IN	once
Emily	NP	Emily
brought	VBD	bring
me	PP	me
a	DT	a
huge	JJ	huge
stack	NN	stack
of	IN	of
peer-reviewed	JJ	peer-reviewed
science	NN	science
,	,	,
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
deny	VBP	deny
anymore	RB	anymore
,	,	,
yes	UH	yes
,	,	,
stress	NN	stress
manifests	NNS	manifest
in	IN	in
the	DT	the
body	NN	body
and	CC	and
can	MD	can
turn	VB	turn
into	IN	into
symptoms	NNS	symptom
of	IN	of
illness	NN	illness
.	SENT	.
CSB	NP	CSB
:	:	:
So	RB	so
,	,	,
OK	UH	OK
,	,	,
well	UH	well
,	,	,
let	NN	let
'	POS	'
s	JJ	<unknown>
start	NN	start
with	IN	with
some	DT	some
definitions	NNS	definition
.	SENT	.
What	WP	what
are	VBP	be
the	DT	the
three	CD	three
components	NNS	component
of	IN	of
burnout	NNS	burnout
?	SENT	?
Emily	NP	Emily
Nagoski	NP	<unknown>
:	:	:
So	RB	so
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
original	JJ	original
technical	JJ	technical
definition	NN	definition
from	IN	from
Herbert	NP	Herbert
Freudenberger	NP	Freudenberger
in	IN	in
the	DT	the
1970s	NNS	1970s
,	,	,
burnout	NNS	burnout
,	,	,
which	WDT	which
originally	RB	originally
was	VBD	be
inclusive	JJ	inclusive
only	RB	only
of	IN	of
the	DT	the
workplace	NN	workplace
but	CC	but
has	VBZ	have
expanded	VBN	expand
now	RB	now
,	,	,
involves	VBZ	involve
depersonalization	NN	depersonalization
,	,	,
where	WRB	where
you	PP	you
separate	VBP	separate
yourself	PP	yourself
emotionally	RB	emotionally
from	IN	from
your	PP$	your
work	NN	work
instead	RB	instead
of	IN	of
investing	VBG	invest
yourself	PP	yourself
and	CC	and
feeling	VBG	feel
like	IN	like
it	PP	it
'	POS	'
s	NNS	<unknown>
meaningful	JJ	meaningful
;	:	;
decreased	VBD	decrease
sense	NN	sense
of	IN	of
accomplishment	NN	accomplishment
,	,	,
where	WRB	where
you	PP	you
just	RB	just
keep	VB	keep
working	VBG	work
harder	JJR	hard
and	CC	and
harder	JJR	hard
for	IN	for
less	JJR	less
and	CC	and
less	JJR	less
sense	NN	sense
that	IN	that
what	WP	what
you	PP	you
are	VBP	be
doing	VBG	do
is	VBZ	be
making	VBG	make
any	DT	any
difference	NN	difference
;	:	;
and	CC	and
emotional	JJ	emotional
exhaustion	NN	exhaustion
.	SENT	.
And	CC	and
while	IN	while
everyone	NN	everyone
experiences	VBZ	experience
all	RB	all
three	CD	three
of	IN	of
these	DT	these
factors	NNS	factor
,	,	,
over	IN	over
the	DT	the
40	CD	@card@
years	NNS	year
since	IN	since
this	DT	this
original	JJ	original
formulation	NN	formulation
,	,	,
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
,	,	,
broadly	RB	broadly
speaking	VBG	speak
,	,	,
for	IN	for
men	NNS	man
,	,	,
burnout	NNS	burnout
tends	VBZ	tend
to	TO	to
manifest	VB	manifest
as	IN	as
depersonalization	NN	depersonalization
in	IN	in
particular	JJ	particular
.	SENT	.
And	CC	and
for	IN	for
women	NNS	woman
,	,	,
burnout	NNS	burnout
tends	VBZ	tend
to	TO	to
manifest	VB	manifest
as	IN	as
emotional	JJ	emotional
exhaustion	NN	exhaustion
.	SENT	.
So	RB	so
anyone	NN	anyone
can	MD	can
experience	VB	experience
burnout	NNS	burnout
,	,	,
But	CC	but
your	PP$	your
specific	JJ	specific
way	NN	way
of	IN	of
experiencing	VBG	experience
it	PP	it
is	VBZ	be
probably	RB	probably
going	VBG	go
to	TO	to
be	VB	be
different	JJ	different
,	,	,
depending	VBG	depend
on	IN	on
who	WP	who
you	PP	you
are	VBP	be
.	SENT	.
AN	DT	an
:	:	:
And	CC	and
the	DT	the
factors	NNS	factor
that	WDT	that
lead	VBP	lead
to	TO	to
burnout	NNS	burnout
are	VBP	be
not	RB	not
just	RB	just
professional	JJ	professional
ones	NNS	one
.	SENT	.
They	PP	they
are	VBP	be
parenting	VBG	parent
and	CC	and
social	JJ	social
activism	NN	activism
and	CC	and
anything	NN	anything
where	WRB	where
you	PP	you
need	VBP	need
to	TO	to
care	VB	care
and	CC	and
invest	VB	invest
,	,	,
where	WRB	where
there	EX	there
are	VBP	be
ongoing	JJ	ongoing
demands	NNS	demand
that	WDT	that
are	VBP	be
unmeetable	JJ	<unknown>
expectations	NNS	expectation
and	CC	and
unceasing	JJ	unceasing
demands	NNS	demand
.	SENT	.
That	DT	that
is	VBZ	be
the	DT	the
formula	NN	formula
,	,	,
no	DT	no
matter	NN	matter
what	WDT	what
context	NN	context
it	PP	it
'	POS	'
s	NN	S
in	IN	in
,	,	,
for	IN	for
burnout	NNS	burnout
.	SENT	.
CSB	NP	CSB
:	:	:
Your	PP$	your
work	NN	work
is	VBZ	be
around	RB	around
the	DT	the
stress	NN	stress
cycle	NN	cycle
and	CC	and
how	WRB	how
we	PP	we
can	MD	can
complete	VB	complete
it	PP	it
.	SENT	.
So	RB	so
,	,	,
will	MD	will
you	PP	you
talk	VB	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
that	DT	that
?	SENT	?
EN	FW	en
:	:	:
Oh	UH	oh
,	,	,
yes	UH	yes
!	SENT	!
This	DT	this
is	VBZ	be
my	PP$	my
favorite	JJ	favorite
part	NN	part
.	SENT	.
So	RB	so
,	,	,
the	DT	the
main	JJ	main
thing	NN	thing
people	NNS	people
need	VBP	need
to	TO	to
begin	VB	begin
with	IN	with
is	VBZ	be
that	IN	that
there	EX	there
is	VBZ	be
a	DT	a
difference	NN	difference
between	IN	between
your	PP$	your
stressors	NNS	<unknown>
,	,	,
the	DT	the
things	NNS	thing
that	WDT	that
cause	VBP	cause
your	PP$	your
stress	NN	stress
,	,	,
which	WDT	which
is	VBZ	be
what	WP	what
Amelia	NP	Amelia
was	VBD	be
talking	VBG	talk
about	RB	about
--	:	--
the	DT	the
unmeetable	JJ	<unknown>
goals	NNS	goal
and	CC	and
expectations	NNS	expectation
,	,	,
your	PP$	your
family	NN	family
issues	NNS	issue
and	CC	and
money	NN	money
.	SENT	.
.	SENT	.
.	SENT	.
Those	DT	those
are	VBP	be
your	PP$	your
stressors	NNS	<unknown>
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
your	PP$	your
stress	NN	stress
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
physiological	JJ	physiological
thing	NN	thing
that	WDT	that
happens	VBZ	happen
in	IN	in
your	PP$	your
body	NN	body
in	IN	in
response	NN	response
to	TO	to
any	DT	any
perceived	VBN	perceive
threat	NN	threat
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
largely	RB	largely
the	DT	the
same	JJ	same
no	UH	no
matter	VB	matter
what	WP	what
the	DT	the
threat	NN	threat
is	VBZ	be
.	SENT	.
And	CC	and
evolutionarily	RB	<unknown>
,	,	,
we	PP	we
know	VBP	know
the	DT	the
threat	NN	threat
response	NN	response
as	IN	as
being	VBG	be
the	DT	the
fight	NN	fight
,	,	,
flight	NN	flight
,	,	,
freeze	NN	freeze
response	NN	response
intended	VBN	intend
to	TO	to
help	VB	help
us	PP	us
run	VB	run
away	RB	away
from	IN	from
a	DT	a
lion	NN	lion
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
being	VBG	be
chased	VBN	chase
by	IN	by
a	DT	a
lion	NN	lion
across	IN	across
the	DT	the
savanna	NN	savanna
of	IN	of
Africa	NP	Africa
,	,	,
what	WP	what
do	VBP	do
you	PP	you
do	VBP	do
?	SENT	?
You	PP	you
run	VBP	run
,	,	,
right	RB	right
?	SENT	?
So	RB	so
you	PP	you
use	VBP	use
all	PDT	all
this	DT	this
energy	NN	energy
that	WDT	that
happens	VBZ	happen
in	IN	in
your	PP$	your
body	NN	body
,	,	,
all	PDT	all
this	DT	this
adrenaline	NN	adrenaline
and	CC	and
cortisol	NN	cortisol
,	,	,
every	DT	every
body	NN	body
system	NN	system
has	VBZ	have
been	VBN	be
activated	VBN	activate
to	TO	to
help	VB	help
with	IN	with
this	DT	this
escape	NN	escape
from	IN	from
the	DT	the
perceived	VBN	perceive
threat	NN	threat
--	:	--
your	PP$	your
digestion	NN	digestion
and	CC	and
your	PP$	your
immune	JJ	immune
system	NN	system
and	CC	and
your	PP$	your
hormones	NNS	hormone
.	SENT	.
Everything	NN	everything
is	VBZ	be
focused	VBN	focus
on	IN	on
this	DT	this
one	CD	one
goal	NN	goal
,	,	,
including	VBG	include
your	PP$	your
cognition	NN	cognition
.	SENT	.
Your	PP$	your
problem-solving	VBG	problem-solve
is	VBZ	be
focused	VBN	focus
just	RB	just
on	IN	on
this	DT	this
one	CD	one
problem	NN	problem
,	,	,
and	CC	and
it	PP	it
will	MD	will
not	RB	not
let	VB	let
go	VB	go
,	,	,
because	IN	because
your	PP$	your
life	NN	life
is	VBZ	be
at	IN	at
stake	NN	stake
.	SENT	.
But	CC	but
you	PP	you
manage	VBP	manage
to	TO	to
get	VB	get
back	RB	back
to	TO	to
your	PP$	your
village	NN	village
,	,	,
and	CC	and
the	DT	the
lion	NN	lion
gives	VBZ	give
up	RP	up
,	,	,
and	CC	and
you	PP	you
jump	VBP	jump
up	RP	up
and	CC	and
down	RP	down
and	CC	and
shout	VB	shout
,	,	,
and	CC	and
people	NNS	people
come	VBP	come
and	CC	and
listen	VBP	listen
to	TO	to
you	PP	you
tell	VBP	tell
the	DT	the
story	NN	story
,	,	,
and	CC	and
you	PP	you
hug	VBP	hug
each	DT	each
other	JJ	other
,	,	,
and	CC	and
the	DT	the
sun	NN	sun
seems	VBZ	seem
to	TO	to
shine	VB	shine
brighter	JJR	bright
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
the	DT	the
complete	JJ	complete
stress	NN	stress
response	NN	response
cycle	NN	cycle
:	:	:
it	PP	it
has	VBZ	have
a	DT	a
beginning	NN	beginning
,	,	,
when	WRB	when
you	PP	you
perceive	VBP	perceive
the	DT	the
threat	NN	threat
;	:	;
a	DT	a
middle	NN	middle
,	,	,
where	WRB	where
you	PP	you
do	VBP	do
something	NN	something
with	IN	with
your	PP$	your
body	NN	body
;	:	;
and	CC	and
an	DT	an
end	NN	end
,	,	,
where	WRB	where
your	PP$	your
body	NN	body
receives	VBZ	receive
the	DT	the
signal	NN	signal
that	IN	that
it	PP	it
has	VBZ	have
escaped	VBN	escape
from	IN	from
this	DT	this
potential	JJ	potential
threat	NN	threat
,	,	,
and	CC	and
your	PP$	your
body	NN	body
is	VBZ	be
now	RB	now
a	DT	a
safe	JJ	safe
place	NN	place
for	IN	for
you	PP	you
to	TO	to
be	VB	be
.	SENT	.
Alas	UH	alas
,	,	,
we	PP	we
live	VBP	live
in	IN	in
a	DT	a
world	NN	world
where	WRB	where
the	DT	the
behaviors	NNS	behavior
that	WDT	that
deal	VBP	deal
with	IN	with
our	PP$	our
stressors	NNS	<unknown>
are	VBP	be
no	RB	no
longer	JJR	long
the	DT	the
behaviors	NNS	behavior
that	WDT	that
deal	VBP	deal
with	IN	with
the	DT	the
stress	NN	stress
in	IN	in
our	PP$	our
bodies	NNS	body
.	SENT	.
We	PP	we
are	VBP	be
almost	RB	almost
never	RB	never
chased	VBN	chase
by	IN	by
lions	NNS	lion
.	SENT	.
Instead	RB	instead
,	,	,
our	PP$	our
stressors	NNS	<unknown>
are	VBP	be
"	``	"
The	DT	the
,	,	,
"	``	"
capital	NN	capital
T	NN	T
,	,	,
capital	NN	capital
F	NN	F
,	,	,
"	''	"
Future	NP	Future
,	,	,
"	''	"
or	CC	or
our	PP$	our
children	NNS	child
,	,	,
or	CC	or
a	DT	a
commute	NN	commute
is	VBZ	be
,	,	,
like	VB	like
,	,	,
the	DT	the
classic	JJ	classic
example	NN	example
.	SENT	.
When	WRB	when
people	NNS	people
have	VBP	have
commutes	NNS	commute
,	,	,
it	PP	it
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
stressful	JJ	stressful
parts	NNS	part
of	IN	of
their	PP$	their
lives	NNS	life
,	,	,
and	CC	and
your	PP$	your
body	NN	body
activates	VBZ	activate
the	DT	the
same	JJ	same
adrenaline	NN	adrenaline
and	CC	and
cortisol	NN	cortisol
and	CC	and
digestion	NN	digestion
and	CC	and
immune	JJ	immune
system	NN	system
,	,	,
and	CC	and
you	PP	you
finally	RB	finally
get	VBP	get
home	NN	home
,	,	,
right	RB	right
?	SENT	?
You	PP	you
have	VBP	have
dealt	VBN	deal
with	IN	with
your	PP$	your
stressor	NN	<unknown>
.	SENT	.
Do	VB	do
you	PP	you
suddenly	RB	suddenly
jump	VB	jump
up	RP	up
and	CC	and
down	RP	down
and	CC	and
feel	VB	feel
grateful	JJ	grateful
to	TO	to
be	VB	be
alive	JJ	alive
,	,	,
and	CC	and
the	DT	the
sun	NN	sun
seems	VBZ	seem
to	TO	to
shine	VB	shine
brighter	JJR	bright
?	SENT	?
No	RB	no
,	,	,
because	IN	because
you	PP	you
'	POS	'
ve	NN	ve
dealt	VBD	deal
with	IN	with
the	DT	the
stressor	NN	<unknown>
,	,	,
but	CC	but
that	WDT	that
does	VBZ	do
not	RB	not
mean	VB	mean
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
dealt	VBD	deal
with	IN	with
the	DT	the
stress	NN	stress
itself	PP	itself
.	SENT	.
This	DT	this
is	VBZ	be
excellent	JJ	excellent
news	NN	news
,	,	,
because	IN	because
it	PP	it
means	VBZ	mean
that	IN	that
you	PP	you
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
wait	VB	wait
for	IN	for
your	PP$	your
stressor	NN	<unknown>
to	TO	to
be	VB	be
gone	VBN	go
before	IN	before
you	PP	you
can	MD	can
begin	VB	begin
to	TO	to
feel	VB	feel
better	RBR	well
,	,	,
because	IN	because
you	PP	you
can	MD	can
deal	VB	deal
with	IN	with
the	DT	the
stress	NN	stress
while	IN	while
the	DT	the
stressor	NN	<unknown>
still	RB	still
exists	VBZ	exist
.	SENT	.
Good	JJ	good
thing	NN	thing
,	,	,
because	IN	because
most	JJS	most
of	IN	of
our	PP$	our
stressors	NNS	<unknown>
are	VBP	be
what	WP	what
are	VBP	be
called	VBN	call
"	``	"
chronic	JJ	chronic
stressors	NNS	<unknown>
,	,	,
"	''	"
that	WDT	that
are	VBP	be
there	RB	there
day	NN	day
after	IN	after
day	NN	day
,	,	,
week	NN	week
after	IN	after
week	NN	week
,	,	,
year	NN	year
after	IN	after
year	NN	year
.	SENT	.
And	CC	and
I	PP	I
hope	VBP	hope
people	NNS	people
are	VBP	be
like	IN	like
,	,	,
"	``	"
OK	UH	OK
,	,	,
so	RB	so
how	WRB	how
do	VBP	do
I	PP	I
complete	VB	complete
the	DT	the
stress	NN	stress
response	NN	response
cycle	NN	cycle
?	SENT	?
"	``	"
And	CC	and
we	PP	we
have	VBP	have
a	DT	a
list	NN	list
of	IN	of
,	,	,
like	VB	like
,	,	,
a	DT	a
dozen	NN	dozen
concrete	NN	concrete
,	,	,
specific	JJ	specific
,	,	,
evidence-based	JJ	<unknown>
ways	NNS	way
to	TO	to
help	VB	help
people	NNS	people
deal	NN	deal
with	IN	with
the	DT	the
stress	NN	stress
response	NN	response
cycle	NN	cycle
.	SENT	.
But	CC	but
just	RB	just
taking	VBG	take
the	DT	the
example	NN	example
of	IN	of
a	DT	a
commute	NN	commute
:	:	:
you	PP	you
get	VBP	get
out	RP	out
of	IN	of
your	PP$	your
car	NN	car
or	CC	or
you	PP	you
get	VBP	get
off	RP	off
the	DT	the
bus	NN	bus
,	,	,
and	CC	and
your	PP$	your
shoulders	NNS	shoulder
are	VBP	be
trying	VBG	try
to	TO	to
be	VB	be
your	PP$	your
earrings	NNS	earring
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
grumpy	JJ	grumpy
and	CC	and
cranky	JJ	cranky
and	CC	and
still	RB	still
thinking	VBG	think
about	IN	about
the	DT	the
jerk	NN	jerk
who	WP	who
did	VBD	do
I	PP	I
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
do	VBP	do
is	VBZ	be
jumping	VBG	jump
jacks	NNS	jack
in	IN	in
your	PP$	your
driveway	NN	driveway
,	,	,
or	CC	or
you	PP	you
go	VBP	go
for	IN	for
a	DT	a
long	JJ	long
walk	NN	walk
around	IN	around
the	DT	the
block	NN	block
or	CC	or
you	PP	you
just	RB	just
tense	VBP	tense
every	DT	every
muscle	NN	muscle
in	IN	in
your	PP$	your
body	NN	body
,	,	,
standing	VBG	stand
outside	IN	outside
your	PP$	your
apartment	NN	apartment
door	NN	door
,	,	,
holding	VBG	hold
