I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
start	VB	start
here	RB	here
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
hand-lettered	JJ	hand-lettered
sign	NN	sign
that	WDT	that
appeared	VBD	appear
in	IN	in
a	DT	a
mom	NN	mom
and	CC	and
pop	NN	pop
bakery	NN	bakery
in	IN	in
my	PP$	my
old	JJ	old
neighborhood	NN	neighborhood
in	IN	in
Brooklyn	NP	Brooklyn
a	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
.	SENT	.
The	DT	the
store	NN	store
owned	VBD	own
one	CD	one
of	IN	of
those	DT	those
machines	NNS	machine
that	WDT	that
can	MD	can
print	VB	print
on	IN	on
plates	NNS	plate
of	IN	of
sugar	NN	sugar
.	SENT	.
And	CC	and
kids	NNS	kid
could	MD	could
bring	VB	bring
in	IN	in
drawings	NNS	drawing
and	CC	and
have	VBP	have
the	DT	the
store	NN	store
print	VBP	print
a	DT	a
sugar	NN	sugar
plate	NN	plate
for	IN	for
the	DT	the
top	NN	top
of	IN	of
their	PP$	their
birthday	NN	birthday
cake	NN	cake
.	SENT	.
But	CC	but
unfortunately	RB	unfortunately
,	,	,
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
kids	NNS	kid
liked	VBD	like
to	TO	to
draw	VB	draw
was	VBD	be
cartoon	NN	cartoon
characters	NNS	character
.	SENT	.
They	PP	they
liked	VBD	like
to	TO	to
draw	VB	draw
the	DT	the
Little	JJ	little
Mermaid	NN	mermaid
,	,	,
they	PP	they
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
draw	VB	draw
a	DT	a
smurf	NN	<unknown>
,	,	,
they	PP	they
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
draw	VB	draw
Micky	NP	Micky
Mouse	NP	Mouse
.	SENT	.
But	CC	but
it	PP	it
turns	VBZ	turn
out	RP	out
to	TO	to
be	VB	be
illegal	JJ	illegal
to	TO	to
print	VB	print
a	DT	a
child	NN	child
'	POS	'
s	JJ	<unknown>
drawing	NN	drawing
of	IN	of
Micky	NP	Micky
Mouse	NP	Mouse
onto	IN	onto
a	DT	a
plate	NN	plate
of	IN	of
sugar	NN	sugar
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
copyright	NN	copyright
violation	NN	violation
.	SENT	.
And	CC	and
policing	VBG	police
copyright	NN	copyright
violations	NNS	violation
for	IN	for
children	NNS	child
'	POS	'
s	NN	S
birthday	NN	birthday
cakes	NNS	cake
was	VBD	be
such	JJ	such
a	DT	a
hassle	NN	hassle
that	IN	that
the	DT	the
College	NP	College
Bakery	NN	bakery
said	VBD	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
what	WP	what
,	,	,
we	PP	we
'	POS	'
re	NN	re
getting	VBG	get
out	RP	out
of	IN	of
that	DT	that
business	NN	business
.	SENT	.
If	IN	if
you	PP	you
