Hello	UH	hello
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
toy	JJ	toy
developer	NN	developer
.	SENT	.
With	IN	with
a	DT	a
dream	NN	dream
of	IN	of
creating	VBG	create
new	JJ	new
toys	NNS	toy
that	WDT	that
have	VBP	have
never	RB	never
been	VBN	be
seen	VBN	see
before	RB	before
,	,	,
I	PP	I
began	VBD	begin
working	VBG	work
at	IN	at
a	DT	a
toy	JJ	toy
company	NN	company
nine	CD	nine
years	NNS	year
ago	RB	ago
.	SENT	.
When	WRB	when
I	PP	I
first	RB	first
started	VBD	start
working	VBG	work
there	RB	there
,	,	,
I	PP	I
proposed	VBD	propose
many	JJ	many
new	JJ	new
ideas	NNS	idea
to	TO	to
my	PP$	my
boss	NN	boss
every	DT	every
day	NN	day
.	SENT	.
However	RB	however
,	,	,
my	PP$	my
boss	NN	boss
always	RB	always
asked	VBD	ask
if	IN	if
I	PP	I
had	VBD	have
the	DT	the
data	NNS	datum
to	TO	to
prove	VB	prove
it	PP	it
would	MD	would
sell	VB	sell
,	,	,
and	CC	and
asked	VBD	ask
me	PP	me
to	TO	to
think	VB	think
of	IN	of
product	NN	product
development	NN	development
after	IN	after
analyzing	VBG	analyze
market	NN	market
data	NNS	datum
.	SENT	.
Data	NNS	datum
,	,	,
data	NNS	datum
,	,	,
data	NNS	datum
.	SENT	.
So	RB	so
I	PP	I
analyzed	VBD	analyze
the	DT	the
market	NN	market
data	NNS	datum
before	IN	before
thinking	VBG	think
of	IN	of
a	DT	a
product	NN	product
.	SENT	.
However	RB	however
,	,	,
I	PP	I
was	VBD	be
unable	JJ	unable
to	TO	to
think	VB	think
of	IN	of
anything	NN	anything
new	JJ	new
at	IN	at
that	DT	that
moment	NN	moment
.	SENT	.
My	PP$	my
ideas	NNS	idea
were	VBD	be
unoriginal	JJ	unoriginal
.	SENT	.
I	NP	I
wasn	NP	<unknown>
'	POS	'
t	NN	t
getting	VBG	get
any	DT	any
new	JJ	new
ideas	NNS	idea
and	CC	and
I	PP	I
grew	VBD	grow
tired	JJ	tired
of	IN	of
thinking	VBG	think
.	SENT	.
It	PP	it
was	VBD	be
so	RB	so
hard	JJ	hard
that	IN	that
I	PP	I
became	VBD	become
this	DT	this
skinny	JJ	skinny
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
true	JJ	true
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
all	RB	all
probably	RB	probably
had	VBD	have
similar	JJ	similar
experiences	NNS	experience
and	CC	and
felt	VBD	feel
this	DT	this
way	NN	way
too	RB	too
.	SENT	.
Your	PP$	your
boss	NN	boss
was	VBD	be
being	VBG	be
difficult	JJ	difficult
.	SENT	.
The	DT	the
data	NNS	datum
was	VBD	be
difficult	JJ	difficult
.	SENT	.
You	PP	you
become	VBP	become
sick	JJ	sick
of	IN	of
thinking	VBG	think
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
throw	VBP	throw
out	RP	out
the	DT	the
data	NNS	datum
.	SENT	.
It	PP	it
'	''	'
s	VBG	<unknown>
my	PP$	my
dream	NN	dream
to	TO	to
create	VB	create
new	JJ	new
toys	NNS	toy
.	SENT	.
And	CC	and
now	RB	now
,	,	,
instead	RB	instead
of	IN	of
data	NNS	datum
,	,	,
I	PP	I
'	POS	'
m	NN	m
using	VBG	use
a	DT	a
game	NN	game
called	VBN	call
Shiritori	NP	<unknown>
to	TO	to
come	VB	come
up	RP	up
with	IN	with
new	JJ	new
ideas	NNS	idea
.	SENT	.
I	PP	I
would	MD	would
like	VB	like
to	TO	to
introduce	VB	introduce
this	DT	this
method	NN	method
today	NN	today
.	SENT	.
What	WP	what
is	VBZ	be
Shiritori	NP	<unknown>
?	SENT	?
Take	VB	take
apple	NN	apple
,	,	,
elephant	NN	elephant
and	CC	and
trumpet	NN	trumpet
,	,	,
for	IN	for
example	NN	example
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
game	NN	game
where	WRB	where
you	PP	you
take	VBP	take
turns	VBZ	turn
saying	VBG	say
words	NNS	word
that	WDT	that
start	VBP	start
with	IN	with
the	DT	the
last	JJ	last
letter	NN	letter
of	IN	of
the	DT	the
previous	JJ	previous
word	NN	word
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
the	DT	the
same	JJ	same
in	IN	in
Japanese	NP	Japanese
and	CC	and
English	NP	English
.	SENT	.
You	PP	you
can	MD	can
play	VB	play
Shiritori	NP	<unknown>
as	IN	as
you	PP	you
like	VBP	like
:	:	:
"	``	"
neko	NP	<unknown>
,	,	,
kora	NP	Kora
,	,	,
raibu	NP	<unknown>
,	,	,
burashi	NP	burashi
,	,	,
"	``	"
etc	FW	etc
,	,	,
etc	FW	etc
.	SENT	.
[	SYM	[
Cat	NP	Cat
,	,	,
cola	NN	cola
,	,	,
concert	NN	concert
,	,	,
brush	NN	brush
]	SYM	]
Many	JJ	many
random	JJ	random
words	NNS	word
will	MD	will
come	VB	come
out	RP	out
.	SENT	.
You	PP	you
force	VBP	force
those	DT	those
words	NNS	word
to	TO	to
connect	VB	connect
to	TO	to
what	WP	what
you	PP	you
want	VBP	want
to	TO	to
think	VB	think
of	IN	of
and	CC	and
form	NN	form
ideas	NNS	idea
