Hello	UH	hello
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
'	POS	'
m	NN	m
here	RB	here
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
about	IN	about
my	PP$	my
animal	JJ	animal
muse	NN	muse
:	:	:
the	DT	the
sloth	NN	sloth
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
documenting	VBG	document
the	DT	the
strange	JJ	strange
lives	NNS	life
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
slowest	JJS	slow
mammal	NN	mammal
for	IN	for
the	DT	the
last	JJ	last
10	CD	@card@
years	NNS	year
.	SENT	.
I	PP	I
still	RB	still
remember	VBP	remember
the	DT	the
first	JJ	first
time	NN	time
I	PP	I
saw	VBD	see
one	PP	one
.	SENT	.
I	PP	I
was	VBD	be
fascinated	VBN	fascinate
by	IN	by
their	PP$	their
freaky	JJ	freaky
biology	NN	biology
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
what	WP	what
'	POS	'
s	NN	S
not	RB	not
to	TO	to
love	VB	love
about	IN	about
an	DT	an
animal	NN	animal
that	RB	that
'	POS	'
s	NNS	<unknown>
born	VBN	bear
with	IN	with
a	DT	a
fixed	VBN	fix
grin	NN	grin
on	IN	on
its	PP$	its
face	NN	face
?	SENT	?
And	CC	and
the	DT	the
need	NN	need
to	TO	to
hug	VB	hug
.	SENT	.
Audience	NN	audience
:	:	:
Awww	NN	<unknown>
.	SENT	.
But	CC	but
sloths	NNS	sloth
are	VBP	be
massively	RB	massively
misunderstood	VBN	misunderstand
.	SENT	.
They	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
saddled	VBN	saddle
with	IN	with
a	DT	a
name	NN	name
that	WDT	that
speaks	VBZ	speak
of	IN	of
sin	NN	sin
and	CC	and
damned	RB	damned
for	IN	for
their	PP$	their
languorous	JJ	languorous
lifestyle	NN	lifestyle
,	,	,
which	WDT	which
people	NNS	people
seem	VBP	seem
to	TO	to
think	VB	think
has	VBZ	have
no	DT	no
place	NN	place
amongst	IN	amongst
the	DT	the
fittest	JJS	fit
in	IN	in
the	DT	the
fast-paced	JJ	fast-paced
race	NN	race
for	IN	for
survival	NN	survival
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
'	POS	'
m	NN	m
here	RB	here
to	TO	to
tell	VB	tell
you	PP	you
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
this	DT	this
animal	NN	animal
all	RB	all
wrong	JJ	wrong
—	:	-
and	CC	and
how	WRB	how
understanding	VBG	understand
the	DT	the
truth	NN	truth
about	IN	about
the	DT	the
sloth	NN	sloth
may	MD	may
help	VB	help
save	VB	save
us	PP	us
and	CC	and
this	DT	this
planet	NN	planet
we	PP	we
both	CC	both
call	VB	call
home	NN	home
.	SENT	.
I	PP	I
traced	VBD	trace
sloth-based	JJ	<unknown>
slander	NN	slander
back	RB	back
to	TO	to
a	DT	a
Spanish	JJ	Spanish
conquistador	NN	conquistador
called	VBN	call
Vald��s	NP	<unknown>
,	,	,
who	WP	who
gave	VBD	give
the	DT	the
first	JJ	first
description	NN	description
of	IN	of
a	DT	a
sloth	NN	sloth
in	IN	in
his	PP$	his
encyclopedia	NN	encyclopedia
of	IN	of
the	DT	the
New	NP	New
World	NP	World
.	SENT	.
He	PP	he
said	VBD	say
the	DT	the
sloth	NN	sloth
was	VBD	be
"	``	"
the	DT	the
stupidest	JJS	stupid
animal	NN	animal
that	WDT	that
can	MD	can
be	VB	be
found	VBN	find
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
.	SENT	.
.	SENT	.
I	PP	I
have	VBP	have
never	RB	never
seen	VBN	see
such	PDT	such
an	DT	an
ugly	JJ	ugly
animal	NN	animal
or	CC	or
one	CD	one
that	WDT	that
is	VBZ	be
more	RBR	more
useless	JJ	useless
.	SENT	.
"	``	"
Tell	VB	tell
us	PP	us
what	WP	what
you	PP	you
really	RB	really
think	VBP	think
,	,	,
Vald��s	NP	<unknown>
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
have	VB	have
a	DT	a
word	NN	word
about	IN	about
Vald��s	NP	<unknown>
'	POS	'
s	JJ	<unknown>
drawing	NN	drawing
skills	NNS	skill
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
what	WP	what
is	VBZ	be
that	RB	that
?	SENT	?
I	NP	I
'	POS	'
ve	NN	ve
never	RB	never
seen	VBN	see
an	DT	an
illustration	NN	illustration
of	IN	of
a	DT	a
sloth	NN	sloth
that	RB	that
'	POS	'
s	NNS	<unknown>
more	RBR	more
useless	JJ	useless
.	SENT	.
But	CC	but
I	PP	I
mean	VBP	mean
,	,	,
on	IN	on
the	DT	the
plus	JJ	plus
side	NN	side
,	,	,
he	PP	he
has	VBZ	have
given	VBN	give
the	DT	the
sloth	NN	sloth
a	DT	a
remarkably	RB	remarkably
humanlike	JJ	humanlike
face	NN	face
,	,	,
and	CC	and
sloths	NNS	sloth
do	VBP	do
have	VBP	have
remarkably	RB	remarkably
humanlike	JJ	humanlike
