Hi	UH	hi
.	SENT	.
I	PP	I
am	VBP	be
an	DT	an
architect	NN	architect
.	SENT	.
I	PP	I
am	VBP	be
the	DT	the
only	JJ	only
architect	NN	architect
in	IN	in
the	DT	the
world	NN	world
making	VBG	make
buildings	NNS	building
out	RP	out
of	IN	of
paper	NN	paper
like	IN	like
this	DT	this
cardboard	JJ	cardboard
tube	NN	tube
,	,	,
and	CC	and
this	DT	this
exhibition	NN	exhibition
is	VBZ	be
the	DT	the
first	JJ	first
one	CD	one
I	PP	I
did	VBD	do
using	VBG	use
paper	NN	paper
tubes	NNS	tube
.	SENT	.
1986	CD	@card@
,	,	,
much	RB	much
,	,	,
much	RB	much
longer	RBR	longer
before	IN	before
people	NNS	people
started	VBD	start
talking	VBG	talk
about	IN	about
ecological	JJ	ecological
issues	NNS	issue
and	CC	and
environmental	JJ	environmental
issues	NNS	issue
,	,	,
I	PP	I
just	RB	just
started	VBD	start
testing	VBG	test
the	DT	the
paper	NN	paper
tube	NN	tube
in	IN	in
order	NN	order
to	TO	to
use	VB	use
this	DT	this
as	IN	as
a	DT	a
building	NN	building
structure	NN	structure
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
very	RB	very
complicated	VBN	complicate
to	TO	to
test	VB	test
the	DT	the
new	JJ	new
material	NN	material
for	IN	for
the	DT	the
building	NN	building
,	,	,
but	CC	but
this	DT	this
is	VBZ	be
much	RB	much
stronger	JJR	strong
than	IN	than
I	PP	I
expected	VBD	expect
,	,	,
and	CC	and
also	RB	also
it	PP	it
'	POS	'
s	NN	S
very	RB	very
easy	JJ	easy
to	TO	to
waterproof	VB	waterproof
,	,	,
and	CC	and
also	RB	also
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	JJ	<unknown>
industrial	JJ	industrial
material	NN	material
,	,	,
it	PP	it
'	POS	'
s	NN	S
also	RB	also
possible	JJ	possible
to	TO	to
fireproof	VB	fireproof
.	SENT	.
Then	RB	then
I	PP	I
built	VBD	build
the	DT	the
temporary	JJ	temporary
structure	NN	structure
,	,	,
1990	CD	@card@
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
temporary	JJ	temporary
building	NN	building
made	VBN	make
out	RP	out
of	IN	of
paper	NN	paper
.	SENT	.
There	EX	there
are	VBP	be
330	CD	@card@
tubes	NNS	tube
,	,	,
diameter	NN	diameter
55	CD	@card@
[	SYM	[
centimeters	NNS	centimeter
]	SYM	]
,	,	,
there	EX	there
are	VBP	be
only	RB	only
12	CD	@card@
tubes	NNS	tube
with	IN	with
a	DT	a
diameter	NN	diameter
of	IN	of
120	CD	@card@
centimeters	NNS	centimeter
,	,	,
or	CC	or
four	CD	four
feet	NNS	foot
,	,	,
wide	JJ	wide
.	SENT	.
As	IN	as
you	PP	you
see	VBP	see
it	PP	it
in	IN	in
the	DT	the
photo	NN	photo
,	,	,
inside	RB	inside
is	VBZ	be
the	DT	the
toilet	NN	toilet
.	SENT	.
In	IN	in
case	NN	case
you	PP	you
'	POS	'
re	NN	re
finished	VBD	finish
with	IN	with
toilet	NN	toilet
paper	NN	paper
,	,	,
you	PP	you
can	MD	can
tear	VB	tear
off	RP	off
the	DT	the
inside	NN	inside
of	IN	of
the	DT	the
wall	NN	wall
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
very	RB	very
useful	JJ	useful
.	SENT	.
Year	NN	year
2000	CD	@card@
,	,	,
there	EX	there
was	VBD	be
a	DT	a
big	JJ	big
expo	NN	expo
in	IN	in
Germany	NP	Germany
.	SENT	.
I	PP	I
was	VBD	be
asked	VBN	ask
to	TO	to
design	VB	design
the	DT	the
building	NN	building
,	,	,
because	IN	because
the	DT	the
theme	NN	theme
of	IN	of
the	DT	the
expo	NN	expo
was	VBD	be
environmental	JJ	environmental
issues	NNS	issue
.	SENT	.
So	RB	so
I	PP	I
was	VBD	be
chosen	VBN	choose
to	TO	to
build	VB	build
the	DT	the
pavilion	NN	pavilion
out	RP	out
of	IN	of
paper	NN	paper
tubes	NNS	tube
,	,	,
recyclable	JJ	recyclable
paper	NN	paper
.	SENT	.
My	PP$	my
goal	NN	goal
of	IN	of
the	DT	the
design	NN	design
is	VBZ	be
not	RB	not
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
completed	VBD	complete
.	SENT	.
My	PP$	my
goal	NN	goal
was	VBD	be
when	WRB	when
the	DT	the
building	NN	building
was	VBD	be
demolished	VBN	demolish
,	,	,
because	IN	because
each	DT	each
country	NN	country
makes	VBZ	make
a	DT	a
lot	NN	lot
of	IN	of
pavilions	NNS	pavilion
but	CC	but
after	IN	after
half	PDT	half
a	DT	a
year	NN	year
,	,	,
we	PP	we
create	VBP	create
a	DT	a
lot	NN	lot
of	IN	of
industrial	JJ	industrial
waste	NN	waste
,	,	,
so	RB	so
my	PP$	my
building	NN	building
has	VBZ	have
to	TO	to
be	VB	be
reused	VBN	reuse
or	CC	or
recycled	VBN	recycle
.	SENT	.
After	RB	after
,	,	,
the	DT	the
building	NN	building
was	VBD	be
recycled	VBN	recycle
.	SENT	.
So	RB	so
that	DT	that
was	VBD	be
the	DT	the
goal	NN	goal
of	IN	of
my	PP$	my
design	NN	design
.	SENT	.
Then	RB	then
I	PP	I
was	VBD	be
very	RB	very
lucky	JJ	lucky
to	TO	to
win	VB	win
the	DT	the
competition	NN	competition
to	TO	to
build	VB	build
the	DT	the
second	JJ	second
Pompidou	NP	Pompidou
Center	NP	Center
in	IN	in
France	NP	France
in	IN	in
the	DT	the
city	NN	city
of	IN	of
Metz	NP	Metz
.	SENT	.
Because	IN	because
I	PP	I
was	VBD	be
so	RB	so
poor	JJ	poor
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
rent	VB	rent
an	DT	an
office	NN	office
in	IN	in
Paris	NP	Paris
,	,	,
but	CC	but
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
afford	VB	afford
it	PP	it
,	,	,
so	RB	so
