Pat	NP	Pat
Mitchell	NP	Mitchell
:	:	:
That	DT	that
day	NN	day
,	,	,
January	NP	January
8	CD	@card@
,	,	,
2011	CD	@card@
,	,	,
began	VBD	begin
like	IN	like
all	DT	all
others	NNS	other
.	SENT	.
You	PP	you
were	VBD	be
both	CC	both
doing	VBG	do
the	DT	the
work	NN	work
that	IN	that
you	PP	you
love	VBP	love
.	SENT	.
You	PP	you
were	VBD	be
meeting	VBG	meet
with	IN	with
constituents	NNS	constituent
,	,	,
which	WDT	which
is	VBZ	be
something	NN	something
that	IN	that
you	PP	you
loved	VBD	love
doing	VBG	do
as	IN	as
a	DT	a
congresswoman	NN	congresswoman
,	,	,
and	CC	and
Mark	NP	Mark
,	,	,
you	PP	you
were	VBD	be
happily	RB	happily
preparing	VBG	prepare
for	IN	for
your	PP$	your
next	JJ	next
space	NN	space
shuttle	NN	shuttle
.	SENT	.
And	CC	and
suddenly	RB	suddenly
,	,	,
everything	NN	everything
that	IN	that
you	PP	you
had	VBD	have
planned	VBN	plan
or	CC	or
expected	VBN	expect
in	IN	in
your	PP$	your
lives	NNS	life
was	VBD	be
irrevocably	RB	irrevocably
changed	VBN	change
forever	RB	forever
.	SENT	.
Mark	NP	Mark
Kelly	NP	Kelly
:	:	:
Yeah	RB	yeah
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
amazing	JJ	amazing
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
amazing	JJ	amazing
how	WRB	how
everything	NN	everything
can	MD	can
change	VB	change
for	IN	for
any	DT	any
of	IN	of
us	PP	us
in	IN	in
an	DT	an
instant	NN	instant
.	SENT	.
People	NNS	people
don	NN	don
'	POS	'
t	NN	t
realize	VBP	realize
that	DT	that
.	SENT	.
I	PP	I
certainly	RB	certainly
didn	NN	<unknown>
'	POS	'
t	NN	t
.	SENT	.
Gabby	NP	Gabby
Giffords	NP	<unknown>
:	:	:
Yes	UH	yes
.	SENT	.
MK	NP	MK
:	:	:
And	CC	and
on	IN	on
that	DT	that
Saturday	NP	Saturday
morning	NN	morning
,	,	,
I	PP	I
got	VBD	get
this	DT	this
horrible	JJ	horrible
phone	NN	phone
call	NN	call
from	IN	from
Gabby	NP	Gabby
'	POS	'
s	JJ	<unknown>
chief	NN	chief
of	IN	of
staff	NN	staff
.	SENT	.
She	PP	she
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
much	RB	much
other	JJ	other
information	NN	information
.	SENT	.
She	PP	she
just	RB	just
said	VBD	say
,	,	,
"	``	"
Gabby	NP	Gabby
was	VBD	be
shot	VBN	shoot
.	SENT	.
"	``	"
A	DT	a
few	JJ	few
minutes	NNS	minute
later	RBR	later
,	,	,
I	PP	I
called	VBD	call
her	PP$	her
back	NN	back
and	CC	and
I	PP	I
actually	RB	actually
thought	VBD	think
for	IN	for
a	DT	a
second	JJ	second
,	,	,
well	RB	well
,	,	,
maybe	RB	maybe
I	PP	I
just	RB	just
imagined	VBD	imagine
getting	VBG	get
this	DT	this
phone	NN	phone
call	NN	call
.	SENT	.
I	PP	I
called	VBD	call
her	PP$	her
back	NN	back
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
when	WRB	when
she	PP	she
told	VBD	tell
me	PP	me
that	IN	that
Gabby	NP	Gabby
had	VBD	have
been	VBN	be
shot	VBN	shoot
in	IN	in
the	DT	the
head	NN	head
.	SENT	.
And	CC	and
from	IN	from
that	DT	that
point	NN	point
on	IN	on
,	,	,
I	PP	I
knew	VBD	know
that	IN	that
our	PP$	our
lives	NNS	life
were	VBD	be
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
lot	NN	lot
different	JJ	different
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
when	WRB	when
you	PP	you
arrived	VBD	arrive
at	IN	at
the	DT	the
hospital	NN	hospital
,	,	,
what	WP	what
was	VBD	be
the	DT	the
prognosis	NN	prognosis
that	IN	that
they	PP	they
gave	VBD	give
you	PP	you
about	IN	about
Gabby	NP	Gabby
'	POS	'
s	NN	S
condition	NN	condition
and	CC	and
what	WP	what
recovery	NN	recovery
,	,	,
if	IN	if
any	DT	any
,	,	,
you	PP	you
could	MD	could
expect	VB	expect
?	SENT	?
MK	NP	MK
:	:	:
Well	UH	well
,	,	,
for	IN	for
a	DT	a
gunshot	NN	gunshot
wound	VBD	wind
to	TO	to
the	DT	the
head	NN	head
and	CC	and
a	DT	a
traumatic	JJ	traumatic
brain	NN	brain
injury	NN	injury
,	,	,
they	PP	they
typically	RB	typically
can	MD	can
'	''	'
t	NN	t
tell	VB	tell
you	PP	you
much	RB	much
.	SENT	.
Every	DT	every
injury	NN	injury
is	VBZ	be
different	JJ	different
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
predictable	JJ	predictable
like	IN	like
often	RB	often
a	DT	a
stroke	NN	stroke
might	MD	might
be	VB	be
predictable	JJ	predictable
,	,	,
which	WDT	which
is	VBZ	be
another	DT	another
TBI	NP	TBI
kind	NN	kind
of	IN	of
injury	NN	injury
.	SENT	.
So	IN	so
they	PP	they
didn	NN	<unknown>
'	POS	'
t	NN	t
know	VB	know
how	WRB	how
long	RB	long
Gabby	NP	Gabby
would	MD	would
be	VB	be
in	IN	in
a	DT	a
coma	NN	coma
,	,	,
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VB	know
when	WRB	when
that	DT	that
would	MD	would
change	VB	change
and	CC	and
what	WP	what
the	DT	the
prognosis	NN	prognosis
would	MD	would
be	VB	be
.	SENT	.
PM	NN	pm
:	:	:
Gabby	NP	Gabby
,	,	,
has	VBZ	have
your	PP$	your
recovery	NN	recovery
been	VBN	be
an	DT	an
effort	NN	effort
to	TO	to
create	VB	create
a	DT	a
new	JJ	new
Gabby	NP	Gabby
Giffords	NP	<unknown>
or	CC	or
reclaim	VB	reclaim
the	DT	the
old	JJ	old
Gabby	NP	Gabby
Giffords	NP	<unknown>
?	SENT	?
GG	NP	GG
:	:	:
The	DT	the
new	JJ	new
one	CD	one
—	:	-
better	JJR	good
,	,	,
stronger	JJR	strong
,	,	,
tougher	JJR	tough
.	SENT	.
MK	NN	MK
:	:	:
That	IN	that
to	TO	to
say	VB	say
,	,	,
when	WRB	when
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
picture	NN	picture
behind	IN	behind
us	PP	us
,	,	,
to	TO	to
come	VB	come
back	RB	back
from	IN	from
that	DT	that
kind	NN	kind
of	IN	of
injury	NN	injury
and	CC	and
come	VB	come
back	RB	back
strong	JJ	strong
and	CC	and
stronger	JJR	strong
than	IN	than
ever	RB	ever
is	VBZ	be
a	DT	a
really	RB	really
tough	JJ	tough
thing	NN	thing
to	TO	to
do	VB	do
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
anybody	NN	anybody
that	RB	that
'	POS	'
s	NN	S
as	IN	as
tough	JJ	tough
as	IN	as
my	PP$	my
wonderful	JJ	wonderful
wife	NN	wife
right	RB	right
here	RB	here
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
what	WP	what
were	VBD	be
the	DT	the
first	JJ	first
signs	NNS	sign
that	IN	that
recovery	NN	recovery
was	VBD	be
not	RB	not
only	RB	only
going	VBG	go
to	TO	to
be	VB	be
possible	JJ	possible
but	CC	but
you	PP	you
were	VBD	be
going	VBG	go
to	TO	to
have	VB	have
some	DT	some
semblance	NN	semblance
of	IN	of
the	DT	the
life	NN	life
that	IN	that
you	PP	you
and	CC	and
Gabby	NP	Gabby
had	VBD	have
planned	VBN	plan
?	SENT	?
