Whitney	NP	Whitney
Pennington	NP	Pennington
Rodgers	NP	Rodgers
:	:	:
Ajay	NP	Ajay
Banga	NP	<unknown>
,	,	,
thank	VBP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
being	VBG	be
with	IN	with
us	PP	us
today	NN	today
.	SENT	.
I	PP	I
feel	VBP	feel
like	IN	like
this	DT	this
conversation	NN	conversation
is	VBZ	be
especially	RB	especially
meaningful	JJ	meaningful
as	IN	as
we	PP	we
'	POS	'
re	NN	re
wading	VBG	wade
through	IN	through
this	DT	this
pandemic	NN	pandemic
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
late	JJ	late
2020	CD	@card@
,	,	,
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
seen	VBN	see
the	DT	the
way	NN	way
that	IN	that
inequalities	NNS	inequality
have	VBP	have
presented	VBN	present
themselves	PP	themselves
throughout	IN	throughout
this	DT	this
year	NN	year
,	,	,
through	IN	through
this	DT	this
crisis	NN	crisis
.	SENT	.
And	CC	and
since	IN	since
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
at	IN	at
the	DT	the
helm	NN	helm
of	IN	of
Mastercard	NP	Mastercard
,	,	,
you	PP	you
have	VBP	have
championed	VBN	champion
this	DT	this
idea	NN	idea
of	IN	of
financial	JJ	financial
inclusion	NN	inclusion
.	SENT	.
And	CC	and
so	RB	so
,	,	,
could	MD	could
you	PP	you
start	VB	start
by	IN	by
telling	VBG	tell
us	PP	us
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
financial	JJ	financial
inclusion	NN	inclusion
,	,	,
what	WP	what
is	VBZ	be
it	PP	it
and	CC	and
why	WRB	why
do	VBP	do
you	PP	you
think	VBP	think
this	DT	this
is	VBZ	be
something	NN	something
that	WDT	that
can	MD	can
change	VB	change
people	NNS	people
'	POS	'
s	NN	S
lives	NNS	life
?	SENT	?
Ajay	NP	Ajay
Banga	NP	<unknown>
:	:	:
Yes	UH	yes
,	,	,
look	VB	look
,	,	,
I	PP	I
think	VBP	think
that	IN	that
the	DT	the
COVID-19	NP	<unknown>
crisis	NN	crisis
has	VBZ	have
actually	RB	actually
made	VBN	make
things	NNS	thing
worse	RBR	worse
in	IN	in
some	DT	some
ways	NNS	way
and	CC	and
some	DT	some
of	IN	of
the	DT	the
advances	NNS	advance
that	WDT	that
were	VBD	be
being	VBG	be
made	VBN	make
over	IN	over
the	DT	the
prior	JJ	prior
decade	NN	decade
on	IN	on
fighting	VBG	fight
poverty	NN	poverty
and	CC	and
fighting	VBG	fight
exclusion	NN	exclusion
have	VBP	have
probably	RB	probably
got	VBN	get
set	VBN	set
back	RB	back
a	DT	a
little	JJ	little
bit	NN	bit
,	,	,
just	RB	just
by	IN	by
the	DT	the
nature	NN	nature
of	IN	of
the	DT	the
manner	NN	manner
in	IN	in
which	WDT	which
the	DT	the
virus	NN	virus
has	VBZ	have
impacted	VBN	impact
minorities	NNS	minority
and	CC	and
disadvantaged	JJ	disadvantaged
people	NNS	people
more	RBR	more
than	IN	than
they	PP	they
have	VBP	have
others	NNS	other
,	,	,
including	VBG	include
,	,	,
by	IN	by
the	DT	the
way	NN	way
,	,	,
minority-owned	JJ	minority-owned
businesses	NNS	business
,	,	,
a	DT	a
number	NN	number
of	IN	of
whom	WP	whom
have	VBP	have
had	VBN	have
disproportionate	JJ	disproportionate
impact	NN	impact
through	IN	through
the	DT	the
crisis	NN	crisis
.	SENT	.
But	CC	but
I	PP	I
guess	VBP	guess
if	IN	if
you	PP	you
pull	VBP	pull
back	RB	back
from	IN	from
the	DT	the
crisis	NN	crisis
,	,	,
because	IN	because
financial	JJ	financial
inclusion	NN	inclusion
or	CC	or
exclusion	NN	exclusion
is	VBZ	be
an	DT	an
underlying	VBG	underlie
social	JJ	social
problem	NN	problem
that	WDT	that
dates	VBZ	date
back	RB	back
to	TO	to
well	RB	well
before	IN	before
this	DT	this
.	SENT	.
The	DT	the
real	JJ	real
issue	NN	issue
,	,	,
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
theory	NN	theory
of	IN	of
the	DT	the
case	NN	case
.	SENT	.
Of	IN	of
seven	CD	seven
billion	NN	billion
people	NNS	people
in	IN	in
the	DT	the
world	NN	world
,	,	,
close	JJ	close
to	TO	to
two	CD	two
billion	NNS	billion
are	VBP	be
either	RB	either
underbanked	VBN	underbank
or	CC	or
