Hello	UH	hello
,	,	,
everybody	NN	everybody
.	SENT	.
I	PP	I
brought	VBD	bring
with	IN	with
me	PP	me
today	NN	today
a	DT	a
baby	NN	baby
diaper	NN	diaper
.	SENT	.
You	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
why	WRB	why
in	IN	in
a	DT	a
second	NN	second
.	SENT	.
Baby	NN	baby
diapers	NNS	diaper
have	VBP	have
interesting	JJ	interesting
properties	NNS	property
.	SENT	.
They	PP	they
can	MD	can
swell	VB	swell
enormously	RB	enormously
when	WRB	when
you	PP	you
add	VBP	add
water	NN	water
to	TO	to
them	PP	them
,	,	,
an	DT	an
experiment	NN	experiment
done	VBN	do
by	IN	by
millions	NNS	million
of	IN	of
kids	NNS	kid
every	DT	every
day	NN	day
.	SENT	.
But	CC	but
the	DT	the
reason	NN	reason
why	WRB	why
is	VBZ	be
that	IN	that
they	PP	they
'	POS	'
re	NN	re
designed	VBN	design
in	IN	in
a	DT	a
very	RB	very
clever	JJ	clever
way	NN	way
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
made	VBD	make
out	RP	out
of	IN	of
a	DT	a
thing	NN	thing
called	VBD	call
a	DT	a
swellable	JJ	<unknown>
material	NN	material
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
special	JJ	special
kind	NN	kind
of	IN	of
material	NN	material
that	IN	that
,	,	,
when	WRB	when
you	PP	you
add	VBP	add
water	NN	water
,	,	,
it	PP	it
will	MD	will
swell	VB	swell
up	RP	up
enormously	RB	enormously
,	,	,
maybe	RB	maybe
a	DT	a
thousand	CD	thousand
times	NNS	time
in	IN	in
volume	NN	volume
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
a	DT	a
very	RB	very
useful	JJ	useful
,	,	,
industrial	JJ	industrial
kind	NN	kind
of	IN	of
polymer	NN	polymer
.	SENT	.
But	CC	but
what	WP	what
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
in	IN	in
my	PP$	my
group	NN	group
at	IN	at
MIT	NP	MIT
is	VBZ	be
to	TO	to
figure	VB	figure
out	RP	out
if	IN	if
we	PP	we
can	MD	can
do	VB	do
something	NN	something
similar	JJ	similar
to	TO	to
the	DT	the
brain	NN	brain
.	SENT	.
Can	MD	can
we	PP	we
make	VB	make
it	PP	it
bigger	JJR	big
,	,	,
big	JJ	big
enough	RB	enough
that	IN	that
you	PP	you
can	MD	can
peer	VB	peer
inside	RB	inside
and	CC	and
see	VB	see
all	PDT	all
the	DT	the
tiny	JJ	tiny
building	NN	building
blocks	NNS	block
,	,	,
the	DT	the
biomolecules	NNS	biomolecule
,	,	,
how	WRB	how
they	PP	they
'	POS	'
re	NN	re
organized	VBN	organize
in	IN	in
three	CD	three
dimensions	NNS	dimension
,	,	,
the	DT	the
structure	NN	structure
,	,	,
