So	RB	so
at	IN	at
a	DT	a
different	JJ	different
time	NN	time
of	IN	of
day	NN	day
,	,	,
late	RB	late
on	IN	on
the	DT	the
night	NN	night
before	IN	before
the	DT	the
American	JJ	American
presidential	JJ	presidential
inauguration	NN	inauguration
2009	CD	@card@
,	,	,
I	PP	I
received	VBD	receive
an	DT	an
urgent	JJ	urgent
message	NN	message
to	TO	to
go	VB	go
pick	VB	pick
up	RP	up
a	DT	a
package	NN	package
at	IN	at
a	DT	a
random	JJ	random
address	NN	address
in	IN	in
Washington	NP	Washington
,	,	,
DC	NP	DC
.	SENT	.
I	PP	I
was	VBD	be
wearing	VBG	wear
a	DT	a
tuxedo	NN	tuxedo
.	SENT	.
I	PP	I
was	VBD	be
at	IN	at
the	DT	the
inaugural	JJ	inaugural
ball	NN	ball
.	SENT	.
The	DT	the
next	JJ	next
day	NN	day
,	,	,
I	PP	I
was	VBD	be
supposed	VBN	suppose
to	TO	to
enter	VB	enter
the	DT	the
White	NP	White
House	NP	House
as	IN	as
a	DT	a
lawyer	NN	lawyer
for	IN	for
the	DT	the
new	JJ	new
president	NN	president
,	,	,
but	CC	but
I	PP	I
slipped	VBD	slip
out	RP	out
of	IN	of
the	DT	the
ball	NN	ball
and	CC	and
I	PP	I
ran	VBD	run
in	IN	in
the	DT	the
rain	NN	rain
to	TO	to
the	DT	the
designated	VBN	designate
address	NN	address
where	WRB	where
the	DT	the
doorman	NN	doorman
of	IN	of
the	DT	the
building	NN	building
handed	VBD	hand
me	PP	me
a	DT	a
plastic	JJ	plastic
grocery	NN	grocery
bag	NN	bag
bursting	VBG	burst
at	IN	at
the	DT	the
seams	NNS	seam
with	IN	with
three	CD	three
thick	JJ	thick
binders	NNS	binder
.	SENT	.
My	PP$	my
name	NN	name
was	VBD	be
written	VBN	write
on	IN	on
a	DT	a
Post-it	NP	<unknown>
note	NN	note
stuck	VBD	stick
to	TO	to
the	DT	the
back	NN	back
.	SENT	.
"	''	"
Jason	NP	Jason
Bourne	NP	Bourne
,	,	,
"	''	"
it	PP	it
said	VBD	say
.	SENT	.
No	UH	no
.	SENT	.
But	CC	but
I	PP	I
was	VBD	be
supposed	VBN	suppose
to	TO	to
bring	VB	bring
the	DT	the
binders	NNS	binder
with	IN	with
me	PP	me
into	IN	into
the	DT	the
White	NP	White
House	NP	House
the	DT	the
next	JJ	next
day	NN	day
.	SENT	.
For	IN	for
the	DT	the
next	JJ	next
three	CD	three
years	NNS	year
in	IN	in
my	PP$	my
service	NN	service
in	IN	in
the	DT	the
White	NP	White
House	NP	House
counsel	NN	counsel
'	POS	'
s	NN	S
office	NN	office
,	,	,
those	DT	those
binders	NNS	binder
would	MD	would
become	VB	become
my	PP$	my
Bible	NN	Bible
.	SENT	.
They	PP	they
had	VBD	have
been	VBN	be
left	VBN	leave
for	IN	for
me	PP	me
by	IN	by
a	DT	a
