As	IN	as
a	DT	a
little	JJ	little
Black	NP	Black
girl	NN	girl
,	,	,
I	PP	I
did	VBD	do
not	RB	not
know	VB	know
that	DT	that
American	JJ	American
history	NN	history
had	VBD	have
anything	NN	anything
to	TO	to
do	VB	do
with	IN	with
someone	NN	someone
who	WP	who
looked	VBD	look
like	IN	like
me	PP	me
.	SENT	.
American	JJ	American
history	NN	history
was	VBD	be
George	NP	George
Washington	NP	Washington
cutting	VBG	cut
down	RP	down
his	PP$	his
cherry	JJ	cherry
tree	NN	tree
.	SENT	.
American	JJ	American
history	NN	history
was	VBD	be
white	JJ	white
.	SENT	.
Raised	VBN	raise
in	IN	in
a	DT	a
small	JJ	small
steel	NN	steel
mining	NN	mining
town	NN	town
of	IN	of
Duquesne	NP	Duquesne
,	,	,
Pennsylvania	NP	Pennsylvania
,	,	,
my	PP$	my
family	NN	family
moved	VBD	move
to	TO	to
Newark	NP	Newark
,	,	,
Ohio	NP	Ohio
,	,	,
not	RB	not
New	NP	New
Jersey	NP	Jersey
,	,	,
but	CC	but
Ohio	NP	Ohio
,	,	,
when	WRB	when
I	PP	I
was	VBD	be
age	NN	age
nine	CD	nine
.	SENT	.
And	CC	and
one	CD	one
day	NN	day
the	DT	the
teacher	NN	teacher
asked	VBD	ask
us	PP	us
to	TO	to
talk	VB	talk
about	IN	about
our	PP$	our
family	NN	family
backgrounds	NNS	background
.	SENT	.
My	PP$	my
classmates	NNS	classmate
'	POS	'
hands	NNS	hand
literally	RB	literally
rose	VBD	rise
up	RP	up
like	IN	like
arrows	NNS	arrow
to	TO	to
the	DT	the
sky	NN	sky
.	SENT	.
"	''	"
I	NP	I
'	POS	'
m	NN	m
part	NN	part
German	JJ	German
,	,	,
I	PP	I
'	POS	'
m	NN	m
part	NN	part
Italian	JJ	Italian
,	,	,
I	PP	I
'	POS	'
m	NN	m
part	NN	part
French	JJ	French
,	,	,
I	PP	I
'	POS	'
m	NN	m
part	NN	part
Polish	JJ	Polish
,	,	,
Jewish	JJ	Jewish
.	SENT	.
"	``	"
They	PP	they
all	RB	all
had	VBD	have
hyphenates	VBZ	hyphenate
.	SENT	.
What	WP	what
was	VBD	be
I	PP	I
?	SENT	?
The	DT	the
only	JJ	only
thing	NN	thing
that	IN	that
we	PP	we
studied	VBD	study
back	RB	back
then	RB	then
about	IN	about
Black	NP	Black
people	NNS	people
were	VBD	be
the	DT	the
other	JJ	other
George	NP	George
Washington	NP	Washington
,	,	,
Tuskegee	NP	Tuskegee
Institute	NP	Institute
'	POS	'
s	NN	S
George	NP	George
Washington	NP	Washington
Carver	NP	Carver
.	SENT	.
And	CC	and
my	PP$	my
white	JJ	white
teacher	NN	teacher
said	VBD	say
he	PP	he
could	MD	could
do	VB	do
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
with	IN	with
peanuts	NNS	peanut
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
was	VBD	be
the	DT	the
taboo	JJ	taboo
issue	NN	issue
of	IN	of
slavery	NN	slavery
,	,	,
and	CC	and
no	DT	no
one	CD	one
wanted	VBD	want
to	TO	to
be	VB	be
associated	VBN	associate
with	IN	with
slavery	NN	slavery
.	SENT	.
So	RB	so
to	TO	to
my	PP$	my
nine-year-old	JJ	nine-year-old
brain	NN	brain
those	DT	those
two	CD	two
facts	NNS	fact
together	RB	together
did	VBD	do
not	RB	not
compute	VB	compute
.	SENT	.
How	WRB	how
could	MD	could
he	PP	he
have	VBP	have
done	VBN	do
all	PDT	all
those	DT	those
things	NNS	thing
with	IN	with
peanuts	NNS	peanut
when	WRB	when
all	RB	all
we	PP	we
had	VBD	have
been	VBN	be
were	VBD	be
slaves	NNS	slave
?	SENT	?
So	RB	so
I	PP	I
mumbled	VBD	mumble
something	NN	something
like	IN	like
"	``	"
Negro	JJ	Negro
"	''	"
or	CC	or
"	``	"
Black	NP	Black
,	,	,
"	''	"
"	``	"
Native	JJ	native
American	JJ	American
"	''	"
because	IN	because
most	JJS	most
Black	NP	Black
people	NNS	people
think	VBP	think
they	PP	they
have	VBP	have
Native	JJ	native
American	JJ	American
blood	NN	blood
in	IN	in
them	PP	them
