So	RB	so
what	WP	what
if	IN	if
I	PP	I
could	MD	could
make	VB	make
for	IN	for
you	PP	you
a	DT	a
designer	NN	designer
baby	NN	baby
?	SENT	?
What	WP	what
if	IN	if
you	PP	you
as	IN	as
a	DT	a
parent-to-be	NN	<unknown>
and	CC	and
I	PP	I
as	RB	as
a	DT	a
scientist	NN	scientist
decided	VBD	decide
to	TO	to
go	VB	go
down	RP	down
that	DT	that
road	NN	road
together	RB	together
?	SENT	?
What	WP	what
if	IN	if
we	PP	we
didn	NN	<unknown>
'	POS	'
t	NN	t
?	SENT	?
What	WP	what
if	IN	if
we	PP	we
thought	VBD	think
,	,	,
"	''	"
That	DT	that
'	''	'
s	VBG	<unknown>
a	DT	a
bad	JJ	bad
idea	NN	idea
,	,	,
"	''	"
but	CC	but
many	JJ	many
of	IN	of
our	PP$	our
family	NN	family
,	,	,
friends	NNS	friend
and	CC	and
coworkers	NNS	coworker
did	VBD	do
make	VB	make
that	DT	that
decision	NN	decision
?	SENT	?
Let	NP	Let
'	POS	'
s	NNS	<unknown>
fast-forward	JJ	fast-forward
just	RB	just
15	CD	@card@
years	NNS	year
from	IN	from
now	RB	now
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
pretend	VB	pretend
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
year	NN	year
2030	CD	@card@
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
a	DT	a
parent	NN	parent
.	SENT	.
You	PP	you
have	VBP	have
your	PP$	your
daughter	NN	daughter
,	,	,
Marianne	NP	Marianne
,	,	,
next	JJ	next
to	TO	to
you	PP	you
,	,	,
and	CC	and
in	IN	in
2030	CD	@card@
,	,	,
she	PP	she
is	VBZ	be
what	WP	what
we	PP	we
call	VBP	call
a	DT	a
natural	JJ	natural
because	IN	because
she	PP	she
has	VBZ	have
no	DT	no
genetic	JJ	genetic
modifications	NNS	modification
.	SENT	.
And	CC	and
because	IN	because
you	PP	you
and	CC	and
your	PP$	your
partner	NN	partner
consciously	RB	consciously
made	VBD	make
that	DT	that
decision	NN	decision
,	,	,
many	JJ	many
in	IN	in
your	PP$	your
social	JJ	social
circle	NN	circle
,	,	,
they	PP	they
kind	RB	kind
of	IN	of
look	VB	look
down	RP	down
on	IN	on
you	PP	you
.	SENT	.
They	PP	they
think	VBP	think
you	PP	you
'	''	'
re	IN	re
,	,	,
like	VB	like
,	,	,
a	DT	a
Luddite	NN	Luddite
or	CC	or
a	DT	a
technophobe	NN	<unknown>
.	SENT	.
Marianne	NP	Marianne
'	POS	'
s	JJ	<unknown>
best	JJS	good
friend	NN	friend
Jenna	NP	Jenna
,	,	,
who	WP	who
lives	VBZ	live
right	JJ	right
next	JJ	next
door	NN	door
,	,	,
is	VBZ	be
a	DT	a
very	RB	very
different	JJ	different
story	NN	story
.	SENT	.
She	PP	she
was	VBD	be
born	VBN	bear
a	DT	a
genetically	RB	genetically
modified	VBN	modify
designer	NN	designer
baby	NN	baby
with	IN	with
numerous	JJ	numerous
upgrades	NNS	upgrade
.	SENT	.
Yeah	RB	yeah
.	SENT	.
Upgrades	NNS	upgrade
.	SENT	.
And	CC	and
these	DT	these
enhancements	NNS	enhancement
were	VBD	be
introduced	VBN	introduce
using	VBG	use
a	DT	a
new	JJ	new
genetic	JJ	genetic
modification	NN	modification
technology	NN	technology
that	WDT	that
goes	VBZ	go
by	IN	by
the	DT	the
funny	JJ	funny
name	NN	name
CRISPR	NP	<unknown>
,	,	,
you	PP	you
know	VBP	know
,	,	,
like	IN	like
something	NN	something
'	POS	'
s	NN	S
crisp	NN	crisp
,	,	,
this	DT	this
is	VBZ	be
CRISPR	NP	<unknown>
.	SENT	.
The	DT	the
scientist	NN	scientist
that	IN	that
Jenna	NP	Jenna
'	POS	'
s	NN	S
parents	NNS	parent
hired	VBD	hire
to	TO	to
do	VB	do
this	DT	this
for	IN	for
several	JJ	several
million	CD	million
dollars	NNS	dollar
introduced	VBN	introduce
CRISPR	NP	<unknown>
into	IN	into
a	DT	a
whole	JJ	whole
panel	NN	panel
of	IN	of
human	JJ	human
embryos	NNS	embryo
.	SENT	.
And	CC	and
then	RB	then
they	PP	they
used	VBD	use
genetic	JJ	genetic
testing	NN	testing
,	,	,
and	CC	and
they	PP	they
predicted	VBD	predict
that	IN	that
that	DT	that
little	JJ	little
tiny	JJ	tiny
embryo	NN	embryo
,	,	,
Jenna	NP	Jenna
'	POS	'
s	NN	S
embryo	NN	embryo
,	,	,
would	MD	would
be	VB	be
the	DT	the
best	JJS	good
of	IN	of
the	DT	the
bunch	NN	bunch
.	SENT	.
And	CC	and
now	RB	now
,	,	,
Jenna	NP	Jenna
is	VBZ	be
an	DT	an
actual	JJ	actual
,	,	,
real	JJ	real
person	NN	person
.	SENT	.
She	NN	she
'	POS	'
s	NNS	<unknown>
sitting	VBG	sit
on	IN	on
the	DT	the
carpet	NN	carpet
in	IN	in
your	PP$	your
living	VBG	live
room	NN	room
playing	VBG	play
with	IN	with
your	PP$	your
daughter	NN	daughter
Marianne	NP	Marianne
.	SENT	.
And	CC	and
your	PP$	your
families	NNS	family
have	VBP	have
known	VBN	know
each	DT	each
other	JJ	other
for	IN	for
years	NNS	year
now	RB	now
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
become	VBP	become
very	RB	very
clear	VB	clear
to	TO	to
you	PP	you
that	IN	that
Jenna	NP	Jenna
is	VBZ	be
extraordinary	JJ	extraordinary
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
incredibly	RB	incredibly
intelligent	JJ	intelligent
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
honest	JJ	honest
with	IN	with
yourself	PP	yourself
,	,	,
she	PP	she
'	POS	'
s	NNS	<unknown>
smarter	RBR	smarter
than	IN	than
you	PP	you
,	,	,
and	CC	and
she	PP	she
'	POS	'
s	NN	S
five	CD	five
years	NNS	year
old	JJ	old
.	SENT	.
She	NN	she
'	POS	'
s	NNS	<unknown>
beautiful	JJ	beautiful
,	,	,
tall	JJ	tall
,	,	,
athletic	JJ	athletic
,	,	,
and	CC	and
the	DT	the
list	NN	list
goes	VBZ	go
on	IN	on
and	CC	and
on	IN	on
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
whole	JJ	whole
new	JJ	new
generation	NN	generation
of	IN	of
these	DT	these
GM	NP	GM
kids	NNS	kid
like	IN	like
Jenna	NP	Jenna
.	SENT	.
And	CC	and
so	RB	so
far	RB	far
it	PP	it
looks	VBZ	look
like	IN	like
they	PP	they
'	''	'
re	IN	re
healthier	JJR	healthy
than	IN	than
their	PP$	their
parents	NNS	parent
'	POS	'
generation	NN	generation
,	,	,
than	IN	than
your	PP$	your
generation	NN	generation
.	SENT	.
And	CC	and
they	PP	they
have	VBP	have
lower	JJR	low
health	NN	health
care	NN	care
costs	NNS	cost
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
immune	JJ	immune
to	TO	to
a	DT	a
host	NN	host
of	IN	of
health	NN	health
conditions	NNS	condition
,	,	,
including	VBG	include
HIV	NP	HIV
/	SYM	/
AIDS	NP	AIDS
and	CC	and
genetic	JJ	genetic
diseases	NNS	disease
.	SENT	.
It	PP	it
all	RB	all
sounds	VBZ	sound
so	RB	so
great	JJ	great
,	,	,
but	CC	but
you	PP	you
can	MD	can
'	''	'
t	NN	t
help	NN	help
but	CC	but
have	VB	have
this	DT	this
sort	NN	sort
of	IN	of
unsettling	JJ	unsettling
feeling	NN	feeling
,	,	,
a	DT	a
gut	NN	gut
feeling	NN	feeling
,	,	,
that	IN	that
there	EX	there
'	''	'
s	NN	S
something	NN	something
just	RB	just
not	RB	not
quite	RB	quite
right	JJ	right
about	IN	about
Jenna	NP	Jenna
,	,	,
and	CC	and
you	PP	you
'	POS	'
ve	NN	ve
had	VBD	have
the	DT	the
same	JJ	same
feeling	NN	feeling
about	IN	about
other	JJ	other
GM	NP	GM
kids	NNS	kid
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
met	VBD	meet
.	SENT	.
You	PP	you
were	VBD	be
also	RB	also
reading	VBG	read
in	IN	in
the	DT	the
newspaper	NN	newspaper
earlier	RBR	earlier
this	DT	this
week	NN	week
that	IN	that
a	DT	a
study	NN	study
of	IN	of
these	DT	these
children	NNS	child
who	WP	who
were	VBD	be
born	VBN	bear
as	IN	as
designer	NN	designer
babies	NNS	baby
indicates	VBZ	indicate
they	PP	they
may	MD	may
have	VB	have
some	DT	some
issues	NNS	issue
,	,	,
like	IN	like
increased	VBN	increase
aggressiveness	NN	aggressiveness
and	CC	and
narcissism	NN	narcissism
.	SENT	.
But	CC	but
more	RBR	more
immediately	RB	immediately
on	IN	on
your	PP$	your
mind	NN	mind
is	VBZ	be
some	DT	some
news	NN	news
that	IN	that
you	PP	you
just	RB	just
got	VBD	get
from	IN	from
Jenna	NP	Jenna
'	POS	'
s	NN	S
family	NN	family
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
so	RB	so
smart	JJ	smart
,	,	,
she	PP	she
'	POS	'
s	NN	S
now	RB	now
going	VBG	go
to	TO	to
be	VB	be
going	VBG	go
to	TO	to
a	DT	a
special	JJ	special
school	NN	school
,	,	,
a	DT	a
different	JJ	different
school	NN	school
than	IN	than
your	PP$	your
daughter	NN	daughter
Marianne	NP	Marianne
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
kind	NN	kind
of	IN	of
throwing	VBG	throw
your	PP$	your
family	NN	family
into	IN	into
a	DT	a
disarray	NN	disarray
.	SENT	.
Marianne	NP	Marianne
'	POS	'
s	RB	<unknown>
been	VBN	be
crying	VBG	cry
,	,	,
and	CC	and
last	JJ	last
night	NN	night
when	WRB	when
you	PP	you
took	VBD	take
her	PP	her
to	TO	to
bed	VB	bed
to	TO	to
kiss	VB	kiss
her	PP$	her
goodnight	NN	goodnight
,	,	,
she	PP	she
said	VBD	say
,	,	,
"	``	"
Daddy	NN	daddy
,	,	,
will	MD	will
Jenna	NP	Jenna
even	RB	even
be	VB	be
my	PP$	my
friend	NN	friend
anymore	RB	anymore
?	SENT	?
"	''	"
So	RB	so
now	RB	now
,	,	,
as	IN	as
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
telling	VBG	tell
you	PP	you
this	DT	this
imagined	VBD	imagine
2030	CD	@card@
story	NN	story
,	,	,
I	PP	I
have	VBP	have
a	DT	a
feeling	NN	feeling
that	IN	that
I	PP	I
may	MD	may
have	VB	have
put	VBN	put
some	DT	some
of	IN	of
you	PP	you
into	IN	into
this	DT	this
sci-fi	NN	sci-fi
frame	NN	frame
of	IN	of
reference	NN	reference
.	SENT	.
Right	RB	right
?	SENT	?
You	PP	you
think	VBP	think
you	PP	you
'	''	'
re	IN	re
reading	VBG	read
a	DT	a
sci-fi	NN	sci-fi
book	NN	book
.	SENT	.
Or	CC	or
maybe	RB	maybe
,	,	,
like	VB	like
,	,	,
in	IN	in
Halloween	NP	Halloween
mode	NN	mode
of	IN	of
thinking	NN	thinking
.	SENT	.
But	CC	but
this	DT	this
is	VBZ	be
really	RB	really
a	DT	a
possible	JJ	possible
reality	NN	reality
for	IN	for
us	PP	us
,	,	,
just	RB	just
15	CD	@card@
years	NNS	year
from	IN	from
now	RB	now
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
stem	NN	stem
cell	NN	cell
and	CC	and
genetics	NN	genetics
researcher	NN	researcher
and	CC	and
I	PP	I
can	MD	can
see	VB	see
this	DT	this
new	JJ	new
CRISPR	NP	<unknown>
technology	NN	technology
and	CC	and
its	PP$	its
potential	JJ	potential
impact	NN	impact
.	SENT	.
And	CC	and
we	PP	we
may	MD	may
find	VB	find
ourselves	PP	ourselves
in	IN	in
that	DT	that
reality	NN	reality
,	,	,
and	CC	and
a	DT	a
lot	NN	lot
will	MD	will
depend	VB	depend
on	IN	on
what	WP	what
we	PP	we
decide	VBP	decide
to	TO	to
do	VB	do
today	NN	today
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	POS	'
re	NN	re
still	RB	still
kind	RB	kind
of	IN	of
thinking	VBG	think
in	IN	in
sci-fi	NN	sci-fi
mode	NN	mode
,	,	,
consider	VBP	consider
that	IN	that
the	DT	the
world	NN	world
of	IN	of
science	NN	science
had	VBD	have
a	DT	a
huge	JJ	huge
shock	NN	shock
earlier	RBR	earlier
this	DT	this
year	NN	year
,	,	,
and	CC	and
the	DT	the
public	NN	public
largely	RB	largely
doesn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
know	VBP	know
about	IN	about
it	PP	it
.	SENT	.
Researchers	NNS	researcher
in	IN	in
China	NP	China
just	RB	just
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
reported	VBD	report
the	DT	the
creation	NN	creation
of	IN	of
genetically	RB	genetically
modified	VBN	modify
human	JJ	human
embryos	NNS	embryo
.	SENT	.
This	DT	this
was	VBD	be
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
history	NN	history
.	SENT	.
And	CC	and
they	PP	they
did	VBD	do
it	PP	it
using	VBG	use
this	DT	this
new	JJ	new
CRISPR	NP	<unknown>
technology	NN	technology
.	SENT	.
It	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
work	NN	work
perfectly	RB	perfectly
,	,	,
but	CC	but
I	PP	I
still	RB	still
think	VBP	think
they	PP	they
sort	VB	sort
of	IN	of
cracked	VBN	crack
the	DT	the
door	NN	door
ajar	RB	ajar
on	IN	on
a	DT	a
Pandora	NP	Pandora
'	POS	'
s	NN	S
box	NN	box
here	RB	here
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
some	DT	some
people	NNS	people
are	VBP	be
going	VBG	go
to	TO	to
run	VB	run
with	IN	with
this	DT	this
technology	NN	technology
and	CC	and
try	VB	try
to	TO	to
make	VB	make
designer	NN	designer
babies	NNS	baby
.	SENT	.
Now	RB	now
,	,	,
before	IN	before
I	PP	I
go	VBP	go
on	RP	on
,	,	,
some	DT	some
of	IN	of
you	PP	you
may	MD	may
hold	VB	hold
up	RP	up
your	PP$	your
hands	NNS	hand
and	CC	and
say	VBP	say
,	,	,
"	''	"
Stop	NP	Stop
,	,	,
Paul	NP	Paul
,	,	,
wait	VBP	wait
a	DT	a
minute	NN	minute
.	SENT	.
Wouldn	NP	<unknown>
'	POS	'
t	NN	t
that	RB	that
be	VB	be
illegal	JJ	illegal
?	SENT	?
You	PP	you
can	MD	can
'	''	'
t	NN	t
just	RB	just
go	VB	go
off	RP	off
and	CC	and
create	VB	create
a	DT	a
designer	NN	designer
baby	NN	baby
.	SENT	.
"	''	"
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
to	TO	to
some	DT	some
extent	NN	extent
,	,	,
you	PP	you
'	POS	'
re	NN	re
right	NN	right
.	SENT	.
In	IN	in
some	DT	some
countries	NNS	country
,	,	,
you	PP	you
couldn	NNS	<unknown>
'	POS	'
t	NN	t
do	VBP	do
that	DT	that
.	SENT	.
But	CC	but
in	IN	in
many	JJ	many
other	JJ	other
countries	NNS	country
,	,	,
including	VBG	include
my	PP$	my
country	NN	country
,	,	,
the	DT	the
US	NP	US
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
actually	RB	actually
no	DT	no
law	NN	law
on	IN	on
this	DT	this
,	,	,
so	RB	so
in	IN	in
theory	NN	theory
,	,	,
you	PP	you
could	MD	could
do	VB	do
it	PP	it
.	SENT	.
And	CC	and
there	EX	there
was	VBD	be
another	DT	another
development	NN	development
this	DT	this
year	NN	year
that	WDT	that
resonates	VBZ	resonate
in	IN	in
this	DT	this
area	NN	area
,	,	,
and	CC	and
that	IN	that
happened	VBN	happen
not	RB	not
so	RB	so
far	RB	far
from	IN	from
here	RB	here
over	IN	over
in	IN	in
the	DT	the
UK	NP	UK
.	SENT	.
And	CC	and
the	DT	the
UK	NP	UK
traditionally	RB	traditionally
has	VBZ	have
been	VBN	be
the	DT	the
strictest	JJS	strict
country	NN	country
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
human	JJ	human
genetic	JJ	genetic
modification	NN	modification
.	SENT	.
It	PP	it
was	VBD	be
illegal	JJ	illegal
there	RB	there
,	,	,
but	CC	but
just	RB	just
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
,	,	,
they	PP	they
carved	VBD	carve
out	RP	out
an	DT	an
exception	NN	exception
to	TO	to
that	DT	that
rule	NN	rule
.	SENT	.
They	PP	they
passed	VBD	pass
a	DT	a
new	JJ	new
law	NN	law
allowing	VBG	allow
the	DT	the
creation	NN	creation
of	IN	of
genetically	RB	genetically
modified	VBN	modify
humans	NNS	human
with	IN	with
the	DT	the
noble	JJ	noble
goal	NN	goal
of	IN	of
trying	VBG	try
to	TO	to
prevent	VB	prevent
a	DT	a
rare	JJ	rare
kind	NN	kind
of	IN	of
genetic	JJ	genetic
disease	NN	disease
.	SENT	.
But	CC	but
still	RB	still
I	PP	I
think	VBP	think
in	IN	in
combination	NN	combination
these	DT	these
events	NNS	event
are	VBP	be
pushing	VBG	push
us	PP	us
further	RBR	further
towards	IN	towards
an	DT	an
acceptance	NN	acceptance
of	IN	of
human	JJ	human
genetic	JJ	genetic
modification	NN	modification
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
talking	VBG	talk
about	IN	about
this	DT	this
CRISPR	NP	<unknown>
technology	NN	technology
.	SENT	.
What	WP	what
actually	RB	actually
is	VBZ	be
CRISPR	NP	<unknown>
?	SENT	?
So	RB	so
if	IN	if
you	PP	you
think	VBP	think
about	IN	about
the	DT	the
GMOs	NP	<unknown>
that	IN	that
we	PP	we
'	''	'
re	IN	re
all	DT	all
more	RBR	more
familiar	JJ	familiar
with	IN	with
,	,	,
like	IN	like
GMO	NP	GMO
tomatoes	NNS	tomato
and	CC	and
wheat	NN	wheat
and	CC	and
things	NNS	thing
like	VBP	like
that	IN	that
,	,	,
this	DT	this
technology	NN	technology
is	VBZ	be
similar	JJ	similar
to	TO	to
the	DT	the
technologies	NNS	technology
that	WDT	that
were	VBD	be
used	VBN	use
to	TO	to
make	VB	make
those	DT	those
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
dramatically	RB	dramatically
better	JJR	good
,	,	,
cheaper	JJR	cheap
and	CC	and
faster	JJR	fast
.	SENT	.
So	RB	so
what	WP	what
is	VBZ	be
it	PP	it
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
actually	RB	actually
like	IN	like
a	DT	a
genetic	JJ	genetic
