I	PP	I
would	MD	would
like	VB	like
to	TO	to
start	VB	start
with	IN	with
the	DT	the
story	NN	story
of	IN	of
Mary	NP	Mary
,	,	,
a	DT	a
woman	NN	woman
from	IN	from
an	DT	an
African	JJ	African
village	NN	village
.	SENT	.
Her	PP$	her
first	JJ	first
memories	NNS	memory
are	VBP	be
of	IN	of
her	PP$	her
family	NN	family
fleeing	VBG	flee
violent	JJ	violent
riots	NNS	riot
orchestrated	VBN	orchestrate
by	IN	by
the	DT	the
ruling	NN	ruling
political	JJ	political
party	NN	party
.	SENT	.
Her	PP$	her
brother	NN	brother
was	VBD	be
murdered	VBN	murder
by	IN	by
the	DT	the
state-sponsored	VBN	state-sponsor
militia	NN	militia
,	,	,
and	CC	and
she	PP	she
was	VBD	be
raped	VBN	rape
more	RBR	more
than	IN	than
once	RB	once
just	RB	just
because	IN	because
she	PP	she
belonged	VBD	belong
to	TO	to
the	DT	the
wrong	JJ	wrong
party	NN	party
.	SENT	.
One	CD	one
morning	NN	morning
,	,	,
a	DT	a
month	NN	month
before	IN	before
the	DT	the
election	NN	election
,	,	,
Mary	NP	Mary
'	POS	'
s	NN	S
village	NN	village
was	VBD	be
called	VBN	call
to	TO	to
another	DT	another
intimidation	NN	intimidation
meeting	NN	meeting
.	SENT	.
In	IN	in
this	DT	this
meeting	NN	meeting
,	,	,
there	EX	there
is	VBZ	be
a	DT	a
man	NN	man
standing	NN	standing
in	IN	in
front	NN	front
of	IN	of
them	PP	them
,	,	,
telling	VBG	tell
them	PP	them
,	,	,
"	``	"
We	PP	we
know	VBP	know
who	WP	who
you	PP	you
are	VBP	be
,	,	,
we	PP	we
know	VBP	know
who	WP	who
you	PP	you
will	MD	will
vote	VB	vote
for	IN	for
,	,	,
and	CC	and
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
going	VBG	go
to	TO	to
drop	VB	drop
the	DT	the
right	JJ	right
paper	NN	paper
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
take	VB	take
revenge	NN	revenge
.	SENT	.
"	''	"
But	CC	but
for	IN	for
Mary	NP	Mary
,	,	,
this	DT	this
meeting	NN	meeting
is	VBZ	be
different	JJ	different
.	SENT	.
She	PP	she
feels	VBZ	feel
different	JJ	different
.	SENT	.
This	DT	this
time	NN	time
,	,	,
she	PP	she
'	POS	'
s	NNS	<unknown>
waiting	VBG	wait
for	IN	for
this	DT	this
meeting	NN	meeting
,	,	,
because	IN	because
this	DT	this
time	NN	time
,	,	,
she	PP	she
'	POS	'
s	NN	S
carrying	VBG	carry
a	DT	a
small	JJ	small
hidden	JJ	hidden
camera	NN	camera
in	IN	in
her	PP$	her
dress	NN	dress
,	,	,
a	DT	a
camera	NN	camera
that	IN	that
nobody	NN	nobody
else	RB	else
can	MD	can
see	VB	see
.	SENT	.
Nobody	NN	nobody
is	VBZ	be
allowed	VBN	allow
to	TO	to
film	NN	film
in	IN	in
these	DT	these
meetings	NNS	meeting
.	SENT	.
You	PP	you
risk	VBP	risk
your	PP$	your
life	NN	life
if	IN	if
you	PP	you
do	VBP	do
.	SENT	.
Mary	NP	Mary
knows	VBZ	know
that	IN	that
,	,	,
but	CC	but
she	PP	she
also	RB	also
knows	VBZ	know
that	IN	that
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
stop	VB	stop
them	PP	them
and	CC	and
to	TO	to
protect	VB	protect
herself	PP	herself
and	CC	and
her	PP$	her
community	NN	community
is	VBZ	be
to	TO	to
expose	VB	expose
their	PP$	their
intimidation	NN	intimidation
,	,	,
to	TO	to
make	VB	make
sure	JJ	sure
they	PP	they
understand	VBP	understand
somebody	NN	somebody
is	VBZ	be
following	VBG	follow
them	PP	them
,	,	,
to	TO	to
break	VB	break
the	DT	the
impunity	NN	impunity
they	PP	they
feel	VBP	feel
.	SENT	.
Mary	NP	Mary
and	CC	and
her	PP$	her
friends	NNS	friend
were	VBD	be
filming	VBG	film
for	IN	for
months	NNS	month
,	,	,
undercover	JJ	undercover
,	,	,
the	DT	the
intimidation	NN	intimidation
of	IN	of
the	DT	the
ruling	NN	ruling
political	JJ	political
party	NN	party
.	SENT	.
[	SYM	[
"	''	"
Filmed	VBN	film
with	IN	with
hidden	JJ	hidden
cameras	NNS	camera
"	''	"
]	SYM	]
Man	NP	Man
:	:	:
We	PP	we
are	VBP	be
now	RB	now
going	VBG	go
to	TO	to
speak	VB	speak
about	IN	about
the	DT	the
upcoming	JJ	upcoming
elections	NNS	election
.	SENT	.
Nothing	NN	nothing
can	MD	can
stop	VB	stop
us	PP	us
from	IN	from
doing	VBG	do
what	WP	what
we	PP	we
want	VBP	want
.	SENT	.
If	IN	if
we	PP	we
hear	VBP	hear
you	PP	you
are	VBP	be
with	IN	with
[	SYM	[
The	DT	the
Opposition	NN	opposition
]	SYM	]
we	PP	we
will	MD	will
not	RB	not
forgive	VB	forgive
you	PP	you
.	SENT	.
[	SYM	[
"	``	"
Militia	NN	militia
intimidation	NN	intimidation
rally	NN	rally
"	''	"
]	SYM	]
[	SYM	[
The	NP	The
Party	NP	Party
]	SYM	]
can	MD	can
torture	VB	torture
you	PP	you
at	IN	at
any	DT	any
time	NN	time
.	SENT	.
The	DT	the
youth	NN	youth
can	MD	can
beat	VB	beat
you	PP	you
.	SENT	.
[	SYM	[
"	''	"
Disruption	NN	disruption
of	IN	of
political	JJ	political
meeting	NN	meeting
"	''	"
]	SYM	]
For	IN	for
those	DT	those
who	WP	who
lie	VBP	lie
,	,	,
saying	VBG	say
they	PP	they
are	VBP	be
back	RB	back
with	IN	with
[	SYM	[
The	NP	The
Party	NP	Party
]	SYM	]
,	,	,
your	PP$	your
time	NN	time
is	VBZ	be
running	VBG	run
out	RP	out
.	SENT	.
[	SYM	[
"	``	"
Party	NP	Party
youth	NN	youth
militia	NN	militia
"	''	"
]	SYM	]
Some	DT	some
have	VBP	have
died	VBN	die
because	IN	because
they	PP	they
rebelled	VBD	rebel
.	SENT	.
Some	DT	some
have	VBP	have
lost	VBN	lose
their	PP$	their
homes	NNS	home
.	SENT	.
If	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
work	NN	work
together	RB	together
with	IN	with
[	SYM	[
The	NP	The
Party	NP	Party
]	SYM	]
,	,	,
you	PP	you
will	MD	will
lead	VB	lead
a	DT	a
very	RB	very
bad	JJ	bad
life	NN	life
.	SENT	.
Oren	NP	Oren
Yakobovich	NP	<unknown>
:	:	:
These	DT	these
images	NNS	image
were	VBD	be
broadcast	VBN	broadcast
all	RB	all
over	IN	over
the	DT	the
world	NN	world
,	,	,
but	CC	but
more	RBR	more
importantly	RB	importantly
,	,	,
they	PP	they
have	VBP	have
been	VBN	be
broadcast	VBN	broadcast
back	RB	back
to	TO	to
the	DT	the
community	NN	community
.	SENT	.
The	DT	the
perpetrators	NNS	perpetrator
saw	VBD	see
them	PP	them
too	RB	too
.	SENT	.
They	PP	they
understood	VBD	understand
somebody	NN	somebody
is	VBZ	be
following	VBG	follow
them	PP	them
.	SENT	.
They	PP	they
got	VBD	get
scared	RB	scared
.	SENT	.
Impunity	NN	impunity
was	VBD	be
broken	VBN	break
.	SENT	.
Mary	NP	Mary
and	CC	and
her	PP$	her
friends	NNS	friend
forced	VBD	force
the	DT	the
ruling	NN	ruling
political	JJ	political
party	NN	party
not	RB	not
to	TO	to
use	VB	use
violence	NN	violence
during	IN	during
the	DT	the
election	NN	election
,	,	,
and	CC	and
saved	VBN	save
hundreds	NNS	hundred
of	IN	of
lives	NNS	life
.	SENT	.
Mary	NP	Mary
is	VBZ	be
just	RB	just
one	CD	one
of	IN	of
hundreds	NNS	hundred
of	IN	of
people	NNS	people
that	IN	that
my	PP$	my
organization	NN	organization
had	VBD	have
helped	VBN	help
to	TO	to
document	VB	document
human	JJ	human
rights	NNS	right
violations	NNS	violation
using	VBG	use
cameras	NNS	camera
.	SENT	.
My	PP$	my
background	NN	background
should	MD	should
have	VB	have
led	VBN	lead
me	PP	me
to	TO	to
a	DT	a
different	JJ	different
direction	NN	direction
.	SENT	.
I	PP	I
was	VBD	be
born	VBN	bear
in	IN	in
Israel	NP	Israel
to	TO	to
a	DT	a
right-wing	JJ	right-wing
family	NN	family
,	,	,
and	CC	and
as	RB	as
long	RB	long
as	IN	as
I	PP	I
remember	VBP	remember
myself	PP	myself
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
join	VB	join
the	DT	the
Israeli	JJ	Israeli
army	NN	army
to	TO	to
serve	VB	serve
my	PP$	my
country	NN	country
and	CC	and
prove	VB	prove
what	WP	what
I	PP	I
believed	VBD	believe
was	VBD	be
our	PP$	our
right	NN	right
for	IN	for
the	DT	the
whole	JJ	whole
land	NN	land
.	SENT	.
I	PP	I
joined	VBD	join
the	DT	the
Israeli	JJ	Israeli
army	NN	army
just	RB	just
after	IN	after
the	DT	the
first	JJ	first
intifada	NN	intifada
,	,	,
the	DT	the
first	JJ	first
Palestinian	JJ	Palestinian
uprising	NN	uprising
,	,	,
and	CC	and
I	PP	I
served	VBD	serve
in	IN	in
one	CD	one
of	IN	of
the	DT	the
hard-minded	JJ	hard-minded
,	,	,
toughest	JJS	tough
,	,	,
aggressive	JJ	aggressive
infantry	NN	infantry
units	NNS	unit
,	,	,
and	CC	and
I	PP	I
got	VBD	get
the	DT	the
biggest	JJS	big
gun	NN	gun
in	IN	in
my	PP$	my
platoon	NN	platoon
.	SENT	.
Quite	RB	quite
fast	RB	fast
,	,	,
I	PP	I
became	VBD	become
an	DT	an
officer	NN	officer
and	CC	and
got	VBD	get
soldiers	NNS	soldier
under	IN	under
my	PP$	my
command	NN	command
,	,	,
and	CC	and
as	IN	as
time	NN	time
passed	VBN	pass
,	,	,
I	PP	I
started	VBD	start
serving	VBG	serve
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
,	,	,
and	CC	and
I	PP	I
saw	VBD	see
these	DT	these
images	NNS	image
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
like	IN	like
what	WP	what
I	PP	I
saw	VBD	see
.	SENT	.
It	PP	it
took	VBD	take
me	PP	me
a	DT	a
while	NN	while
,	,	,
but	CC	but
eventually	RB	eventually
I	PP	I
refused	VBD	refuse
to	TO	to
serve	VB	serve
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
had	VBD	have
to	TO	to
spend	VB	spend
time	NN	time
in	IN	in
jail	NN	jail
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
bit	NN	bit
—	:	-
—	:	-
It	PP	it
was	VBD	be
not	RB	not
that	DT	that
bad	JJ	bad
,	,	,
I	PP	I
have	VBP	have
to	TO	to
say	VB	say
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
bit	NN	bit
like	IN	like
being	VBG	be
in	IN	in
a	DT	a
hotel	NN	hotel
,	,	,
but	CC	but
with	IN	with
very	RB	very
shitty	JJ	shitty
food	NN	food
.	SENT	.
In	IN	in
jail	NN	jail
,	,	,
I	PP	I
kept	VBD	keep
thinking	VBG	think
that	IN	that
I	PP	I
need	VBP	need
people	NNS	people
to	TO	to
know	VB	know
.	SENT	.
I	PP	I
need	VBP	need
people	NNS	people
to	TO	to
understand	VB	understand
what	WP	what
the	DT	the
reality	NN	reality
in	IN	in
the	DT	the
West	NP	West
