Hello	UH	hello
everyone	NN	everyone
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
Sam	NP	Sam
,	,	,
and	CC	and
I	PP	I
just	RB	just
turned	VBD	turn
17	CD	@card@
.	SENT	.
A	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
,	,	,
before	IN	before
my	PP$	my
freshman	NN	freshman
year	NN	year
in	IN	in
High	NP	High
School	NP	School
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
play	VB	play
snare	NN	snare
drum	NN	drum
in	IN	in
the	DT	the
Foxboro	NP	Foxboro
High	NP	High
School	NP	School
Marching	VBG	march
Band	NP	Band
,	,	,
and	CC	and
it	PP	it
was	VBD	be
a	DT	a
dream	NN	dream
that	IN	that
I	PP	I
just	RB	just
had	VBD	have
to	TO	to
accomplish	VB	accomplish
.	SENT	.
But	CC	but
each	DT	each
snare	NN	snare
drum	NN	drum
and	CC	and
harness	NN	harness
weighed	VBD	weigh
about	RB	about
40	CD	@card@
pounds	NNS	pound
each	DT	each
,	,	,
and	CC	and
I	PP	I
have	VBP	have
a	DT	a
disease	NN	disease
called	VBN	call
Progeria	NP	<unknown>
.	SENT	.
So	RB	so
just	RB	just
to	TO	to
give	VB	give
you	PP	you
an	DT	an
idea	NN	idea
,	,	,
I	PP	I
weigh	VBP	weigh
only	RB	only
about	RB	about
50	CD	@card@
pounds	NNS	pound
.	SENT	.
So	RB	so
,	,	,
logistically	RB	logistically
,	,	,
I	PP	I
really	RB	really
couldn	NN	<unknown>
'	POS	'
t	NN	t
carry	VBP	carry
a	DT	a
regular	JJ	regular
sized	JJ	sized
snare	NN	snare
drum	NN	drum
,	,	,
and	CC	and
because	IN	because
of	IN	of
this	DT	this
the	DT	the
band	NN	band
director	NN	director
assigned	VBD	assign
me	PP	me
to	TO	to
play	VB	play
pit	NN	pit
percussion	NN	percussion
during	IN	during
the	DT	the
halftime	NN	halftime
show	NN	show
.	SENT	.
Now	RB	now
pit	NN	pit
percussion	NN	percussion
was	VBD	be
fun	NN	fun
.	SENT	.
It	PP	it
involved	VBD	involve
some	DT	some
really	RB	really
cool	JJ	cool
auxiliary	JJ	auxiliary
percussion	NN	percussion
instruments	NNS	instrument
,	,	,
like	IN	like
the	DT	the
bongos	NN	bongos
,	,	,
timpani	NN	timpani
,	,	,
and	CC	and
timbales	NNS	timbale
,	,	,
and	CC	and
cowbell	NN	cowbell
.	SENT	.
So	RB	so
it	PP	it
was	VBD	be
fun	NN	fun
,	,	,
but	CC	but
it	PP	it
involved	VBD	involve
no	DT	no
marching	VBG	march
,	,	,
and	CC	and
I	PP	I
was	VBD	be
just	RB	just
so	RB	so
devastated	VBN	devastate
.	SENT	.
However	RB	however
,	,	,
nothing	NN	nothing
was	VBD	be
going	VBG	go
to	TO	to
stop	VB	stop
me	PP	me
from	IN	from
playing	VBG	play
snare	NN	snare
drum	NN	drum
with	IN	with
the	DT	the
marching	VBG	march
band	NN	band
in	IN	in
the	DT	the
halftime	NN	halftime
show	NN	show
.	SENT	.
So	IN	so
my	PP$	my
family	NN	family
and	CC	and
I	PP	I
worked	VBD	work
with	IN	with
an	DT	an
engineer	NN	engineer
to	TO	to
design	VB	design
a	DT	a
snare	NN	snare
drum	NN	drum
harness	NN	harness
that	WDT	that
would	MD	would
be	VB	be
lighter	JJR	light
,	,	,
and	CC	and
easier	JJR	easy
for	IN	for
me	PP	me
to	TO	to
carry	VB	carry
.	SENT	.
So	RB	so
after	IN	after
continuous	JJ	continuous
work	NN	work
,	,	,
we	PP	we
made	VBD	make
a	DT	a
snare	NN	snare
drum	NN	drum
apparatus	NN	apparatus
that	WDT	that
weighs	VBZ	weigh
only	RB	only
about	RB	about
6	CD	@card@
pounds	NNS	pound
.	SENT	.
I	PP	I
just	RB	just
want	VBP	want
to	TO	to
give	VB	give
you	PP	you
some	DT	some
more	JJR	more
information	NN	information
about	IN	about
Progeria	NP	<unknown>
.	SENT	.
It	PP	it
affects	VBZ	affect
only	RB	only
about	RB	about
350	CD	@card@
kids	NNS	kid
today	NN	today
,	,	,
worldwide	RB	worldwide
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
pretty	RB	pretty
rare	JJ	rare
,	,	,
and	CC	and
the	DT	the
effects	NNS	effect
of	IN	of
Progeria	NP	<unknown>
include	VBP	include
:	:	:
tight	JJ	tight
skin	NN	skin
,	,	,
lack	NN	lack
of	IN	of
weight	NN	weight
gain	NN	gain
,	,	,
stunted	JJ	stunted
growth	NN	growth
,	,	,
and	CC	and
heart	NN	heart
disease	NN	disease
.	SENT	.
Last	JJ	last
year	NN	year
my	PP$	my
Mom	NP	Mom
and	CC	and
her	PP$	her
team	NN	team
of	IN	of
scientists	NNS	scientist
published	VBD	publish
the	DT	the
first	JJ	first
successful	JJ	successful
Progeria	NP	<unknown>
Treatment	NP	Treatment
Study	NP	Study
,	,	,
and	CC	and
because	IN	because
of	IN	of
this	DT	this
I	PP	I
was	VBD	be
interviewed	VBN	interview
on	IN	on
NPR	NP	NPR
,	,	,
and	CC	and
John	NP	John
Hamilton	NP	Hamilton
asked	VBD	ask
me	PP	me
the	DT	the
question	NN	question
:	:	:
"	``	"
What	WP	what
is	VBZ	be
the	DT	the
most	RBS	most
important	JJ	important
thing	NN	thing
that	IN	that
people	NNS	people
should	MD	should
know	VB	know
about	IN	about
you	PP	you
?	SENT	?
"	''	"
And	CC	and
my	PP$	my
answer	NN	answer
was	VBD	be
simply	RB	simply
that	IN	that
I	PP	I
have	VBP	have
a	DT	a
very	RB	very
happy	JJ	happy
life	NN	life
.	SENT	.
So	RB	so
even	RB	even
though	IN	though
there	EX	there
are	VBP	be
many	JJ	many
obstacles	NNS	obstacle
in	IN	in
my	PP$	my
life	NN	life
,	,	,
with	IN	with
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
being	VBG	be
created	VBN	create
by	IN	by
Progeria	NP	<unknown>
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
people	NNS	people
to	TO	to
feel	VB	feel
bad	JJ	bad
for	IN	for
me	PP	me
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
about	IN	about
these	DT	these
obstacles	NNS	obstacle
all	PDT	all
the	DT	the
time	NN	time
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
able	JJ	able
to	TO	to
overcome	VB	overcome
most	JJS	most
of	IN	of
them	PP	them
anyway	RB	anyway
.	SENT	.
So	IN	so
I—m	NP	<unknown>
here	RB	here
today	NN	today
,	,	,
to	TO	to
share	VB	share
with	IN	with
you	PP	you
my	PP$	my
philosophy	NN	philosophy
for	IN	for
a	DT	a
happy	JJ	happy
life	NN	life
.	SENT	.
So	RB	so
,	,	,
for	IN	for
me	PP	me
,	,	,
there	EX	there
are	VBP	be
3	CD	@card@
aspects	NNS	aspect
to	TO	to
this	DT	this
philosophy	NN	philosophy
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
quote	NN	quote
from	IN	from
the	DT	the
famous	JJ	famous
Ferris	NP	Ferris
Bueller	NP	Bueller
.	SENT	.
The	DT	the
first	JJ	first
aspect	NN	aspect
to	TO	to
my	PP$	my
philosophy	NN	philosophy
is	VBZ	be
that	IN	that
I—m	NP	<unknown>
okay	VB	okay
with	IN	with
what	WP	what
I	PP	I
ultimately	RB	ultimately
can—t	VBD	<unknown>
do	VB	do
because	IN	because
there	EX	there
is	VBZ	be
so	RB	so
much	JJ	much
I	PP	I
can	MD	can
do	VB	do
.	SENT	.
Now	RB	now
people	NNS	people
sometimes	RB	sometimes
ask	VBP	ask
me	PP	me
questions	NNS	question
like	VBP	like
,	,	,
"	``	"
Isn—t	NP	<unknown>
it	PP	it
hard	RB	hard
living	VBG	live
with	IN	with
Progeria	NP	<unknown>
?	SENT	?
"	''	"
or	CC	or
"	``	"
What	WP	what
daily	RB	daily
challenges	VBZ	challenge
of	IN	of
Progeria	NP	<unknown>
do	VBP	do
you	PP	you
face	VBP	face
?	SENT	?
"	''	"
And	CC	and
I—d	NNS	<unknown>
like	VBP	like
to	TO	to
say	VB	say
that	IN	that
,	,	,
even	RB	even
though	IN	though
I	PP	I
have	VBP	have
Progeria	NN	<unknown>
,	,	,
most	JJS	most
of	IN	of
my	PP$	my
time	NN	time
is	VBZ	be
spent	VBN	spend
thinking	VBG	think
about	IN	about
things	NNS	thing
that	WDT	that
have	VBP	have
nothing	NN	nothing
to	TO	to
do	VB	do
with	IN	with
Progeria	NP	<unknown>
at	IN	at
all	DT	all
.	SENT	.
Now	RB	now
this	DT	this
doesn—t	NN	<unknown>
mean	VBP	mean
that	IN	that
I	PP	I
ignore	VBP	ignore
the	DT	the
negative	JJ	negative
aspects	NNS	aspect
of	IN	of
these	DT	these
obstacles	NNS	obstacle
.	SENT	.
When	WRB	when
I	PP	I
can—t	VBD	<unknown>
do	VB	do
something	NN	something
like	IN	like
run	NN	run
a	DT	a
long	JJ	long
distance	NN	distance
,	,	,
or	CC	or
go	VB	go
on	IN	on
an	DT	an
intense	JJ	intense
roller	NN	roller
coaster	NN	coaster
,	,	,
I	PP	I
know	VBP	know
what	WP	what
I—m	NP	<unknown>
missing	VBG	miss
out	RP	out
on	IN	on
.	SENT	.
But	CC	but
instead	RB	instead
,	,	,
I	PP	I
choose	VBP	choose
to	TO	to
focus	VB	focus
on	IN	on
the	DT	the
activities	NNS	activity
that	IN	that
I	PP	I
can	MD	can
do	VB	do
through	IN	through
things	NNS	thing
that	IN	that
I—m	NP	<unknown>
passionate	JJ	passionate
about	RB	about
,	,	,
like	IN	like
scouting	VBG	scout
,	,	,
or	CC	or
music	NN	music
,	,	,
or	CC	or
comic	JJ	comic
books	NNS	book
,	,	,
or	CC	or
any	DT	any
of	IN	of
my	PP$	my
favorite	JJ	favorite
Boston	NP	Boston
sports	NNS	sport
teams	NNS	team
.	SENT	.
Yeah	RB	yeah
,	,	,
so	RB	so
—	:	-
However	RB	however
,	,	,
sometimes	RB	sometimes
I	PP	I
need	VBP	need
to	TO	to
find	VB	find
a	DT	a
different	JJ	different
way	NN	way
to	TO	to
do	VB	do
something	NN	something
by	IN	by
making	VBG	make
adjustments	NNS	adjustment
,	,	,
and	CC	and
I	PP	I
want	VBP	want
to	TO	to
put	VB	put
those	DT	those
things	NNS	thing
in	IN	in
the	DT	the
"	''	"
can	MD	can
do	VB	do
"	``	"
category	NN	category
.	SENT	.
Kind	NN	kind
of	IN	of
like	IN	like
you	PP	you
saw	VBD	see
with	IN	with
the	DT	the
drum	NN	drum
earlier	RBR	earlier
.	SENT	.
So	IN	so
here—s	NNS	<unknown>
a	DT	a
clip	NN	clip
with	IN	with
me	PP	me
playing	VBG	play
Spider-Man	NN	Spider-Man
with	IN	with
the	DT	the
Foxboro	NP	Foxboro
High	NP	High
School	NP	School
Marching	VBG	march
Band	NP	Band
at	IN	at
halftime	NN	halftime
a	DT	a
couple	NN	couple
of	IN	of
years	NNS	year
ago	RB	ago
.	SENT	.
Spider-Man	NP	Spider-Man
theme	NN	theme
song	NN	song
Thank	VB	thank
you	PP	you
.	SENT	.
All	DT	all
right	NN	right
,	,	,
all	DT	all
right	NN	right
,	,	,
so	RB	so
—	:	-
That	DT	that
was	VBD	be
pretty	RB	pretty
cool	JJ	cool
,	,	,
and	CC	and
so	RB	so
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
accomplish	VB	accomplish
my	PP$	my
dream	NN	dream
of	IN	of
playing	VBG	play
snare	NN	snare
drum	NN	drum
with	IN	with
the	DT	the
marching	VBG	march
band	NN	band
,	,	,
as	IN	as
I	PP	I
believe	VBP	believe
I	PP	I
can	MD	can
do	VB	do
for	IN	for
all	DT	all
of	IN	of
my	PP$	my
dreams	NNS	dream
.	SENT	.
So	RB	so
hopefully	RB	hopefully
,	,	,
you	PP	you
can	MD	can
accomplish	VB	accomplish
your	PP$	your
dreams	NNS	dream
as	IN	as
well	RB	well
,	,	,
with	IN	with
this	DT	this
outlook	NN	outlook
.	SENT	.
The	DT	the
next	JJ	next
aspect	NN	aspect
to	TO	to
my	PP$	my
philosophy	NN	philosophy
is	VBZ	be
that	IN	that
I	PP	I
surround	VBP	surround
myself	PP	myself
with	IN	with
people	NNS	people
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
with	IN	with
,	,	,
people	NNS	people
of	IN	of
high	JJ	high
quality	NN	quality
.	SENT	.
I—m	NP	<unknown>
extremely	RB	extremely
lucky	JJ	lucky
to	TO	to
have	VB	have
an	DT	an
amazing	JJ	amazing
family	NN	family
,	,	,
who	WP	who
have	VBP	have
always	RB	always
supported	VBN	support
me	PP	me
throughout	IN	throughout
my	PP$	my
entire	JJ	entire
life	NN	life
.	SENT	.
And	CC	and
I—m	NP	<unknown>
also	RB	also
really	RB	really
fortunate	JJ	fortunate
to	TO	to
have	VB	have
a	DT	a
really	RB	really
close	JJ	close
group	NN	group
of	IN	of
friends	NNS	friend
at	IN	at
school	NN	school
.	SENT	.
Now	RB	now
we—re	JJ	<unknown>
kind	NN	kind
of	IN	of
goofy	JJ	goofy
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
us	PP	us
are	VBP	be
band	NN	band
geeks	NNS	geek
,	,	,
but	CC	but
we	PP	we
really	RB	really
enjoy	VBP	enjoy
each	DT	each
other—s	NNS	<unknown>
company	NN	company
,	,	,
and	CC	and
we	PP	we
help	VBP	help
each	DT	each
other	JJ	other
out	IN	out
when	WRB	when
we	PP	we
need	VBP	need
to	TO	to
.	SENT	.
We	PP	we
see	VBP	see
each	DT	each
other	JJ	other
for	IN	for
who	WP	who
we	PP	we
are	VBP	be
on	IN	on
the	DT	the
inside	NN	inside
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
us	PP	us
goofing	VBG	goof
off	RP	off
a	DT	a
little	JJ	little
bit	NN	bit
.	SENT	.
So	IN	so
we—re	NN	<unknown>
juniors	NNS	junior
in	IN	in
High	NP	High
School	NP	School
now	RB	now
