When	WRB	when
I	PP	I
listen	VBP	listen
to	TO	to
all	DT	all
of	IN	of
this	DT	this
,	,	,
my	PP$	my
question	NN	question
is	VBZ	be
,	,	,
are	VBP	be
we	PP	we
too	RB	too
late	JJ	late
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
half	NN	half
German	JJ	German
,	,	,
and	CC	and
I	PP	I
hate	VB	hate
being	VBG	be
late	JJ	late
,	,	,
to	TO	to
be	VB	be
very	RB	very
honest	JJ	honest
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
something	NN	something
which	WDT	which
gets	VBZ	get
me	PP	me
sort	NN	sort
of	IN	of
all	DT	all
wound	NN	wound
up	RB	up
,	,	,
but	CC	but
the	DT	the
reality	NN	reality
is	VBZ	be
.	SENT	.
.	SENT	.
.	SENT	.
we	PP	we
'	''	'
re	IN	re
running	VBG	run
out	RP	out
of	IN	of
time	NN	time
.	SENT	.
We	PP	we
have	VBP	have
real	JJ	real
issues	NNS	issue
reaching	VBG	reach
the	DT	the
1	CD	@card@
.	SENT	.
5	CD	@card@
degrees	NNS	degree
of	IN	of
Paris	NP	Paris
,	,	,
so	IN	so
that	WDT	that
'	POS	'
s	NN	S
one	CD	one
issue	NN	issue
.	SENT	.
But	CC	but
we	PP	we
'	POS	'
re	NN	re
not	RB	not
only	RB	only
running	VBG	run
out	RP	out
of	IN	of
time	NN	time
,	,	,
we	PP	we
are	VBP	be
also	RB	also
running	VBG	run
out	RP	out
of	IN	of
resources	NNS	resource
.	SENT	.
So	RB	so
three	CD	three
weeks	NNS	week
from	IN	from
now	RB	now
,	,	,
on	IN	on
the	DT	the
second	NN	second
of	IN	of
August	NP	August
,	,	,
we	PP	we
will	MD	will
reach	VB	reach
the	DT	the
World	NP	World
Overshoot	VBP	overshoot
Day	NN	day
,	,	,
meaning	VBG	mean
we	PP	we
will	MD	will
have	VB	have
used	VBN	use
up	RP	up
all	DT	all
of	IN	of
the	DT	the
replenishable	JJ	<unknown>
resources	NNS	resource
of	IN	of
this	DT	this
planet	NN	planet
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NNS	<unknown>
not	RB	not
good	JJ	good
.	SENT	.
These	DT	these
are	VBP	be
real	JJ	real
problems	NNS	problem
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
'	POS	'
m	NN	m
an	DT	an
engineer	NN	engineer
,	,	,
and	CC	and
we	PP	we
engineers	VBZ	engineer
love	NN	love
to	TO	to
solve	VB	solve
problems	NNS	problem
.	SENT	.
That	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
do	VBP	do
.	SENT	.
But	CC	but
the	DT	the
reality	NN	reality
is	VBZ	be
,	,	,
if	IN	if
we	PP	we
go	VBP	go
to	TO	to
the	DT	the
real	JJ	real
world	NN	world
,	,	,
we	PP	we
will	MD	will
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
solve	VB	solve
those	DT	those
problems	NNS	problem
doing	VBG	do
everything	NN	everything
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
as	IN	as
we	PP	we
'	POS	'
ve	NN	ve
done	VBN	do
it	PP	it
before	IN	before
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
us	PP	us
,	,	,
including	VBG	include
my	PP$	my
kids	NNS	kid
and	CC	and
myself	PP	myself
,	,	,
and	CC	and
a	DT	a
third	JJ	third
of	IN	of
the	DT	the
world	NN	world
population	NN	population
,	,	,
escape	NN	escape
into	IN	into
digital	JJ	digital
worlds	NNS	world
.	SENT	.
There	EX	there
are	VBP	be
three	CD	three
billion	NNS	billion
gamers	NNS	<unknown>
out	RB	out
there	RB	there
.	SENT	.
We	PP	we
"	``	"
lose	VB	lose
"	''	"
time	NN	time
.	SENT	.
But	CC	but
what	WP	what
if	IN	if
I	PP	I
would	MD	would
tell	VB	tell
you	PP	you
.	SENT	.
.	SENT	.
.	SENT	.
that	IN	that
we	PP	we
could	MD	could
use	VB	use
the	DT	the
digital	JJ	digital
world	NN	world
to	TO	to
cheat	VB	cheat
time	NN	time
in	IN	in
the	DT	the
real	JJ	real
world	NN	world
,	,	,
and	CC	and
to	TO	to
make	VB	make
things	NNS	thing
better	RBR	well
and	CC	and
faster	RBR	faster
with	IN	with
less	JJR	less
resources	NNS	resource
?	SENT	?
You	PP	you
would	MD	would
tell	VB	tell
me	PP	me
,	,	,
"	``	"
Well	UH	well
,	,	,
how	WRB	how
does	VBZ	do
it	PP	it
work	NN	work
,	,	,
Cedrik	NP	<unknown>
?	SENT	?
"	``	"
And	CC	and
I	PP	I
would	MD	would
tell	VB	tell
you	PP	you
the	DT	the
following	NN	following
.	SENT	.
Now	RB	now
,	,	,
in	IN	in
the	DT	the
physical	JJ	physical
world	NN	world
,	,	,
the	DT	the
laws	NNS	law
of	IN	of
physics	NNS	physic
apply	VBP	apply
,	,	,
right	RB	right
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
in	IN	in
industry	NN	industry
,	,	,
so	RB	so
what	WP	what
do	VBP	do
we	PP	we
do	VBP	do
?	SENT	?
We	PP	we
dig	VBP	dig
up	RP	up
the	DT	the
Earth	NN	earth
,	,	,
we	PP	we
get	VBP	get
stuff	NN	stuff
out	RP	out
,	,	,
we	PP	we
ship	VBP	ship
it	PP	it
around	IN	around
the	DT	the
world	NN	world
,	,	,
we	PP	we
melt	VBP	melt
it	PP	it
,	,	,
we	PP	we
assemble	VBP	assemble
it	PP	it
,	,	,
we	PP	we
try	VBP	try
if	IN	if
it	PP	it
works	VBZ	work
,	,	,
and	CC	and
we	PP	we
try	VBP	try
again	RB	again
,	,	,
and	CC	and
if	IN	if
not	RB	not
,	,	,
we	PP	we
dig	VBP	dig
up	RB	up
more	JJR	more
stuff	NN	stuff
.	SENT	.
We	PP	we
basically	RB	basically
are	VBP	be
having	VBG	have
a	DT	a
trial	NN	trial
and	CC	and
error	NN	error
sort	NN	sort
of	IN	of
approach	NN	approach
.	SENT	.
Lots	NNS	lot
of	IN	of
time	NN	time
,	,	,
lots	NNS	lot
of	IN	of
resources	NNS	resource
are	VBP	be
being	VBG	be
used	VBN	use
.	SENT	.
It	PP	it
took	VBD	take
us	PP	us
more	JJR	more
than	IN	than
a	DT	a
hundred	CD	hundred
years	NNS	year
to	TO	to
build	VB	build
the	DT	the
combustion	NN	combustion
engine	NN	engine
car	NN	car
.	SENT	.
Now	RB	now
in	IN	in
the	DT	the
digital	JJ	digital
world	NN	world
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
bit	NN	bit
different	JJ	different
.	SENT	.
We	PP	we
could	MD	could
have	VB	have
a	DT	a
digital	JJ	digital
playground	NN	playground
,	,	,
we	PP	we
can	MD	can
learn	VB	learn
things	NNS	thing
without	IN	without
being	VBG	be
bound	VBN	bind
by	IN	by
the	DT	the
laws	NNS	law
of	IN	of
physics	NNS	physic
.	SENT	.
We	PP	we
can	MD	can
replicate	VB	replicate
the	DT	the
complete	JJ	complete
real	JJ	real
world	NN	world
and	CC	and
start	VB	start
experimenting	VBG	experiment
on	IN	on
it	PP	it
.	SENT	.
And	CC	and
the	DT	the
one	CD	one
thing	NN	thing
we	PP	we
can	MD	can
[	SYM	[
do	VBP	do
]	SYM	]
,	,	,
is	VBZ	be
we	PP	we
will	MD	will
not	RB	not
learn	VB	learn
one	CD	one
time	NN	time
faster	RBR	faster
,	,	,
not	RB	not
ten	CD	ten
times	NNS	time
faster	RBR	faster
.	SENT	.
We	PP	we
will	MD	will
learn	VB	learn
a	DT	a
million	CD	million
times	NNS	time
faster	RBR	faster
,	,	,
even	RB	even
more	JJR	more
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
only	RB	only
limited	JJ	limited
by	IN	by
how	WRB	how
much	RB	much
compute	VB	compute
power	NN	power
we	PP	we
throw	VBP	throw
at	IN	at
a	DT	a
problem	NN	problem
.	SENT	.
So	IN	so
the	DT	the
thing	NN	thing
we	PP	we
have	VBP	have
,	,	,
how	WRB	how
do	VBP	do
we	PP	we
make	VBP	make
it	PP	it
real	JJ	real
?	SENT	?
So	RB	so
how	WRB	how
do	VBP	do
we	PP	we
cheat	VBP	cheat
time	NN	time
to	TO	to
do	VB	do
more	JJR	more
with	IN	with
less	JJR	less
?	SENT	?
We	PP	we
are	VBP	be
using	VBG	use
all	DT	all
too	RB	too
much	JJ	much
fossil	JJ	fossil
fuels	NNS	fuel
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
not	RB	not
using	VBG	use
enough	JJ	enough
renewables	NNS	<unknown>
,	,	,
and	CC	and
we	PP	we
all	RB	all
know	VBP	know
that	IN	that
batteries	NNS	battery
are	VBP	be
the	DT	the
answer	NN	answer
,	,	,
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
help	VB	help
us	PP	us
sort	VB	sort
of	IN	of
store	NN	store
and	CC	and
distribute	VB	distribute
this	DT	this
renewable	JJ	renewable
energy	NN	energy
.	SENT	.
Now	RB	now
the	DT	the
problem	NN	problem
with	IN	with
batteries	NNS	battery
is	VBZ	be
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
investment	NN	investment
going	VBG	go
into	IN	into
battery	NN	battery
manufacturing	NN	manufacturing
at	IN	at
the	DT	the
moment	NN	moment
.	SENT	.
Since	IN	since
2019	CD	@card@
,	,	,
