Here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
question	NN	question
that	IN	that
matters	NNS	matter
.	SENT	.
[	SYM	[
Is	VBZ	be
it	PP	it
ethical	JJ	ethical
to	TO	to
evolve	VB	evolve
the	DT	the
human	JJ	human
body	NN	body
?	SENT	?
]	SYM	]
Because	IN	because
we	PP	we
'	POS	'
re	NN	re
beginning	NN	beginning
to	TO	to
get	VB	get
all	PDT	all
the	DT	the
tools	NNS	tool
together	RB	together
to	TO	to
evolve	VB	evolve
ourselves	PP	ourselves
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
evolve	VB	evolve
bacteria	NNS	bacterium
and	CC	and
we	PP	we
can	MD	can
evolve	VB	evolve
plants	NNS	plant
and	CC	and
we	PP	we
can	MD	can
evolve	VB	evolve
animals	NNS	animal
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
now	RB	now
reaching	VBG	reach
a	DT	a
point	NN	point
where	WRB	where
we	PP	we
really	RB	really
have	VB	have
to	TO	to
ask	VB	ask
,	,	,
is	VBZ	be
it	PP	it
really	RB	really
ethical	JJ	ethical
and	CC	and
do	VBP	do
we	PP	we
want	VBP	want
to	TO	to
evolve	VB	evolve
human	JJ	human
beings	NNS	being
?	SENT	?
And	CC	and
as	IN	as
you	PP	you
'	POS	'
re	NN	re
thinking	VBG	think
about	RB	about
that	IN	that
,	,	,
let	VB	let
me	PP	me
talk	VB	talk
about	RB	about
that	IN	that
in	IN	in
the	DT	the
context	NN	context
of	IN	of
prosthetics	NNS	prosthetics
,	,	,
prosthetics	NNS	prosthetics
past	JJ	past
,	,	,
present	JJ	present
,	,	,
future	JJ	future
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
the	DT	the
iron	NN	iron
hand	NN	hand
that	WDT	that
belonged	VBD	belong
to	TO	to
one	CD	one
of	IN	of
the	DT	the
German	JJ	German
counts	NNS	count
.	SENT	.
Loved	VBN	love
to	TO	to
fight	VB	fight
,	,	,
lost	VBD	lose
his	PP$	his
arm	NN	arm
in	IN	in
one	CD	one
of	IN	of
these	DT	these
battles	NNS	battle
.	SENT	.
No	DT	no
problem	NN	problem
,	,	,
he	PP	he
just	RB	just
made	VBD	make
a	DT	a
suit	NN	suit
of	IN	of
armor	NN	armor
,	,	,
put	VBD	put
it	PP	it
on	RP	on
,	,	,
perfect	JJ	perfect
prosthetic	JJ	prosthetic
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
where	WRB	where
the	DT	the
concept	NN	concept
of	IN	of
ruling	NN	ruling
with	IN	with
an	DT	an
iron	NN	iron
fist	RB	fist
comes	VBZ	come
from	IN	from
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
these	DT	these
prosthetics	NNS	prosthetics
have	VBP	have
been	VBN	be
getting	VBG	get
more	RBR	more
and	CC	and
more	RBR	more
useful	JJ	useful
,	,	,
more	RBR	more
and	CC	and
more	RBR	more
modern	JJ	modern
.	SENT	.
You	PP	you
can	MD	can
hold	VB	hold
soft-boiled	JJ	soft-boiled
eggs	NNS	egg
.	SENT	.
You	PP	you
can	MD	can
have	VB	have
all	DT	all
types	NNS	type
of	IN	of
controls	NNS	control
,	,	,
and	CC	and
as	IN	as
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
about	IN	about
that	DT	that
,	,	,
there	EX	there
are	VBP	be
wonderful	JJ	wonderful
people	NNS	people
like	IN	like
Hugh	NP	Hugh
Herr	NP	Herr
who	WP	who
have	VBP	have
been	VBN	be
building	VBG	build
absolutely	RB	absolutely
extraordinary	JJ	extraordinary
prosthetics	NNS	prosthetics
.	SENT	.
So	IN	so
the	DT	the
wonderful	JJ	wonderful
Aimee	NP	Aimee
Mullins	NP	Mullins
will	MD	will
go	VB	go
out	RP	out
and	CC	and
say	VBP	say
,	,	,
how	WRB	how
tall	JJ	tall
do	VBP	do
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
tonight	RB	tonight
?	SENT	?
Or	CC	or
Hugh	NP	Hugh
will	MD	will
say	VB	say
what	WP	what
type	NN	type
of	IN	of
cliff	NN	cliff
do	VBP	do
I	PP	I
want	VBP	want
to	TO	to
climb	VB	climb
?	SENT	?
Or	CC	or
does	VBZ	do
somebody	NN	somebody
want	VB	want
to	TO	to
run	VB	run
a	DT	a
marathon	NN	marathon
,	,	,
or	CC	or
does	VBZ	do
somebody	NN	somebody
want	VB	want
to	TO	to
ballroom	NN	ballroom
dance	NN	dance
?	SENT	?
And	CC	and
as	IN	as
you	PP	you
adapt	VBP	adapt
these	DT	these
things	NNS	thing
,	,	,
the	DT	the
interesting	JJ	interesting
thing	NN	thing
about	IN	about
prosthetics	NNS	prosthetics
is	VBZ	be
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
coming	VBG	come
inside	IN	inside
the	DT	the
body	NN	body
.	SENT	.
So	IN	so
these	DT	these
external	JJ	external
prosthetics	NNS	prosthetics
have	VBP	have
now	RB	now
become	VBN	become
artificial	JJ	artificial
knees	NNS	knee
.	SENT	.
They	PP	they
'	POS	'
ve	NNS	<unknown>
become	VBP	become
artificial	JJ	artificial
hips	NNS	hip
.	SENT	.
And	CC	and
then	RB	then
they	PP	they
'	POS	'
ve	NN	ve
evolved	VBD	evolve
further	RBR	further
to	TO	to
become	VB	become
not	RB	not
just	RB	just
nice	JJ	nice
to	TO	to
have	VB	have
but	RB	but
essential	JJ	essential
to	TO	to
have	VB	have
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
a	DT	a
heart	NN	heart
pacemaker	NN	pacemaker
as	IN	as
a	DT	a
prosthetic	JJ	prosthetic
,	,	,
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
something	NN	something
that	IN	that
isn	NP	isn
'	POS	'
t	NN	t
just	RB	just
,	,	,
"	''	"
I	NP	I
'	POS	'
m	NN	m
missing	VBG	miss
my	PP$	my
leg	NN	leg
,	,	,
"	''	"
it	PP	it
'	POS	'
s	NN	S
,	,	,
"	``	"
if	IN	if
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
this	DT	this
,	,	,
I	PP	I
can	MD	can
die	VB	die
.	SENT	.
"	''	"
And	CC	and
at	IN	at
that	DT	that
point	NN	point
,	,	,
a	DT	a
prosthetic	JJ	prosthetic
becomes	VBZ	become
a	DT	a
symbiotic	JJ	symbiotic
relationship	NN	relationship
with	IN	with
the	DT	the
human	JJ	human
body	NN	body
.	SENT	.
And	CC	and
four	CD	four
of	IN	of
the	DT	the
smartest	JJS	smart
people	NNS	people
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
ever	RB	ever
met	VBD	meet
—	:	-
Ed	NP	Ed
Boyden	NP	Boyden
,	,	,
Hugh	NP	Hugh
Herr	NP	Herr
,	,	,
Joe	NP	Joe
Jacobson	NP	Jacobson
,	,	,
Bob	NP	Bob
Lander	NP	Lander
—	:	-
are	VBP	be
working	VBG	work
on	IN	on
a	DT	a
Center	NP	Center
for	IN	for
Extreme	JJ	extreme
Bionics	NNS	bionics
.	SENT	.
And	CC	and
the	DT	the
interesting	JJ	interesting
thing	NN	thing
of	IN	of
what	WP	what
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
here	RB	here
is	VBZ	be
these	DT	these
prosthetics	NNS	prosthetics
now	RB	now
get	VBP	get
integrated	VBN	integrate
into	IN	into
the	DT	the
bone	NN	bone
.	SENT	.
They	PP	they
get	VBP	get
integrated	VBN	integrate
into	IN	into
the	DT	the
skin	NN	skin
.	SENT	.
They	PP	they
get	VBP	get
integrated	VBN	integrate
into	IN	into
the	DT	the
muscle	NN	muscle
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
other	JJ	other
sides	NNS	side
of	IN	of
Ed	NP	Ed
is	VBZ	be
he	PP	he
'	POS	'
s	RB	<unknown>
been	VBN	be
thinking	VBG	think
about	IN	about
how	WRB	how
to	TO	to
connect	VB	connect
the	DT	the
brain	NN	brain
using	VBG	use
light	JJ	light
or	CC	or
other	JJ	other
mechanisms	NNS	mechanism
directly	RB	directly
