Let	VB	let
me	PP	me
begin	VB	begin
with	IN	with
four	CD	four
words	NNS	word
that	WDT	that
will	MD	will
provide	VB	provide
the	DT	the
context	NN	context
for	IN	for
this	DT	this
week	NN	week
,	,	,
four	CD	four
words	NNS	word
that	WDT	that
will	MD	will
come	VB	come
to	TO	to
define	VB	define
this	DT	this
century	NN	century
.	SENT	.
Here	RB	here
they	PP	they
are	VBP	be
:	:	:
The	DT	the
Earth	NN	earth
is	VBZ	be
full	JJ	full
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
full	JJ	full
of	IN	of
us	PP	us
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
full	JJ	full
of	IN	of
our	PP$	our
stuff	NN	stuff
,	,	,
full	JJ	full
of	IN	of
our	PP$	our
waste	NN	waste
,	,	,
full	JJ	full
of	IN	of
our	PP$	our
demands	NNS	demand
.	SENT	.
Yes	UH	yes
,	,	,
we	PP	we
are	VBP	be
a	DT	a
brilliant	JJ	brilliant
and	CC	and
creative	JJ	creative
species	NNS	specie
,	,	,
but	CC	but
we	PP	we
'	POS	'
ve	NN	ve
created	VBD	create
a	DT	a
little	JJ	little
too	RB	too
much	JJ	much
stuff	NN	stuff
—	:	-
so	RB	so
much	JJ	much
that	IN	that
our	PP$	our
economy	NN	economy
is	VBZ	be
now	RB	now
bigger	JJR	big
than	IN	than
its	PP$	its
host	NN	host
,	,	,
our	PP$	our
planet	NN	planet
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
a	DT	a
philosophical	JJ	philosophical
statement	NN	statement
,	,	,
this	DT	this
is	VBZ	be
just	RB	just
science	NN	science
based	VBN	base
in	IN	in
physics	NNS	physic
,	,	,
chemistry	NN	chemistry
and	CC	and
biology	NN	biology
.	SENT	.
There	EX	there
are	VBP	be
many	JJ	many
science-based	JJ	science-based
analyses	NNS	analysis
of	IN	of
this	DT	this
,	,	,
but	CC	but
they	PP	they
all	RB	all
draw	VBP	draw
the	DT	the
same	JJ	same
conclusion	NN	conclusion
—	:	-
that	IN	that
we	PP	we
'	POS	'
re	NN	re
living	NN	living
beyond	IN	beyond
our	PP$	our
means	NNS	mean
.	SENT	.
The	DT	the
eminent	JJ	eminent
scientists	NNS	scientist
of	IN	of
the	DT	the
Global	JJ	global
Footprint	NN	footprint
Network	NN	network
,	,	,
for	IN	for
example	NN	example
,	,	,
calculate	VBP	calculate
that	IN	that
we	PP	we
need	VBP	need
about	RB	about
1	CD	@card@
.	SENT	.
5	CD	@card@
Earths	NNS	earth
to	TO	to
sustain	VB	sustain
this	DT	this
economy	NN	economy
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
to	TO	to
keep	VB	keep
operating	VBG	operate
at	IN	at
our	PP$	our
current	JJ	current
level	NN	level
,	,	,
we	PP	we
need	VBP	need
50	CD	@card@
percent	NN	percent
more	JJR	more
Earth	NN	earth
than	IN	than
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
.	SENT	.
In	IN	in
financial	JJ	financial
terms	NNS	term
,	,	,
this	DT	this
would	MD	would
be	VB	be
like	IN	like
always	RB	always
spending	VBG	spend
50	CD	@card@
percent	NN	percent
more	JJR	more
than	IN	than
you	PP	you
earn	VBP	earn
,	,	,
going	VBG	go
further	JJR	further
into	IN	into
debt	NN	debt
every	DT	every
year	NN	year
.	SENT	.
But	CC	but
of	IN	of
course	NN	course
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
borrow	VB	borrow
natural	JJ	natural
resources	NNS	resource
,	,	,
so	IN	so
we	PP	we
'	POS	'
re	NN	re
burning	NN	burning
through	IN	through
our	PP$	our
capital	NN	capital
,	,	,
or	CC	or
stealing	VBG	steal
from	IN	from
the	DT	the
future	NN	future
.	SENT	.
So	RB	so
when	WRB	when
I	PP	I
say	VBP	say
full	JJ	full
,	,	,
I	PP	I
mean	VBP	mean
really	RB	really
full	JJ	full
—	:	-
well	RB	well
past	IN	past
any	DT	any
margin	NN	margin
for	IN	for
error	NN	error
,	,	,
well	RB	well
past	IN	past
any	DT	any
dispute	NN	dispute
about	IN	about
methodology	NN	methodology
.	SENT	.
What	WP	what
this	DT	this
means	NN	means
is	VBZ	be
our	PP$	our
economy	NN	economy
is	VBZ	be
unsustainable	JJ	unsustainable
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
saying	VBG	say
it	PP	it
'	POS	'
s	NN	S
not	RB	not
nice	JJ	nice
or	CC	or
pleasant	JJ	pleasant
or	CC	or
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
bad	JJ	bad
for	IN	for
polar	JJ	polar
bears	NNS	bear
or	CC	or
forests	NNS	forest
,	,	,
though	IN	though
it	PP	it
certainly	RB	certainly
is	VBZ	be
.	SENT	.
What	WP	what
I	PP	I
'	POS	'
m	NN	m
saying	NN	saying
is	VBZ	be
our	PP$	our
approach	NN	approach
is	VBZ	be
simply	RB	simply
unsustainable	JJ	unsustainable
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
thanks	NNS	thanks
to	TO	to
those	DT	those
pesky	JJ	pesky
laws	NNS	law
of	IN	of
physics	NN	physics
,	,	,
