If	IN	if
you	PP	you
haven	NN	haven
'	POS	'
t	NN	t
ordered	VBD	order
yet	RB	yet
,	,	,
I	PP	I
generally	RB	generally
find	VBP	find
the	DT	the
rigatoni	NN	rigatoni
with	IN	with
the	DT	the
spicy	JJ	spicy
tomato	NN	tomato
sauce	NN	sauce
goes	VBZ	go
best	JJS	good
with	IN	with
diseases	NNS	disease
of	IN	of
the	DT	the
small	JJ	small
intestine	NN	intestine
.	SENT	.
So	RB	so
,	,	,
sorry	JJ	sorry
â	NP	<unknown>
it	PP	it
just	RB	just
feels	VBZ	feel
like	IN	like
I	PP	I
should	MD	should
be	VB	be
doing	VBG	do
stand-up	JJ	stand-up
up	RB	up
here	RB	here
because	IN	because
of	IN	of
the	DT	the
setting	NN	setting
.	SENT	.
No	UH	no
,	,	,
what	WP	what
I	PP	I
want	VBP	want
to	TO	to
do	VB	do
is	VBZ	be
take	VB	take
you	PP	you
back	RB	back
to	TO	to
1854	CD	@card@
in	IN	in
London	NP	London
for	IN	for
the	DT	the
next	JJ	next
few	JJ	few
minutes	NNS	minute
,	,	,
and	CC	and
tell	VB	tell
the	DT	the
story	NN	story
â	NP	<unknown>
in	IN	in
brief	JJ	brief
â	NP	<unknown>
of	IN	of
this	DT	this
outbreak	NN	outbreak
,	,	,
which	WDT	which
in	IN	in
many	JJ	many
ways	NNS	way
,	,	,
I	PP	I
think	VBP	think
,	,	,
helped	VBD	help
create	VB	create
the	DT	the
world	NN	world
that	IN	that
we	PP	we
live	VBP	live
in	IN	in
today	NN	today
,	,	,
and	CC	and
particularly	RB	particularly
the	DT	the
kind	NN	kind
of	IN	of
city	NN	city
that	IN	that
we	PP	we
live	VBP	live
in	IN	in
today	NN	today
.	SENT	.
This	DT	this
period	NN	period
in	IN	in
1854	CD	@card@
,	,	,
in	IN	in
the	DT	the
middle	JJ	middle
part	NN	part
of	IN	of
the	DT	the
19th	JJ	19th
century	NN	century
,	,	,
in	IN	in
London	NP	London
'	POS	'
s	NN	S
history	NN	history
,	,	,
is	VBZ	be
incredibly	RB	incredibly
interesting	JJ	interesting
for	IN	for
a	DT	a
number	NN	number
of	IN	of
reasons	NNS	reason
.	SENT	.
But	CC	but
I	PP	I
