file_id	link	speaker	wordcount	title	duration	tags	views	year	talk	video	event	ted_id
000001	https://www.ted.com/talks/alex_gendler_a_brief_history_of_chess/transcript?language=en	Alex Gendler	666	A brief history of chess	320.0	animation,ted-ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers	503985	2019	alex_gendler_a_brief_history_of_chess	https://pc.tedcdn.com/talk/stream/2019E/Blank/AlexGendler_HistoryofChess_2019E-180k.mp4	TED-Ed	48272
000002	https://www.ted.com/talks/alex_gendler_a_day_in_the_life_of_a_cossack_warrior/transcript?language=en	Alex Gendler	643	A day in the life of a Cossack warrior	269.0	ted-ed,animation,history,war,culture,world cultures,military,religion	235016	2019	alex_gendler_a_day_in_the_life_of_a_cossack_warrior	https://pc.tedcdn.com/talk/stream/2019E/Blank/AlexGendler_ADayintheLifeofaCossackSoldier_2019E-180k.mp4	TED-Ed	46601
000003	https://www.ted.com/talks/alex_gendler_can_you_solve_the_secret_sauce_riddle/transcript?language=en	Alex Gendler	696	Can you solve the secret sauce riddle?	262.0	ted-ed,animation,math,food	373692	2019	alex_gendler_can_you_solve_the_secret_sauce_riddle	https://pc.tedcdn.com/talk/stream/2019E/Blank/AlexGendler_FastFoodRiddle_2019E-180k.mp4	TED-Ed	46591
000004	https://www.ted.com/talks/andrew_marantz_inside_the_bizarre_world_of_internet_trolls_and_propagandists/transcript?language=en	Andrew Marantz	2531	Inside the bizarre world of internet trolls and propagandists	876.0	internet,computers,open-source,hack,programming,technology,privacy,society,social media,web,software	1222702	2019	andrew_marantz_inside_the_bizarre_world_of_internet_trolls_and_propagandists	https://pc.tedcdn.com/talk/stream/2019/Blank/AndrewMarantz_2019-180k.mp4	TED2019	46600
000005	https://www.ted.com/talks/anne_f_broadbridge_the_rise_and_fall_of_the_mongol_empire/transcript?language=en	Anne F. Broadbridge	660	The rise and fall of the Mongol Empire	288.0	violence,animation,war,world cultures,ted-ed,asia,history,ancient world,china	770046	2019	anne_f_broadbridge_the_rise_and_fall_of_the_mongol_empire	https://pc.tedcdn.com/talk/stream/2018E/Blank/AnneBroadbridge_MongolEmpire_2018E-180k.mp4	TED-Ed	46519
000006	https://www.ted.com/talks/anthony_veneziale_stumbling_towards_intimacy_an_improvised_ted_talk/transcript?language=en	Anthony Veneziale	1128	&quot;Stumbling towards intimacy&quot;	671.0	comedy,curiosity,love,communication,humor	261456	2019	anthony_veneziale_stumbling_towards_intimacy_an_improvised_ted_talk	https://pc.tedcdn.com/talk/stream/2019/Blank/AnthonyVeneziale_2019-180k.mp4	TED2019	48665
000007	https://www.ted.com/talks/asmeret_asefaw_berhe_a_climate_change_solution_that_s_right_under_our_feet/transcript?language=en	Asmeret Asefaw Berhe	1745	A climate change solution that&#39;s right under our feet	822.0	global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability	988080	2019	asmeret_asefaw_berhe_a_climate_change_solution_that_s_right_under_our_feet	https://pc.tedcdn.com/talk/stream/2019/Blank/AsmeretAsefawBerhe_2019-180k.mp4	TED2019	46383
000008	https://www.ted.com/talks/bina_venkataraman_the_power_to_think_ahead_in_a_reckless_age/transcript?language=en	Bina Venkataraman	1751	The power to think ahead in a reckless age	791.0	humanity,community,future,history,family,memory,world cultures,culture,society	1431184	2019	bina_venkataraman_the_power_to_think_ahead_in_a_reckless_age	https://pc.tedcdn.com/talk/stream/2019/Blank/BinaVenkataraman_2019-180k.mp4	TED2019	45613
000009	https://www.ted.com/talks/britt_wray_how_climate_change_affects_your_mental_health/transcript?language=en	Britt Wray	1242	How climate change affects your mental health	451.0	mental health,climate change,science,social change,psychology,anthropocene,environment,society	1364236	2019	britt_wray_how_climate_change_affects_your_mental_health	https://pc.tedcdn.com/talk/stream/2019S/Blank/BrittWray_2019S-180k.mp4	TED Residency	46385
000010	https://www.ted.com/talks/carl_june_a_living_drug_that_could_change_the_way_we_treat_cancer/transcript?language=en	Carl June	2237	A &quot;living drug&quot; that could change the way we treat cancer	909.0	medicine,cancer,disease,health,human body,innovation,humanity,science	945647	2018	carl_june_a_living_drug_that_could_change_the_way_we_treat_cancer	https://pc.tedcdn.com/talk/stream/2018P/Blank/CarlJune_2018P-180k.mp4	TEDMED 2018	46528
000011	https://www.ted.com/talks/clint_smith_ode_to_the_only_black_kid_in_the_class/transcript?language=en	Clint Smith	134	&quot;Ode to the Only Black Kid in the Class&quot;	60.0	ted-ed,animation,poetry,race,inequality,spoken word	98043	2019	clint_smith_ode_to_the_only_black_kid_in_the_class	https://pc.tedcdn.com/talk/stream/2019E/Blank/ClintSmith_OdetotheOnlyBlackKidinClass_2019E-180k.mp4	TED-Ed	42783
000012	https://www.ted.com/talks/danielle_citron_how_deepfakes_undermine_truth_and_threaten_democracy/transcript?language=en	Danielle Citron	1726	How deepfakes undermine truth and threaten democracy	796.0	internet,media,social media,machine learning,computers,ai,democracy,privacy,technology,humanity	1043402	2019	danielle_citron_how_deepfakes_undermine_truth_and_threaten_democracy	https://pc.tedcdn.com/talk/stream/2019T/Blank/DanielleCitron_2019T-180k.mp4	TEDSummit 2019	48532
000013	https://www.ted.com/talks/dessa_can_we_choose_to_fall_out_of_love_aug_2019/transcript?language=en	Dessa	1755	Can we choose to fall out of love?	700.0	love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,tedx	1402224	2018	dessa_can_we_choose_to_fall_out_of_love_aug_2019	https://pc.tedcdn.com/talk/stream/2018X/Blank/Dessa_2018X-180k.mp4	TEDxWanChai	46597
000014	https://www.ted.com/talks/emily_f_rothman_how_porn_changes_the_way_teens_think_about_sex/transcript?language=en	Emily F. Rothman	2183	How porn changes the way teens think about sex	912.0	sexual violence,sex,internet,media,parenting,children,women,communication,teaching	1721499	2018	emily_f_rothman_how_porn_changes_the_way_teens_think_about_sex	https://pc.tedcdn.com/talk/stream/2018P/Blank/EmilyFRothman_2018P-180k.mp4	TEDMED 2018	48493
000015	https://www.ted.com/talks/emmett_shear_what_streaming_means_for_the_future_of_entertainment/transcript?language=en	Emmett Shear	2106	What streaming means for the future of entertainment	895.0	community,internet,gaming,entertainment,society,technology,social change	181396	2019	emmett_shear_what_streaming_means_for_the_future_of_entertainment	https://pc.tedcdn.com/talk/stream/2019/Blank/EmmettShear_2019-180k.mp4	TED2019	48847
000016	https://www.ted.com/talks/howard_taylor_a_global_initiative_to_end_violence_against_children/transcript?language=en	Howard Taylor	1718	A global initiative to end violence against children	662.0	global issues,children,youth,activism,social change,violence	14596	2019	howard_taylor_a_global_initiative_to_end_violence_against_children	https://pc.tedcdn.com/talk/stream/2019T/Blank/HowardTaylor_2019T-180k.mp4	TEDSummit 2019	46594
000017	https://www.ted.com/talks/iseult_gillespie_the_myth_of_jason_and_the_argonauts/transcript?language=en	Iseult Gillespie	663	The myth of Jason and the Argonauts 	291.0	ted-ed,ancient world,animation,war,history,violence	333704	2019	iseult_gillespie_the_myth_of_jason_and_the_argonauts	https://pc.tedcdn.com/talk/stream/2019E/Blank/IseultGillespie_JasonandtheArgonautsPart1_2019E-180k.mp4	TED-Ed	46592
000018	https://www.ted.com/talks/iseult_gillespie_the_secret_student_resistance_to_hitler/transcript?language=en	Iseult Gillespie	765	The secret student resistance to Hitler 	309.0	history,war,animation,ted-ed,world cultures,activism,culture,women,government,politics,social change,youth,society	371169	2019	iseult_gillespie_the_secret_student_resistance_to_hitler	https://pc.tedcdn.com/talk/stream/2019E/Blank/IseultGillespie_WhiteRose_2019E-180k.mp4	TED-Ed	48221
000019	https://www.ted.com/talks/iseult_gillespie_why_should_you_read_midnight_s_children/transcript?language=en	Iseult Gillespie	680	Why should you read &quot;Midnight&#39;s Children&quot;?	291.0	ted-ed,india,animation,history,book,magic,books,writing,novel,literature	169400	2019	iseult_gillespie_why_should_you_read_midnight_s_children	https://pc.tedcdn.com/talk/stream/2019E/Blank/IseultGillespie_MidnightsChildren_2019E-180k.mp4	TED-Ed	48222
000020	https://www.ted.com/talks/jacqueline_woodson_what_reading_slowly_taught_me_about_writing/transcript?language=en	Jacqueline Woodson	1615	What reading slowly taught me about writing	654.0	books,creativity,writing,literature,language,communication,personal growth,storytelling	1179411	2019	jacqueline_woodson_what_reading_slowly_taught_me_about_writing	https://pc.tedcdn.com/talk/stream/2019/Blank/JacquelineWoodson_2019-180k.mp4	TED2019	46522
000021	https://www.ted.com/talks/jochen_wegner_what_happened_when_we_paired_up_thousands_of_strangers_to_talk_politics/transcript?language=en	Jochen Wegner	1758	What happened when we paired up thousands of strangers to talk politics	826.0	politics,society,social change,journalism,culture,communication,media,democracy,news	1111950	2019	jochen_wegner_what_happened_when_we_paired_up_thousands_of_strangers_to_talk_politics	https://pc.tedcdn.com/talk/stream/2019T/Blank/JochenWegner_2019T-180k.mp4	TEDSummit 2019	48266
000022	https://www.ted.com/talks/jon_lowenstein_family_hope_and_resilience_on_the_migrant_trail/transcript?language=en	Jon Lowenstein	1890	Family, hope and resilience on the migrant trail	831.0	photography,immigration,violence,activism,human rights,society,humanity,social change,ted fellows	1206543	2019	jon_lowenstein_family_hope_and_resilience_on_the_migrant_trail	https://pc.tedcdn.com/talk/stream/2019T/Blank/JonLowenstein_2019T-180k.mp4	TEDSummit 2019	46589
000023	https://www.ted.com/talks/kelly_wanser_emergency_medicine_for_our_climate_fever/transcript?language=en	Kelly Wanser	2108	Emergency medicine for our climate fever	889.0	science,climate change,oceans,sustainability,technology,environment,pollution,engineering,anthropocene	927554	2019	kelly_wanser_emergency_medicine_for_our_climate_fever	https://pc.tedcdn.com/talk/stream/2019T/Blank/KellyWanser_2019T-180k.mp4	TEDSummit 2019	46595
000024	https://www.ted.com/talks/kishore_mahbubani_how_the_west_can_adapt_to_a_rising_asia/transcript?language=en	Kishore Mahbubani	2012	How the West can adapt to a rising Asia	1073.0	global development,global issues,asia,europe,world cultures,united states,collaboration,future,cooperation,culture,government,humanity	1223400	2019	kishore_mahbubani_how_the_west_can_adapt_to_a_rising_asia	https://pc.tedcdn.com/talk/stream/2019/Blank/KishoreMahbubani_2019-180k.mp4	TED2019	43852
000025	https://www.ted.com/talks/kristie_ebi_how_climate_change_could_make_our_food_less_nutritious/transcript?language=en	Kristie Ebi	1525	How climate change could make our food less nutritious	660.0	climate change,food,future,sustainability,agriculture,science,anthropocene,environment,plants,biology,nature	1038435	2019	kristie_ebi_how_climate_change_could_make_our_food_less_nutritious	https://pc.tedcdn.com/talk/stream/2019/Blank/KristieEbi_2019-180k.mp4	TED2019	48858
000026	https://www.ted.com/talks/lee_thomas_how_i_help_people_understand_vitiligo/transcript?language=en	Lee Thomas	1743	How I help people understand vitiligo	944.0	social change,society,disease,humanity,communication,motivation,human body,television	1330321	2019	lee_thomas_how_i_help_people_understand_vitiligo	https://pc.tedcdn.com/talk/stream/2019S/Blank/LeeThomas_2019S-180k.mp4	TED Salon The Macallan	46599
000027	https://www.ted.com/talks/lorin_swint_matthews_the_dust_bunnies_that_built_our_planet/transcript?language=en	Lorin Swint Matthews	692	The dust bunnies that built our planet	315.0	space,ted-ed,universe,animation,science,cosmos,planets,life,evolution,big bang,solar system	182361	2019	lorin_swint_matthews_the_dust_bunnies_that_built_our_planet	https://pc.tedcdn.com/talk/stream/2019E/Blank/LorinMatthews_CosmicDust_2019E-180k.mp4	TED-Ed	46590
000028	https://www.ted.com/talks/luisa_neubauer_why_you_should_be_a_climate_activist/transcript?language=en	Luisa Neubauer	2382	Why you should be a climate activist	1063.0	sustainability,climate change,environment,politics,education,society,social change,tedx	1324523	2019	luisa_neubauer_why_you_should_be_a_climate_activist	https://pc.tedcdn.com/talk/stream/2019X/Blank/LuisaNeubauer_2019X-180k.mp4	TEDxYouth@München	48495
000029	https://www.ted.com/talks/luka_seamus_wright_the_mysterious_origins_of_life_on_earth/transcript?language=en	Luka Seamus Wright	601	The mysterious origins of life on Earth	277.0	ted-ed,life,animation,space,biodiversity,science,biosphere,biology,planets,evolution,chemistry	300459	2019	luka_seamus_wright_the_mysterious_origins_of_life_on_earth	https://pc.tedcdn.com/talk/stream/2019E/Blank/LukaWright_WhereDidLifeBegin_2019E-180k.mp4	TED-Ed	46593
000030	https://www.ted.com/talks/nick_hanauer_the_dirty_secret_of_capitalism_and_a_new_way_forward/transcript?language=en	Nick Hanauer	2074	The dirty secret of capitalism -- and a new way forward	1023.0	economics,social change,inequality,business,work,leadership	1351092	2019	nick_hanauer_the_dirty_secret_of_capitalism_and_a_new_way_forward	https://pc.tedcdn.com/talk/stream/2019T/Blank/NickHanauer_2019T-180k.mp4	TEDSummit 2019	48545
000031	https://www.ted.com/talks/patrick_chappatte_a_free_world_needs_political_cartoons/transcript?language=en	NODATA	0	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA
000032	https://www.ted.com/talks/phillip_atiba_goff_how_we_can_make_racism_a_solvable_problem_and_improve_policing/transcript?language=en	Phillip Atiba Goff	1988	How we can make racism a solvable problem -- and improve policing	733.0	inequality,crime,justice system,culture,criminal justice,violence,race,social change,united states,data,society,community,audacious project	1066373	2019	phillip_atiba_goff_how_we_can_make_racism_a_solvable_problem_and_improve_policing	https://pc.tedcdn.com/talk/stream/2019/Blank/PhillipAtibaGoff_2019-180k.mp4	TED2019	46535
000033	https://www.ted.com/talks/pico_iyer_what_ping_pong_taught_me_about_life/transcript?language=en	Pico Iyer	1546	What ping-pong taught me about life	763.0	humanity,life,personal growth,history,sports,culture	1380783	2019	pico_iyer_what_ping_pong_taught_me_about_life	https://pc.tedcdn.com/talk/stream/2019T/Blank/PicoIyer_2019T-180k.mp4	TEDSummit 2019	46587
000034	https://www.ted.com/talks/raj_jayadev_community_powered_criminal_justice_reform/transcript?language=en	Raj Jayadev	1862	Community-powered criminal justice reform	774.0	criminal justice,community,activism,social change,law,crime,tedx,justice system	788088	2018	raj_jayadev_community_powered_criminal_justice_reform	https://pc.tedcdn.com/talk/stream/2018X/Blank/RajJayadev_2018X-180k.mp4	TEDxBinghamtonUniversity	45045
000035	https://www.ted.com/talks/sandeep_jauhar_how_your_emotions_change_the_shape_of_your_heart/transcript?language=en	Sandeep Jauhar	1950	How your emotions change the shape of your heart	962.0	heart health,biology,human body,emotions,humanity,medical research	1359257	2019	sandeep_jauhar_how_your_emotions_change_the_shape_of_your_heart	https://pc.tedcdn.com/talk/stream/2019T/Blank/SandeepJauhar_2019T-180k.mp4	TEDSummit 2019	48848
000036	https://www.ted.com/talks/yeonmi_park_what_i_learned_about_freedom_after_escaping_north_korea/transcript?language=en	Yeonmi Park	1064	What I learned about freedom after escaping North Korea	648.0	human rights,humanity,social change,asia,activism	1574396	2019	yeonmi_park_what_i_learned_about_freedom_after_escaping_north_korea	https://pc.tedcdn.com/talk/stream/2019/Blank/YeonmiPark_2019-180k.mp4	TED2019	46598
