000001	animation,ted-ed,gaming,history,education,culture,world cultures,military,intelligence,india,computers
000002	ted-ed,animation,history,war,culture,world cultures,military,religion
000003	ted-ed,animation,math,food
000004	internet,computers,open-source,hack,programming,technology,privacy,society,social media,web,software
000005	violence,animation,war,world cultures,ted-ed,asia,history,ancient world,china
000006	comedy,curiosity,love,communication,humor
000007	global issues,humanity,weather,climate change,farming,agriculture,future,big problems,science,innovation,sustainability
000008	humanity,community,future,history,family,memory,world cultures,culture,society
000009	mental health,climate change,science,social change,psychology,anthropocene,environment,society
000010	medicine,cancer,disease,health,human body,innovation,humanity,science
000011	ted-ed,animation,poetry,race,inequality,spoken word
000012	internet,media,social media,machine learning,computers,ai,democracy,privacy,technology,humanity
000013	love,music,life,neuroscience,art,emotions,mind,relationships,vulnerability,brain,memory,rap,tedx
000014	sexual violence,sex,internet,media,parenting,children,women,communication,teaching
000015	community,internet,gaming,entertainment,society,technology,social change
000016	global issues,children,youth,activism,social change,violence
000017	ted-ed,ancient world,animation,war,history,violence
000018	history,war,animation,ted-ed,world cultures,activism,culture,women,government,politics,social change,youth,society
000019	ted-ed,india,animation,history,book,magic,books,writing,novel,literature
000020	books,creativity,writing,literature,language,communication,personal growth,storytelling
000021	politics,society,social change,journalism,culture,communication,media,democracy,news
000022	photography,immigration,violence,activism,human rights,society,humanity,social change,ted fellows
000023	science,climate change,oceans,sustainability,technology,environment,pollution,engineering,anthropocene
000024	global development,global issues,asia,europe,world cultures,united states,collaboration,future,cooperation,culture,government,humanity
000025	climate change,food,future,sustainability,agriculture,science,anthropocene,environment,plants,biology,nature
000026	social change,society,disease,humanity,communication,motivation,human body,television
000027	space,ted-ed,universe,animation,science,cosmos,planets,life,evolution,big bang,solar system
000028	sustainability,climate change,environment,politics,education,society,social change,tedx
000029	ted-ed,life,animation,space,biodiversity,science,biosphere,biology,planets,evolution,chemistry
000030	economics,social change,inequality,business,work,leadership
000031	NODATA
000032	inequality,crime,justice system,culture,criminal justice,violence,race,social change,united states,data,society,community,audacious project
000033	humanity,life,personal growth,history,sports,culture
000034	criminal justice,community,activism,social change,law,crime,tedx,justice system
000035	heart health,biology,human body,emotions,humanity,medical research
000036	human rights,humanity,social change,asia,activism
000037	art,love,relationships,humanity,poetry,collaboration,community,personal growth,activism
000038	pollution,science,technology,design,environment,art,invention,anthropocene
000039	ted-ed,animation,plants,evolution,nature,science,insects,natural resources
000040	ted-ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,slavery
000041	animation,race,activism,ted-ed,community,literature,culture,history,social change,society
000042	math,ted-ed,animation
000043	education,children,personal growth,motivation,success,potential
000044	science,love,sex,anthropology
000045	work,invention,collaboration,design
000046	human body,sex,activism,biology,science,society,gender spectrum,humanity,social change,health
000047	NODATA
000048	climate change,environment,sustainability,politics,education,society,social change,pollution,anthropocene
000049	animation,play,ted-ed,literature,writing,theater,history,books,book,novel,culture,education,world cultures
