Hello	UH	hello
,	,	,
I	PP	I
'	POS	'
m	NN	m
Joy	NP	Joy
,	,	,
a	DT	a
poet	NN	poet
of	IN	of
code	NN	code
,	,	,
on	IN	on
a	DT	a
mission	NN	mission
to	TO	to
stop	VB	stop
an	DT	an
unseen	JJ	unseen
force	NN	force
that	RB	that
'	POS	'
s	NN	S
rising	VBG	rise
,	,	,
a	DT	a
force	NN	force
that	IN	that
I	PP	I
called	VBD	call
"	''	"
the	DT	the
coded	VBN	code
gaze	NN	gaze
,	,	,
"	''	"
my	PP$	my
term	NN	term
for	IN	for
algorithmic	JJ	algorithmic
bias	NN	bias
.	SENT	.
Algorithmic	JJ	algorithmic
bias	NN	bias
,	,	,
like	IN	like
human	JJ	human
bias	NN	bias
,	,	,
results	NNS	result
in	IN	in
unfairness	NN	unfairness
.	SENT	.
However	RB	however
,	,	,
algorithms	NNS	algorithm
,	,	,
like	IN	like
viruses	NNS	virus
,	,	,
can	MD	can
spread	VB	spread
bias	NN	bias
on	IN	on
a	DT	a
massive	JJ	massive
scale	NN	scale
at	IN	at
a	DT	a
rapid	JJ	rapid
pace	NN	pace
.	SENT	.
Algorithmic	JJ	algorithmic
bias	NN	bias
can	MD	can
also	RB	also
lead	VB	lead
to	TO	to
exclusionary	JJ	exclusionary
experiences	NNS	experience
and	CC	and
discriminatory	JJ	discriminatory
practices	NNS	practice
.	SENT	.
Let	VB	let
me	PP	me
show	VB	show
you	PP	you
what	WP	what
I	PP	I
mean	VBP	mean
.	SENT	.
Joy	NP	Joy
Buolamwini	NP	<unknown>
:	:	:
Hi	UH	hi
,	,	,
camera	NN	camera
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
face	NN	face
.	SENT	.
Can	MD	can
you	PP	you
see	VB	see
my	PP$	my
face	NN	face
?	SENT	?
No-	NN	<unknown>
glasses	NNS	glass
face	VBP	face
?	SENT	?
You	PP	you
can	MD	can
see	VB	see
her	PP$	her
face	NN	face
.	SENT	.
What	WP	what
about	IN	about
my	PP$	my
face	NN	face
?	SENT	?
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
mask	NN	mask
.	SENT	.
Can	MD	can
you	PP	you
see	VB	see
my	PP$	my
mask	NN	mask
?	SENT	?
Joy	NP	Joy
Buolamwini	NP	<unknown>
:	:	:
So	RB	so
how	WRB	how
did	VBD	do
this	DT	this
happen	VB	happen
?	SENT	?
Why	WRB	why
am	VBP	be
I	PP	I
sitting	VBG	sit
in	IN	in
front	NN	front
of	IN	of
a	DT	a
computer	NN	computer
in	IN	in
a	DT	a
white	JJ	white
mask	NN	mask
,	,	,
trying	VBG	try
to	TO	to
be	VB	be
detected	VBN	detect
by	IN	by
a	DT	a
cheap	JJ	cheap
webcam	NN	<unknown>
?	SENT	?
Well	RB	well
,	,	,
when	WRB	when
I	PP	I
'	POS	'
m	NN	m
not	RB	not
fighting	VBG	fight
the	DT	the
coded	VBN	code
gaze	NN	gaze
as	IN	as
a	DT	a
poet	NN	poet
of	IN	of
code	NN	code
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
graduate	JJ	graduate
student	NN	student
at	IN	at
the	DT	the
MIT	NP	MIT
Media	NP	Media
Lab	NP	Lab
,	,	,
and	CC	and
there	RB	there
I	PP	I
have	VBP	have
the	DT	the
opportunity	NN	opportunity
to	TO	to
work	VB	work
on	IN	on
all	DT	all
sorts	NNS	sort
of	IN	of
whimsical	JJ	whimsical
projects	NNS	project
,	,	,
including	VBG	include
the	DT	the
Aspire	VBP	aspire
Mirror	NP	Mirror
,	,	,
a	DT	a
project	NN	project
I	PP	I
did	VBD	do
so	RB	so
I	PP	I
could	MD	could
project	VB	project
digital	JJ	digital
masks	NNS	mask
onto	IN	onto
my	PP$	my
reflection	NN	reflection
.	SENT	.
So	RB	so
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
if	IN	if
I	PP	I
wanted	VBD	want
to	TO	to
feel	VB	feel
powerful	JJ	powerful
,	,	,
I	PP	I
could	MD	could
put	VB	put
on	IN	on
a	DT	a
lion	NN	lion
.	SENT	.
If	IN	if
I	PP	I
wanted	VBD	want
to	TO	to
be	VB	be
uplifted	VBN	uplift
,	,	,
I	PP	I
might	MD	might
have	VB	have
a	DT	a
quote	NN	quote
.	SENT	.
So	RB	so
I	PP	I
used	VBD	use
generic	JJ	generic
facial	JJ	facial
recognition	NN	recognition
software	NN	software
to	TO	to
build	VB	build
the	DT	the
system	NN	system
,	,	,
but	CC	but
found	VBD	find
it	PP	it
was	VBD	be
really	RB	really
hard	JJ	hard
to	TO	to
test	VB	test
it	PP	it
unless	IN	unless
I	PP	I
wore	VBD	wear
a	DT	a
white	JJ	white
mask	NN	mask
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
I	PP	I
'	POS	'
ve	NNS	<unknown>
run	VBP	run
into	IN	into
this	DT	this
issue	NN	issue
before	RB	before
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
an	DT	an
undergraduate	NN	undergraduate
at	IN	at
Georgia	NP	Georgia
Tech	NP	Tech
studying	VBG	study
computer	NN	computer
science	NN	science
,	,	,
I	PP	I
used	VBD	use
to	TO	to
work	VB	work
on	IN	on
social	JJ	social
robots	NNS	robot
,	,	,
