As	IN	as
a	DT	a
roboticist	NN	<unknown>
,	,	,
I	PP	I
get	VBP	get
asked	VBD	ask
a	DT	a
lot	NN	lot
of	IN	of
questions	NNS	question
.	SENT	.
"	``	"
When	WRB	when
we	PP	we
will	MD	will
they	PP	they
start	VB	start
serving	VBG	serve
me	PP	me
breakfast	NN	breakfast
?	SENT	?
"	``	"
So	RB	so
I	PP	I
thought	VBD	think
the	DT	the
future	NN	future
of	IN	of
robotics	NNS	robotic
would	MD	would
be	VB	be
looking	VBG	look
more	JJR	more
like	IN	like
us	PP	us
.	SENT	.
I	PP	I
thought	VBD	think
they	PP	they
would	MD	would
look	VB	look
like	IN	like
me	PP	me
,	,	,
so	RB	so
I	PP	I
built	VBD	build
eyes	NNS	eye
that	WDT	that
would	MD	would
simulate	VB	simulate
my	PP$	my
eyes	NNS	eye
.	SENT	.
I	PP	I
built	VBD	build
fingers	NNS	finger
that	WDT	that
are	VBP	be
dextrous	JJ	dextrous
enough	RB	enough
to	TO	to
serve	VB	serve
me	PP	me
.	SENT	.
.	SENT	.
.	SENT	.
baseballs	NNS	baseball
.	SENT	.
Classical	JJ	classical
robots	NNS	robot
like	IN	like
this	DT	this
are	VBP	be
built	VBN	build
and	CC	and
become	VBN	become
functional	NN	functional
based	VBN	base
on	IN	on
the	DT	the
fixed	VBN	fix
number	NN	number
of	IN	of
joints	NNS	joint
and	CC	and
actuators	NNS	actuator
.	SENT	.
And	CC	and
this	DT	this
means	VBZ	mean
their	PP$	their
functionality	NN	functionality
and	CC	and
shape	NN	shape
are	VBP	be
already	RB	already
fixed	VBN	fix
at	IN	at
the	DT	the
moment	NN	moment
of	IN	of
their	PP$	their
conception	NN	conception
.	SENT	.
So	RB	so
even	RB	even
though	IN	though
this	DT	this
arm	NN	arm
has	VBZ	have
a	DT	a
really	RB	really
nice	JJ	nice
throw	NN	throw
—	:	-
it	PP	it
even	RB	even
hit	VBD	hit
the	DT	the
tripod	NN	tripod
at	IN	at
the	DT	the
end	NN	end
—	:	-
it	PP	it
'	POS	'
s	NN	S
not	RB	not
meant	VBN	mean
for	IN	for
cooking	VBG	cook
you	PP	you
breakfast	NN	breakfast
per	FW	per
se	FW	se
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
really	RB	really
suited	VBN	suit
for	IN	for
scrambled	JJ	scrambled
eggs	NNS	egg
.	SENT	.
So	RB	so
this	DT	this
was	VBD	be
when	WRB	when
I	PP	I
was	VBD	be
hit	VBN	hit
by	IN	by
a	DT	a
new	JJ	new
vision	NN	vision
of	IN	of
future	JJ	future
robotics	NNS	robotic
:	:	:
the	DT	the
transformers	NNS	transformer
.	SENT	.
They	PP	they
drive	VBP	drive
,	,	,
they	PP	they
run	VBP	run
,	,	,
they	PP	they
fly	VBP	fly
,	,	,
all	RB	all
depending	VBG	depend
on	IN	on
the	DT	the
ever-	NN	<unknown>
changing	VBG	change
,	,	,
new	JJ	new
environment	NN	environment
and	CC	and
task	NN	task
at	IN	at
hand	NN	hand
.	SENT	.
To	TO	to
make	VB	make
this	DT	this
a	DT	a
reality	NN	reality
,	,	,
you	PP	you
really	RB	really
have	VB	have
to	TO	to
rethink	VB	rethink
how	WRB	how
robots	NNS	robot
are	VBP	be
designed	VBN	design
.	SENT	.
So	RB	so
,	,	,
imagine	VB	imagine
a	DT	a
robotic	JJ	robotic
module	NN	module
in	IN	in
a	DT	a
polygon	NN	polygon
shape	NN	shape
and	CC	and
using	VBG	use
that	DT	that
simple	JJ	simple
polygon	NN	polygon
shape	NN	shape
to	TO	to
reconstruct	VB	reconstruct
multiple	JJ	multiple
different	JJ	different
forms	NNS	form
to	TO	to
create	VB	create
a	DT	a
new	JJ	new
form	NN	form
of	IN	of
robot	NN	robot
for	IN	for
different	JJ	different
tasks	NNS	task
.	SENT	.
In	IN	in
CG	NP	CG
,	,	,
computer	NN	computer
graphics	NNS	graphics
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
any	DT	any
news	NN	news
—	:	-
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
done	VBN	do
for	IN	for
a	DT	a
while	NN	while
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
how	WRB	how
most	JJS	most
of	IN	of
the	DT	the
movies	NNS	movie
are	VBP	be
made	VBN	make
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
make	VB	make
a	DT	a
robot	NN	robot
that	RB	that
'	POS	'
s	NN	S
physically	RB	physically
moving	VBG	move
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
completely	RB	completely
new	JJ	new
story	NN	story
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
completely	RB	completely
new	JJ	new
paradigm	NN	paradigm
.	SENT	.
But	CC	but
you	PP	you
'	POS	'
ve	NN	ve
all	RB	all
done	VBN	do
this	DT	this
.	SENT	.
Who	WP	who
hasn	NP	<unknown>
'	POS	'
t	NN	t
made	VBD	make
a	DT	a
paper	NN	paper
airplane	NN	airplane
,	,	,
paper	NN	paper
boat	NN	boat
,	,	,
paper	NN	paper
crane	NN	crane
?	SENT	?
Origami	NN	origami
is	VBZ	be
a	DT	a
versatile	JJ	versatile
platform	NN	platform
for	IN	for
designers	NNS	designer
.	SENT	.
From	IN	from
a	DT	a
single	JJ	single
sheet	NN	sheet
of	IN	of
paper	NN	paper
,	,	,
you	PP	you
can	MD	can
make	VB	make
multiple	JJ	multiple
shapes	NNS	shape
,	,	,
and	CC	and
if	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
like	IN	like
it	PP	it
,	,	,
you	PP	you
unfold	VBP	unfold
and	CC	and
fold	VBP	fold
back	RB	back
again	RB	again
.	SENT	.
Any	DT	any
3D	JJ	3D
form	NN	form
can	MD	can
be	VB	be
made	VBN	make
from	IN	from
2D	JJ	<unknown>
surfaces	NNS	surface
by	IN	by
folding	NN	folding
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
proven	VBN	prove
mathematically	RB	mathematically
.	SENT	.
And	CC	and
imagine	VB	imagine
if	IN	if
you	PP	you
were	VBD	be
to	TO	to
have	VB	have
an	DT	an
intelligent	JJ	intelligent
sheet	NN	sheet
that	WDT	that
can	MD	can
self-fold	NN	<unknown>
into	IN	into
any	DT	any
form	NN	form
it	PP	it
wants	VBZ	want
,	,	,
anytime	RB	anytime
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
on	IN	on
.	SENT	.
I	PP	I
call	VBP	call
this	DT	this
robotic	JJ	robotic
origami	NN	origami
,	,	,
"	''	"
robogami	NP	<unknown>
.	SENT	.
"	``	"
This	DT	this
is	VBZ	be
our	PP$	our
first	JJ	first
robogami	NN	<unknown>
transformation	NN	transformation
that	WDT	that
was	VBD	be
made	VBN	make
by	IN	by
me	PP	me
about	IN	about
10	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
From	IN	from
a	DT	a
flat-sheeted	JJ	<unknown>
robot	NN	robot
,	,	,
it	PP	it
turns	VBZ	turn
into	IN	into
a	DT	a
pyramid	NN	pyramid
and	CC	and
back	RB	back
into	IN	into
a	DT	a
flat	JJ	flat
sheet	NN	sheet
and	CC	and
into	IN	into
a	DT	a
space	NN	space
shuttle	NN	shuttle
.	SENT	.
Quite	RB	quite
cute	JJ	cute
.	SENT	.
Ten	CD	ten
years	NNS	year
later	RBR	later
,	,	,
with	IN	with
my	PP$	my
group	NN	group
of	IN	of
ninja	NN	<unknown>
origami	NN	origami
robotic	JJ	robotic
researchers	NNS	researcher
—	:	-
about	RB	about
22	CD	@card@
of	IN	of
them	PP	them
right	RB	right
now	RB	now
—	:	-
we	PP	we
have	VBP	have
a	DT	a
new	JJ	new
generation	NN	generation
of	IN	of
robogamis	NNS	<unknown>
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
a	DT	a
little	RB	little
more	RBR	more
effective	JJ	effective
and	CC	and
they	PP	they
do	VBP	do
more	JJR	more
than	IN	than
that	DT	that
.	SENT	.
So	IN	so
the	DT	the
new	JJ	new
generation	NN	generation
of	IN	of
robogamis	NNS	<unknown>
actually	RB	actually
serve	VBP	serve
a	DT	a
purpose	NN	purpose
.	SENT	.
For	IN	for
example	NN	example
,	,	,
this	DT	this
one	CD	one
actually	RB	actually
navigates	VBZ	navigate
through	IN	through
different	JJ	different
terrains	NNS	terrain
autonomously	RB	autonomously
.	SENT	.
So	RB	so
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
a	DT	a
dry	JJ	dry
and	CC	and
flat	JJ	flat
land	NN	land
,	,	,
it	PP	it
crawls	VBZ	crawl
.	SENT	.
And	CC	and
if	IN	if
it	PP	it
meets	VBZ	meet
sudden	JJ	sudden
rough	JJ	rough
terrain	NN	terrain
,	,	,
it	PP	it
starts	VBZ	start
rolling	VBG	roll
.	SENT	.
It	PP	it
does	VBZ	do
this	DT	this
—	:	-
it	PP	it
'	POS	'
s	NN	S
the	DT	the
same	JJ	same
robot	NN	robot
—	:	-
but	CC	but
depending	VBG	depend
on	IN	on
which	WDT	which
terrain	NN	terrain
it	PP	it
meets	VBZ	meet
,	,	,
it	PP	it
activates	VBZ	activate
a	DT	a
different	JJ	different
sequence	NN	sequence
of	IN	of
actuators	NNS	actuator
that	WDT	that
'	POS	'
s	NN	S
on	IN	on
board	NN	board
.	SENT	.
And	CC	and
once	RB	once
it	PP	it
meets	VBZ	meet
an	DT	an
obstacle	NN	obstacle
,	,	,
it	PP	it
jumps	VBZ	jump
over	IN	over
it	PP	it
.	SENT	.
It	PP	it
does	VBZ	do
this	DT	this
by	IN	by
storing	VBG	store
energy	NN	energy
in	IN	in
each	DT	each
of	IN	of
its	PP$	its
legs	NNS	leg
and	CC	and
releasing	VBG	release
it	PP	it
and	CC	and
catapulting	VBG	catapult
like	IN	like
a	DT	a
slingshot	NN	slingshot
.	SENT	.
And	CC	and
it	PP	it
even	RB	even
does	VBZ	do
gymnastics	NNS	gymnastics
.	SENT	.
Yay	NP	Yay
.	SENT	.
So	RB	so
I	PP	I
just	RB	just
showed	VBD	show
you	PP	you
what	WP	what
a	DT	a
single	JJ	single
robogami	NN	<unknown>
can	MD	can
do	VB	do
.	SENT	.
Imagine	VB	imagine
what	WP	what
they	PP	they
