Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Joia	NP	<unknown>
,	,	,
both	CC	both
you	PP	you
and	CC	and
Partners	NP	Partners
In	IN	in
Health	NP	Health
have	VBP	have
spent	VBN	spend
decades	NNS	decade
in	IN	in
various	JJ	various
battlegrounds	NNS	battleground
,	,	,
battling	VBG	battle
epidemics	NNS	epidemic
.	SENT	.
Perhaps	RB	perhaps
,	,	,
for	IN	for
context	NN	context
,	,	,
you	PP	you
could	MD	could
give	VB	give
us	PP	us
a	DT	a
couple	NN	couple
examples	NNS	example
of	IN	of
that	DT	that
work	NN	work
.	SENT	.
Joia	NP	<unknown>
Mukherjee	NP	Mukherjee
:	:	:
Yeah	RB	yeah
,	,	,
so	RB	so
Partners	NPS	Partners
In	IN	in
Health	NP	Health
is	VBZ	be
a	DT	a
global	JJ	global
nonprofit	JJ	nonprofit
that	WDT	that
is	VBZ	be
more	JJR	more
than	IN	than
30	CD	@card@
years	NNS	year
old	JJ	old
.	SENT	.
We	PP	we
started	VBD	start
famously	RB	famously
in	IN	in
Haiti	NP	Haiti
in	IN	in
a	DT	a
squatter	NN	squatter
settlement	NN	settlement
,	,	,
people	NNS	people
who	WP	who
were	VBD	be
displaced	VBN	displace
.	SENT	.
And	CC	and
when	WRB	when
we	PP	we
talked	VBD	talk
to	TO	to
them	PP	them
,	,	,
they	PP	they
wanted	VBD	want
health	NN	health
care	NN	care
and	CC	and
education	NN	education
,	,	,
houses	NNS	house
,	,	,
jobs	NNS	job
.	SENT	.
And	CC	and
that	WDT	that
has	VBZ	have
informed	VBN	inform
our	PP$	our
work	NN	work
,	,	,
that	DT	that
proximity	NN	proximity
to	TO	to
people	NNS	people
who	WP	who
are	VBP	be
suffering	VBG	suffer
.	SENT	.
When	WRB	when
you	PP	you
think	VBP	think
about	IN	about
health	NN	health
care	NN	care
and	CC	and
the	DT	the
poor	JJ	poor
,	,	,
there	EX	there
is	VBZ	be
always	RB	always
disproportionate	JJ	disproportionate
suffering	NN	suffering
for	IN	for
people	NNS	people
who	WP	who
have	VBP	have
been	VBN	be
