Hi	UH	hi
,	,	,
my	PP$	my
name	NN	name
is	VBZ	be
Andri	NP	<unknown>
Snær	NP	<unknown>
Magnason	NP	Magnason
,	,	,
talking	VBG	talk
from	IN	from
Iceland	NP	Iceland
.	SENT	.
In	IN	in
2019	CD	@card@
,	,	,
we	PP	we
had	VBD	have
lost	VBN	lose
our	PP$	our
first	JJ	first
glacier	NN	glacier
to	TO	to
climate	NN	climate
change	NN	change
:	:	:
the	DT	the
Okjökull	NP	<unknown>
,	,	,
the	DT	the
Ok	NP	Ok
glacier	NN	glacier
,	,	,
that	WDT	that
is	VBZ	be
not	RB	not
OK	JJ	OK
anymore	RB	anymore
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
next	JJ	next
200	CD	@card@
years	NNS	year
,	,	,
we	PP	we
expect	VBP	expect
all	PDT	all
our	PP$	our
glaciers	NNS	glacier
to	TO	to
follow	VB	follow
the	DT	the
same	JJ	same
path	NN	path
.	SENT	.
This	DT	this
glacier	NN	glacier
here	RB	here
is	VBZ	be
one	CD	one
of	IN	of
them	PP	them
:	:	:
Sólheimajökull	NP	<unknown>
,	,	,
in	IN	in
the	DT	the
south	JJ	south
coast	NN	coast
of	IN	of
Iceland	NP	Iceland
.	SENT	.
I	PP	I
wrote	VBD	write
a	DT	a
poem	NN	poem
for	IN	for
a	DT	a
plaque	NN	plaque
that	WDT	that
was	VBD	be
placed	VBN	place
on	IN	on
the	DT	the
mountain	NN	mountain
where	WRB	where
Okjökull	NP	<unknown>
once	RB	once
stood	VBD	stand
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
letter	NN	letter
to	TO	to
the	DT	the
future	NN	future
,	,	,
and	CC	and
it	PP	it
says	VBZ	say
,	,	,
"	``	"
This	DT	this
monument	NN	monument
is	VBZ	be
to	TO	to
acknowledge	VB	acknowledge
that	IN	that
we	PP	we
know	VBP	know
what	WP	what
is	VBZ	be
happening	VBG	happen
and	CC	and
what	WP	what
needs	VBZ	need
to	TO	to
be	VB	be
done	VBN	do
.	SENT	.
Only	RB	only
you	PP	you
know	VBP	know
if	IN	if
we	PP	we
did	VBD	do
it	PP	it
.	SENT	.
"	``	"
My	PP$	my
grandparents	NNS	grandparent
,	,	,
they	PP	they
were	VBD	be
glacier	NN	glacier
explorers	NNS	explorer
at	IN	at
times	NNS	time
,	,	,
when	WRB	when
the	DT	the
glaciers	NNS	glacier
seemed	VBD	seem
eternal	JJ	eternal
.	SENT	.
They	PP	they
went	VBD	go
on	IN	on
a	DT	a
glacial	JJ	glacial
honeymoon	NN	honeymoon
in	IN	in
the	DT	the
year	NN	year
1956	CD	@card@
.	SENT	.
For	IN	for
three	CD	three
weeks	NNS	week
,	,	,
they	PP	they
were	VBD	be
mapping	VBG	map
and	CC	and
traveling	VBG	travel
Vatnajökull	NP	<unknown>
,	,	,
Europe	NP	Europe
'	POS	'
s	JJ	<unknown>
biggest	JJS	big
glacier	NN	glacier
,	,	,
sleeping	VBG	sleep
in	IN	in
tents	NNS	tent
in	IN	in
extreme	JJ	extreme
temperatures	NNS	temperature
.	SENT	.
And	CC	and
I	PP	I
asked	VBD	ask
them	PP	them
once	RB	once
,	,	,
"	''	"
Weren	NP	<unknown>
'	POS	'
t	NN	t
you	PP	you
cold	JJ	cold
?	SENT	?
"	``	"
And	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
Cold	NP	Cold
?	SENT	?
We	PP	we
were	VBD	be
just	RB	just
married	VBN	marry
.	SENT	.
"	``	"
My	PP$	my
grandmother	NN	grandmother
just	RB	just
turned	VBD	turn
96	CD	@card@
,	,	,
and	CC	and
now	RB	now
we	PP	we
know	VBP	know
that	IN	that
many	JJ	many
glaciers	NNS	glacier
will	MD	will
be	VB	be
gone	VBN	go
within	IN	within
the	DT	the
time	NN	time
someone	NN	someone
born	VBN	bear
today	NN	today
becomes	VBZ	become
as	RB	as
old	JJ	old
as	IN	as
my	PP$	my
grandmother	NN	grandmother
is	VBZ	be
now	RB	now
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
start	VB	start
connecting	VBG	connect
to	TO	to
the	DT	the
future	NN	future
in	IN	in
an	DT	an
intimate	JJ	intimate
and	CC	and
urgent	JJ	urgent
way	NN	way
.	SENT	.
My	PP$	my
grandmother	NN	grandmother
,	,	,
she	PP	she
was	VBD	be
born	VBN	bear
in	IN	in
the	DT	the
year	NN	year
1924	CD	@card@
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
have	VBP	have
grandchildren	NNS	grandchild
,	,	,
the	DT	the
people	NNS	people
I	PP	I
will	MD	will
love	VB	love
the	DT	the
most	JJS	most
in	IN	in
my	PP$	my
life	NN	life
will	MD	will
still	RB	still
be	VB	be
alive	JJ	alive
in	IN	in
the	DT	the
year	NN	year
2150	CD	@card@
.	SENT	.
Because	IN	because
our	PP$	our
time	NN	time
is	VBZ	be
the	DT	the
time	NN	time
of	IN	of
the	DT	the
people	NNS	people
that	WDT	that
