Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Elon	NP	Elon
,	,	,
hey	UH	hey
,	,	,
welcome	VB	welcome
back	RB	back
to	TO	to
TED	VB	ted
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
great	JJ	great
to	TO	to
have	VB	have
you	PP	you
here	RB	here
.	SENT	.
Elon	NP	Elon
Musk	NN	musk
:	:	:
Thanks	NNS	thanks
for	IN	for
having	VBG	have
me	PP	me
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
,	,	,
in	IN	in
the	DT	the
next	JJ	next
half	NN	half
hour	NN	hour
or	CC	or
so	RB	so
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
spend	VB	spend
some	DT	some
time	NN	time
exploring	VBG	explore
your	PP$	your
vision	NN	vision
for	IN	for
what	WP	what
an	DT	an
exciting	JJ	exciting
future	NN	future
might	MD	might
look	VB	look
like	IN	like
,	,	,
which	WDT	which
I	PP	I
guess	VBP	guess
makes	VBZ	make
the	DT	the
first	JJ	first
question	NN	question
a	DT	a
little	RB	little
ironic	JJ	ironic
:	:	:
Why	WRB	why
are	VBP	be
you	PP	you
boring	VBG	bore
?	SENT	?
EM	NN	em
:	:	:
Yeah	RB	yeah
.	SENT	.
I	PP	I
ask	VBP	ask
myself	PP	myself
that	IN	that
frequently	RB	frequently
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
dig	VB	dig
a	DT	a
hole	NN	hole
under	IN	under
LA	NP	LA
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
to	TO	to
create	VB	create
the	DT	the
beginning	NN	beginning
of	IN	of
what	WP	what
will	MD	will
hopefully	RB	hopefully
be	VB	be
a	DT	a
3D	JJ	3D
network	NN	network
of	IN	of
tunnels	NNS	tunnel
to	TO	to
alleviate	VB	alleviate
congestion	NN	congestion
.	SENT	.
So	RB	so
right	RB	right
now	RB	now
,	,	,
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
soul-destroying	JJ	soul-destroying
things	NNS	thing
is	VBZ	be
