Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
I	PP	I
have	VBP	have
been	VBN	be
long	RB	long
so	RB	so
fascinated	VBN	fascinate
and	CC	and
amazed	VBN	amaze
by	IN	by
so	RB	so
many	JJ	many
aspects	NNS	aspect
of	IN	of
Netflix	NP	<unknown>
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
full	JJ	full
of	IN	of
surprises	NNS	surprise
,	,	,
if	IN	if
I	PP	I
may	MD	may
say	VB	say
so	RB	so
.	SENT	.
One	CD	one
of	IN	of
those	DT	those
surprises	NNS	surprise
happened	VBD	happen
,	,	,
I	PP	I
think	VBP	think
about	RB	about
six	CD	six
years	NNS	year
ago	RB	ago
.	SENT	.
So	RB	so
,	,	,
the	DT	the
company	NN	company
back	RB	back
then	RB	then
was	VBD	be
doing	VBG	do
really	RB	really
well	RB	well
,	,	,
but	CC	but
you	PP	you
were	VBD	be
basically	RB	basically
a	DT	a
streaming	VBG	stream
service	NN	service
for	IN	for
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
films	NNS	film
and	CC	and
TV	NN	TV
content	NN	content
.	SENT	.
You	PP	you
'	POS	'
d	NN	d
persuaded	VBD	persuade
Wall	NP	Wall
Street	NP	Street
that	IN	that
you	PP	you
were	VBD	be
right	JJ	right
to	TO	to
make	VB	make
the	DT	the
kind	NN	kind
of	IN	of
radical	JJ	radical
shift	NN	shift
away	RB	away
from	IN	from
just	RB	just
sending	VBG	send
people	NNS	people
DVDs	NP	<unknown>
,	,	,
so	RB	so
you	PP	you
were	VBD	be
doing	VBG	do
it	PP	it
by	IN	by
streaming	VBG	stream
.	SENT	.
And	CC	and
you	PP	you
were	VBD	be
growing	VBG	grow
like	IN	like
a	DT	a
weed	NN	weed
—	:	-
you	PP	you
had	VBD	have
more	JJR	more
than	IN	than
six	CD	six
million	CD	million
subscribers	NNS	subscriber
and	CC	and
healthy	JJ	healthy
growth	NN	growth
rates	NNS	rate
,	,	,
and	CC	and
yet	RB	yet
,	,	,
you	PP	you
chose	VBD	choose
that	DT	that
moment	NN	moment
to	TO	to
