Four	CD	four
years	NNS	year
after	IN	after
arriving	VBG	arrive
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
,	,	,
like	IN	like
any	DT	any
typical	JJ	typical
16-year-old	JJ	16-year-old
,	,	,
I	PP	I
went	VBD	go
to	TO	to
get	VB	get
my	PP$	my
driver	NN	driver
'	POS	'
s	NNS	<unknown>
permit	VBP	permit
.	SENT	.
After	IN	after
I	PP	I
showed	VBD	show
the	DT	the
clerk	NN	clerk
my	PP$	my
immigration	NN	immigration
papers	NNS	paper
,	,	,
my	PP$	my
green	JJ	green
card	NN	card
,	,	,
she	PP	she
told	VBD	tell
me	PP	me
it	PP	it
was	VBD	be
fake	JJ	fake
.	SENT	.
"	''	"
Don	NP	Don
'	POS	'
t	NN	t
come	VBP	come
back	RB	back
here	RB	here
again	RB	again
,	,	,
"	''	"
she	PP	she
said	VBD	say
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
how	WRB	how
I	PP	I
found	VBD	find
out	IN	out
I	PP	I
was	VBD	be
in	IN	in
America	NP	America
illegally	RB	illegally
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
still	RB	still
here	RB	here
illegally	RB	illegally
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
journalist	NN	journalist
and	CC	and
filmmaker	NN	filmmaker
.	SENT	.
I	PP	I
live	VBP	live
in	IN	in
stories	NNS	story
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
that	IN	that
what	WP	what
most	JJS	most
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
understand	VBP	understand
about	IN	about
immigration	NN	immigration
is	VBZ	be
what	WP	what
they	PP	they
don	VBP	don
'	''	'
t	NN	t
understand	VBP	understand
about	IN	about
themselves	PP	themselves
:	:	:
their	PP$	their
families	NNS	family
'	POS	'
old	JJ	old
migration	NN	migration
stories	NNS	story
and	CC	and
the	DT	the
processes	NNS	process
they	PP	they
had	VBD	have
to	TO	to
go	VB	go
through	RP	through
before	IN	before
green	JJ	green
cards	NNS	card
and	CC	and
walls	NNS	wall
even	RB	even
existed	VBN	exist
,	,	,
or	CC	or
what	WP	what
shaped	VBD	shape
their	PP$	their
understanding	NN	understanding
of	IN	of
citizenship	NN	citizenship
itself	PP	itself
.	SENT	.
I	PP	I
was	VBD	be
born	VBN	bear
in	IN	in
the	DT	the
Philippines	NPS	Philippine
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
12	CD	@card@
,	,	,
my	PP$	my
mother	NN	mother
sent	VBD	send
me	PP	me
to	TO	to
live	VB	live
with	IN	with
her	PP$	her
parents	NNS	parent
,	,	,
my	PP$	my
grandparents	NNS	grandparent
,	,	,
or	CC	or
,	,	,
as	IN	as
we	PP	we
say	VBP	say
in	IN	in
Tagalog	JJ	Tagalog
,	,	,
lolo	NN	<unknown>
and	CC	and
lola	NN	<unknown>
.	SENT	.
Lolo	NP	<unknown>
'	POS	'
s	NN	S
name	NN	name
was	VBD	be
Teofilo	NP	Teofilo
.	SENT	.
When	WRB	when
he	PP	he
legally	RB	legally
emigrated	VBD	emigrate
to	TO	to
America	NP	America
and	CC	and
became	VBD	become
a	DT	a
naturalized	VBN	naturalize
citizen	NN	citizen
,	,	,
he	PP	he
changed	VBD	change
his	PP$	his
name	NN	name
from	IN	from
Teofilo	NP	Teofilo
to	TO	to
Ted	NP	Ted
,	,	,
after	IN	after
Ted	NP	Ted
Danson	NP	Danson
from	IN	from
the	DT	the
TV	NN	TV
show	NN	show
"	``	"
Cheers	NP	Cheers
.	SENT	.
"	``	"
Can	NN	can
'	''	'
t	NN	t
get	VB	get
any	DT	any
more	RBR	more
American	JJ	American
than	IN	than
that	DT	that
.	SENT	.
Lolo	NP	<unknown>
'	POS	'
s	JJ	<unknown>
favorite	JJ	favorite
song	NN	song
was	VBD	be
Frank	NP	Frank
Sinatra	NP	Sinatra
'	POS	'
s	NN	S
"	``	"
My	PP$	my
Way	NN	way
,	,	,
"	''	"
and	CC	and
when	WRB	when
it	PP	it
came	VBD	come
to	TO	to
figuring	VBG	figure
out	RP	out
how	WRB	how
to	TO	to
get	VB	get
his	PP$	his
only	JJ	only
grandson	NN	grandson
,	,	,
me	PP	me
,	,	,
to	TO	to
America	NP	America
,	,	,
he	PP	he
decided	VBD	decide
to	TO	to
do	VB	do
it	PP	it
his	PP$	his
way	NN	way
.	SENT	.
According	VBG	accord
to	TO	to
Lolo	NP	<unknown>
,	,	,
there	EX	there
was	VBD	be
no	DT	no
easy	JJ	easy
and	CC	and
simple	JJ	simple
way	NN	way
to	TO	to
get	VB	get
me	PP	me
here	RB	here
,	,	,
so	IN	so
Lolo	NP	<unknown>
saved	VBD	save
up	RP	up
4	CD	@card@
