If	IN	if
you	PP	you
want	VBP	want
to	TO	to
buy	VB	buy
high-quality	JJ	high-quality
,	,	,
low-price	NN	low-price
cocaine	NN	cocaine
,	,	,
there	EX	there
really	RB	really
is	VBZ	be
only	RB	only
one	CD	one
place	NN	place
to	TO	to
go	VB	go
,	,	,
and	CC	and
that	DT	that
is	VBZ	be
the	DT	the
dark	JJ	dark
net	JJ	net
anonymous	JJ	anonymous
markets	NNS	market
.	SENT	.
Now	RB	now
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
get	VB	get
to	TO	to
these	DT	these
sites	NNS	site
with	IN	with
a	DT	a
normal	JJ	normal
browser	NN	browser
â	NP	<unknown>
Chrome	NN	chrome
or	CC	or
Firefox	NP	<unknown>
â	NP	<unknown>
because	IN	because
they	PP	they
'	POS	'
re	NN	re
on	IN	on
this	DT	this
hidden	JJ	hidden
part	NN	part
of	IN	of
the	DT	the
Internet	NN	Internet
,	,	,
known	VBN	know
as	IN	as
Tor	NP	Tor
hidden	JJ	hidden
services	NNS	service
,	,	,
where	WRB	where
URLs	NNS	<unknown>
are	VBP	be
a	DT	a
string	NN	string
of	IN	of
meaningless	JJ	meaningless
numbers	NNS	number
and	CC	and
letters	NNS	letter
that	WDT	that
end	VBP	end
in	IN	in
.	SENT	.
onion	NN	onion
,	,	,
and	CC	and
which	WDT	which
you	PP	you
access	VBP	access
with	IN	with
a	DT	a
special	JJ	special
browser	NN	browser
called	VBD	call
the	DT	the
Tor	NP	Tor
browser	NN	browser
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
Tor	NP	Tor
browser	NN	browser
was	VBD	be
originally	RB	originally
a	DT	a
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
Naval	JJ	naval
intelligence	NN	intelligence
project	NN	project
.	SENT	.
It	PP	it
then	RB	then
became	VBD	become
open	JJ	open
source	NN	source
,	,	,
and	CC	and
it	PP	it
allows	VBZ	allow
anybody	NN	anybody
to	TO	to
browse	VB	browse
the	DT	the
net	NN	net
without	IN	without
giving	VBG	give
away	RP	away
their	PP$	their
location	NN	location
.	SENT	.
And	CC	and
it	PP	it
does	VBZ	do
this	DT	this
by	IN	by
encrypting	VBG	encrypt
your	PP$	your
IP	NP	IP
address	NN	address
and	CC	and
then	RB	then
routing	VBG	rout
it	PP	it
via	IN	via
several	JJ	several
other	JJ	other
computers	NNS	computer
around	IN	around
the	DT	the
world	NN	world
that	WDT	that
use	VBP	use
the	DT	the
same	JJ	same
software	NN	software
.	SENT	.
You	PP	you
can	MD	can
use	VB	use
it	PP	it
on	IN	on
the	DT	the
normal	JJ	normal
Internet	NN	Internet
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
also	RB	also
your	PP$	your
key	NN	key
to	TO	to
the	DT	the
dark	JJ	dark
net	NN	net
.	SENT	.
And	CC	and
because	IN	because
of	IN	of
this	DT	this
fiendishly	RB	fiendishly
clever	JJ	clever
encryption	NN	encryption
system	NN	system
,	,	,
the	DT	the
20	CD	@card@
or	CC	or
30	CD	@card@
â	NP	<unknown>
we	PP	we
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
exactly	RB	exactly
â	NP	<unknown>
thousand	CD	thousand
sites	NNS	site
that	WDT	that
operate	VBP	operate
there	EX	there
are	VBP	be
incredibly	RB	incredibly
difficult	JJ	difficult
to	TO	to
shut	VB	shut
down	RP	down
.	SENT	.
It	PP	it
is	VBZ	be
a	DT	a
censorship-free	JJ	<unknown>
world	NN	world
visited	VBN	visit
by	IN	by
anonymous	JJ	anonymous
users	NNS	user
.	SENT	.
Little	JJ	little
wonder	NN	wonder
,	,	,
then	RB	then
,	,	,
that	IN	that
it	PP	it
'	POS	'
s	NN	S
a	DT	a
natural	JJ	natural
place	NN	place
to	TO	to
go	VB	go
for	IN	for
anybody	NN	anybody
with	IN	with
something	NN	something
to	TO	to
hide	VB	hide
,	,	,
and	CC	and
that	DT	that
something	NN	something
,	,	,
of	IN	of
course	NN	course
,	,	,
need	MD	need
not	RB	not
be	VB	be
illegal	JJ	illegal
.	SENT	.
On	IN	on
the	DT	the
dark	JJ	dark
net	NN	net
,	,	,
you	PP	you
will	MD	will
find	VB	find
whistle-blower	NN	whistle-blower
sites	NNS	site
,	,	,
The	DT	the
New	NP	New
Yorker	NP	Yorker
.	SENT	.
You	PP	you
will	MD	will
find	VB	find
political	JJ	political
activism	NN	activism
blogs	NNS	<unknown>
.	SENT	.
You	PP	you
