Last	JJ	last
year	NN	year
,	,	,
I	PP	I
went	VBD	go
on	IN	on
my	PP$	my
first	JJ	first
book	NN	book
tour	NN	tour
.	SENT	.
In	IN	in
13	CD	@card@
months	NNS	month
,	,	,
I	PP	I
flew	VBD	fly
to	TO	to
14	CD	@card@
countries	NNS	country
and	CC	and
gave	VBD	give
some	DT	some
hundred	CD	hundred
talks	NNS	talk
.	SENT	.
Every	DT	every
talk	NN	talk
in	IN	in
every	DT	every
country	NN	country
began	VBD	begin
with	IN	with
an	DT	an
introduction	NN	introduction
,	,	,
and	CC	and
every	DT	every
introduction	NN	introduction
began	VBD	begin
,	,	,
alas	UH	alas
,	,	,
with	IN	with
a	DT	a
lie	NN	lie
:	:	:
"	``	"
Taiye	NP	<unknown>
Selasi	NP	<unknown>
comes	VBZ	come
from	IN	from
Ghana	NP	Ghana
and	CC	and
Nigeria	NP	Nigeria
,	,	,
"	''	"
or	CC	or
"	``	"
Taiye	NP	<unknown>
Selasi	NP	<unknown>
comes	VBZ	come
from	IN	from
England	NP	England
and	CC	and
the	DT	the
States	NPS	States
.	SENT	.
"	``	"
Whenever	WRB	whenever
I	PP	I
heard	VBD	hear
this	DT	this
opening	NN	opening
sentence	NN	sentence
,	,	,
no	DT	no
matter	NN	matter
the	DT	the
country	NN	country
that	WDT	that
concluded	VBD	conclude
it	PP	it
—	:	-
England	NP	England
,	,	,
America	NP	America
,	,	,
Ghana	NP	Ghana
,	,	,
Nigeria	NP	Nigeria
—	:	-
I	PP	I
thought	VBD	think
,	,	,
"	''	"
But	CC	but
that	IN	that
'	POS	'
s	NN	S
not	RB	not
true	JJ	true
.	SENT	.
"	``	"
Yes	UH	yes
,	,	,
I	PP	I
was	VBD	be
born	VBN	bear
in	IN	in
England	NP	England
and	CC	and
grew	VBD	grow
up	RP	up
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
My	PP$	my
mum	NN	mum
,	,	,
born	VBN	bear
in	IN	in
England	NP	England
,	,	,
and	CC	and
raised	VBD	raise
in	IN	in
Nigeria	NP	Nigeria
,	,	,
currently	RB	currently
lives	VBZ	live
in	IN	in
Ghana	NP	Ghana
.	SENT	.
My	PP$	my
father	NN	father
was	VBD	be
born	VBN	bear
in	IN	in
Gold	NP	Gold
Coast	NP	Coast
,	,	,
a	DT	a
British	JJ	British
colony	NN	colony
,	,	,
raised	VBN	raise
in	IN	in
Ghana	NP	Ghana
,	,	,
and	CC	and
has	VBZ	have
lived	VBN	live
for	IN	for
over	IN	over
30	CD	@card@
years	NNS	year
in	IN	in
the	DT	the
Kingdom	NP	Kingdom
of	IN	of
Saudi	NP	Saudi
Arabia	NP	Arabia
.	SENT	.
For	IN	for
this	DT	this
reason	NN	reason
,	,	,
my	PP$	my
introducers	NNS	introducer
also	RB	also
called	VBD	call
me	PP	me
"	``	"
multinational	JJ	multinational
.	SENT	.
"	''	"
"	''	"
But	CC	but
Nike	NP	Nike
is	VBZ	be
multinational	JJ	multinational
,	,	,
"	''	"
I	PP	I
thought	VBD	think
,	,	,
"	``	"
I	PP	I
'	POS	'
m	NN	m
a	DT	a
human	NN	human
being	VBG	be
.	SENT	.
"	''	"
Then	RB	then
,	,	,
one	CD	one
fine	NN	fine
day	NN	day
,	,	,
mid-tour	NN	<unknown>
,	,	,
I	PP	I
went	VBD	go
to	TO	to
Louisiana	NP	Louisiana
,	,	,
a	DT	a
museum	NN	museum
in	IN	in
Denmark	NP	Denmark
where	WRB	where
I	PP	I
shared	VBD	share
the	DT	the
stage	NN	stage
with	IN	with
the	DT	the
writer	NN	writer
Colum	NP	<unknown>
McCann	NP	McCann
.	SENT	.
We	PP	we
were	VBD	be
discussing	VBG	discuss
the	DT	the
role	NN	role
of	IN	of
locality	NN	locality
in	IN	in
writing	NN	writing
,	,	,
when	WRB	when
suddenly	RB	suddenly
it	PP	it
hit	VBP	hit
me	PP	me
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
multinational	JJ	multinational
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
a	DT	a
national	JJ	national
at	IN	at
all	DT	all
.	SENT	.
How	WRB	how
could	MD	could
I	PP	I
come	VB	come
from	IN	from
a	DT	a
nation	NN	nation
?	SENT	?
How	WRB	how
can	MD	can
a	DT	a
human	JJ	human
being	VBG	be
come	VBN	come
from	IN	from
a	DT	a
concept	NN	concept
?	SENT	?
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
question	NN	question
that	WDT	that
had	VBD	have
been	VBN	be
bothering	VBG	bother
me	PP	me
for	IN	for
going	VBG	go
on	IN	on
two	CD	two
decades	NNS	decade
.	SENT	.
From	IN	from
newspapers	NNS	newspaper
,	,	,
textbooks	NNS	textbook
,	,	,
conversations	NNS	conversation
,	,	,
I	PP	I
had	VBD	have
learned	VBN	learn
to	TO	to
speak	VB	speak
of	IN	of
countries	NNS	country
as	IN	as
if	IN	if
they	PP	they
were	VBD	be
eternal	JJ	eternal
,	,	,
singular	JJ	singular
,	,	,
naturally	RB	naturally
occurring	VBG	occur
things	NNS	thing
,	,	,
but	CC	but
I	PP	I
wondered	VBD	wonder
:	:	:
to	TO	to
say	VB	say
that	IN	that
I	PP	I
came	VBD	come
from	IN	from
a	DT	a
country	NN	country
suggested	VBD	suggest
that	IN	that
the	DT	the
country	NN	country
was	VBD	be
an	DT	an
absolute	JJ	absolute
,	,	,
some	DT	some
fixed	VBN	fix
point	NN	point
in	IN	in
place	NN	place
in	IN	in
time	NN	time
,	,	,
a	DT	a
constant	JJ	constant
thing	NN	thing
,	,	,
but	CC	but
was	VBD	be
it	PP	it
?	SENT	?
In	IN	in
my	PP$	my
lifetime	NN	lifetime
,	,	,
countries	NNS	country
had	VBD	have
disappeared	VBN	disappear
—	:	-
Czechoslovakia	NP	Czechoslovakia
;	:	;
appeared	VBD	appear
—	:	-
Timor-	NP	<unknown>
Leste	NP	<unknown>
;	:	;
failed	VBD	fail
—	:	-
Somalia	NN	Somalia
.	SENT	.
My	PP$	my
parents	NNS	parent
came	VBD	come
from	IN	from
countries	NNS	country
that	IN	that
didn	NP	<unknown>
'	POS	'
t	NN	t
exist	VBP	exist
when	WRB	when
they	PP	they
were	VBD	be
born	VBN	bear
.	SENT	.
To	TO	to
me	PP	me
,	,	,
a	DT	a
country	NN	country
—	:	-
this	DT	this
thing	NN	thing
that	WDT	that
could	MD	could
be	VB	be
born	VBN	bear
,	,	,
die	VB	die
,	,	,
expand	VB	expand
,	,	,
contract	NN	contract
—	:	-
hardly	RB	hardly
seemed	VBD	seem
the	DT	the
basis	NN	basis
for	IN	for
understanding	VBG	understand
a	DT	a
human	NN	human
being	VBG	be
.	SENT	.
And	CC	and
so	RB	so
it	PP	it
came	VBD	come
as	IN	as
a	DT	a
huge	JJ	huge
relief	NN	relief
to	TO	to
discover	VB	discover
the	DT	the
sovereign	JJ	sovereign
state	NN	state
.	SENT	.
What	WP	what
we	PP	we
call	VBP	call
countries	NNS	country
are	VBP	be
actually	RB	actually
various	JJ	various
expressions	NNS	expression
of	IN	of
sovereign	JJ	sovereign
statehood	NN	statehood
,	,	,
an	DT	an
idea	NN	idea
that	WDT	that
came	VBD	come
into	IN	into
fashion	NN	fashion
only	RB	only
400	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
When	WRB	when
I	PP	I
learned	VBD	learn
this	DT	this
,	,	,
beginning	VBG	begin
my	PP$	my
masters	NNS	master
degree	NN	degree
in	IN	in
international	JJ	international
relations	NNS	relation
,	,	,
I	PP	I
felt	VBD	feel
a	DT	a
sort	NN	sort
of	IN	of
surge	NN	surge
of	IN	of
relief	NN	relief
.	SENT	.
It	PP	it
was	VBD	be
as	IN	as
I	PP	I
had	VBD	have
suspected	VBN	suspect
.	SENT	.
History	NN	history
was	VBD	be
real	JJ	real
,	,	,
cultures	NNS	culture
were	VBD	be
real	JJ	real
,	,	,
but	CC	but
countries	NNS	country
were	VBD	be
invented	VBN	invent
.	SENT	.
For	IN	for
the	DT	the
next	JJ	next
10	CD	@card@
years	NNS	year
,	,	,
I	PP	I
sought	VBD	seek
to	TO	to
re-	NN	<unknown>
or	CC	or
un-define	NN	<unknown>
myself	PP	myself
,	,	,
my	PP$	my
world	NN	world
,	,	,
my	PP$	my
work	NN	work
,	,	,
my	PP$	my
experience	NN	experience
,	,	,
beyond	IN	beyond
the	DT	the
logic	NN	logic
of	IN	of
the	DT	the
state	NN	state
.	SENT	.
In	IN	in
2005	CD	@card@
,	,	,
I	PP	I
wrote	VBD	write
an	DT	an
essay	NN	essay
,	,	,
"	``	"
What	WP	what
is	VBZ	be
an	DT	an
Afropolitan	NN	<unknown>
,	,	,
"	''	"
sketching	VBG	sketch
out	RP	out
an	DT	an
identity	NN	identity
that	IN	that
privileged	JJ	privileged
culture	NN	culture
over	IN	over
country	NN	country
.	SENT	.
It	PP	it
was	VBD	be
thrilling	VBG	thrill
how	WRB	how
many	JJ	many
people	NNS	people
could	MD	could
relate	VB	relate
to	TO	to
my	PP$	my
experience	NN	experience
,	,	,
and	CC	and
instructional	JJ	instructional
how	WRB	how
many	JJ	many
others	NNS	other
didn	NN	<unknown>
'	POS	'
t	NN	t
buy	VB	buy
my	PP$	my
sense	NN	sense
of	IN	of
self	NN	self
.	SENT	.
"	``	"
How	WRB	how
can	MD	can
Selasi	NP	<unknown>
claim	VBP	claim
to	TO	to
come	VB	come
from	IN	from
Ghana	NP	Ghana
,	,	,
"	''	"
one	CD	one
such	JJ	such
critic	NN	critic
asked	VBD	ask
,	,	,
"	``	"
when	WRB	when
she	PP	she
'	POS	'
s	NN	S
never	RB	never
known	VBN	know
the	DT	the
indignities	NNS	indignity
of	IN	of
traveling	VBG	travel
abroad	RB	abroad
on	IN	on
a	DT	a
Ghanian	JJ	Ghanian
passport	NN	passport
?	SENT	?
"	''	"
Now	RB	now
,	,	,
if	IN	if
I	PP	I
'	POS	'
m	NN	m
honest	JJ	honest
,	,	,
I	PP	I
knew	VBD	know
just	RB	just
what	WP	what
she	PP	she
meant	VBD	mean
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
friend	NN	friend
named	VBN	name
Layla	NP	Layla
who	WP	who
was	VBD	be
born	VBN	bear
and	CC	and
raised	VBN	raise
in	IN	in
Ghana	NP	Ghana
.	SENT	.
Her	PP$	her
parents	NNS	parent
are	VBP	be
third-generation	NN	third-generation
Ghanians	NNS	<unknown>
of	IN	of
Lebanese	JJ	Lebanese
descent	NN	descent
.	SENT	.
Layla	NP	Layla
,	,	,
who	WP	who
speaks	VBZ	speak
fluent	JJ	fluent
Twi	NP	Twi
,	,	,
knows	VBZ	know
Accra	NP	Accra
like	IN	like
the	DT	the
back	NN	back
of	IN	of
her	PP$	her
hand	NN	hand
,	,	,
but	CC	but
when	WRB	when
we	PP	we
first	RB	first
met	VBD	meet
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
thought	VBD	think
,	,	,
"	``	"
She	PP	she
'	POS	'
s	NN	S
not	RB	not
