Hi	UH	hi
.	SENT	.
My	PP$	my
name	NN	name
is	VBZ	be
Aparna	NP	Aparna
.	SENT	.
I	PP	I
am	VBP	be
a	DT	a
shopaholic	JJ	<unknown>
â	NP	<unknown>
and	CC	and
I	NP	I
'	POS	'
m	NN	m
addicted	VBN	addict
to	TO	to
online	JJ	online
returns	NNS	return
.	SENT	.
Well	RB	well
,	,	,
at	IN	at
least	JJS	least
I	PP	I
was	VBD	be
.	SENT	.
At	IN	at
one	CD	one
time	NN	time
,	,	,
I	PP	I
had	VBD	have
two	CD	two
or	CC	or
three	CD	three
packages	NNS	package
of	IN	of
clothing	NN	clothing
delivered	VBN	deliver
to	TO	to
me	PP	me
every	DT	every
other	JJ	other
day	NN	day
.	SENT	.
I	PP	I
would	MD	would
intentionally	RB	intentionally
buy	VB	buy
the	DT	the
same	JJ	same
item	NN	item
in	IN	in
a	DT	a
couple	JJ	couple
different	JJ	different
sizes	NNS	size
and	CC	and
many	JJ	many
colors	NNS	color
,	,	,
because	IN	because
I	PP	I
did	VBD	do
not	RB	not
know	VB	know
what	WP	what
I	PP	I
really	RB	really
wanted	VBD	want
.	SENT	.
So	RB	so
I	PP	I
overordered	VBD	overorder
,	,	,
I	PP	I
tried	VBD	try
things	NNS	thing
on	IN	on
,	,	,
and	CC	and
then	RB	then
I	PP	I
sent	VBD	send
what	WP	what
didn	NP	<unknown>
'	POS	'
t	NN	t
work	NN	work
back	RB	back
.	SENT	.
Once	IN	once
my	PP$	my
daughter	NN	daughter
was	VBD	be
watching	VBG	watch
me	PP	me
return	VB	return
some	DT	some
of	IN	of
those	DT	those
packages	NNS	package
back	RB	back
,	,	,
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Mom	NP	Mom
,	,	,
I	PP	I
think	VBP	think
you	PP	you
have	VBP	have
a	DT	a
problem	NN	problem
.	SENT	.
"	``	"
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
think	VBP	think
so	RB	so
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
free	JJ	free
shipping	NN	shipping
and	CC	and
free	JJ	free
returns	NNS	return
,	,	,
right	RB	right
?	SENT	?
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
think	VBP	think
twice	RB	twice
about	IN	about
it	PP	it
,	,	,
until	IN	until
I	PP	I
heard	VBD	hear
a	DT	a
statistic	NN	statistic
at	IN	at
work	NN	work
that	WDT	that
shocked	VBD	shock
me	PP	me
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
global	JJ	global
solutions	NNS	solution
director	NN	director
for	IN	for
top-tier	JJ	top-tier
retail	NN	retail
,	,	,
and	CC	and
we	PP	we
were	VBD	be
in	IN	in
a	DT	a
meeting	NN	meeting
with	IN	with
one	CD	one
of	IN	of
my	PP$	my
largest	JJS	large
customers	NNS	customer
,	,	,
discussing	VBG	discuss
how	WRB	how
to	TO	to
streamline	VB	streamline
costs	NNS	cost
.	SENT	.
One	CD	one
of	IN	of
their	PP$	their
biggest	JJS	big
concerns	NNS	concern
was	VBD	be
managing	VBG	manage
returns	NNS	return
.	SENT	.
Just	RB	just
this	DT	this
past	JJ	past
holiday	NN	holiday
season	NN	season
alone	RB	alone
,	,	,
they	PP	they
had	VBD	have
7	CD	@card@
.	SENT	.
5	CD	@card@
