There	EX	there
was	VBD	be
a	DT	a
day	NN	day
,	,	,
about	RB	about
10	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
when	WRB	when
I	PP	I
asked	VBD	ask
a	DT	a
friend	NN	friend
to	TO	to
hold	VB	hold
a	DT	a
baby	NN	baby
dinosaur	NN	dinosaur
robot	NN	robot
upside	RB	upside
down	RB	down
.	SENT	.
It	PP	it
was	VBD	be
this	DT	this
toy	NN	toy
called	VBD	call
a	DT	a
Pleo	NP	<unknown>
that	IN	that
I	PP	I
had	VBD	have
ordered	VBN	order
,	,	,
and	CC	and
I	PP	I
was	VBD	be
really	RB	really
excited	VBN	excite
about	IN	about
it	PP	it
because	IN	because
I	PP	I
'	POS	'
ve	NN	ve
always	RB	always
loved	VBD	love
robots	NNS	robot
.	SENT	.
And	CC	and
this	DT	this
one	CD	one
has	VBZ	have
really	RB	really
cool	VB	cool
technical	JJ	technical
features	NNS	feature
.	SENT	.
It	PP	it
had	VBD	have
motors	NNS	motor
and	CC	and
touch	NN	touch
sensors	NNS	sensor
and	CC	and
it	PP	it
had	VBD	have
an	DT	an
infrared	JJ	infrared
camera	NN	camera
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
it	PP	it
had	VBD	have
was	VBD	be
a	DT	a
tilt	NN	tilt
sensor	NN	sensor
,	,	,
so	RB	so
it	PP	it
knew	VBD	know
what	WP	what
direction	NN	direction
it	PP	it
was	VBD	be
facing	VBG	face
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
held	VBD	hold
it	PP	it
upside	RB	upside
down	RB	down
,	,	,
it	PP	it
would	MD	would
start	VB	start
to	TO	to
cry	VB	cry
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
this	DT	this
was	VBD	be
super	JJ	super
cool	NN	cool
,	,	,
so	RB	so
I	PP	I
was	VBD	be
showing	VBG	show
it	PP	it
off	RP	off
to	TO	to
my	PP$	my
friend	NN	friend
,	,	,
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
hold	VB	hold
it	PP	it
up	RP	up
by	IN	by
the	DT	the
tail	NN	tail
.	SENT	.
See	VB	see
what	WP	what
it	PP	it
does	VBZ	do
.	SENT	.
"	``	"
So	IN	so
we	PP	we
'	POS	'
re	NN	re
watching	VBG	watch
the	DT	the
theatrics	NN	theatrics
of	IN	of
this	DT	this
robot	NN	robot
struggle	NN	struggle
and	CC	and
cry	VB	cry
out	RP	out
.	SENT	.
And	CC	and
after	IN	after
a	DT	a
few	JJ	few
seconds	NNS	second
,	,	,
it	PP	it
starts	VBZ	start
to	TO	to
bother	VB	bother
me	PP	me
a	DT	a
little	JJ	little
,	,	,
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
OK	UH	OK
,	,	,
that	WDT	that
'	POS	'
s	NN	S
enough	RB	enough
now	RB	now
.	SENT	.
Let	NP	Let
'	POS	'
s	NN	S
put	VBD	put
him	PP	him
back	RB	back
down	RB	down
.	SENT	.
"	''	"
And	CC	and
then	RB	then
I	PP	I
pet	VBP	pet
the	DT	the
robot	NN	robot
to	TO	to
make	VB	make
it	PP	it
stop	VB	stop
crying	VBG	cry
.	SENT	.
And	CC	and
that	DT	that
was	VBD	be
kind	NN	kind
of	IN	of
a	DT	a
weird	JJ	weird
experience	NN	experience
for	IN	for
me	PP	me
.	SENT	.
For	IN	for
one	CD	one
thing	NN	thing
,	,	,
I	NP	I
wasn	NP	<unknown>
'	POS	'
t	NN	t
the	DT	the
most	RBS	most
maternal	JJ	maternal
person	NN	person
at	IN	at
the	DT	the
time	NN	time
.	SENT	.
Although	IN	although
since	IN	since
then	RB	then
I	PP	I
'	POS	'
ve	NNS	<unknown>
become	VBP	become
a	DT	a
mother	NN	mother
,	,	,
nine	CD	nine
months	NNS	month
ago	RB	ago
,	,	,
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
that	IN	that
babies	NNS	baby
also	RB	also
squirm	VBP	squirm
when	WRB	when
you	PP	you
hold	VBP	hold
them	PP	them
upside	RB	upside
down	RB	down
.	SENT	.
But	CC	but
my	PP$	my
response	NN	response
to	TO	to
this	DT	this
robot	NN	robot
was	VBD	be
also	RB	also
interesting	JJ	interesting
because	IN	because
I	PP	I
knew	VBD	know
exactly	RB	exactly
how	WRB	how
this	DT	this
machine	NN	machine
worked	VBD	work
,	,	,
and	CC	and
yet	RB	yet
I	PP	I
still	RB	still
felt	VBD	feel
compelled	VBN	compel
to	TO	to
be	VB	be
kind	JJ	kind
to	TO	to
it	PP	it
.	SENT	.
And	CC	and
that	DT	that
observation	NN	observation
sparked	VBD	spark
a	DT	a
curiosity	NN	curiosity
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
spent	VBD	spend
the	DT	the
past	JJ	past
decade	NN	decade
pursuing	NN	pursuing
.	SENT	.
Why	WRB	why
did	VBD	do
I	PP	I
comfort	VBP	comfort
this	DT	this
robot	NN	robot
?	SENT	?
And	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
I	PP	I
discovered	VBD	discover
was	VBD	be
that	IN	that
my	PP$	my
treatment	NN	treatment
of	IN	of
this	DT	this
machine	NN	machine
was	VBD	be
more	JJR	more
than	IN	than
just	RB	just
an	DT	an
awkward	JJ	awkward
moment	NN	moment
in	IN	in
my	PP$	my
living	NN	living
room	NN	room
,	,	,
that	WDT	that
in	IN	in
a	DT	a
world	NN	world
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
increasingly	RB	increasingly
integrating	VBG	integrate
robots	NNS	robot
into	IN	into
our	PP$	our
lives	NNS	life
,	,	,
an	DT	an
instinct	NN	instinct
like	IN	like
that	WDT	that
might	MD	might
actually	RB	actually
have	VB	have
consequences	NNS	consequence
,	,	,
because	IN	because
the	DT	the
first	JJ	first
thing	NN	thing
that	IN	that
I	PP	I
discovered	VBD	discover
is	VBZ	be
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
me	PP	me
.	SENT	.
In	IN	in
2007	CD	@card@
,	,	,
the	DT	the
Washington	NP	Washington
Post	NP	Post
reported	VBD	report
that	IN	that
the	DT	the
United	NP	United
States	NPS	States
military	NN	military
was	VBD	be
testing	VBG	test
this	DT	this
robot	NN	robot
that	WDT	that
defused	VBD	defuse
land	NN	land
mines	NNS	mine
.	SENT	.
And	CC	and
the	DT	the
way	NN	way
it	PP	it
worked	VBD	work
was	VBD	be
it	PP	it
was	VBD	be
shaped	VBN	shape
like	IN	like
a	DT	a
stick	NN	stick
insect	NN	insect
and	CC	and
it	PP	it
would	MD	would
walk	VB	walk
around	RP	around
a	DT	a
minefield	NN	minefield
on	IN	on
its	PP$	its
legs	NNS	leg
,	,	,
and	CC	and
every	DT	every
time	NN	time
it	PP	it
stepped	VBD	step
on	IN	on
a	DT	a
mine	NN	mine
,	,	,
one	CD	one
of	IN	of
the	DT	the
legs	NNS	leg
would	MD	would
blow	VB	blow
up	RP	up
,	,	,
and	CC	and
it	PP	it
would	MD	would
continue	VB	continue
on	IN	on
the	DT	the
other	JJ	other
legs	NNS	leg
to	TO	to
blow	VB	blow
up	RP	up
more	JJR	more
mines	NNS	mine
.	SENT	.
And	CC	and
the	DT	the
colonel	NN	colonel
who	WP	who
was	VBD	be
in	IN	in
charge	NN	charge
of	IN	of
this	DT	this
testing	NN	testing
exercise	NN	exercise
ends	VBZ	end
up	IN	up
calling	VBG	call
it	PP	it
off	RP	off
,	,	,
because	RB	because
,	,	,
he	PP	he
says	VBZ	say
,	,	,
it	PP	it
'	POS	'
s	NN	S
too	RB	too
inhumane	JJ	inhumane
to	TO	to
watch	VB	watch
this	DT	this
damaged	JJ	damaged
robot	NN	robot
drag	VB	drag
itself	PP	itself
along	IN	along
the	DT	the
minefield	NN	minefield
.	SENT	.
Now	RB	now
,	,	,
what	WP	what
would	MD	would
cause	VB	cause
a	DT	a
hardened	JJ	hardened
military	JJ	military
officer	NN	officer
and	CC	and
someone	NN	someone
like	IN	like
myself	PP	myself
to	TO	to
