Hello	UH	hello
,	,	,
darlings	NNS	darling
.	SENT	.
Now	RB	now
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
a	DT	a
new	JJ	new
format	NN	format
here	RB	here
,	,	,
which	WDT	which
is	VBZ	be
"	``	"
On	IN	on
the	DT	the
Spot	NN	spot
,	,	,
"	''	"
I	NP	I
'	POS	'
m	NN	m
told	VBD	tell
,	,	,
it	PP	it
'	POS	'
s	NN	S
"	''	"
On	IN	on
the	DT	the
Spot	NN	spot
.	SENT	.
"	``	"
And	CC	and
I	PP	I
will	MD	will
be	VB	be
answering	VBG	answer
a	DT	a
series	NN	series
of	IN	of
questions	NNS	question
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ll	NNS	<unknown>
see	VBP	see
how	WRB	how
this	DT	this
goes	VBZ	go
,	,	,
alright	RB	alright
?	SENT	?
Let	NP	Let
'	POS	'
s	JJ	<unknown>
start	NN	start
with	IN	with
our	PP$	our
first	JJ	first
question	NN	question
.	SENT	.
And	CC	and
again	RB	again
,	,	,
I	PP	I
have	VBP	have
10	CD	@card@
minutes	NNS	minute
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ll	NNS	<unknown>
see	VBP	see
,	,	,
I	PP	I
bet	VBP	bet
I	PP	I
can	MD	can
do	VB	do
it	PP	it
faster	JJR	fast
than	IN	than
10	CD	@card@
minutes	NNS	minute
.	SENT	.
Define	VB	define
bravery	NN	bravery
.	SENT	.
Define	VB	define
bravery	NN	bravery
.	SENT	.
I	PP	I
think	VBP	think
bravery	NN	bravery
is	VBZ	be
the	DT	the
ability	NN	ability
to	TO	to
follow	VB	follow
your	PP$	your
bliss	NN	bliss
and	CC	and
make	VB	make
no	DT	no
excuses	NNS	excuse
for	IN	for
that	DT	that
,	,	,
alright	RB	alright
?	SENT	?
Define	VB	define
brilliance	NN	brilliance
.	SENT	.
I	PP	I
think	VBP	think
allowing	VBG	allow
yourself	PP	yourself
to	TO	to
be	VB	be
a	DT	a
vessel	NN	vessel
,	,	,
a	DT	a
channel	NN	channel
,	,	,
so	RB	so
that	IN	that
the	DT	the
source	NN	source
can	MD	can
work	VB	work
through	IN	through
you	PP	you
,	,	,
and	CC	and
you	PP	you
align	VBP	align
yourself	PP	yourself
with	IN	with
that	DT	that
source	NN	source
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
brilliance	NN	brilliance
.	SENT	.
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
power	NN	power
of	IN	of
drag	NN	drag
?	SENT	?
Now	RB	now
the	DT	the
power	NN	power
of	IN	of
drag	NN	drag
,	,	,
it	PP	it
'	POS	'
s	NN	S
like	IN	like
the	DT	the
Superman	NN	superman
suit	NN	suit
to	TO	to
Clark	NP	Clark
Kent	NP	Kent
.	SENT	.
It	PP	it
allows	VBZ	allow
you	PP	you
to	TO	to
expand	VB	expand
your	PP$	your
idea	NN	idea
of	IN	of
who	WP	who
you	PP	you
are	VBP	be
,	,	,
of	IN	of
what	WP	what
you	PP	you
are	VBP	be
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
simple	JJ	simple
trick	NN	trick
,	,	,
and	CC	and
it	PP	it
works	VBZ	work
.	SENT	.
I	PP	I
recommend	VBP	recommend
everybody	NN	everybody
try	VB	try
it	PP	it
,	,	,
tonight	RB	tonight
.	SENT	.
What	WP	what
'	POS	'
s	NN	S
the	DT	the
best	JJS	good
way	NN	way
to	TO	to
slay	VB	slay
?	SENT	?
Know	VB	know
thyself	PP	thyself
,	,	,
be	VB	be
thyself	PP	thyself
.	SENT	.
You	PP	you
are	VBP	be
the	DT	the
best	JJS	good
version	NN	version
of	IN	of
you	PP	you
,	,	,
so	RB	so
you	PP	you
can	MD	can
slay	VB	slay
that	DT	that
way	NN	way
.	SENT	.
I	PP	I
get	VBP	get
a	DT	a
round	NN	round
of	IN	of
applause	NN	applause
for	IN	for
that	DT	that
.	SENT	.
Thank	VB	thank
you	PP	you
,	,	,
over	IN	over
here	RB	here
.	SENT	.
What	WP	what
'	POS	'
s	NN	S
the	DT	the
first	JJ	first
thing	NN	thing
you	PP	you
notice	VBP	notice
about	IN	about
someone	NN	someone
?	SENT	?
I	PP	I
notice	VBP	notice
their	PP$	their
aura	NN	aura
.	SENT	.
I	PP	I
can	MD	can
see	VB	see
,	,	,
I	PP	I
can	MD	can
sense	VB	sense
what	WP	what
they	PP	they
'	POS	'
re	NN	re
about	RB	about
,	,	,
what	WP	what
they	PP	they
want	VBP	want
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
for	IN	for
years	NNS	year
,	,	,
I	PP	I
learned	VBD	learn
how	WRB	how
to	TO	to
sort	VB	sort
of	IN	of
shape-shift	NN	shape-shift
myself	PP	myself
into	IN	into
what	WP	what
I	PP	I
felt	VBD	feel
someone	NN	someone
needed	VBN	need
from	IN	from
me	PP	me
.	SENT	.
Listen	VB	listen
,	,	,
not	RB	not
the	DT	the
greatest	JJS	great
thing	NN	thing
in	IN	in
the	DT	the
world	NN	world
to	TO	to
do	VB	do
,	,	,
because	IN	because
you	PP	you
leave	VBP	leave
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
yourself	PP	yourself
behind	RB	behind
.	SENT	.
But	CC	but
it	PP	it
sure	RB	sure
did	VBD	do
teach	VB	teach
me	PP	me
a	DT	a
lot	NN	lot
about	IN	about
reading	VBG	read
someone	NN	someone
'	POS	'
s	NN	S
character	NN	character
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
my	PP$	my
own	JJ	own
character	NN	character
.	SENT	.
Alright	RB	alright
.	SENT	.
What	WP	what
trait	NN	trait
do	VB	do
you	PP	you
most	JJS	most
value	NN	value
?	SENT	?
A	DT	a
sense	NN	sense
of	IN	of
humor	NN	humor
,	,	,
people	NNS	people
.	SENT	.
A	DT	a
sense	NN	sense
of	IN	of
humor	NN	humor
.	SENT	.
My	PP$	my
favorite	JJ	favorite
thing	NN	thing
to	TO	to
do	VB	do
in	IN	in
the	DT	the
world	NN	world
is	VBZ	be
to	TO	to
laugh	VB	laugh
.	SENT	.
My	PP$	my
favorite	JJ	favorite
thing	NN	thing
in	IN	in
the	DT	the
world	NN	world
to	TO	to
do	VB	do
is	VBZ	be
to	TO	to
laugh	VB	laugh
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ve	NN	ve
done	VBN	do
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
have	VBP	have
a	DT	a
sense	NN	sense
of	IN	of
humor	NN	humor
.	SENT	.
Yeah	RB	yeah
,	,	,
because	IN	because
I	PP	I
think	VBP	think
if	IN	if
you	PP	you
have	VBP	have
a	DT	a
sense	NN	sense
of	IN	of
humor	NN	humor
,	,	,
you	PP	you
get	VBP	get
it	PP	it
.	SENT	.
This	DT	this
is	VBZ	be
all	PDT	all
an	DT	an
illusion	NN	illusion
,	,	,
OK	UH	OK
?	SENT	?
Don	NP	Don
'	POS	'
t	NN	t
take	VB	take
any	DT	any
of	IN	of
it	PP	it
too	RB	too
seriously	RB	seriously
,	,	,
alright	RB	alright
?	SENT	?
What	WP	what
'	POS	'
s	NN	S
the	DT	the
wisest	JJS	wise
way	NN	way
to	TO	to
be	VB	be
an	DT	an
adult	NN	adult
?	SENT	?
Well	RB	well
,	,	,
to	TO	to
be	VB	be
an	DT	an
adult	NN	adult
,	,	,
you	PP	you
have	VBP	have
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
keep	VB	keep
your	PP$	your
mouth	NN	mouth
closed	VBD	close
.	SENT	.
Because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
you	PP	you
want	VBP	want
to	TO	to
say	VB	say
in	IN	in
situations	NNS	situation
,	,	,
but	CC	but
an	DT	an
adult	NN	adult
knows	VBZ	know
better	RBR	well
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
true	JJ	true
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
true	JJ	true
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
say	VBP	say
everything	NN	everything
to	TO	to
everybody	NN	everybody
.	SENT	.
You	PP	you
really	RB	really
,	,	,
just	RB	just
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
.	SENT	.
I	PP	I
wish	VBP	wish
we	PP	we
could	MD	could
.	SENT	.
I	PP	I
wish	VBP	wish
we	PP	we
could	MD	could
,	,	,
but	CC	but
we	PP	we
can	MD	can
'	''	'
t	NN	t
.	SENT	.
If	IN	if
there	EX	there
'	''	'
s	VBZ	<unknown>
one	CD	one
thing	NN	thing
you	PP	you
want	VBP	want
AI	VBZ	ai
to	TO	to
keep	VB	keep
in	IN	in
mind	NN	mind
,	,	,
what	WP	what
is	VBZ	be
it	PP	it
?	SENT	?
I	PP	I
don	VBP	don
'	''	'
t	NN	t
like	IN	like
that	DT	that
question	NN	question
.	SENT	.
Which	WDT	which
of	IN	of
your	PP$	your
dreams	NNS	dream
have	VBP	have
not	RB	not
yet	RB	yet
come	VB	come
true	JJ	true
?	SENT	?
I	PP	I
