If	IN	if
your	PP$	your
life	NN	life
were	VBD	be
a	DT	a
book	NN	book
and	CC	and
you	PP	you
were	VBD	be
the	DT	the
author	NN	author
,	,	,
how	WRB	how
would	MD	would
you	PP	you
want	VB	want
your	PP$	your
story	NN	story
to	TO	to
go	VB	go
?	SENT	?
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
question	NN	question
that	WDT	that
changed	VBD	change
my	PP$	my
life	NN	life
forever	RB	forever
.	SENT	.
Growing	VBG	grow
up	RP	up
in	IN	in
the	DT	the
hot	JJ	hot
Last	JJ	last
Vegas	NP	Vegas
desert	NN	desert
,	,	,
all	RB	all
I	PP	I
wanted	VBD	want
was	VBD	be
to	TO	to
be	VB	be
free	JJ	free
.	SENT	.
I	PP	I
would	MD	would
daydream	VB	daydream
about	IN	about
traveling	VBG	travel
the	DT	the
world	NN	world
,	,	,
living	VBG	live
in	IN	in
a	DT	a
place	NN	place
where	WRB	where
it	PP	it
snowed	VBD	snow
,	,	,
and	CC	and
I	PP	I
would	MD	would
picture	VB	picture
all	DT	all
of	IN	of
the	DT	the
stories	NNS	story
that	IN	that
I	PP	I
would	MD	would
go	VB	go
on	IN	on
to	TO	to
tell	VB	tell
.	SENT	.
At	IN	at
the	DT	the
age	NN	age
of	IN	of
19	CD	@card@
,	,	,
the	DT	the
day	NN	day
after	IN	after
I	PP	I
graduated	VBD	graduate
high	JJ	high
school	NN	school
,	,	,
I	PP	I
moved	VBD	move
to	TO	to
a	DT	a
place	NN	place
where	WRB	where
it	PP	it
snowed	VBD	snow
and	CC	and
I	PP	I
became	VBD	become
a	DT	a
massage	NN	massage
therapist	NN	therapist
.	SENT	.
With	IN	with
this	DT	this
job	NN	job
all	RB	all
I	PP	I
needed	VBD	need
were	VBD	be
my	PP$	my
hands	NNS	hand
and	CC	and
my	PP$	my
massage	NN	massage
table	NN	table
by	IN	by
my	PP$	my
side	NN	side
and	CC	and
I	PP	I
could	MD	could
go	VB	go
anywhere	RB	anywhere
.	SENT	.
For	IN	for
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
my	PP$	my
life	NN	life
,	,	,
I	PP	I
felt	VBD	feel
free	JJ	free
,	,	,
independent	JJ	independent
and	CC	and
completely	RB	completely
in	IN	in
control	NN	control
of	IN	of
my	PP$	my
life	NN	life
.	SENT	.
That	DT	that
is	VBZ	be
,	,	,
until	IN	until
my	PP$	my
life	NN	life
took	VBD	take
a	DT	a
detour	NN	detour
.	SENT	.
I	PP	I
went	VBD	go
home	RB	home
from	IN	from
work	VB	work
early	RB	early
one	CD	one
day	NN	day
with	IN	with
what	WP	what
I	PP	I
thought	VBD	think
was	VBD	be
the	DT	the
flu	NN	flu
,	,	,
and	CC	and
less	JJR	less
than	IN	than
24	CD	@card@
hours	NNS	hour
later	RBR	later
I	PP	I
was	VBD	be
in	IN	in
the	DT	the
hospital	NN	hospital
on	IN	on
life	NN	life
support	NN	support
with	IN	with
less	JJR	less
than	IN	than
a	DT	a
two	CD	two
percent	NN	percent
chance	NN	chance
of	IN	of
living	NN	living
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
until	IN	until
days	NNS	day
later	RBR	later
as	IN	as
I	PP	I
lay	VBD	lie
in	IN	in
a	DT	a
coma	NN	coma
that	IN	that
the	DT	the
doctors	NNS	doctor
diagnosed	VBD	diagnose
me	PP	me
with	IN	with
bacterial	JJ	bacterial
meningitis	NN	meningitis
,	,	,
a	DT	a
vaccine-preventable	JJ	vaccine-preventable
blood	NN	blood
infection	NN	infection
.	SENT	.
Over	IN	over
the	DT	the
course	NN	course
of	IN	of
two	CD	two
and	CC	and
a	DT	a
half	JJ	half
months	NNS	month
I	PP	I
lost	VBD	lose
my	PP$	my
spleen	NN	spleen
,	,	,
my	PP$	my
kidneys	NNS	kidney
,	,	,
the	DT	the
hearing	NN	hearing
in	IN	in
my	PP$	my
left	VBN	leave
ear	NN	ear
and	CC	and
both	DT	both
of	IN	of
my	PP$	my
legs	NNS	leg
below	IN	below
the	DT	the
knee	NN	knee
.	SENT	.
When	WRB	when
my	PP$	my
parents	NNS	parent
wheeled	VBD	wheel
me	PP	me
out	RP	out
of	IN	of
the	DT	the
hospital	NN	hospital
I	PP	I
felt	VBD	feel
like	IN	like
I	PP	I
had	VBD	have
been	VBN	be
pieced	VBN	piece
back	RB	back
together	RB	together
like	IN	like
a	DT	a
patchwork	JJ	patchwork
doll	NN	doll
.	SENT	.
I	PP	I
thought	VBD	think
the	DT	the
worst	JJS	bad
was	VBD	be
over	RB	over
until	IN	until
weeks	NNS	week
later	RBR	later
when	WRB	when
I	PP	I
saw	VBD	see
my	PP$	my
new	JJ	new
legs	NNS	leg
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
.	SENT	.
The	DT	the
calves	NNS	calf
were	VBD	be
bulky	JJ	bulky
blocks	NNS	block
of	IN	of
metal	NN	metal
with	IN	with
pipes	NNS	pipe
bolted	VBN	bolt
together	RB	together
for	IN	for
the	DT	the
ankles	NNS	ankle
and	CC	and
a	DT	a
yellow	JJ	yellow
rubber	NN	rubber
foot	NN	foot
with	IN	with
a	DT	a
raised	VBN	raise
rubber	NN	rubber
line	NN	line
from	IN	from
the	DT	the
toe	NN	toe
to	TO	to
the	DT	the
ankle	NN	ankle
to	TO	to
look	VB	look
like	IN	like
a	DT	a
vein	NN	vein
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
to	TO	to
expect	VB	expect
,	,	,
but	CC	but
I	PP	I
wasn	NP	<unknown>
'	POS	'
t	NN	t
expecting	VBG	expect
that	DT	that
.	SENT	.
With	IN	with
my	PP$	my
mom	NN	mom
by	IN	by
my	PP$	my
side	NN	side
and	CC	and
tears	NNS	tear
streaming	VBG	stream
down	RP	down
our	PP$	our
faces	NNS	face
,	,	,
I	PP	I
strapped	VBD	strap
on	IN	on
these	DT	these
chunky	JJ	chunky
legs	NNS	leg
and	CC	and
I	PP	I
stood	VBD	stand
up	RP	up
.	SENT	.
They	PP	they
were	VBD	be
so	RB	so
painful	JJ	painful
and	CC	and
so	RB	so
confining	VBG	confine
that	IN	that
all	RB	all
I	PP	I
could	MD	could
think	VB	think
was	VBD	be
,	,	,
how	WRB	how
am	VBP	be
I	PP	I
ever	RB	ever
going	VBG	go
to	TO	to
travel	VB	travel
the	DT	the
world	NN	world
in	IN	in
these	DT	these
things	NNS	thing
?	SENT	?
