[	SYM	[
How	WRB	how
to	TO	to
Deal	NN	deal
with	IN	with
Difficult	JJ	difficult
Feelings	NNS	feeling
]	SYM	]
Cloe	NP	Cloe
Shasha	NP	<unknown>
Brooks	NP	Brooks
:	:	:
Hello	UH	hello
,	,	,
welcome	VB	welcome
.	SENT	.
You	PP	you
are	VBP	be
watching	VBG	watch
a	DT	a
TED	VBP	ted
Interview	NN	interview
series	NN	series
called	VBN	call
"	''	"
How	WRB	how
to	TO	to
Deal	NN	deal
with	IN	with
Difficult	JJ	difficult
Feelings	NNS	feeling
.	SENT	.
"	''	"
I	NP	I
'	POS	'
m	NN	m
Cloe	NP	Cloe
Shasha	NP	<unknown>
Brooks	NP	Brooks
,	,	,
your	PP$	your
host	NN	host
and	CC	and
a	DT	a
curator	NN	curator
at	IN	at
TED	VB	ted
.	SENT	.
Now	RB	now
I	PP	I
will	MD	will
be	VB	be
speaking	VBG	speak
with	IN	with
Valerie	NP	Valerie
Purdie-Greenaway	NP	Purdie-Greenaway
,	,	,
social	JJ	social
psychologist	NN	psychologist
and	CC	and
Columbia	NP	Columbia
University	NP	University
professor	NN	professor
.	SENT	.
She	PP	she
directs	VBZ	direct
the	DT	the
Laboratory	NN	laboratory
of	IN	of
Intergroup	NP	Intergroup
Relations	NPS	Relations
and	CC	and
the	DT	the
Social	NP	Social
Mind	NN	mind
,	,	,
where	WRB	where
she	PP	she
researches	VBZ	research
the	DT	the
us-versus-them	NN	<unknown>
mindset	NN	mindset
with	IN	with
the	DT	the
goal	NN	goal
of	IN	of
fostering	VBG	foster
understanding	NN	understanding
between	IN	between
groups	NNS	group
.	SENT	.
And	CC	and
she	PP	she
has	VBZ	have
wisdom	NN	wisdom
to	TO	to
share	NN	share
about	IN	about
the	DT	the
relationship	NN	relationship
between	IN	between
feeling	VBG	feel
like	IN	like
an	DT	an
outsider	NN	outsider
and	CC	and
anxiety	NN	anxiety
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
bring	VBP	bring
on	IN	on
Valerie	NP	Valerie
.	SENT	.
Hello	UH	hello
,	,	,
Valerie	NP	Valerie
,	,	,
thank	VBP	thank
you	PP	you
for	IN	for
being	VBG	be
here	RB	here
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
things	NNS	thing
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
excited	VBN	excite
to	TO	to
ask	VB	ask
you	PP	you
about	RB	about
is	VBZ	be
just	RB	just
,	,	,
you	PP	you
know	VBP	know
,	,	,
you	PP	you
talk	VBP	talk
about	RB	about
how	WRB	how
there	EX	there
'	''	'
s	NN	S
two	CD	two
ways	NNS	way
of	IN	of
seeing	VBG	see
anxiety	NN	anxiety
,	,	,
right	RB	right
?	SENT	?
Chronic	JJ	chronic
anxiety	NN	anxiety
and	CC	and
context-based	JJ	<unknown>
anxiety	NN	anxiety
.	SENT	.
So	RB	so
can	MD	can
you	PP	you
define	VB	define
the	DT	the
two	CD	two
for	IN	for
us	PP	us
?	SENT	?
Valerie	NP	Valerie
Purdie-Greenaway	NP	Purdie-Greenaway
:	:	:
There	EX	there
'	''	'
s	NN	S
two	CD	two
ways	NNS	way
of	IN	of
thinking	VBG	think
about	IN	about
anxiety	NN	anxiety
.	SENT	.
I	PP	I
think	VBP	think
the	DT	the
first	JJ	first
way	NN	way
that	IN	that
people	NNS	people
traditionally	RB	traditionally
think	VBP	think
about	IN	about
anxiety	NN	anxiety
is	VBZ	be
chronic	JJ	chronic
anxiety	NN	anxiety
.	SENT	.
We	PP	we
are	VBP	be
still	RB	still
in	IN	in
the	DT	the
midst	NN	midst
of	IN	of
a	DT	a
pandemic	NN	pandemic
.	SENT	.
People	NNS	people
are	VBP	be
anxious	JJ	anxious
.	SENT	.
Some	DT	some
others	NNS	other
might	MD	might
think	VB	think
of	IN	of
anxiety	NN	anxiety
in	IN	in
terms	NNS	term
of	IN	of
their	PP$	their
personality	NN	personality
,	,	,
you	PP	you
know	VBP	know
,	,	,
their	PP$	their
micromanagers	NNS	micromanager
,	,	,
and	CC	and
these	DT	these
kinds	NNS	kind
of	IN	of
anxieties	NNS	anxiety
are	VBP	be
sort	NN	sort
of	IN	of
everyday	JJ	everyday
anxieties	NNS	anxiety
that	WDT	that
are	VBP	be
with	IN	with
us	PP	us
for	IN	for
a	DT	a
long	JJ	long
period	NN	period
of	IN	of
time	NN	time
.	SENT	.
What	WP	what
I	PP	I
study	VBP	study
is	VBZ	be
another	DT	another
kind	NN	kind
of	IN	of
anxiety	NN	anxiety
that	IN	that
other	JJ	other
people	NNS	people
may	MD	may
not	RB	not
be	VB	be
aware	JJ	aware
of	IN	of
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
anxiety	NN	anxiety
that	WDT	that
comes	VBZ	come
from	IN	from
being	VBG	be
part	NN	part
of	IN	of
a	DT	a
social	JJ	social
group	NN	group
,	,	,
whether	IN	whether
it	PP	it
'	''	'
s	VBG	<unknown>
your	PP$	your
race	NN	race
,	,	,
your	PP$	your
ethnicity	NN	ethnicity
,	,	,
your	PP$	your
gender	NN	gender
,	,	,
your	PP$	your
sexual	JJ	sexual
orientation	NN	orientation
,	,	,
your	PP$	your
size	NN	size
,	,	,
and	CC	and
walking	VBG	walk
around	RP	around
the	DT	the
world	NN	world
and	CC	and
sort	NN	sort
of	IN	of
bumping	VBG	bump
up	RP	up
to	TO	to
environments	NNS	environment
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
stereotyped	JJ	stereotyped
,	,	,
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
"	``	"
otherwise-d	JJ	<unknown>
,	,	,
"	''	"
and	CC	and
that	IN	that
context	NN	context
makes	VBZ	make
you	PP	you
feel	VBP	feel
different	JJ	different
.	SENT	.
And	CC	and
in	IN	in
that	DT	that
moment	NN	moment
,	,	,
you	PP	you
can	MD	can
feel	VB	feel
it	PP	it
'	POS	'
s	NN	S
the	DT	the
same	JJ	same
biological	JJ	biological
kind	NN	kind
of	IN	of
anxiety	NN	anxiety
and	CC	and
stress	NN	stress
,	,	,
but	CC	but
it	PP	it
comes	VBZ	come
from	IN	from
the	DT	the
context	NN	context
.	SENT	.
So	RB	so
I	PP	I
study	VBP	study
the	DT	the
kind	NN	kind
of	IN	of
stress	NN	stress
,	,	,
anxiety	NN	anxiety
,	,	,
frustration	NN	frustration
that	WDT	that
stems	VBZ	stem
from	IN	from
being	VBG	be
a	DT	a
member	NN	member
of	IN	of
a	DT	a
group	NN	group
that	WDT	that
can	MD	can
be	VB	be
stereotyped	VBN	stereotype
,	,	,
and	CC	and
I	PP	I
study	VBP	study
the	DT	the
kinds	NNS	kind
of	IN	of
contexts	NNS	context
that	WDT	that
make	VBP	make
that	RB	that
happen	VB	happen
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
at	IN	at
work	NN	work
,	,	,
at	IN	at
school	NN	school
,	,	,
church	NN	church
,	,	,
in	IN	in
your	PP$	your
synagogue	NN	synagogue
,	,	,
you	PP	you
know	VBP	know
,	,	,
all	RB	all
of	IN	of
the	DT	the
types	NNS	type
of	IN	of
contexts	NNS	context
that	WDT	that
can	MD	can
either	RB	either
intentionally	RB	intentionally
or	CC	or
inadvertently	RB	inadvertently
make	VBP	make
us	PP	us
feel	VBP	feel
otherwise	RB	otherwise
,	,	,
which	WDT	which
causes	VBZ	cause
that	DT	that
anxiety	NN	anxiety
.	SENT	.
CSB	NP	CSB
:	:	:
Yeah	RB	yeah
.	SENT	.
And	CC	and
so	RB	so
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
someone	NN	someone
'	POS	'
s	NNS	<unknown>
dealing	VBG	deal
with	IN	with
anxiety	NN	anxiety
in	IN	in
association	NN	association
with	IN	with
a	DT	a
specific	JJ	specific
context	NN	context
,	,	,
like	IN	like
being	VBG	be
the	DT	the
only	JJ	only
person	NN	person
of	IN	of
color	NN	color
in	IN	in
a	DT	a
classroom	NN	classroom
or	CC	or
the	DT	the
only	JJ	only
woman	NN	woman
on	IN	on
a	DT	a
team	NN	team
at	IN	at
work	NN	work
.	SENT	.
What	WP	what
would	MD	would
you	PP	you
suggest	VB	suggest
as	IN	as
strategies	NNS	strategy
for	IN	for
managing	VBG	manage
that	DT	that
anxiety	NN	anxiety
?	SENT	?
VPG	NN	VPG
:	:	:
The	DT	the
first	JJ	first
thing	NN	thing
is	VBZ	be
to	TO	to
just	RB	just
recognize	VB	recognize
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
you	PP	you
.	SENT	.
If	IN	if
you	PP	you
feel	VBP	feel
stress	NN	stress
,	,	,
you	PP	you
feel	VBP	feel
anxiety	NN	anxiety
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
you	PP	you
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
not	RB	not
something	RB	something
wrong	JJ	wrong
with	IN	with
you	PP	you
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
something	NN	something
wrong	JJ	wrong
with	IN	with
the	DT	the
context	NN	context
.	SENT	.
The	DT	the
second	JJ	second
thing	NN	thing
is	VBZ	be
sort	NN	sort
of	IN	of
deciding	VBG	decide
:	:	:
Is	VBZ	be
it	PP	it
really	RB	really
worth	VBP	worth
it	PP	it
?	SENT	?
Do	VB	do
you	PP	you
actually	RB	actually
care	VBP	care
?	SENT	?
Because	IN	because
not	RB	not
every	DT	every
environment	NN	environment
really	RB	really
matters	VBZ	matter
.	SENT	.
Once	RB	once
you	PP	you
contextualize	VBP	contextualize
,	,	,
once	RB	once
you	PP	you
understand	VBP	understand
it	PP	it
'	''	'
s	NNS	<unknown>
not	RB	not
you	PP	you
,	,	,
you	PP	you
have	VBP	have
to	TO	to
create	VB	create
a	DT	a
system	NN	system
of	IN	of
support	NN	support
around	IN	around
you	PP	you
to	TO	to
kind	NN	kind
of	IN	of
fact-check	NN	fact-check
your	PP$	your
experiences	NNS	experience
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
do	VBP	do
you	PP	you
have	VBP	have
a	DT	a
mentor	NN	mentor
who	WP	who
is	VBZ	be
in	IN	in
a	DT	a
similar	JJ	similar
situation	NN	situation
,	,	,
who	WP	who
came	VBD	come
some	DT	some
years	NNS	year
before	IN	before
you	PP	you
?	SENT	?
When	WRB	when
you	PP	you
talk	VBP	talk
to	TO	to
them	PP	them
,	,	,
they	PP	they
can	MD	can
help	VB	help
you	PP	you
to	TO	to
understand	VB	understand
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
you	PP	you
.	SENT	.
They	PP	they
can	MD	can
help	VB	help
you	PP	you
fact-check	NN	fact-check
.	SENT	.
They	PP	they
can	MD	can
help	VB	help
you	PP	you
navigate	VB	navigate
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
.	SENT	.
I	PP	I
think	VBP	think
the	DT	the
other	JJ	other
thing	NN	thing
which	WDT	which
comes	VBZ	come
out	RP	out
of	IN	of
some	DT	some
research	NN	research
that	IN	that
I	PP	I
have	VBP	have
done	VBN	do
is	VBZ	be
when	WRB	when
you	PP	you
situate	VBP	situate
that	IN	that
moment	NN	moment
relative	JJ	relative
to	TO	to
who	WP	who
you	PP	you
are	VBP	be
more	JJR	more
broadly	RB	broadly
--	:	--
I	PP	I
am	VBP	be
bigger	JJR	big
than	IN	than
this	DT	this
moment	NN	moment
--	:	--
sometimes	RB	sometimes
those	DT	those
kinds	NNS	kind
of	IN	of
affirmations	NNS	affirmation
can	MD	can
be	VB	be
incredibly	RB	incredibly
helpful	JJ	helpful
in	IN	in
that	DT	that
moment	NN	moment
for	IN	for
sort	NN	sort
of	IN	of
reducing	VBG	reduce
that	DT	that
stress	NN	stress
.	SENT	.
CSB	NP	CSB
:	:	:
Well	UH	well
,	,	,
let	VB	let
'	''	'
s	NNS	<unknown>
take	VBP	take
one	CD	one
of	IN	of
our	PP$	our
audience	NN	audience
questions	NNS	question
.	SENT	.
So	RB	so
from	IN	from
LinkedIn	NP	<unknown>
,	,	,
someone	NN	someone
asks	VBZ	ask
,	,	,
"	``	"
What	WP	what
can	MD	can
we	PP	we
do	VB	do
to	TO	to
best	JJS	good
support	NN	support
people	NNS	people
in	IN	in
our	PP$	our
lives	NNS	life
who	WP	who
are	VBP	be
suffering	VBG	suffer
from	IN	from
context-based	JJ	<unknown>
anxiety	NN	anxiety
?	SENT	?
"	''	"
VPG	NP	VPG
:	:	:
Oh	UH	oh
,	,	,
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
great	JJ	great
question	NN	question
.	SENT	.
The	DT	the
question	NN	question
of	IN	of
what	WP	what
we	PP	we
can	MD	can
do	VB	do
to	TO	to
support	VB	support
others	NNS	other
in	IN	in
our	PP$	our
lives	NNS	life
that	WDT	that
are	VBP	be
experiencing	VBG	experience
context-based	JJ	<unknown>
identity	NN	identity
is	VBZ	be
important	JJ	important
because	IN	because
oftentimes	NNS	oftentime
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
undetectable	JJ	undetectable
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
most	RBS	most
challenging	JJ	challenging
aspects	NNS	aspect
of	IN	of
a	DT	a
context-based	JJ	<unknown>
stress	NN	stress
--	:	--
the	DT	the
scientific	JJ	scientific
term	NN	term
is	VBZ	be
called	VBN	call
"	``	"
stereotype	NN	stereotype
threat	NN	threat
"	''	"
--	:	--
the	DT	the
challenge	NN	challenge
with	IN	with
that	WDT	that
is	VBZ	be
you	PP	you
have	VBP	have
this	DT	this
physiological	JJ	physiological
feeling	NN	feeling
.	SENT	.
You	PP	you
might	MD	might
feel	VB	feel
stressed	VBN	stress
,	,	,
you	PP	you
might	MD	might
feel	VB	feel
anxious	JJ	anxious
,	,	,
you	PP	you
might	MD	might
be	VB	be
overworking	VBG	overwork
.	SENT	.
Are	VBP	be
you	PP	you
working	VBG	work
at	IN	at
two	CD	two
and	CC	and
three	CD	three
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
like	VB	like
,	,	,
overworking	VBG	overwork
on	IN	on
a	DT	a
presentation	NN	presentation
?	SENT	?
But	CC	but
the	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
you	PP	you
might	MD	might
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
actually	RB	actually
detect	VB	detect
it	PP	it
in	IN	in
others	NNS	other
.	SENT	.
You	PP	you
can	MD	can
oftentimes	NNS	oftentime
understand	VB	understand
what	WP	what
situations	NNS	situation
a	DT	a
partner	NN	partner
or	CC	or
person	NN	person
or	CC	or
friend	NN	friend
is	VBZ	be
going	VBG	go
into	IN	into
ahead	RB	ahead
of	IN	of
time	NN	time
and	CC	and
sort	NN	sort
of	IN	of
sharing	VBG	share
this	DT	this
idea	NN	idea
that	IN	that
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
in	IN	in
contexts	NNS	context
where	WRB	where
you	PP	you
are	VBP	be
a	DT	a
solo	JJ	solo
status	NN	status
,	,	,
you	PP	you
'	POS	'
re	NN	re
the	DT	the
only	JJ	only
one	CD	one
,	,	,
this	DT	this
is	VBZ	be
something	NN	something
that	WDT	that
could	MD	could
happen	VB	happen
,	,	,
this	DT	this
is	VBZ	be
an	DT	an
experience	NN	experience
you	PP	you
could	MD	could
feel	VB	feel
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
you	PP	you
;	:	;
it	PP	it
'	POS	'
s	NN	S
a	DT	a
common	JJ	common
situation	NN	situation
.	SENT	.
I	PP	I
have	VBP	have
found	VBN	find
over	RP	over
and	CC	and
over	RP	over
and	CC	and
over	RP	over
again	RB	again
,	,	,
just	RB	just
taking	VBG	take
the	DT	the
heat	NN	heat
off	RP	off
of	IN	of
an	DT	an
individual	NN	individual
to	TO	to
sort	VB	sort
of	IN	of
place	NN	place
it	PP	it
back	RB	back
where	WRB	where
it	PP	it
'	POS	'
s	NNS	<unknown>
supposed	VBN	suppose
to	TO	to
be	VB	be
in	IN	in
the	DT	the
context	NN	context
is	VBZ	be
incredibly	RB	incredibly
helpful	JJ	helpful
.	SENT	.
CSB	NP	CSB
:	:	:
That	WDT	that
'	POS	'
s	JJ	<unknown>
interesting	JJ	interesting
and	CC	and
valuable	JJ	valuable
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
feels	VBZ	feel
connected	VBN	connect
to	TO	to
that	DT	that
,	,	,
too	RB	too
,	,	,
is	VBZ	be
obviously	RB	obviously
,	,	,
being	JJ	being
in	IN	in
these	DT	these
context-based	JJ	<unknown>
,	,	,
anxiety-producing	JJ	anxiety-producing
situations	NNS	situation
can	MD	can
create	VB	create
anger	NN	anger
and	CC	and
frustration	NN	frustration
,	,	,
especially	RB	especially
for	IN	for
those	DT	those
who	WP	who
have	VBP	have
been	VBN	be
affected	VBN	affect
by	IN	by
violence	NN	violence
or	CC	or
injustice	NN	injustice
.	SENT	.
Can	MD	can
you	PP	you
can	MD	can
you	PP	you
talk	VB	talk
more	RBR	more
about	IN	about
that	DT	that
flow	NN	flow
from	IN	from
anger	NN	anger
and	CC	and
frustration	NN	frustration
to	TO	to
anxiety	NN	anxiety
?	SENT	?
VPG	NN	VPG
:	:	:
Violence	NN	violence
,	,	,
frustration	NN	frustration
is	VBZ	be
,	,	,
these	DT	these
days	NNS	day
,	,	,
far	RB	far
too	RB	too
familiar	JJ	familiar
to	TO	to
many	JJ	many
of	IN	of
us	PP	us
.	SENT	.
When	WRB	when
we	PP	we
think	VBP	think
about	IN	about
all	PDT	all
that	DT	that
has	VBZ	have
come	VBN	come
out	RP	out
of	IN	of
George	NP	George
Floyd	NP	Floyd
,	,	,
we	PP	we
think	VBP	think
about	IN	about
the	DT	the
continuing	VBG	continue
challenges	NNS	challenge
that	WDT	that
women	NNS	woman
face	VBP	face
in	IN	in
the	DT	the
workplace	NN	workplace
,	,	,
we	PP	we
think	VBP	think
about	IN	about
the	DT	the
trans	NNS	<unknown>
community	NN	community
,	,	,
and	CC	and
what	WP	what
they	PP	they
'	POS	'
re	NN	re
dealing	VBG	deal
with	IN	with
in	IN	in
terms	NNS	term
of	IN	of
athletes	NNS	athlete
and	CC	and
athleticism	NN	athleticism
and	CC	and
whether	IN	whether
or	CC	or
not	RB	not
they	PP	they
'	POS	'
re	NN	re
considered	VBD	consider
truly	RB	truly
part	NN	part
of	IN	of
a	DT	a
sport	NN	sport
,	,	,
particularly	RB	particularly
in	IN	in
women	NNS	woman
'	POS	'
s	NN	S
sports	NNS	sport
--	:	--
there	EX	there
are	VBP	be
so	RB	so
many	JJ	many
different	JJ	different
identities	NNS	identity
that	WDT	that
are	VBP	be
being	VBG	be
challenged	VBN	challenge
right	RB	right
now	RB	now
.	SENT	.
And	CC	and
what	WP	what
we	PP	we
find	VBP	find
in	IN	in
our	PP$	our
research	NN	research
is	VBZ	be
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
natural	JJ	natural
flow	NN	flow
from	IN	from
anxiety	NN	anxiety
,	,	,
stress	NN	stress
,	,	,
questioning	VBG	question
whether	IN	whether
,	,	,
"	``	"
Is	VBZ	be
it	PP	it
something	NN	something
about	IN	about
me	PP	me
?	SENT	?
"	''	"
"	``	"
What	WP	what
is	VBZ	be
it	PP	it
about	IN	about
my	PP$	my
group	NN	group
?	SENT	?
"	''	"
to	TO	to
the	DT	the
shift	NN	shift
in	IN	in
understanding	VBG	understand
that	DT	that
society	NN	society
is	VBZ	be
seeing	VBG	see
and	CC	and
treating	VBG	treat
you	PP	you
differently	RB	differently
,	,	,
and	CC	and
that	DT	that
causes	NNS	cause
anger	NN	anger
,	,	,
and	CC	and
that	DT	that
causes	NNS	cause
frustration	NN	frustration
.	SENT	.
The	DT	the
problem	NN	problem
with	IN	with
this	DT	this
is	VBZ	be
,	,	,
at	IN	at
the	DT	the
physiological	JJ	physiological
level	NN	level
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
still	RB	still
stress	VBP	stress
,	,	,
and	CC	and
stress	NN	stress
is	VBZ	be
debilitating	JJ	debilitating
.	SENT	.
It	PP	it
keeps	VBZ	keep
us	PP	us
up	RP	up
at	IN	at
night	NN	night
.	SENT	.
It	PP	it
keeps	VBZ	keep
us	PP	us
overeating	VBG	overeat
.	SENT	.
It	PP	it
keeps	VBZ	keep
us	PP	us
undereating	VBG	undereat
.	SENT	.
You	PP	you
look	VBP	look
at	IN	at
the	DT	the
early	JJ	early
onset	NN	onset
of	IN	of
cardiovascular	JJ	cardiovascular
disease	NN	disease
.	SENT	.
The	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
stress	NN	stress
is	VBZ	be
debilitating	JJ	debilitating
.	SENT	.
So	RB	so
even	RB	even
though	IN	though
those	DT	those
moments	NNS	moment
of	IN	of
anger	NN	anger
may	MD	may
even	RB	even
make	VB	make
you	PP	you
feel	VB	feel
like	IN	like
you	PP	you
can	MD	can
do	VB	do
something	NN	something
,	,	,
you	PP	you
feel	VBP	feel
empowered	VBN	empower
as	IN	as
a	DT	a
group	NN	group
,	,	,
it	PP	it
still	RB	still
can	MD	can
erode	VB	erode
our	PP$	our
health	NN	health
.	SENT	.
And	CC	and
so	RB	so
when	WRB	when
I	PP	I
think	VBP	think
about	IN	about
inclusive	JJ	inclusive
societies	NNS	society
,	,	,
I	PP	I
think	VBP	think
about	IN	about
it	PP	it
from	IN	from
a	DT	a
justice	NN	justice
perspective	NN	perspective
.	SENT	.
I	PP	I
also	RB	also
think	VBP	think
about	IN	about
it	PP	it
from	IN	from
a	DT	a
health	NN	health
perspective	NN	perspective
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
all	RB	all
linked	VBN	link
together	RB	together
.	SENT	.
CSB	NP	CSB
:	:	:
Absolutely	RB	absolutely
.	SENT	.
Yeah	RB	yeah
.	SENT	.
We	PP	we
have	VBP	have
another	DT	another
question	NN	question
from	IN	from
the	DT	the
audience	NN	audience
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
bring	VBP	bring
that	IN	that
up	RB	up
.	SENT	.
From	IN	from
Facebook	NP	<unknown>
:	:	:
"	``	"
Is	VBZ	be
it	PP	it
possible	JJ	possible
to	TO	to
use	VB	use
anxiety	NN	anxiety
in	IN	in
a	DT	a
positive	JJ	positive
way	NN	way
?	SENT	?
"	''	"
VPG	NN	VPG
:	:	:
It	PP	it
is	VBZ	be
absolutely	RB	absolutely
a	DT	a
good	JJ	good
idea	NN	idea
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
understand	VBP	understand
that	IN	that
you	PP	you
can	MD	can
leverage	VB	leverage
the	DT	the
power	NN	power
of	IN	of
anxiety	NN	anxiety
in	IN	in
a	DT	a
positive	JJ	positive
way	NN	way
,	,	,
you	PP	you
can	MD	can
do	VB	do
a	DT	a
lot	NN	lot
of	IN	of
different	JJ	different
things	NNS	thing
.	SENT	.
So	RB	so
,	,	,
for	IN	for
instance	NN	instance
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
relationship	NN	relationship
between	IN	between
anxiety	NN	anxiety
and	CC	and
performance	NN	performance
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
lots	NNS	lot
of	IN	of
research	NN	research
on	IN	on
this	DT	this
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
sort	NN	sort
of	IN	of
an	DT	an
old	JJ	old
idea	NN	idea
