When	WRB	when
I	PP	I
was	VBD	be
seven	CD	seven
years	NNS	year
old	JJ	old
and	CC	and
my	PP$	my
sister	NN	sister
was	VBD	be
just	RB	just
five	CD	five
years	NNS	year
old	JJ	old
,	,	,
we	PP	we
were	VBD	be
playing	VBG	play
on	IN	on
top	NN	top
of	IN	of
a	DT	a
bunk	NN	bunk
bed	NN	bed
.	SENT	.
I	PP	I
was	VBD	be
two	CD	two
years	NNS	year
older	JJR	old
than	IN	than
my	PP$	my
sister	NN	sister
at	IN	at
the	DT	the
time	NN	time
â	NP	<unknown>
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
'	POS	'
m	NN	m
two	CD	two
years	NNS	year
older	JJR	old
than	IN	than
her	PP$	her
now	RB	now
â	NP	<unknown>
but	CC	but
at	IN	at
the	DT	the
time	NN	time
it	PP	it
meant	VBD	mean
she	PP	she
had	VBD	have
to	TO	to
do	VB	do
everything	NN	everything
that	IN	that
I	PP	I
wanted	VBD	want
to	TO	to
do	VB	do
,	,	,
and	CC	and
I	PP	I
wanted	VBD	want
to	TO	to
play	VB	play
war	NN	war
.	SENT	.
So	RB	so
we	PP	we
were	VBD	be
up	RP	up
on	IN	on
top	NN	top
of	IN	of
our	PP$	our
bunk	NN	bunk
beds	NNS	bed
.	SENT	.
And	CC	and
on	IN	on
one	CD	one
side	NN	side
of	IN	of
the	DT	the
bunk	NN	bunk
bed	NN	bed
,	,	,
I	PP	I
had	VBD	have
put	VBN	put
out	RP	out
all	DT	all
of	IN	of
my	PP$	my
G	NN	G
.	SENT	.
I	PP	I
.	SENT	.
Joe	NP	Joe
soldiers	NNS	soldier
and	CC	and
weaponry	NN	weaponry
.	SENT	.
And	CC	and
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
were	VBD	be
all	PDT	all
my	PP$	my
sister	NN	sister
'	''	'
s	VBG	<unknown>
My	PP$	my
Little	JJ	little
Ponies	NNS	pony
ready	JJ	ready
for	IN	for
a	DT	a
cavalry	NN	cavalry
charge	NN	charge
.	SENT	.
There	EX	there
are	VBP	be
differing	VBG	differ
accounts	NNS	account
of	IN	of
what	WP	what
actually	RB	actually
happened	VBD	happen
that	DT	that
afternoon	NN	afternoon
,	,	,
but	CC	but
since	IN	since
my	PP$	my
sister	NN	sister
is	VBZ	be
not	RB	not
here	RB	here
with	IN	with
us	PP	us
today	NN	today
,	,	,
let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
the	DT	the
true	JJ	true
story	NN	story
â	NP	<unknown>
which	WDT	which
is	VBZ	be
my	PP$	my
sister	NN	sister
'	POS	'
s	NN	S
a	DT	a
little	JJ	little
on	IN	on
the	DT	the
clumsy	JJ	clumsy
side	NN	side
.	SENT	.
Somehow	RB	somehow
,	,	,
without	IN	without
any	DT	any
help	NN	help
or	CC	or
push	VB	push
from	IN	from
her	PP$	her
older	JJR	old
brother	NN	brother
at	IN	at
