Before	IN	before
his	PP$	his
death	NN	death
in	IN	in
California	NP	California
in	IN	in
1991	CD	@card@
,	,	,
a	DT	a
man	NN	man
named	VBN	name
William	NP	William
Kane	NP	Kane
wrote	VBD	write
a	DT	a
letter	NN	letter
to	TO	to
the	DT	the
children	NNS	child
from	IN	from
his	PP$	his
first	JJ	first
marriage	NN	marriage
and	CC	and
to	TO	to
his	PP$	his
fiancee	NN	fiancee
,	,	,
Deborah	NP	Deborah
.	SENT	.
It	PP	it
read	VBD	read
,	,	,
"	``	"
I	PP	I
address	VBP	address
this	DT	this
to	TO	to
my	PP$	my
children	NNS	child
because	IN	because
although	IN	although
I	PP	I
have	VBP	have
only	RB	only
two	CD	two
of	IN	of
you	PP	you
,	,	,
Everett	NP	Everett
and	CC	and
Katie	NP	Katie
,	,	,
it	PP	it
may	MD	may
be	VB	be
that	IN	that
Deborah	NP	Deborah
decides	VBZ	decide
,	,	,
as	IN	as
I	PP	I
hope	VBP	hope
she	PP	she
will	MD	will
,	,	,
to	TO	to
have	VB	have
a	DT	a
child	NN	child
by	IN	by
me	PP	me
after	IN	after
my	PP$	my
death	NN	death
.	SENT	.
I	PP	I
have	VBP	have
been	VBN	be
assiduously	RB	assiduously
generating	VBG	generate
sperm	NN	sperm
samples	NNS	sample
for	IN	for
that	DT	that
eventuality	NN	eventuality
.	SENT	.
If	IN	if
she	PP	she
does	VBZ	do
,	,	,
then	RB	then
this	DT	this
letter	NN	letter
is	VBZ	be
for	IN	for
my	PP$	my
posthumous	JJ	posthumous
offspring	NN	offspring
as	IN	as
well	RB	well
,	,	,
with	IN	with
the	DT	the
thought	NN	thought
that	IN	that
I	PP	I
have	VBP	have
loved	VBN	love
you	PP	you
in	IN	in
my	PP$	my
dreams	NNS	dream
,	,	,
even	RB	even
though	IN	though
I	PP	I
never	RB	never
got	VBD	get
to	TO	to
see	VB	see
you	PP	you
born	VBN	bear
.	SENT	.
"	``	"
What	WP	what
happened	VBD	happen
after	IN	after
William	NP	William
Kane	NP	Kane
'	POS	'
s	NN	S
death	NN	death
was	VBD	be
a	DT	a
lawsuit	NN	lawsuit
that	WDT	that
would	MD	would
forever	RB	forever
change	VB	change
the	DT	the
law	NN	law
.	SENT	.
His	PP$	his
ex-wife	NN	ex-wife
and	CC	and
adult	NN	adult
children	NNS	child
argued	VBD	argue
that	IN	that
Deborah	NP	Deborah
should	MD	should
not	RB	not
be	VB	be
allowed	VBN	allow
to	TO	to
use	VB	use
the	DT	the
sperm	NN	sperm
samples	NNS	sample
.	SENT	.
They	PP	they
should	MD	should
be	VB	be
destroyed	VBN	destroy
.	SENT	.
And	CC	and
a	DT	a
trial	NN	trial
court	NN	court
agreed	VBD	agree
with	IN	with
them	PP	them
.	SENT	.
But	CC	but
Deborah	NP	Deborah
appealed	VBD	appeal
,	,	,
and	CC	and
a	DT	a
California	NP	California
appellate	JJ	appellate
court	NN	court
agreed	VBD	agree
with	IN	with
her	PP	her
,	,	,
finding	VBG	find
that	IN	that
William	NP	William
Kane	NP	Kane
,	,	,
and	CC	and
all	DT	all
of	IN	of
us	PP	us
,	,	,
have	VBP	have
the	DT	the
right	NN	right
to	TO	to
use	VB	use
our	PP$	our
DNA	NN	DNA
after	IN	after
our	PP$	our
death	NN	death
,	,	,
even	RB	even
to	TO	to
have	VB	have
children	NNS	child
.	SENT	.
I	PP	I
am	VBP	be
sure	JJ	sure
everyone	NN	everyone
in	IN	in
this	DT	this
room	NN	room
has	VBZ	have
let	VBN	let
their	PP$	their
loved	VBN	love
ones	NNS	one
know	VBP	know
if	IN	if
they	PP	they
can	MD	can
use	VB	use
their	PP$	their
DNA	NN	DNA
to	TO	to
have	VB	have
a	DT	a
kid	NN	kid
after	IN	after
they	PP	they
die	VBP	die
,	,	,
right	RB	right
?	SENT	?
OK	UH	OK
,	,	,
probably	RB	probably
not	RB	not
yet	RB	yet
.	SENT	.
But	CC	but
what	WP	what
happens	VBZ	happen
if	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
tell	NN	tell
anyone	NN	anyone
?	SENT	?
If	IN	if
we	PP	we
don	VBP	don
'	''	'
t	NN	t
write	VB	write
it	PP	it
down	RP	down
?	SENT	?
And	CC	and
what	WP	what
happens	VBZ	happen
when	WRB	when
a	DT	a
couple	NN	couple
creates	VBZ	create
embryos	NNS	embryo
together	RB	together
for	IN	for
use	VB	use
down	RP	down
the	DT	the
road	NN	road
,	,	,
then	RB	then
divorces	NNS	divorce
or	CC	or
eggs	NNS	egg
and	CC	and
sperm	NN	sperm
are	VBP	be
mixed	VBN	mix
up	RP	up
or	CC	or
an	DT	an
embryo	NN	embryo
transferred	VBN	transfer
to	TO	to
the	DT	the
wrong	JJ	wrong
woman	NN	woman
?	SENT	?
Because	IN	because
all	DT	all
of	IN	of
these	DT	these
things	NNS	thing
have	VBP	have
happened	VBN	happen
.	SENT	.
Thanks	NNS	thanks
to	TO	to
advances	NNS	advance
in	IN	in
technology	NN	technology
,	,	,
there	EX	there
are	VBP	be
more	JJR	more
ways	NNS	way
to	TO	to
try	VB	try
to	TO	to
have	VB	have
a	DT	a
baby	NN	baby
.	SENT	.
But	CC	but
the	DT	the
law	NN	law
has	VBZ	have
lagged	VBN	lag
behind	RB	behind
.	SENT	.
And	CC	and
because	IN	because
the	DT	the
law	NN	law
hasn	NN	<unknown>
'	POS	'
t	NN	t
kept	VBD	keep
up	RP	up
with	IN	with
the	DT	the
technology	NN	technology
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
hurting	VBG	hurt
people	NNS	people
:	:	:
Families	NNS	family
trying	VBG	try
to	TO	to
conceive	VB	conceive
,	,	,
donors	NNS	donor
and	CC	and
surrogates	NNS	surrogate
trying	VBG	try
to	TO	to
help	VB	help
them	PP	them
and	CC	and
the	DT	the
children	NNS	child
born	VBN	bear
into	IN	into
these	DT	these
wild	JJ	wild
situations	NNS	situation
.	SENT	.
And	CC	and
one	CD	one
day	NN	day
it	PP	it
could	MD	could
affect	VB	affect
you	PP	you
or	CC	or
your	PP$	your
loved	VBN	love
ones	NNS	one
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
an	DT	an
attorney	NN	attorney
,	,	,
probably	RB	probably
not	RB	not
surprising	JJ	surprising
by	IN	by
my	PP$	my
knowledge	NN	knowledge
of	IN	of
eggs	NNS	egg
,	,	,
sperm	NN	sperm
and	CC	and
the	DT	the
law	NN	law
.	SENT	.
I	PP	I
started	VBD	start
my	PP$	my
career	NN	career
in	IN	in
the	DT	the
investment	NN	investment
management	NN	management
group	NN	group
of	IN	of
a	DT	a
large	JJ	large
international	JJ	international
firm	NN	firm
,	,	,
forming	VBG	form
hedge	JJ	hedge
funds	NNS	fund
.	SENT	.
At	IN	at
parties	NNS	party
,	,	,
when	WRB	when
asked	VBN	ask
what	WP	what
I	PP	I
did	VBD	do
for	IN	for
a	DT	a
living	NN	living
,	,	,
my	PP$	my
answer	NN	answer
was	VBD	be
generally	RB	generally
followed	VBN	follow
by	IN	by
glances	NNS	glance
around	IN	around
the	DT	the
room	NN	room
for	IN	for
someone	NN	someone
more	RBR	more
interesting	JJ	interesting
to	TO	to
talk	VB	talk
to	TO	to
.	SENT	.
But	CC	but
that	DT	that
time	NN	time
I	PP	I
was	VBD	be
surrounded	VBN	surround
by	IN	by
people	NNS	people
thinking	VBG	think
about	IN	about
having	VBG	have
babies	NNS	baby
.	SENT	.
From	IN	from
my	PP$	my
housemates	NNS	housemate
,	,	,
who	WP	who
were	VBD	be
a	DT	a
gay	JJ	gay
couple	NN	couple
,	,	,
to	TO	to
my	PP$	my
sister	NN	sister
and	CC	and
her	PP$	her
husband	NN	husband
struggling	VBG	struggle
with	IN	with
infertility	NN	infertility
.	SENT	.
And	CC	and
I	PP	I
learned	VBD	learn
about	RB	about
assisted	VBN	assist
reproductive	JJ	reproductive
technology	NN	technology
law	NN	law
.	SENT	.
I	PP	I
had	VBD	have
the	DT	the
chance	NN	chance
to	TO	to
read	VB	read
through	IN	through
an	DT	an
egg	NN	egg
donation	NN	donation
agreement	NN	agreement
,	,	,
and	CC	and
it	PP	it
blew	VBD	blow
my	PP$	my
mind	NN	mind
.	SENT	.
So	IN	so
many	JJ	many
questions	NNS	question
I	PP	I
had	VBD	have
never	RB	never
thought	VBN	think
of	IN	of
.	SENT	.
What	WP	what
if	IN	if
an	DT	an
egg	NN	egg
donor	NN	donor
goes	VBZ	go
through	IN	through
a	DT	a
single	JJ	single
retrieval	NN	retrieval
procedure	NN	procedure
and	CC	and
has	VBZ	have
20	CD	@card@
eggs	NNS	egg
retrieved	VBD	retrieve
?	SENT	?
Not	RB	not
a	DT	a
crazy	JJ	crazy
number	NN	number
.	SENT	.
Could	MD	could
those	DT	those
eggs	NNS	egg
be	VB	be
donated	VBN	donate
to	TO	to
20	CD	@card@
different	JJ	different
families	NNS	family
?	SENT	?
Could	MD	could
each	DT	each
of	IN	of
those	DT	those
families	NNS	family
have	VBP	have
a	DT	a
child	NN	child
genetically	RB	genetically
related	VBN	relate
to	TO	to
her	PP	her
?	SENT	?
What	WP	what
about	IN	about
disclosure	NN	disclosure
and	CC	and
future	JJ	future
contact	NN	contact
?	SENT	?
Would	MD	would
she	PP	she
know	VB	know
the	DT	the
children	NNS	child
?	SENT	?
Would	MD	would
the	DT	the
children	NNS	child
know	VBP	know
each	DT	each
other	JJ	other
?	SENT	?
I	PP	I
was	VBD	be
fascinated	VBN	fascinate
.	SENT	.
Way	RB	way
more	RBR	more
interesting	JJ	interesting
than	IN	than
hedge	JJ	hedge
funds	NNS	fund
.	SENT	.
But	CC	but
the	DT	the
law	NN	law
in	IN	in
this	DT	this
area	NN	area
will	MD	will
leave	VB	leave
your	PP$	your
head	NN	head
spinning	NN	spinning
.	SENT	.
Even	RB	even
the	DT	the
definition	NN	definition
of	IN	of
what	WP	what
is	VBZ	be
an	DT	an
embryo	NN	embryo
is	VBZ	be
inconsistent	JJ	inconsistent
and	CC	and
contradictory	JJ	contradictory
from	IN	from
state	NN	state
to	TO	to
state	NN	state
.	SENT	.
In	IN	in
Louisiana	NP	Louisiana
,	,	,
an	DT	an
embryo	NN	embryo
is	VBZ	be
defined	VBN	define
as	IN	as
a	DT	a
juridical	JJ	juridical
person	NN	person
.	SENT	.
What	WP	what
'	POS	'
s	NN	S
that	RB	that
?	SENT	?
Even	RB	even
the	DT	the
lawyers	NNS	lawyer
aren	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
sure	JJ	sure
what	WP	what
a	DT	a
juridical	JJ	juridical
person	NN	person
is	VBZ	be
.	SENT	.
But	CC	but
we	PP	we
do	VBP	do
know	VB	know
that	IN	that
it	PP	it
means	VBZ	mean
that	IN	that
embryos	NNS	embryo
,	,	,
stored	VBN	store
in	IN	in
tanks	NNS	tank
at	IN	at
-321	CD	@card@
degrees	NNS	degree
Fahrenheit	JJ	Fahrenheit
,	,	,
have	VBP	have
the	DT	the
right	NN	right
to	TO	to
sue	VB	sue
people	NNS	people
.	SENT	.
And	CC	and
don	NN	don
'	POS	'
t	NN	t
think	VBP	think
they	PP	they
won	VBD	win
'	''	'
t	NN	t
do	VBP	do
it	PP	it
.	SENT	.
Last	JJ	last
year	NN	year
,	,	,
celebrity	NN	celebrity
actress	NN	actress
Sofia	NP	Sofia
Vergara	NP	Vergara
of	IN	of
"	``	"
Modern	NP	Modern
Family	NP	Family
"	''	"
fame	NN	fame
and	CC	and
my	PP$	my
favorite	JJ	favorite
,	,	,
"	''	"
Smurfs	NP	Smurfs
,	,	,
"	``	"
was	VBD	be
sued	VBN	sue
by	IN	by
her	PP$	her
embryos	NNS	embryo
.	SENT	.
She	PP	she
had	VBD	have
gone	VBN	go
through	IN	through
fertility	NN	fertility
treatment	NN	treatment
with	IN	with
her	PP$	her
ex-fiancé	NN	ex-fiancé
,	,	,
Nick	NP	Nick
Loeb	NP	Loeb
,	,	,
when	WRB	when
they	PP	they
were	VBD	be
a	DT	a
couple	NN	couple
.	SENT	.
They	PP	they
had	VBD	have
two	CD	two
remaining	VBG	remain
embryos	NNS	embryo
from	IN	from
their	PP$	their
IVF	NP	IVF
process	NN	process
stored	VBD	store
in	IN	in
a	DT	a
clinic	NN	clinic
in	IN	in
Los	NP	Los
Angeles	NP	Angeles
.	SENT	.
The	DT	the
consent	NN	consent
forms	VBZ	form
they	PP	they
signed	VBD	sign
were	VBD	be
clear	JJ	clear
:	:	:
neither	CC	neither
could	MD	could
use	VB	use
the	DT	the
embryos	NNS	embryo
without	IN	without
the	DT	the
other	JJ	other
'	POS	'
s	NN	S
consent	NN	consent
.	SENT	.
At	IN	at
