Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Hello	UH	hello
.	SENT	.
Welcome	JJ	welcome
to	TO	to
this	DT	this
TED	VB	ted
Dialogues	NNS	dialogue
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
the	DT	the
first	JJ	first
of	IN	of
a	DT	a
series	NN	series
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
done	VBN	do
in	IN	in
response	NN	response
to	TO	to
the	DT	the
current	JJ	current
political	JJ	political
upheaval	NN	upheaval
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
about	IN	about
you	PP	you
;	:	;
I	PP	I
'	POS	'
ve	NNS	<unknown>
become	VBP	become
quite	RB	quite
concerned	JJ	concerned
about	IN	about
the	DT	the
growing	VBG	grow
divisiveness	NN	divisiveness
in	IN	in
this	DT	this
country	NN	country
and	CC	and
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
No	DT	no
one	CD	one
'	POS	'
s	NNS	<unknown>
listening	VBG	listen
to	TO	to
each	DT	each
other	JJ	other
.	SENT	.
Right	RB	right
?	SENT	?
They	PP	they
aren	NNS	<unknown>
'	POS	'
t	NN	t
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
feels	VBZ	feel
like	IN	like
we	PP	we
need	VBP	need
a	DT	a
different	JJ	different
kind	NN	kind
of	IN	of
conversation	NN	conversation
,	,	,
one	CD	one
that	WDT	that
'	POS	'
s	NNS	<unknown>
based	VBN	base
on	IN	on
—	:	-
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
on	IN	on
reason	NN	reason
,	,	,
listening	VBG	listen
,	,	,
on	IN	on
understanding	NN	understanding
,	,	,
on	IN	on
a	DT	a
broader	JJR	broad
context	NN	context
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
at	IN	at
least	JJS	least
what	WP	what
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
try	VB	try
in	IN	in
these	DT	these
TED	VBP	ted
Dialogues	NNS	dialogue
