Pat	NP	Pat
Mitchell	NP	Mitchell
:	:	:
11	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
you	PP	you
,	,	,
your	PP$	your
sister	NN	sister
--	:	--
Glenn	NP	Glenn
Close	NP	Close
:	:	:
14	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
PM	NN	pm
:	:	:
14	CD	@card@
years	NNS	year
ago	RB	ago
!	SENT	!
Your	PP$	your
sister	NN	sister
,	,	,
your	PP$	your
nephew	NN	nephew
and	CC	and
yourself	PP	yourself
made	VBD	make
this	DT	this
courageous	JJ	courageous
decision	NN	decision
to	TO	to
step	VB	step
forward	RB	forward
and	CC	and
say	VB	say
,	,	,
"	``	"
Our	PP$	our
family	NN	family
has	VBZ	have
suffered	VBN	suffer
from	IN	from
mental	JJ	mental
illness	NN	illness
,	,	,
"	''	"
at	IN	at
a	DT	a
time	NN	time
when	WRB	when
very	RB	very
few	JJ	few
people	NNS	people
were	VBD	be
talking	VBG	talk
publicly	RB	publicly
.	SENT	.
What	WP	what
led	VBD	lead
to	TO	to
this	DT	this
decision	NN	decision
for	IN	for
the	DT	the
family	NN	family
?	SENT	?
GC	NN	GC
:	:	:
My	PP$	my
sister	JJ	sister
Jessie	NP	Jessie
,	,	,
my	PP$	my
younger	JJR	young
sister	NN	sister
,	,	,
always	RB	always
the	DT	the
wild	JJ	wild
one	CD	one
--	:	--
my	PP$	my
dad	NN	dad
,	,	,
who	WP	who
was	VBD	be
a	DT	a
doctor	NN	doctor
,	,	,
actually	RB	actually
said	VBD	say
,	,	,
"	``	"
Pull	VB	pull
up	RP	up
your	PP$	your
socks	NNS	sock
,	,	,
get	VB	get
back	RB	back
to	TO	to
work	VB	work
,	,	,
get	VB	get
an	DT	an
education	NN	education
.	SENT	.
"	''	"
She	PP	she
came	VBD	come
up	RP	up
to	TO	to
me	PP	me
one	CD	one
summer	NN	summer
,	,	,
having	VBG	have
put	VBN	put
her	PP$	her
kids	NNS	kid
in	IN	in
the	DT	the
car	NN	car
,	,	,
and	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
I	PP	I
need	VBP	need
your	PP$	your
help	NN	help
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
stop	NN	stop
thinking	VBG	think
about	IN	about
killing	VBG	kill
myself	PP	myself
.	SENT	.
"	``	"
I	PP	I
was	VBD	be
in	IN	in
shock	NN	shock
.	SENT	.
I	PP	I
had	VBD	have
absolutely	RB	absolutely
no	DT	no
clue	NN	clue
,	,	,
no	DT	no
clue	NN	clue
of	IN	of
what	WP	what
she	PP	she
was	VBD	be
dealing	VBG	deal
with	IN	with
.	SENT	.
So	IN	so
my	PP$	my
mom	NN	mom
and	CC	and
I	PP	I
were	VBD	be
able	JJ	able
to	TO	to
get	VB	get
her	PP$	her
help	NN	help
.	SENT	.
Her	PP$	her
son	NN	son
Calen	NP	<unknown>
suffers	VBZ	suffer
from	IN	from
schizophrenia	NN	schizophrenia
.	SENT	.
Lives	NNS	life
with	IN	with
schizophrenia	NN	schizophrenia
.	SENT	.
And	CC	and
together	RB	together
they	PP	they
came	VBD	come
to	TO	to
me	PP	me
and	CC	and
said	VBD	say
,	,	,
"	``	"
We	PP	we
have	VBP	have
--	:	--
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
learn	VB	learn
how	WRB	how
to	TO	to
manage	VB	manage
our	PP$	our
illnesses	NNS	illness
,	,	,
"	''	"
which	WDT	which
in	IN	in
long-term	JJ	long-term
recovery	NN	recovery
means	VBZ	mean
you	PP	you
have	VB	have
to	TO	to
change	VB	change
meds	NNS	<unknown>
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
how	WRB	how
many	JJ	many
meds	NNS	<unknown>
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
what	WDT	what
--	:	--
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
process	NN	process
and	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
long	JJ	long
process	NN	process
,	,	,
and	CC	and
you	PP	you
have	VBP	have
to	TO	to
be	VB	be
very	RB	very
resilient	JJ	resilient
.	SENT	.
But	CC	but
they	PP	they
said	VBD	say
,	,	,
"	``	"
We	PP	we
have	VBP	have
found	VBN	find
that	IN	that
the	DT	the
stigma	NN	stigma
around	IN	around
what	WP	what
we	PP	we
are	VBP	be
dealing	VBG	deal
with	IN	with
can	MD	can
be	VB	be
worse	JJR	bad
than	IN	than
the	DT	the
diseases	NNS	disease
themselves	PP	themselves
.	SENT	.
"	``	"
When	WRB	when
Calen	NP	<unknown>
came	VBD	come
back	RB	back
from	IN	from
two	CD	two
years	NNS	year
in	IN	in
a	DT	a
psychiatric	JJ	psychiatric
hospital	NN	hospital
,	,	,
none	NN	none
of	IN	of
his	PP$	his
friends	NNS	friend
came	VBD	come
back	RB	back
.	SENT	.
They	PP	they
still	RB	still
haven	NN	haven
'	POS	'
t	NN	t
come	VBP	come
back	RB	back
,	,	,
even	RB	even
though	IN	though
he	PP	he
'	POS	'
s	NNS	<unknown>
become	VBP	become
this	DT	this
advocate	NN	advocate
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
incredible	JJ	incredible
to	TO	to
me	PP	me
.	SENT	.
So	RB	so
I	PP	I
said	VBD	say
,	,	,
because	IN	because
they	PP	they
'	''	'
re	IN	re
my	PP$	my
family	NN	family
,	,	,
I	PP	I
said	VBD	say
,	,	,
"	``	"
Of	IN	of
course	NN	course
,	,	,
I	PP	I
will	MD	will
help	VB	help
you	PP	you
,	,	,
but	CC	but
you	PP	you
have	VBP	have
to	TO	to
do	VB	do
it	PP	it
with	IN	with
me	PP	me
because	IN	because
it	PP	it
'	POS	'
s	NN	S
not	RB	not
about	IN	about
me	PP	me
,	,	,
it	PP	it
'	POS	'
s	NN	S
about	IN	about
you	PP	you
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
about	IN	about
our	PP$	our
family	NN	family
.	SENT	.
"	''	"
But	CC	but
their	PP$	their
courage	NN	courage
still	RB	still
brings	VBZ	bring
me	PP	me
to	TO	to
my	PP$	my
knees	NNS	knee
.	SENT	.
Because	IN	because
no	DT	no
one	CD	one
was	VBD	be
talking	VBG	talk
about	IN	about
it	PP	it
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
yet	RB	yet
this	DT	this
silent	JJ	silent
epidemic	NN	epidemic
,	,	,
which	WDT	which
it	PP	it
still	RB	still
is	VBZ	be
in	IN	in
many	JJ	many
ways	NNS	way
,	,	,
continues	VBZ	continue
.	SENT	.
So	IN	so
you	PP	you
and	CC	and
your	PP$	your
family	NN	family
took	VBD	take
another	DT	another
step	NN	step
.	SENT	.
You	PP	you
founded	VBD	found
an	DT	an
organization	NN	organization
called	VBD	call
Bring	NP	Bring
Change	NP	Change
to	TO	to
Mind	VB	mind
.	SENT	.
GC	NN	GC
:	:	:
I	PP	I
learned	VBD	learn
about	RB	about
mental	JJ	mental
health	NN	health
advocacy	NN	advocacy
at	IN	at
Fountain	NP	Fountain
House	NP	House
in	IN	in
New	NP	New
York	NP	York
,	,	,
and	CC	and
when	WRB	when
we	PP	we
decided	VBD	decide
that	IN	that
I	PP	I
wanted	VBD	want
to	TO	to
do	VB	do
something	NN	something
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
start	VB	start
an	DT	an
organization	NN	organization
,	,	,
many	JJ	many
generous	JJ	generous
,	,	,
wonderful	JJ	wonderful
people	NNS	people
who	WP	who
had	VBD	have
their	PP$	their
own	JJ	own
organizations	NNS	organization
,	,	,
