Hello	UH	hello
,	,	,
everybody	NN	everybody
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
honored	VBD	honor
to	TO	to
be	VB	be
here	RB	here
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
,	,	,
and	CC	and
what	WP	what
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
talk	VB	talk
about	IN	about
today	NN	today
is	VBZ	be
luck	NN	luck
and	CC	and
justice	NN	justice
and	CC	and
the	DT	the
relation	NN	relation
between	IN	between
them	PP	them
.	SENT	.
Some	DT	some
years	NNS	year
ago	RB	ago
,	,	,
a	DT	a
former	JJ	former
student	NN	student
of	IN	of
mine	PP	mine
called	VBD	call
me	PP	me
to	TO	to
talk	VB	talk
about	IN	about
his	PP$	his
daughter	NN	daughter
.	SENT	.
It	PP	it
turns	VBZ	turn
out	RP	out
his	PP$	his
daughter	NN	daughter
was	VBD	be
a	DT	a
high	JJ	high
school	NN	school
senior	JJ	senior
,	,	,
was	VBD	be
seriously	RB	seriously
interested	JJ	interested
in	IN	in
applying	VBG	apply
to	TO	to
Swarthmore	NP	Swarthmore
,	,	,
where	WRB	where
I	PP	I
taught	VBD	teach
,	,	,
and	CC	and
he	PP	he
wanted	VBD	want
to	TO	to
get	VB	get
my	PP$	my
sense	NN	sense
of	IN	of
whether	IN	whether
she	PP	she
would	MD	would
get	VB	get
in	IN	in
.	SENT	.
Swarthmore	NP	Swarthmore
is	VBZ	be
an	DT	an
extremely	RB	extremely
hard	JJ	hard
school	NN	school
to	TO	to
get	VB	get
into	IN	into
.	SENT	.
So	RB	so
I	PP	I
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
tell	VB	tell
me	PP	me
about	IN	about
her	PP	her
.	SENT	.
"	``	"
And	CC	and
he	PP	he
told	VBD	tell
me	PP	me
about	IN	about
her	PP	her
,	,	,
what	WP	what
her	PP$	her
grades	NNS	grade
were	VBD	be
like	JJ	like
,	,	,
her	PP$	her
board	NN	board
scores	NNS	score
,	,	,
her	PP$	her
extracurricular	JJ	extracurricular
activities	NNS	activity
.	SENT	.
And	CC	and
she	PP	she
just	RB	just
sounded	VBD	sound
like	IN	like
a	DT	a
superstar	NN	superstar
,	,	,
wonderful	JJ	wonderful
,	,	,
wonderful	JJ	wonderful
kid	NN	kid
.	SENT	.
So	RB	so
I	PP	I
said	VBD	say
,	,	,
"	``	"
She	PP	she
sounds	VBZ	sound
fabulous	JJ	fabulous
.	SENT	.
She	PP	she
sounds	VBZ	sound
like	IN	like
just	RB	just
the	DT	the
kind	NN	kind
of	IN	of
student	NN	student
that	IN	that
Swarthmore	NP	Swarthmore
would	MD	would
love	VB	love
to	TO	to
have	VB	have
.	SENT	.
"	''	"
And	CC	and
so	RB	so
he	PP	he
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
