Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
few	JJ	few
pictures	NNS	picture
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
talk	VBP	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
how	WRB	how
I	PP	I
'	POS	'
m	NN	m
able	JJ	able
to	TO	to
do	VB	do
what	WP	what
I	PP	I
do	VBP	do
.	SENT	.
All	PDT	all
these	DT	these
houses	NNS	house
are	VBP	be
built	VBN	build
from	IN	from
between	IN	between
70	CD	@card@
and	CC	and
80	CD	@card@
percent	NN	percent
recycled	JJ	recycled
material	NN	material
,	,	,
stuff	NN	stuff
that	WDT	that
was	VBD	be
headed	VBN	head
to	TO	to
the	DT	the
mulcher	NN	<unknown>
,	,	,
the	DT	the
landfill	NN	landfill
,	,	,
the	DT	the
burn	NN	burn
pile	NN	pile
.	SENT	.
It	PP	it
was	VBD	be
all	DT	all
just	RB	just
gone	VBN	go
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
house	NN	house
I	PP	I
built	VBD	build
.	SENT	.
This	DT	this
double	JJ	double
front	NN	front
door	NN	door
here	RB	here
with	IN	with
the	DT	the
three-light	NN	three-light
transom	NN	transom
,	,	,
that	WDT	that
was	VBD	be
headed	VBN	head
to	TO	to
the	DT	the
landfill	NN	landfill
.	SENT	.
Have	VBP	have
a	DT	a
little	JJ	little
turret	NN	turret
there	RB	there
.	SENT	.
And	CC	and
then	RB	then
these	DT	these
buttons	NNS	button
on	IN	on
the	DT	the
corbels	NNS	corbel
here	RB	here
—	:	-
right	RB	right
there	RB	there
—	:	-
those	DT	those
are	VBP	be
hickory	NN	hickory
nuts	NNS	nut
.	SENT	.
And	CC	and
these	DT	these
buttons	NNS	button
there	RB	there
—	:	-
those	DT	those
are	VBP	be
chicken	NN	chicken
eggs	NNS	egg
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
first	RB	first
you	PP	you
have	VBP	have
breakfast	NN	breakfast
,	,	,
and	CC	and
then	RB	then
you	PP	you
fill	VB	fill
the	DT	the
shell	NN	shell
full	JJ	full
of	IN	of
Bondo	NP	<unknown>
and	CC	and
paint	VB	paint
it	PP	it
and	CC	and
nail	VB	nail
it	PP	it
up	RP	up
,	,	,
and	CC	and
you	PP	you
have	VBP	have
an	DT	an
architectural	JJ	architectural
button	NN	button
in	IN	in
just	RB	just
a	DT	a
fraction	NN	fraction
of	IN	of
the	DT	the
time	NN	time
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
look	NN	look
at	IN	at
the	DT	the
inside	NN	inside
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
the	DT	the
three-light	NN	three-light
transom	NN	transom
there	RB	there
with	IN	with
the	DT	the
eyebrow	NN	eyebrow
windows	NNS	window
.	SENT	.
Certainly	RB	certainly
an	DT	an
architectural	JJ	architectural
antique	NN	antique
headed	VBN	head
to	TO	to
the	DT	the
landfill	NN	landfill
—	:	-
even	RB	even
the	DT	the
lockset	NN	<unknown>
is	VBZ	be
probably	RB	probably
worth	JJ	worth
200	CD	@card@
dollars	NNS	dollar
.	SENT	.
Everything	NN	everything
in	IN	in
the	DT	the
kitchen	NN	kitchen
was	VBD	be
salvaged	VBN	salvage
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
1952	CD	@card@
O	NP	O
'	POS	'
Keefe	NP	Keefe
&	CC	&
Merritt	NP	Merritt
stove	NN	stove
,	,	,
if	IN	if
you	PP	you
like	VBP	like
to	TO	to
cook	VB	cook
—	:	-
cool	JJ	cool
stove	NN	stove
.	SENT	.
This	DT	this
is	VBZ	be
going	VBG	go
up	RP	up
into	IN	into
the	DT	the
turret	NN	turret
.	SENT	.
I	PP	I
got	VBD	get
that	DT	that
staircase	NN	staircase
for	IN	for
20	CD	@card@
dollars	NNS	dollar
,	,	,
including	VBG	include
delivery	NN	delivery
to	TO	to
my	PP$	my
lot	NN	lot
.	SENT	.
Then	RB	then
,	,	,
looking	VBG	look
up	RP	up
in	IN	in
the	DT	the
turret	NN	turret
,	,	,
you	PP	you
see	VBP	see
there	EX	there
are	VBP	be
bulges	NNS	bulge
and	CC	and
pokes	NNS	poke
and	CC	and
sags	NNS	sag
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
Well	RB	well
,	,	,
if	IN	if
that	WDT	that
ruins	VBZ	ruin
your	PP$	your
life	NN	life
,	,	,
well	RB	well
,	,	,
then	RB	then
,	,	,
you	PP	you
shouldn	NNS	<unknown>
'	POS	'
t	NN	t
live	VBP	live
there	RB	there
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
laundry	NN	laundry
chute	NN	chute
.	SENT	.
And	CC	and
this	DT	this
right	NN	right
here	RB	here
is	VBZ	be
a	DT	a
shoe	NN	shoe
last	JJ	last
—	:	-
those	DT	those
are	VBP	be
those	DT	those
cast-iron	JJ	cast-iron
things	NNS	thing
you	PP	you
see	VBP	see
at	IN	at
antique	JJ	antique
shops	NNS	shop
.	SENT	.
So	RB	so
I	PP	I
had	VBD	have
one	CD	one
of	IN	of
those	DT	those
,	,	,
so	RB	so
I	PP	I
made	VBD	make
some	DT	some
low-tech	NN	low-tech
gadgetry	NN	gadgetry
,	,	,
where	WRB	where
you	PP	you
just	RB	just
stomp	VBP	stomp
on	IN	on
the	DT	the
shoe	NN	shoe
last	JJ	last
,	,	,
and	CC	and
then	RB	then
the	DT	the
door	NN	door
flies	VBZ	fly
open	JJ	open
and	CC	and
you	PP	you
throw	VBP	throw
your	PP$	your
laundry	NN	laundry
down	RB	down
.	SENT	.
And	CC	and
then	RB	then
if	IN	if
you	PP	you
'	POS	'
re	NN	re
smart	JJ	smart
enough	NN	enough
,	,	,
it	PP	it
goes	VBZ	go
on	IN	on
a	DT	a
basket	NN	basket
on	IN	on
top	NN	top
of	IN	of
the	DT	the
washer	NN	washer
.	SENT	.
If	IN	if
not	RB	not
,	,	,
it	PP	it
goes	VBZ	go
into	IN	into
the	DT	the
toilet	NN	toilet
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
bathtub	NN	bathtub
I	PP	I
made	VBD	make
,	,	,
made	VBD	make
out	RP	out
of	IN	of
scrap	NN	scrap
two-by-four	NN	two-by-four
.	SENT	.
Started	VBN	start
with	IN	with
the	DT	the
rim	NN	rim
,	,	,
and	CC	and
then	RB	then
glued	VBN	glue
and	CC	and
nailed	VBN	nail
it	PP	it
up	RP	up
into	IN	into
a	DT	a
flat	JJ	flat
,	,	,
corbeled	VBD	corbel
it	PP	it
up	RP	up
and	CC	and
flipped	VBD	flip
it	PP	it
over	RP	over
,	,	,
then	RB	then
did	VBD	do
the	DT	the
two	CD	two
profiles	NNS	profile
on	IN	on
this	DT	this
side	NN	side
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
two-person	NN	two-person
tub	NN	tub
.	SENT	.
After	IN	after
all	DT	all
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
a	DT	a
question	NN	question
of	IN	of
hygiene	NN	hygiene
,	,	,
but	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
possibility	NN	possibility
of	IN	of
recreation	NN	recreation
as	IN	as
well	RB	well
.	SENT	.
Then	RB	then
,	,	,
this	DT	this
faucet	NN	faucet
here	RB	here
is	VBZ	be
just	RB	just
a	DT	a
piece	NN	piece
of	IN	of
Osage	NP	Osage
orange	NN	orange
.	SENT	.
It	PP	it
looks	VBZ	look
a	DT	a
little	RB	little
phallic	JJ	phallic
,	,	,
but	CC	but
after	IN	after
all	DT	all
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
bathroom	NN	bathroom
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
house	NN	house
based	VBN	base
on	IN	on
a	DT	a
Budweiser	NP	Budweiser
can	NN	can
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
look	NN	look
like	IN	like
a	DT	a
can	NN	can
of	IN	of
beer	NN	beer
,	,	,
but	CC	but
the	DT	the
design	NN	design
take-offs	NNS	take-off
are	VBP	be
absolutely	RB	absolutely
unmistakable	JJ	unmistakable
:	:	:
the	DT	the
barley	NN	barley
hops	VBZ	hop
design	NN	design
worked	VBN	work
up	RP	up
into	IN	into
the	DT	the
eaves	NN	eaves
,	,	,
then	RB	then
the	DT	the
dentil	NN	dentil
work	NN	work
comes	VBZ	come
directly	RB	directly
off	IN	off
the	DT	the
can	NN	can
'	POS	'
s	NNS	<unknown>
red	JJ	red
,	,	,
white	JJ	white
,	,	,
blue	JJ	blue
and	CC	and
silver	JJ	silver
.	SENT	.
Then	RB	then
,	,	,
these	DT	these
corbels	NNS	corbel
going	VBG	go
down	RP	down
underneath	IN	underneath
the	DT	the
eaves	NN	eaves
are	VBP	be
that	DT	that
little	JJ	little
design	NN	design
that	WDT	that
comes	VBZ	come
off	RP	off
the	DT	the
can	NN	can
