Cloe	NP	Cloe
Shasha	NP	<unknown>
Brooks	NP	Brooks
:	:	:
Hello	UH	hello
,	,	,
Sahaj	NP	<unknown>
,	,	,
welcome	NN	welcome
,	,	,
thanks	NNS	thanks
for	IN	for
joining	VBG	join
us	PP	us
.	SENT	.
Sahaj	NP	<unknown>
Kaur	NP	Kaur
Kohli	NP	Kohli
:	:	:
Thank	VB	thank
you	PP	you
for	IN	for
having	VBG	have
me	PP	me
,	,	,
I	PP	I
'	POS	'
m	NN	m
so	RB	so
excited	VBN	excite
to	TO	to
be	VB	be
here	RB	here
.	SENT	.
CSB	NP	CSB
:	:	:
I	PP	I
'	POS	'
m	NN	m
so	RB	so
excited	VBN	excite
to	TO	to
be	VB	be
speaking	VBG	speak
with	IN	with
you	PP	you
.	SENT	.
So	RB	so
you	PP	you
are	VBP	be
a	DT	a
mental	JJ	mental
health	NN	health
therapist	NN	therapist
in	IN	in
training	NN	training
and	CC	and
the	DT	the
founder	NN	founder
of	IN	of
Brown	NP	Brown
Girl	NN	girl
Therapy	NN	therapy
,	,	,
a	DT	a
community	NN	community
you	PP	you
started	VBD	start
to	TO	to
allow	VB	allow
the	DT	the
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
to	TO	to
speak	VB	speak
openly	RB	openly
about	RB	about
mental	JJ	mental
health	NN	health
issues	NNS	issue
.	SENT	.
And	CC	and
one	CD	one
theme	NN	theme
I	NP	I
'	POS	'
ve	NN	ve
noticed	VBD	notice
in	IN	in
the	DT	the
content	NN	content
you	PP	you
share	VBP	share
is	VBZ	be
the	DT	the
guilt	NN	guilt
frequently	RB	frequently
experienced	VBN	experience
by	IN	by
people	NNS	people
with	IN	with
immigrant	NN	immigrant
parents	NNS	parent
.	SENT	.
Can	MD	can
you	PP	you
talk	VB	talk
more	RBR	more
about	IN	about
that	DT	that
guilt	NN	guilt
?	SENT	?
SKK	NP	SKK
:	:	:
There	EX	there
'	''	'
s	NNS	<unknown>
definitely	RB	definitely
a	DT	a
relationship	NN	relationship
between	IN	between
being	VBG	be
a	DT	a
child	NN	child
of	IN	of
immigrant	NN	immigrant
parents	NNS	parent
living	VBG	live
in	IN	in
the	DT	the
West	NP	West
and	CC	and
experiencing	VBG	experience
guilt	NN	guilt
.	SENT	.
Children	NNS	child
of	IN	of
immigrants	NNS	immigrant
are	VBP	be
often	RB	often
straddling	VBG	straddle
two	CD	two
cultures	NNS	culture
known	VBN	know
as	IN	as
bicultural	JJ	bicultural
straddling	VBG	straddle
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	NNS	<unknown>
often	RB	often
this	DT	this
expectation	NN	expectation
to	TO	to
make	VB	make
our	PP$	our
immigrant	NN	immigrant
parents	NNS	parent
'	POS	'
sacrifices	NNS	sacrifice
and	CC	and
choices	NNS	choice
for	IN	for
coming	VBG	come
to	TO	to
this	DT	this
country	NN	country
worth	NN	worth
it	PP	it
.	SENT	.
Many	JJ	many
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
feel	VBP	feel
chronic	JJ	chronic
sense	NN	sense
of	IN	of
guilt	NN	guilt
for	IN	for
letting	VBG	let
their	PP$	their
parents	NNS	parent
down	RB	down
,	,	,
for	IN	for
not	RB	not
being	VBG	be
enough	JJ	enough
,	,	,
for	IN	for
being	VBG	be
too	RB	too
American	JJ	American
,	,	,
for	IN	for
seeming	VBG	seem
ungrateful	JJ	ungrateful
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
also	RB	also
this	DT	this
sense	NN	sense
of	IN	of
a	DT	a
thriver	NN	thriver
'	POS	'
s	NN	S
guilt	NN	guilt
or	CC	or
this	DT	this
guilt	NN	guilt
of	IN	of
growing	VBG	grow
,	,	,
healing	NN	healing
,	,	,
accessing	VBG	access
resources	NNS	resource
and	CC	and
opportunities	NNS	opportunity
that	IN	that
maybe	RB	maybe
our	PP$	our
parents	NNS	parent
didn	NN	<unknown>
'	POS	'
t	NN	t
have	VBP	have
or	CC	or
our	PP$	our
family	NN	family
and	CC	and
other	JJ	other
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
don	NN	don
'	''	'
t	NN	t
have	VBP	have
access	VB	access
to	TO	to
.	SENT	.
So	IN	so
many	JJ	many
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
may	MD	may
have	VB	have
grown	VBN	grow
up	IN	up
being	VBG	be
responsible	JJ	responsible
for	IN	for
their	PP$	their
parents	NNS	parent
as	RB	as
well	RB	well
.	SENT	.
If	IN	if
we	PP	we
think	VBP	think
about	IN	about
an	DT	an
immigrant	NN	immigrant
'	POS	'
s	JJ	<unknown>
journey	NN	journey
to	TO	to
the	DT	the
West	JJ	West
,	,	,
they	PP	they
may	MD	may
not	RB	not
speak	VB	speak
English	JJ	English
well	RB	well
,	,	,
so	RB	so
a	DT	a
lot	NN	lot
of	IN	of
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
may	MD	may
act	VB	act
as	IN	as
a	DT	a
translator	NN	translator
,	,	,
may	MD	may
help	VB	help
pay	VB	pay
the	DT	the
bills	NNS	bill
,	,	,
may	MD	may
help	VB	help
take	VB	take
care	NN	care
of	IN	of
younger	JJR	young
siblings	NNS	sibling
,	,	,
so	IN	so
caretaking	NN	caretaking
,	,	,
and	CC	and
we	PP	we
know	VBP	know
that	IN	that
immigrating	VBG	immigrate
and	CC	and
immigration	NN	immigration
can	MD	can
lead	VB	lead
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
family	NN	family
and	CC	and
generational	JJ	generational
conflict	NN	conflict
,	,	,
as	IN	as
everyone	NN	everyone
in	IN	in
the	DT	the
family	NN	family
is	VBZ	be
navigating	VBG	navigate
their	PP$	their
own	JJ	own
acculturation	NN	acculturation
journey	NN	journey
,	,	,
creating	VBG	create
a	DT	a
sense	NN	sense
of	IN	of
belonging	VBG	belong
in	IN	in
the	DT	the
host	NN	host
country	NN	country
.	SENT	.
So	IN	so
a	DT	a
lot	NN	lot
of	IN	of
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
are	VBP	be
often	RB	often
mediators	NNS	mediator
for	IN	for
cultural	JJ	cultural
conflict	NN	conflict
within	IN	within
their	PP$	their
family	NN	family
.	SENT	.
This	DT	this
responsibility	NN	responsibility
for	IN	for
the	DT	the
well-being	NN	well-being
of	IN	of
our	PP$	our
parents	NNS	parent
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
explicitly	RB	explicitly
or	CC	or
implicitly	RB	implicitly
stated	VBN	state
,	,	,
can	MD	can
be	VB	be
reinforced	VBN	reinforce
over	IN	over
the	DT	the
years	NNS	year
