What	WP	what
if	IN	if
I	PP	I
told	VBD	tell
you	PP	you
that	IN	that
the	DT	the
pandemic	NN	pandemic
will	MD	will
save	VB	save
the	DT	the
lives	NNS	life
of	IN	of
millions	NNS	million
of	IN	of
people	NNS	people
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
a	DT	a
difficult	JJ	difficult
thing	NN	thing
to	TO	to
consider	VB	consider
,	,	,
given	VBN	give
how	WRB	how
many	JJ	many
loved	VBD	love
ones	NNS	one
we	PP	we
'	POS	'
ve	NN	ve
already	RB	already
lost	VBD	lose
.	SENT	.
But	CC	but
throughout	IN	throughout
the	DT	the
course	NN	course
of	IN	of
human	JJ	human
history	NN	history
,	,	,
massive	JJ	massive
public	JJ	public
health	NN	health
crises	NNS	crisis
have	VBP	have
resulted	VBN	result
in	IN	in
innovation	NN	innovation
in	IN	in
health	NN	health
care	NN	care
and	CC	and
technology	NN	technology
.	SENT	.
For	IN	for
example	NN	example
,	,	,
the	DT	the
Black	NP	Black
Death	NP	Death
gave	VBD	give
rise	NN	rise
to	TO	to
the	DT	the
Gutenberg	NP	Gutenberg
press	NN	press
and	CC	and
the	DT	the
1918	CD	@card@
flu	NN	flu
pandemic	NN	pandemic
led	VBN	lead
to	TO	to
modern	JJ	modern
vaccine	NN	vaccine
technology	NN	technology
.	SENT	.
The	DT	the
COVID-19	NP	<unknown>
pandemic	NN	pandemic
has	VBZ	have
and	CC	and
will	MD	will
be	VB	be
no	RB	no
different	JJ	different
.	SENT	.
Just	RB	just
look	VB	look
at	IN	at
our	PP$	our
vaccines	NNS	vaccine
--	:	--
normally	RB	normally
developed	VBN	develop
over	IN	over
many	JJ	many
years	NNS	year
,	,	,
and	CC	and
the	DT	the
mRNA	NN	<unknown>
vaccines	NNS	vaccine
were	VBD	be
deployed	VBN	deploy
in	IN	in
a	DT	a
mind-blowing	JJ	mind-blowing
11	CD	@card@
months	NNS	month
.	SENT	.
How	WRB	how
is	VBZ	be
that	IN	that
even	RB	even
possible	JJ	possible
?	SENT	?
It	PP	it
was	VBD	be
possible	JJ	possible
because	IN	because
scientists	NNS	scientist
have	VBP	have
been	VBN	be
working	VBG	work
for	IN	for
many	JJ	many
years	NNS	year
to	TO	to
get	VB	get
us	PP	us
to	TO	to
the	DT	the
point	NN	point
where	WRB	where
we	PP	we
could	MD	could
use	VB	use
mRNA	NN	<unknown>
quickly	RB	quickly
in	IN	in
an	DT	an
emergency	NN	emergency
situation	NN	situation
.	SENT	.
Specifically	RB	specifically
,	,	,
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
on	IN	on
how	WRB	how
to	TO	to
help	VB	help
mRNA	NN	<unknown>
with	IN	with
its	PP$	its
biggest	JJS	big
problem	NN	problem
,	,	,
which	WDT	which
is	VBZ	be
that	IN	that
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
normally	RB	normally
go	VB	go
to	TO	to
the	DT	the
right	NN	right
places	VBZ	place
inside	RB	inside
of	IN	of
our	PP$	our
bodies	NNS	body
.	SENT	.
Fortunately	RB	fortunately
,	,	,
we	PP	we
got	VBD	get
around	RP	around
that	DT	that
problem	NN	problem
just	RB	just
in	IN	in
time	NN	time
,	,	,
and	CC	and
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
tell	VB	tell
you	PP	you
about	IN	about
the	DT	the
technology	NN	technology
that	IN	that
we	PP	we
use	VBP	use
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
When	WRB	when
mRNA	NN	<unknown>
is	VBZ	be
administered	VBN	administer
,	,	,
it	PP	it
'	POS	'
s	NN	S
injected	VBD	inject
into	IN	into
our	PP$	our
muscles	NNS	muscle
or	CC	or
our	PP$	our
bloodstream	NN	bloodstream
,	,	,
but	CC	but
we	PP	we
actually	RB	actually
need	VBP	need
it	PP	it
to	TO	to
go	VB	go
inside	RB	inside
of	IN	of
our	PP$	our
cells	NNS	cell
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
mRNA	NN	<unknown>
is	VBZ	be
fragile	JJ	fragile
,	,	,
and	CC	and
our	PP$	our
bodies	NNS	body
will	MD	will
destroy	VB	destroy
it	PP	it
before	IN	before
it	PP	it
goes	VBZ	go
very	RB	very
far	RB	far
.	SENT	.
You	PP	you
can	MD	can
think	VB	think
of	IN	of
mRNA	NN	<unknown>
like	IN	like
a	DT	a
glass	NN	glass
vase	NN	vase
that	IN	that
you	PP	you
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
send	VB	send
in	IN	in
the	DT	the
mail	NN	mail
without	IN	without
a	DT	a
