It	PP	it
was	VBD	be
a	DT	a
Thursday	NP	Thursday
,	,	,
June	NP	June
the	DT	the
23rd	JJ	23rd
,	,	,
1994	CD	@card@
.	SENT	.
"	``	"
Collect	VB	collect
your	PP$	your
belongings	NNS	belonging
.	SENT	.
You	PP	you
are	VBP	be
free	JJ	free
to	TO	to
go	VB	go
.	SENT	.
When	WRB	when
escorted	VBN	escort
outside	IN	outside
,	,	,
go	VB	go
directly	RB	directly
to	TO	to
your	PP$	your
car	NN	car
.	SENT	.
Do	VBP	do
not	RB	not
talk	VB	talk
to	TO	to
reporters	NNS	reporter
.	SENT	.
"	``	"
My	PP$	my
head	NN	head
is	VBZ	be
spinning	VBG	spin
,	,	,
my	PP$	my
heart	NN	heart
is	VBZ	be
racing	VBG	race
,	,	,
I	PP	I
can	MD	can
'	''	'
t	NN	t
get	VB	get
a	DT	a
breath	NN	breath
.	SENT	.
I	PP	I
just	RB	just
want	VBP	want
out	RP	out
of	IN	of
there	RB	there
.	SENT	.
When	WRB	when
I	PP	I
get	VBP	get
to	TO	to
my	PP$	my
car	NN	car
,	,	,
I	PP	I
throw	VBP	throw
everything	NN	everything
on	IN	on
the	DT	the
back	NN	back
,	,	,
and	CC	and
I	PP	I
just	RB	just
collapse	VB	collapse
into	IN	into
the	DT	the
driver	NN	driver
'	POS	'
s	NN	S
seat	NN	seat
.	SENT	.
"	``	"
I	PP	I
can	MD	can
'	''	'
t	NN	t
do	VBP	do
this	DT	this
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
go	VB	go
home	NN	home
to	TO	to
my	PP$	my
family	NN	family
that	IN	that
I	PP	I
haven	VBP	haven
'	''	'
t	NN	t
seen	VBN	see
in	IN	in
a	DT	a
week	NN	week
and	CC	and
pretend	VB	pretend
to	TO	to
be	VB	be
happy	JJ	happy
.	SENT	.
"	''	"
Not	RB	not
even	RB	even
their	PP$	their
love	NN	love
and	CC	and
support	NN	support
could	MD	could
help	VB	help
me	PP	me
at	IN	at
this	DT	this
particular	JJ	particular
time	NN	time
.	SENT	.
We	PP	we
had	VBD	have
just	RB	just
sentenced	VBN	sentence
a	DT	a
man	NN	man
to	TO	to
death	NN	death
.	SENT	.
Now	RB	now
what	WP	what
?	SENT	?
Just	RB	just
go	VB	go
home	NN	home
and	CC	and
wash	NN	wash
dishes	NNS	dish
?	SENT	?
You	PP	you
see	VBP	see
,	,	,
in	IN	in
Mississippi	NP	Mississippi
,	,	,
the	DT	the
death	NN	death
penalty	NN	penalty
is	VBZ	be
like	IN	like
a	DT	a
part	NN	part
of	IN	of
our	PP$	our
unspoken	JJ	unspoken
culture	NN	culture
.	SENT	.
The	DT	the
basic	JJ	basic
logic	NN	logic
is	VBZ	be
,	,	,
if	IN	if
you	PP	you
murder	NN	murder
someone	NN	someone
,	,	,
then	RB	then
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
receive	VB	receive
the	DT	the
death	NN	death
penalty	NN	penalty
.	SENT	.
So	RB	so
when	WRB	when
the	DT	the
jury	NN	jury
selection	NN	selection
process	NN	process
took	VBD	take
place	NN	place
,	,	,
they	PP	they
asked	VBD	ask
me	PP	me
,	,	,
"	``	"
Could	MD	could
you	PP	you
,	,	,
if	IN	if
the	DT	the
evidence	NN	evidence
presented	VBD	present
justified	VBN	justify
the	DT	the
death	NN	death
penalty	NN	penalty
,	,	,
could	MD	could
you	PP	you
deliver	VB	deliver
,	,	,
rationally	RB	rationally
and	CC	and
without	IN	without
reservations	NNS	reservation
,	,	,
a	DT	a
penalty	NN	penalty
of	IN	of
death	NN	death
?	SENT	?
"	``	"
My	PP$	my
answer	NN	answer
was	VBD	be
an	DT	an
astounding	VBG	astound
"	``	"
yes	UH	yes
,	,	,
"	``	"
and	CC	and
I	PP	I
was	VBD	be
selected	VBN	select
as	IN	as
Juror	NN	juror
Number	NP	Number
2	CD	@card@
.	SENT	.
The	DT	the
trial	NN	trial
started	VBD	start
.	SENT	.
From	IN	from
the	DT	the
evidence	NN	evidence
being	VBG	be
presented	VBN	present
and	CC	and
from	IN	from
the	DT	the
pictures	NNS	picture
of	IN	of
the	DT	the
victim	NN	victim
,	,	,
my	PP$	my
first	JJ	first
response	NN	response
was	VBD	be
,	,	,
"	``	"
Yes	UH	yes
,	,	,
this	DT	this
man	NN	man
is	VBZ	be
a	DT	a
monster	NN	monster
,	,	,
and	CC	and
he	PP	he
deserves	VBZ	deserve
the	DT	the
death	NN	death
penalty	NN	penalty
.	SENT	.
"	''	"
For	IN	for
days	NNS	day
,	,	,
I	PP	I
sat	VBD	sit
and	CC	and
looked	VBD	look
at	IN	at
his	PP$	his
hands	NNS	hand
,	,	,
the	DT	the
ones	NNS	one
that	WDT	that
yielded	VBD	yield
the	DT	the
knife	NN	knife
,	,	,
and	CC	and
against	IN	against
his	PP$	his
pasty	JJ	pasty
white	JJ	white
skin	NN	skin
,	,	,
his	PP$	his
eyes	NNS	eye
.	SENT	.
.	SENT	.
.	SENT	.
Well	RB	well
,	,	,
he	PP	he
spent	VBD	spend
endless	JJ	endless
days	NNS	day
in	IN	in
his	PP$	his
cell	NN	cell
,	,	,
no	DT	no
sunlight	NN	sunlight
,	,	,
so	RB	so
his	PP$	his
eyes	NNS	eye
were	VBD	be
as	RB	as
black	JJ	black
as	IN	as
his	PP$	his
hair	NN	hair
and	CC	and
his	PP$	his
mustache	NN	mustache
.	SENT	.
He	PP	he
was	VBD	be
very	RB	very
intimidating	JJ	intimidating
,	,	,
and	CC	and
there	EX	there
was	VBD	be
absolutely	RB	absolutely
no	DT	no
doubt	NN	doubt
in	IN	in
his	PP$	his
guilt	NN	guilt
.	SENT	.
But	CC	but
regardless	RB	regardless
of	IN	of
his	PP$	his
guilt	NN	guilt
,	,	,
as	IN	as
the	DT	the
days	NNS	day
passed	VBD	pass
,	,	,
I	PP	I
began	VBD	begin
to	TO	to
see	VB	see
this	DT	this
monster	NN	monster
as	IN	as
a	DT	a
human	NN	human
being	VBG	be
.	SENT	.
Something	NN	something
inside	RB	inside
of	IN	of
me	PP	me
was	VBD	be
changing	VBG	change
that	IN	that
I	PP	I
just	RB	just
didn	NN	<unknown>
'	POS	'
t	NN	t
understand	VB	understand
.	SENT	.
I	PP	I
was	VBD	be
beginning	VBG	begin
to	TO	to
question	VB	question
myself	PP	myself
as	IN	as
to	TO	to
whether	IN	whether
or	CC	or
not	RB	not
I	PP	I
wanted	VBD	want
to	TO	to
give	VB	give
this	DT	this
man	NN	man
the	DT	the
death	NN	death
penalty	NN	penalty
.	SENT	.
Jury	NN	jury
deliberations	NNS	deliberation
began	VBD	begin
,	,	,
and	CC	and
the	DT	the
judge	NN	judge
gave	VBD	give
us	PP	us
jury	NN	jury
instructions	NNS	instruction
and	CC	and
it	PP	it
was	VBD	be
to	TO	to
be	VB	be
used	VBN	use
as	IN	as
a	DT	a
tool	NN	tool
in	IN	in
how	WRB	how
to	TO	to
reach	VB	reach
a	DT	a
verdict	NN	verdict
.	SENT	.
Well	RB	well
,	,	,
using	VBG	use
this	DT	this
tool	NN	tool
only	RB	only
led	VBD	lead
to	TO	to
one	CD	one
decision	NN	decision
,	,	,
and	CC	and
that	DT	that
was	VBD	be
the	DT	the
death	NN	death
penalty	NN	penalty
.	SENT	.
I	PP	I
felt	VBD	feel
backed	VBN	back
into	IN	into
a	DT	a
corner	NN	corner
.	SENT	.
My	PP$	my
head	NN	head
and	CC	and
my	PP$	my
heart	NN	heart
were	VBD	be
in	IN	in
conflict	NN	conflict
with	IN	with
each	DT	each
other	JJ	other
,	,	,
and	CC	and
the	DT	the
thought	NN	thought
of	IN	of
the	DT	the
death	NN	death
penalty	NN	penalty
made	VBD	make
me	PP	me
sick	JJ	sick
.	SENT	.
However	RB	however
,	,	,
following	VBG	follow
the	DT	the
judge	NN	judge
'	POS	'
s	NN	S
instructions	NNS	instruction
,	,	,
being	VBG	be
a	DT	a
law-abiding	JJ	law-abiding
person	NN	person
,	,	,
I	PP	I
gave	VBD	give
up	RP	up
.	SENT	.
I	PP	I
gave	VBD	give
up	RP	up
