Hi	NP	Hi
everyone	NN	everyone
.	SENT	.
Gosh	NP	gosh
,	,	,
I	PP	I
wish	VBP	wish
I	PP	I
could	MD	could
dance	VB	dance
,	,	,
but	CC	but
I	PP	I
can	MD	can
'	''	'
t	NN	t
,	,	,
and	CC	and
you	PP	you
really	RB	really
don	VBP	don
'	POS	'
t	NN	t
want	VBP	want
me	PP	me
to	TO	to
.	SENT	.
So	RB	so
instead	RB	instead
I	PP	I
thought	VBD	think
I	PP	I
would	MD	would
talk	VB	talk
a	DT	a
little	JJ	little
today	NN	today
about	IN	about
how	WRB	how
people	NNS	people
think	VBP	think
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
fascinated	VBN	fascinate
by	IN	by
this	DT	this
question	NN	question
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
social	JJ	social
psychologist	NN	psychologist
,	,	,
which	WDT	which
basically	RB	basically
means	VBZ	mean
I	PP	I
'	''	'
m	NN	m
a	DT	a
professional	JJ	professional
people	NNS	people
watcher	NN	watcher
.	SENT	.
So	RB	so
,	,	,
this	DT	this
is	VBZ	be
what	WP	what
I	PP	I
do	VBP	do
;	:	;
I	PP	I
try	VBP	try
to	TO	to
figure	VB	figure
out	RP	out
how	WRB	how
humans	NNS	human
think	VBP	think
and	CC	and
how	WRB	how
we	PP	we
might	MD	might
be	VB	be
able	JJ	able
to	TO	to
think	VB	think
better	RBR	well
.	SENT	.
Here	RB	here
'	POS	'
s	JJ	<unknown>
something	NN	something
I	PP	I
noticed	VBD	notice
a	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
about	RB	about
how	WRB	how
I	PP	I
seem	VBP	seem
to	TO	to
think	VB	think
;	:	;
here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
typical	JJ	typical
week	NN	week
in	IN	in
my	PP$	my
life	NN	life
,	,	,
which	WDT	which
usually	RB	usually
seems	VBZ	seem
to	TO	to
revolve	VB	revolve
entirely	RB	entirely
around	IN	around
publishing	NN	publishing
papers	NNS	paper
.	SENT	.
So	RB	so
here	RB	here
I	PP	I
am	VBP	be
,	,	,
at	IN	at
maximum	NN	maximum
of	IN	of
my	PP$	my
artistic	JJ	artistic
abilities	NNS	ability
as	IN	as
a	DT	a
stick	NN	stick
figure	NN	figure
,	,	,
going	VBG	go
along	RP	along
at	IN	at
baseline	NN	baseline
,	,	,
and	CC	and
a	DT	a
paper	NN	paper
gets	VBZ	get
accepted	VBN	accept
.	SENT	.
I	PP	I
get	VBP	get
this	DT	this
rush	NN	rush
,	,	,
this	DT	this
blip	NN	blip
of	IN	of
happiness	NN	happiness
,	,	,
and	CC	and
then	RB	then
I	NP	I
'	POS	'
m	NN	m
back	RB	back
to	TO	to
baseline	NN	baseline
by	IN	by
about	IN	about
lunch	NN	lunch
time	NN	time
.	SENT	.
A	DT	a
few	JJ	few
days	NNS	day
later	RBR	later
,	,	,
a	DT	a
paper	NN	paper
might	MD	might
get	VB	get
rejected	VBN	reject
,	,	,
and	CC	and
that	WDT	that
feels	VBZ	feel
pretty	RB	pretty
awful	JJ	awful
.	SENT	.
And	CC	and
I	PP	I
wait	VBP	wait
for	IN	for
that	DT	that
blip	NN	blip
to	TO	to
end	VB	end
,	,	,
but	CC	but
somehow	RB	somehow
I	PP	I
just	RB	just
can	MD	can
'	''	'
t	NN	t
stop	NN	stop
thinking	VBG	think
about	IN	about
it	PP	it
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
craziest	JJS	crazy
part	NN	part
:	:	:
even	RB	even
if	IN	if
another	DT	another
paper	NN	paper
gets	VBZ	get
accepted	VBN	accept
the	DT	the
next	JJ	next
day	NN	day
,	,	,
well	RB	well
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
nice	JJ	nice
,	,	,
but	CC	but
somehow	RB	somehow
I	PP	I
can	MD	can
'	''	'
t	NN	t
get	VB	get
that	DT	that
pesky	JJ	pesky
rejection	NN	rejection
out	IN	out
of	IN	of
my	PP$	my
head	NN	head
.	SENT	.
So	RB	so
,	,	,
what	WP	what
is	VBZ	be
going	VBG	go
on	IN	on
here	RB	here
?	SENT	?
Why	WRB	why
does	VBZ	do
a	DT	a
failure	NN	failure
seem	VBP	seem
to	TO	to
stick	VB	stick
in	IN	in
our	PP$	our
minds	NNS	mind
so	RB	so
much	RB	much
longer	RBR	longer
than	IN	than
a	DT	a
success	NN	success
?	SENT	?
Together	RB	together
with	IN	with
my	PP$	my
colleague	NN	colleague
Amber	NP	Amber
Boydstun	NP	Boydstun
in	IN	in
the	DT	the
Political	NP	Political
Science	NP	Science
Department	NP	Department
,	,	,
I	PP	I
started	VBD	start
thinking	VBG	think
about	IN	about
this	DT	this
question	NN	question
,	,	,
this	DT	this
question	NN	question
of	IN	of
,	,	,
"	``	"
do	VBP	do
our	PP$	our
minds	NNS	mind
get	VBP	get
stuck	VBN	stick
in	IN	in
the	DT	the
negatives	NNS	negative
?	SENT	?
"	``	"
We	PP	we
all	RB	all
know	VBP	know
intuitively	RB	intuitively
that	IN	that
there	EX	there
are	VBP	be
different	JJ	different
ways	NNS	way
of	IN	of
thinking	VBG	think
about	IN	about
things	NNS	thing
.	SENT	.
The	DT	the
same	JJ	same
glass	NN	glass
,	,	,
the	DT	the
saying	VBG	say
goes	VBZ	go
can	MD	can
be	VB	be
seen	VBN	see
as	IN	as
half-full	JJ	half-full
or	CC	or
half-empty	JJ	half-empty
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
research	NN	research
in	IN	in
the	DT	the
social	JJ	social
sciences	NNS	science
showing	VBG	show
that	IN	that
depending	VBG	depend
on	IN	on
how	WRB	how
you	PP	you
describe	VBP	describe
the	DT	the
glass	NN	glass
to	TO	to
people	NNS	people
,	,	,
as	IN	as
half-full	JJ	half-full
or	CC	or
half-empty	JJ	half-empty
,	,	,
it	PP	it
changes	VBZ	change
how	WRB	how
they	PP	they
feel	VBP	feel
about	IN	about
it	PP	it
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
describe	VBP	describe
the	DT	the
glass	NN	glass
as	IN	as
half-full	JJ	half-full
,	,	,
this	DT	this
is	VBZ	be
called	VBN	call
the	DT	the
gain	NN	gain
frame	NN	frame
,	,	,
because	IN	because
you	PP	you
'	POS	'
re	NN	re
focusing	VBG	focus
on	IN	on
what	WP	what
'	POS	'
s	NN	S
gained	VBD	gain
,	,	,
then	RB	then
people	NNS	people
like	IN	like
it	PP	it
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
describe	VBP	describe
the	DT	the
same	JJ	same
glass	NN	glass
as	IN	as
half-empty	JJ	half-empty
,	,	,
a	DT	a
loss	NN	loss
frame	NN	frame
,	,	,
then	RB	then
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
like	IN	like
it	PP	it
.	SENT	.
But	CC	but
we	PP	we
wondered	VBD	wonder
what	WP	what
happens	VBZ	happen
when	WRB	when
you	PP	you
try	VBP	try
to	TO	to
switch	VB	switch
from	IN	from
thinking	VBG	think
about	IN	about
it	PP	it
one	CD	one
way	NN	way
to	TO	to
thinking	VBG	think
about	IN	about
it	PP	it
another	DT	another
way	NN	way
.	SENT	.
Can	MD	can
people	NNS	people
shift	VB	shift
back	RB	back
and	CC	and
forth	RB	forth
,	,	,
or	CC	or
do	VBP	do
they	PP	they
get	VB	get
stuck	VBN	stick
in	IN	in
one	CD	one
way	NN	way
of	IN	of
thinking	VBG	think
about	IN	about
it	PP	it
?	SENT	?
Does	VBZ	do
one	CD	one
of	IN	of
these	DT	these
labels	NNS	label
,	,	,
in	IN	in
other	JJ	other
words	NNS	word
,	,	,
tend	VBP	tend
to	TO	to
stick	VB	stick
more	JJR	more
in	IN	in
the	DT	the
mind	NN	mind
?	SENT	?
Well	RB	well
,	,	,
to	TO	to
investigate	VB	investigate
this	DT	this
question	NN	question
,	,	,
we	PP	we
conducted	VBD	conduct
a	DT	a
simple	JJ	simple
experiment	NN	experiment
.	SENT	.
We	PP	we
told	VBD	tell
participants	NNS	participant
in	IN	in
our	PP$	our
experiment	NN	experiment
about	IN	about
a	DT	a
new	JJ	new
surgical	JJ	surgical
procedure	NN	procedure
,	,	,
and	CC	and
we	PP	we
randomly	RB	randomly
assigned	VBD	assign
them	PP	them
to	TO	to
one	CD	one
of	IN	of
two	CD	two
conditions	NNS	condition
.	SENT	.
For	IN	for
participants	NNS	participant
in	IN	in
the	DT	the
first	JJ	first
condition	NN	condition
,	,	,
the	DT	the
first	JJ	first
group	NN	group
,	,	,
we	PP	we
described	VBD	describe
the	DT	the
surgical	JJ	surgical
procedure	NN	procedure
in	IN	in
terms	NNS	term
of	IN	of
gains	NNS	gain
;	:	;
we	PP	we
said	VBD	say
it	PP	it
had	VBD	have
a	DT	a
70	CD	@card@
%	NN	%
success	NN	success
rate	NN	rate
.	SENT	.
For	IN	for
participants	NNS	participant
in	IN	in
the	DT	the
second	JJ	second
group	NN	group
,	,	,
we	PP	we
described	VBD	describe
the	DT	the
procedure	NN	procedure
in	IN	in
terms	NNS	term
of	IN	of
losses	NNS	loss
;	:	;
we	PP	we
said	VBD	say
it	PP	it
had	VBD	have
a	DT	a
30	CD	@card@
%	NN	%
failure	NN	failure
rate	NN	rate
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
the	DT	the
exact	JJ	exact
same	JJ	same
procedure	NN	procedure
,	,	,
we	PP	we
'	POS	'
re	NN	re
just	RB	just
focusing	VBG	focus
people	NNS	people
'	POS	'
s	NN	S
attention	NN	attention
on	IN	on
the	DT	the
part	NN	part
of	IN	of
the	DT	the
glass	NN	glass
that	RB	that
'	POS	'
s	NNS	<unknown>
full	JJ	full
,	,	,
or	CC	or
the	DT	the
part	NN	part
of	IN	of
the	DT	the
glass	NN	glass
that	RB	that
'	POS	'
s	NNS	<unknown>
empty	VBP	empty
.	SENT	.
Perhaps	RB	perhaps
unsurprisingly	RB	unsurprisingly
,	,	,
people	NNS	people
like	IN	like
the	DT	the
procedure	NN	procedure
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
described	VBD	describe
as	IN	as
having	VBG	have
a	DT	a
70	CD	@card@
%	NN	%
success	NN	success
rate	NN	rate
,	,	,
and	CC	and
they	PP	they
don	VBP	don
'	''	'
t	NN	t
like	VB	like
it	PP	it
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
described	VBD	describe
as	IN	as
having	VBG	have
a	DT	a
30	CD	@card@
%	NN	%
failure	NN	failure
rate	NN	rate
.	SENT	.
But	CC	but
then	RB	then
we	PP	we
added	VBD	add
a	DT	a
twist	NN	twist
:	:	:
we	PP	we
told	VBD	tell
participants	NNS	participant
in	IN	in
the	DT	the
first	JJ	first
group	NN	group
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
you	PP	you
could	MD	could
think	VB	think
of	IN	of
this	DT	this
as	IN	as
a	DT	a
30	CD	@card@
%	NN	%
failure	NN	failure
rate	NN	rate
.	SENT	.
"	''	"
And	CC	and
now	RB	now
they	PP	they
don	VB	don
'	''	'
t	NN	t
like	IN	like
it	PP	it
anymore	RB	anymore
;	:	;
they	PP	they
'	POS	'
ve	NN	ve
changed	VBD	change
their	PP$	their
minds	NNS	mind
.	SENT	.
We	PP	we
told	VBD	tell
participants	NNS	participant
in	IN	in
the	DT	the
second	JJ	second
group	NN	group
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
you	PP	you
could	MD	could
think	VB	think
of	IN	of
this	DT	this
as	IN	as
a	DT	a
70	CD	@card@
%	NN	%
success	NN	success
rate	NN	rate
"	''	"
,	,	,
but	CC	but
unlike	IN	unlike
the	DT	the
first	JJ	first
group	NN	group
,	,	,
they	PP	they
stuck	VBD	stick
with	IN	with
their	PP$	their
initial	JJ	initial
opinion	NN	opinion
;	:	;
they	PP	they
seemed	VBD	seem
to	TO	to
be	VB	be
stuck	VBN	stick
in	IN	in
the	DT	the
initial	JJ	initial
loss	NN	loss
frame	NN	frame
that	IN	that
they	PP	they
saw	VBD	see
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
study	NN	study
.	SENT	.
We	PP	we
conducted	VBD	conduct
another	DT	another
experiment	NN	experiment
.	SENT	.
This	DT	this
time	NN	time
we	PP	we
told	VBD	tell
participants	NNS	participant
about	IN	about
the	DT	the
current	JJ	current
governor	NN	governor
of	IN	of
an	DT	an
important	JJ	important
state	NN	state
who	WP	who
is	VBZ	be
running	VBG	run
for	IN	for
re-election	NN	re-election
against	IN	against
his	PP$	his
opponent	NN	opponent
.	SENT	.
We	PP	we
again	RB	again
had	VBD	have
two	CD	two
groups	NNS	group
of	IN	of
participants	NNS	participant
,	,	,
and	CC	and
we	PP	we
described	VBD	describe
the	DT	the
current	JJ	current
governor	NN	governor
'	POS	'
s	JJ	<unknown>
track	NN	track
record	NN	record
to	TO	to
them	PP	them
in	IN	in
one	CD	one
of	IN	of
two	CD	two
ways	NNS	way
.	SENT	.
We	PP	we
said	VBD	say
that	IN	that
when	WRB	when
the	DT	the
current	JJ	current
governor	NN	governor
took	VBD	take
office	NN	office
,	,	,
statewide	JJ	statewide
budget	NN	budget
cuts	NNS	cut
were	VBD	be
expected	VBN	expect
to	TO	to
affect	VB	affect
of	IN	of
about	RB	about
10	CD	@card@
,	,	,
000	CD	@card@
jobs	NNS	job
,	,	,
and	CC	and
then	RB	then
half	JJ	half
of	IN	of
the	DT	the
participants	NNS	participant
read	VBP	read
that	IN	that
under	IN	under
the	DT	the
current	JJ	current
governor	NN	governor
'	POS	'
s	NN	S
leadership	NN	leadership
40	CD	@card@
%	NN	%
of	IN	of
these	DT	these
jobs	NNS	job
had	VBD	have
been	VBN	be
saved	VBN	save
.	SENT	.
They	PP	they
like	VBP	like
the	DT	the
current	JJ	current
governor	NN	governor
;	:	;
they	PP	they
think	VBP	think
he	PP	he
is	VBZ	be
doing	VBG	do
a	DT	a
great	JJ	great
job	NN	job
