Today	NN	today
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
about	IN	about
sketching	VBG	sketch
electronics	NNS	electronics
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
,	,	,
among	IN	among
several	JJ	several
other	JJ	other
things	NNS	thing
,	,	,
an	DT	an
electrical	JJ	electrical
engineer	NN	engineer
,	,	,
and	CC	and
that	DT	that
means	VBZ	mean
that	IN	that
I	PP	I
spend	VBP	spend
a	DT	a
good	JJ	good
amount	NN	amount
of	IN	of
time	NN	time
designing	VBG	design
and	CC	and
building	VBG	build
new	JJ	new
pieces	NNS	piece
of	IN	of
technology	NN	technology
,	,	,
and	CC	and
more	RBR	more
specifically	RB	specifically
designing	VBG	design
and	CC	and
building	VBG	build
electronics	NNS	electronics
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
found	VBN	find
is	VBZ	be
that	IN	that
the	DT	the
process	NN	process
of	IN	of
designing	VBG	design
and	CC	and
building	VBG	build
electronics	NNS	electronics
is	VBZ	be
problematic	JJ	problematic
in	IN	in
all	DT	all
sorts	NNS	sort
of	IN	of
ways	NNS	way
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
really	RB	really
slow	JJ	slow
process	NN	process
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
expensive	JJ	expensive
,	,	,
and	CC	and
the	DT	the
outcome	NN	outcome
of	IN	of
that	DT	that
process	NN	process
,	,	,
namely	RB	namely
electronic	JJ	electronic
circuit	NN	circuit
boards	NNS	board
,	,	,
are	VBP	be
limited	VBN	limit
in	IN	in
all	DT	all
sorts	NNS	sort
of	IN	of
kind	NN	kind
of	IN	of
interesting	JJ	interesting
ways	NNS	way
.	SENT	.
So	IN	so
they	PP	they
'	POS	'
re	NN	re
really	RB	really
small	JJ	small
,	,	,
generally	RB	generally
,	,	,
they	PP	they
'	POS	'
re	NN	re
square	NN	square
and	CC	and
flat	JJ	flat
and	CC	and
hard	JJ	hard
,	,	,
and	CC	and
frankly	RB	frankly
,	,	,
most	JJS	most
of	IN	of
them	PP	them
just	RB	just
aren	NNS	<unknown>
'	POS	'
t	NN	t
very	RB	very
attractive	JJ	attractive
,	,	,
and	CC	and
so	RB	so
my	PP$	my
team	NN	team
and	CC	and
I	PP	I
have	VBP	have
been	VBN	be
thinking	VBG	think
of	IN	of
ways	NNS	way
to	TO	to
really	RB	really
change	VB	change
and	CC	and
mix	VB	mix
up	RP	up
the	DT	the
process	NN	process
and	CC	and
the	DT	the
outcome	NN	outcome
of	IN	of
designing	VBG	design
electronics	NNS	electronics
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
if	IN	if
you	PP	you
could	MD	could
design	VB	design
and	CC	and
build	VB	build
electronics	NNS	electronics
like	IN	like
this	DT	this
?	SENT	?
So	RB	so
what	WP	what
if	IN	if
you	PP	you
could	MD	could
do	VB	do
it	PP	it
extremely	RB	extremely
quickly	RB	quickly
,	,	,
extremely	RB	extremely
inexpensively	RB	inexpensively
,	,	,
and	CC	and
maybe	RB	maybe
more	RBR	more
interestingly	RB	interestingly
,	,	,
really	RB	really
fluidly	RB	fluidly
and	CC	and
expressively	RB	expressively
and	CC	and
even	RB	even
improvisationally	RB	<unknown>
?	SENT	?
Wouldn	NP	<unknown>
'	POS	'
t	NN	t
that	RB	that
be	VB	be
so	RB	so
cool	JJ	cool
,	,	,
and	CC	and
that	DT	that
wouldn	NN	<unknown>
'	POS	'
t	NN	t
that	IN	that
open	JJ	open
up	IN	up
all	DT	all
sorts	NNS	sort
of	IN	of
new	JJ	new
possibilities	NNS	possibility
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
share	VB	share
with	IN	with
you	PP	you
two	CD	two
projects	NNS	project
that	WDT	that
are	VBP	be
investigations	NNS	investigation
along	IN	along
these	DT	these
lines	NNS	line
,	,	,
and	CC	and
we	PP	we
'	POS	'
ll	JJ	<unknown>
start	NN	start
with	IN	with
this	DT	this
one	CD	one
.	SENT	.
Magnetic	JJ	magnetic
electronic	JJ	electronic
pieces	NNS	piece
and	CC	and
ferrous	JJ	ferrous
paper	NN	paper
.	SENT	.
A	DT	a
conductive	JJ	conductive
pen	NN	pen
from	IN	from
the	DT	the
Lewis	NP	Lewis
lab	NN	lab
at	IN	at
UIUC	NP	<unknown>
.	SENT	.
Sticker	NN	sticker
templates	NNS	template
.	SENT	.
Speed	NN	speed
x	SYM	x
4	CD	@card@
.	SENT	.
Making	VBG	make
a	DT	a
switch	NN	switch
.	SENT	.
Music	NN	music
:	:	:
DJ	NP	DJ
Shadow	NP	Shadow
.	SENT	.
Adding	VBG	add
some	DT	some
intelligence	NN	intelligence
with	IN	with
a	DT	a
microcontroller	NN	microcontroller
.	SENT	.
Sketching	VBG	sketch
an	DT	an
interface	NN	interface
.	SENT	.
Pretty	RB	pretty
cool	JJ	cool
,	,	,
huh	NP	Huh
?	SENT	?
We	PP	we
think	VBP	think
so	RB	so
.	SENT	.
So	RB	so
now	RB	now
that	IN	that
we	PP	we
developed	VBD	develop
these	DT	these
tools	NNS	tool
and	CC	and
found	VBD	find
these	DT	these
materials	NNS	material
that	WDT	that
let	VBP	let
