When	WRB	when
I	PP	I
was	VBD	be
20	CD	@card@
,	,	,
I	PP	I
was	VBD	be
the	DT	the
Messiah	NP	Messiah
.	SENT	.
For	IN	for
about	RB	about
a	DT	a
week	NN	week
.	SENT	.
And	CC	and
for	IN	for
those	DT	those
of	IN	of
you	PP	you
who	WP	who
haven	NN	haven
'	POS	'
t	NN	t
had	VBD	have
the	DT	the
privilege	NN	privilege
of	IN	of
being	VBG	be
the	DT	the
Messiah	NN	Messiah
,	,	,
I	PP	I
have	VBP	have
to	TO	to
tell	VB	tell
you	PP	you
something	NN	something
.	SENT	.
It	PP	it
is	VBZ	be
awesome	JJ	awesome
.	SENT	.
Imagine	VB	imagine
,	,	,
you	PP	you
are	VBP	be
the	DT	the
person	NN	person
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
save	VB	save
the	DT	the
world	NN	world
,	,	,
bring	VB	bring
peace	NN	peace
on	IN	on
Earth	NP	Earth
,	,	,
and	CC	and
no	DT	no
one	CD	one
knows	VBZ	know
it	PP	it
yet	RB	yet
but	CC	but
you	PP	you
.	SENT	.
I	PP	I
arrived	VBD	arrive
as	IN	as
the	DT	the
second	JJ	second
coming	VBG	come
my	PP$	my
senior	JJ	senior
year	NN	year
of	IN	of
college	NN	college
.	SENT	.
New	NP	New
Year	NP	Year
'	POS	'
s	JJ	<unknown>
Eve	NP	Eve
,	,	,
1999	CD	@card@
.	SENT	.
After	IN	after
a	DT	a
night	NN	night
of	IN	of
partying	VBG	party
,	,	,
I	PP	I
came	VBD	come
to	TO	to
a	DT	a
stunning	JJ	stunning
conclusion	NN	conclusion
.	SENT	.
I	PP	I
was	VBD	be
Jesus	NP	Jesus
2	CD	@card@
.	SENT	.
0	CD	@card@
.	SENT	.
For	IN	for
the	DT	the
next	JJ	next
100	CD	@card@
hours	NNS	hour
,	,	,
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
eat	VBP	eat
,	,	,
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
sleep	NN	sleep
,	,	,
but	CC	but
I	PP	I
did	VBD	do
spend	VB	spend
a	DT	a
fair	JJ	fair
amount	NN	amount
of	IN	of
time	NN	time
preaching	VBG	preach
my	PP$	my
gospel	NN	gospel
at	IN	at
the	DT	the
Burger	NP	Burger
King	NP	King
in	IN	in
Evanston	NP	Evanston
.	SENT	.
Turns	VBZ	turn
out	RP	out
,	,	,
though	RB	though
--	:	--
and	CC	and
this	DT	this
may	MD	may
be	VB	be
a	DT	a
disappointment	NN	disappointment
to	TO	to
my	PP$	my
supporters	NNS	supporter
--	:	--
that	IN	that
I	PP	I
was	VBD	be
in	IN	in
fact	NN	fact
not	RB	not
the	DT	the
Messiah	NP	Messiah
.	SENT	.
I	PP	I
was	VBD	be
just	RB	just
a	DT	a
20-year-old	JJ	20-year-old
Midwestern	JJ	Midwestern
