Hi	UH	hi
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
[	SYM	[
Jennifer	NP	Jennifer
Brea	NP	Brea
is	VBZ	be
sound-sensitive	JJ	sound-sensitive
.	SENT	.
The	DT	the
live	JJ	live
audience	NN	audience
was	VBD	be
asked	VBN	ask
to	TO	to
applaud	VB	applaud
ASL-	NP	<unknown>
style	NN	style
,	,	,
in	IN	in
silence	NN	silence
.	SENT	.
]	SYM	]
So	RB	so
,	,	,
five	CD	five
years	NNS	year
ago	RB	ago
,	,	,
this	DT	this
was	VBD	be
me	PP	me
.	SENT	.
I	PP	I
was	VBD	be
a	DT	a
PhD	JJ	<unknown>
student	NN	student
at	IN	at
Harvard	NP	Harvard
,	,	,
and	CC	and
I	PP	I
loved	VBD	love
to	TO	to
travel	VB	travel
.	SENT	.
I	PP	I
had	VBD	have
just	RB	just
gotten	VBN	get
engaged	VBN	engage
to	TO	to
marry	VB	marry
the	DT	the
love	NN	love
of	IN	of
my	PP$	my
life	NN	life
.	SENT	.
I	PP	I
was	VBD	be
28	CD	@card@
,	,	,
and	CC	and
like	IN	like
so	RB	so
many	JJ	many
of	IN	of
us	PP	us
when	WRB	when
we	PP	we
are	VBP	be
in	IN	in
good	JJ	good
health	NN	health
,	,	,
I	PP	I
felt	VBD	feel
like	IN	like
I	PP	I
was	VBD	be
invincible	JJ	invincible
.	SENT	.
Then	RB	then
one	CD	one
day	NN	day
I	PP	I
had	VBD	have
a	DT	a
fever	NN	fever
of	IN	of
104	CD	@card@
.	SENT	.
7	CD	@card@
degrees	NNS	degree
.	SENT	.
I	PP	I
probably	RB	probably
should	MD	should
have	VB	have
gone	VBN	go
to	TO	to
the	DT	the
doctor	NN	doctor
,	,	,
but	CC	but
I	PP	I
'	POS	'
d	NN	d
never	RB	never
really	RB	really
been	VBN	be
sick	JJ	sick
in	IN	in
my	PP$	my
life	NN	life
,	,	,
and	CC	and
I	PP	I
knew	VBD	know
that	IN	that
usually	RB	usually
,	,	,
if	IN	if
you	PP	you
have	VBP	have
a	DT	a
virus	NN	virus
,	,	,
you	PP	you
stay	VBP	stay
home	NN	home
and	CC	and
you	PP	you
make	VBP	make
some	DT	some
chicken	NN	chicken
soup	NN	soup
,	,	,
and	CC	and
in	IN	in
a	DT	a
few	JJ	few
days	NNS	day
,	,	,
everything	NN	everything
will	MD	will
be	VB	be
fine	JJ	fine
.	SENT	.
But	CC	but
this	DT	this
time	NN	time
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
fine	NN	fine
.	SENT	.
After	IN	after
the	DT	the
fever	NN	fever
broke	VBD	break
,	,	,
for	IN	for
three	CD	three
weeks	NNS	week
I	PP	I
was	VBD	be
so	RB	so
dizzy	JJ	dizzy
,	,	,
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
leave	VB	leave
my	PP$	my
house	NN	house
.	SENT	.
I	PP	I
would	MD	would
walk	VB	walk
straight	RB	straight
into	IN	into
door	NN	door
frames	NNS	frame
.	SENT	.
I	PP	I
had	VBD	have
to	TO	to
hug	VB	hug
the	DT	the
walls	NNS	wall
just	RB	just
to	TO	to
make	VB	make
it	PP	it
to	TO	to
the	DT	the
bathroom	NN	bathroom
.	SENT	.
That	DT	that
spring	NN	spring
I	PP	I
got	VBD	get
infection	NN	infection
after	IN	after
infection	NN	infection
,	,	,
and	CC	and
every	DT	every
time	NN	time
I	PP	I
went	VBD	go
to	TO	to
the	DT	the
doctor	NN	doctor
,	,	,
he	PP	he
said	VBD	say
there	EX	there
was	VBD	be
absolutely	RB	absolutely
nothing	RB	nothing
wrong	JJ	wrong
.	SENT	.
He	PP	he
had	VBD	have
his	PP$	his
laboratory	NN	laboratory
tests	NNS	test
,	,	,
which	WDT	which
always	RB	always
came	VBD	come
back	RB	back
normal	JJ	normal
.	SENT	.
All	RB	all
I	PP	I
had	VBD	have
were	VBD	be
my	PP$	my
symptoms	NNS	symptom
,	,	,
which	WDT	which
I	PP	I
could	MD	could
describe	VB	describe
,	,	,
but	CC	but
no	DT	no
one	CD	one
else	RB	else
can	MD	can
see	VB	see
.	SENT	.
I	PP	I
know	VBP	know
it	PP	it
sounds	VBZ	sound
silly	JJ	silly
,	,	,
but	CC	but
you	PP	you
have	VBP	have
to	TO	to
find	VB	find
a	DT	a
way	NN	way
to	TO	to
explain	VB	explain
things	NNS	thing
like	IN	like
this	DT	this
to	TO	to
yourself	PP	yourself
,	,	,
and	CC	and
so	RB	so
I	PP	I
thought	VBD	think
maybe	RB	maybe
I	PP	I
was	VBD	be
just	RB	just
aging	VBG	age
.	SENT	.
Maybe	RB	maybe
this	DT	this
is	VBZ	be
what	WP	what
it	PP	it
'	POS	'
s	NNS	<unknown>
like	VBP	like
to	TO	to
be	VB	be
on	IN	on
the	DT	the
